length,film_id,replacement_cost,original_language_id,rating,language_id,description,rental_rate,title,release_year,rental_duration
152,917,24.99,,R,1,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,2.99,TUXEDO MILE,2006,3
152,918,23.99,,PG,1,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,4.99,TWISTED PIRATES,2006,4
82,919,17.99,,G,1,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,4.99,TYCOON GATHERING,2006,3
62,920,16.99,,G,1,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,0.99,UNBREAKABLE KARATE,2006,3
172,921,29.99,,PG-13,1,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,2.99,UNCUT SUICIDES,2006,7
107,922,22.99,,PG-13,1,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,4.99,UNDEFEATED DALMATIONS,2006,7
78,923,12.99,,R,1,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,2.99,UNFAITHFUL KILL,2006,7
129,924,15.99,,PG,1,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,0.99,UNFORGIVEN ZOOLANDER,2006,7
164,925,27.99,,R,1,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,0.99,UNITED PILOT,2006,3
120,926,11.99,,NC-17,1,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,2.99,UNTOUCHABLES SUNRISE,2006,5
174,927,16.99,,NC-17,1,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,2.99,UPRISING UPTOWN,2006,6
84,928,16.99,,PG,1,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,2.99,UPTOWN YOUNG,2006,5
128,929,21.99,,PG-13,1,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,4.99,USUAL UNTOUCHABLES,2006,5
145,930,23.99,,R,1,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,2.99,VACATION BOONDOCK,2006,4
48,931,9.99,,PG-13,1,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,0.99,VALENTINE VANISHING,2006,7
73,932,21.99,,G,1,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,0.99,VALLEY PACKER,2006,3
126,933,11.99,,NC-17,1,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,4.99,VAMPIRE WHALE,2006,4
122,934,20.99,,NC-17,1,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,4.99,VANILLA DAY,2006,7
142,935,17.99,,R,1,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,0.99,VANISHED GARDEN,2006,5
123,936,21.99,,NC-17,1,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,2.99,VANISHING ROCKY,2006,3
85,937,14.99,,NC-17,1,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,2.99,VARSITY TRIP,2006,7
173,938,14.99,,R,1,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,4.99,VELVET TERMINATOR,2006,3
90,939,17.99,,R,1,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,2.99,VERTIGO NORTHWEST,2006,4
64,940,19.99,,PG-13,1,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,0.99,VICTORY ACADEMY,2006,6
145,941,10.99,,NC-17,1,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,4.99,VIDEOTAPE ARSENIC,2006,4
174,942,27.99,,PG-13,1,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,0.99,VIETNAM SMOOCHY,2006,7
76,943,27.99,,PG-13,1,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,4.99,VILLAIN DESPERATE,2006,4
179,944,29.99,,PG-13,1,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,4.99,VIRGIN DAISY,2006,6
164,945,22.99,,R,1,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,0.99,VIRGINIAN PLUTO,2006,5
144,946,14.99,,NC-17,1,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,4.99,VIRTUAL SPOILERS,2006,3
59,947,16.99,,PG-13,1,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,0.99,VISION TORQUE,2006,5
139,948,22.99,,PG-13,1,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,0.99,VOICE PEACH,2006,6
157,949,27.99,,NC-17,1,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,0.99,VOLCANO TEXAS,2006,6
132,950,12.99,,PG,1,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,4.99,VOLUME HOUSE,2006,7
78,951,28.99,,PG-13,1,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,0.99,VOYAGE LEGALLY,2006,6
152,952,17.99,,PG,1,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,2.99,WAGON JAWS,2006,7
112,953,9.99,,PG-13,1,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,0.99,WAIT CIDER,2006,3
73,954,18.99,,G,1,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,4.99,WAKE JAWS,2006,7
135,955,19.99,,PG,1,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,4.99,WALLS ARTIST,2006,7
107,956,23.99,,PG-13,1,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,4.99,WANDA CHAMBER,2006,7
80,957,26.99,,G,1,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,4.99,WAR NOTTING,2006,7
178,958,19.99,,G,1,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,2.99,WARDROBE PHANTOM,2006,6
83,959,10.99,,G,1,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,2.99,WARLOCK WEREWOLF,2006,6
128,960,15.99,,G,1,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,2.99,WARS PLUTO,2006,5
161,961,22.99,,R,1,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,4.99,WASH HEAVENLY,2006,7
85,962,18.99,,PG,1,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,2.99,WASTELAND DIVINE,2006,7
78,963,12.99,,PG,1,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,0.99,WATCH TRACY,2006,5
61,964,17.99,,G,1,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,4.99,WATERFRONT DELIVERANCE,2006,4
112,965,28.99,,G,1,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,0.99,WATERSHIP FRONTIER,2006,6
70,966,14.99,,PG,1,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,0.99,WEDDING APOLLO,2006,3
134,967,26.99,,R,1,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2.99,WEEKEND PERSONAL,2006,5
79,968,19.99,,G,1,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,4.99,WEREWOLF LOLA,2006,6
159,969,29.99,,G,1,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,4.99,WEST LION,2006,4
52,970,11.99,,NC-17,1,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,0.99,WESTWARD SEABISCUIT,2006,7
109,971,11.99,,PG-13,1,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,4.99,WHALE BIKINI,2006,4
59,972,24.99,,PG-13,1,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,4.99,WHISPERER GIANT,2006,4
183,973,27.99,,NC-17,1,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,4.99,WIFE TURN,2006,3
181,974,24.99,,R,1,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,0.99,WILD APOLLO,2006,4
137,975,22.99,,R,1,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,2.99,WILLOW TRACY,2006,6
111,976,12.99,,R,1,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,0.99,WIND PHANTOM,2006,6
85,977,25.99,,R,1,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,2.99,WINDOW SIDE,2006,3
98,978,12.99,,R,1,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,0.99,WISDOM WORKER,2006,3
100,979,10.99,,NC-17,1,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,4.99,WITCHES PANIC,2006,6
75,980,12.99,,PG,1,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,4.99,WIZARD COLDBLOODED,2006,4
55,981,13.99,,NC-17,1,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,0.99,WOLVES DESIRE,2006,7
126,982,23.99,,R,1,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,0.99,WOMEN DORADO,2006,4
105,983,18.99,,PG,1,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,2.99,WON DARES,2006,7
126,984,20.99,,NC-17,1,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,2.99,WONDERFUL DROP,2006,3
111,985,19.99,,PG,1,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,4.99,WONDERLAND CHRISTMAS,2006,4
85,986,24.99,,NC-17,1,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,2.99,WONKA SEA,2006,6
116,987,13.99,,PG,1,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,2.99,WORDS HUNTER,2006,3
139,988,26.99,,R,1,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,2.99,WORKER TARZAN,2006,7
74,989,22.99,,R,1,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,4.99,WORKING MICROCOSMOS,2006,4
171,990,13.99,,PG-13,1,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,0.99,WORLD LEATHERNECKS,2006,3
185,991,26.99,,PG,1,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,2.99,WORST BANGER,2006,4
176,992,17.99,,NC-17,1,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,0.99,WRATH MILE,2006,5
178,993,10.99,,PG-13,1,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,2.99,WRONG BEHAVIOR,2006,6
100,994,29.99,,PG-13,1,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,4.99,WYOMING STORM,2006,6
86,995,11.99,,R,1,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,4.99,YENTL IDAHO,2006,5
183,996,9.99,,G,1,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,0.99,YOUNG LANGUAGE,2006,6
105,998,10.99,,NC-17,1,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,0.99,ZHIVAGO CORE,2006,6
101,999,28.99,,R,1,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,2.99,ZOOLANDER FICTION,2006,5
50,1000,18.99,,NC-17,1,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,4.99,ZORRO ARK,2006,3
