assay_id,curated_by,assay_test_type,assay_strain,assay_type,relationship_type,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type,assay_subcellular_fraction
1231,Autocuration,,,B,H,11576,Inhibitory concentration against radioligand [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,,,Hippocampus,,
1232,Expert,,,B,H,5834,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,,,,,,
1233,Expert,,,B,D,2395,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,,Rattus norvegicus,10116.0,,CHO-K1,
1234,Autocuration,,,B,H,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,,,,,,
1235,Autocuration,,,B,H,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,,,,,,
1236,Autocuration,,,B,H,3967,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),,,,,,
1237,Expert,,,B,H,12884,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,,,,,,
1238,Expert,,,B,H,2343,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,,,,,,
1239,Autocuration,,,B,H,11511,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,,,,,
1240,Expert,,,B,D,11511,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,Rattus norvegicus,10116.0,,,
1241,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,,,,,,
1242,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),,,,,,
1243,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),,,,,,
1244,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),,,,,,
1245,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),,,,,,
1246,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),,,,,,
1247,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),,,,,,
1248,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),,,,,,
1249,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),,,,,,
1250,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),,,,,,
1251,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),,,,,,
1252,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),,,,,,
1253,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),,,,,,
1254,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),,,,,,
1255,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,,,,,,
1256,Expert,,,F,D,16616,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",,Rattus norvegicus,10116.0,,,Membranes
1257,Autocuration,,,B,H,16796,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,,,,,,
1258,Autocuration,,,B,H,16796,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,,,,,,
1259,Autocuration,,,B,H,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,,,,,,
1260,Autocuration,,,F,H,13241,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",,,,,,
1261,Expert,,,B,H,12073,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,Hippocampus,,
1262,Autocuration,,,B,H,14286,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,,,,Hippocampus,,
1263,Autocuration,,,B,H,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,,,,Brain,,
1264,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,,,,,
1265,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,,,,,,
1266,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,,,,,,
1267,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,,,,,
1268,Expert,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,,,,,
1269,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,,,,,,
1270,Expert,,,F,D,13630,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,,Rattus norvegicus,10116.0,,,
1271,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,,,,,
1272,Expert,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,,,,,,
1273,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,,,,,,
1274,Expert,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,,,,,,
1275,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,,,,,,
1276,Expert,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,,,,,
1277,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,,,,,,
1278,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,,,,,
1279,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,,,,,,
1280,Expert,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,,,,,,
1281,Expert,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,,,,,,
1282,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,,,,,,
1283,Expert,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,,,,,,
1284,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,,,,,,
1285,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,,,,,,
1286,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,,,,,
1287,Autocuration,,,F,H,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,,,,,
1288,Autocuration,,,B,H,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,,,,Hippocampus,,
1289,Expert,,,B,H,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,,,,Hippocampus,,
1290,Expert,,,B,D,14331,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,,Rattus norvegicus,10116.0,,,Membranes
1291,Expert,,,B,H,15260,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,,,,Hippocampus,,
1292,Autocuration,,,B,H,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,,,,Hippocampus,,
1293,Autocuration,,,B,H,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,,,,Hippocampus,,
1294,Expert,,,F,D,16616,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",,Rattus norvegicus,10116.0,,,
1295,Autocuration,,,B,H,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,,,,,,
1296,Autocuration,,,B,H,15086,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,,,,,,
1297,Expert,,,F,H,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,,,,,
1298,Autocuration,,,B,H,12652,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,,,,,,
1299,Autocuration,,,B,H,14608,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,,,,Hippocampus,,
1300,Autocuration,,,B,H,12306,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,,Hippocampus,,
1301,Autocuration,,,B,H,12306,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,,Hippocampus,,
1302,Expert,,,B,D,15247,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,Rattus norvegicus,10116.0,,,
1303,Expert,,,B,H,17529,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,,,,Hippocampus,,
1304,Autocuration,,,B,H,14826,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,Hippocampus,,
1305,Autocuration,,,B,H,14826,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,Hippocampus,,
1306,Autocuration,,,B,H,13241,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,,,Hippocampus,,
1307,Autocuration,,,B,H,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,,,,Hippocampus,,
1308,Autocuration,,,B,H,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,,,,Hippocampus,,
1309,Autocuration,,,B,H,14442,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,,,,Brain,,
1310,Autocuration,,,B,H,9919,Affinity for 5-hydroxytryptamine 1A receptor site,,,,,,
1311,Autocuration,,,B,H,9919,Affinity for 5-hydroxytryptamine 1A receptor site,,,,,,
1312,Autocuration,,,B,H,11440,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,,,,Hippocampus,,
1313,Autocuration,,,B,H,11257,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,,,,,,
1314,Expert,,,B,H,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,,,,,,
1315,Expert,,,B,D,17331,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,,Rattus norvegicus,10116.0,Hippocampus,,
1316,Expert,,,B,H,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,,,,,,
1317,Expert,,,B,D,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",,Rattus norvegicus,10116.0,,,
1318,Autocuration,,,B,H,9699,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,,,,Hippocampus,,
1319,Autocuration,,,B,H,9547,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,,,,,,
1320,Autocuration,,,B,H,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,,,,,,
1321,Autocuration,,,B,H,14331,Binding affinity against rat 5-hydroxytryptamine 1A receptor,,,,,,
1322,Expert,,,B,D,14060,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,,Rattus norvegicus,10116.0,,,
1323,Autocuration,,,B,H,14744,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,,,,Hippocampus,,
1324,Autocuration,,,B,H,13506,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,,,,,,
1325,Expert,,,B,H,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,Brain,,
1326,Expert,,,B,H,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,Brain,,
1327,Expert,,,B,H,10062,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,,,,,,
1328,Autocuration,,,B,H,12073,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,,,,,,
1329,Autocuration,,,B,H,14875,GTPgammaS radioligand binding assay,,,,,,
1330,Autocuration,,,B,H,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,,,,,
1331,Autocuration,,,F,H,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,,,,,,
1332,Autocuration,,,F,H,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,,,,,,
1333,Autocuration,,,B,H,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,,,,,,
1334,Autocuration,,,B,H,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,,,,,
1335,Autocuration,,,F,H,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,,,,,,
1336,Expert,,,B,H,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,,,,,HeLa,
1337,Autocuration,,,B,H,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,,,,,HeLa,
1338,Expert,,,B,D,6491,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,,Homo sapiens,9606.0,,,
1339,Autocuration,,,B,H,16190,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,,,,CHO,
1340,Autocuration,,,B,H,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,,,,,,
1341,Autocuration,,,B,H,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,,,,,,
1342,Expert,,,B,D,4234,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,,Homo sapiens,9606.0,,,
1343,Expert,,,B,H,6328,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,,,,,,
1344,Autocuration,,,B,H,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,,,,,,
1345,Autocuration,,,B,H,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,,,,,,
