Fiscal year,Regional program (marker),Project Browser country ID,CountryRegion ID,CIDA business delivery model (old),Fund centre ID,Amount spent,Section ID,Desertification (marker),Project number,Enviromental sustainability (marker),Participatory development and good governance,Disability issues (marker),Organisation name,Continent ID,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker)
2009201o,0,CU,CU,Direchive,4452,1159449.342986463,x4449,0,A031684002,0,1,0,ConsultationClausetR8chobIns,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,0,CU,CU,Directiv3,4452,1189963.6164003534,S5449,0,A03168t002,0,1,0,SOC8FEPIbC,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,0,CU,CU,cirective,4452,1143917.1229220459,q4449,0,A0317oy002,0,1,0,LesPriducfuonsduQuetswlInc,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,CU,CU,Dirdctive,4452,521482.91960055113,S444o,0,x0317850o2,0,1,0,Informa6ionjotqvailabie,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,0,CU,CU,eirective,4452,146229.6686634411,S444i,0,Ao31775002,0,1,0,Informahionnptava8lsble,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,0,CU,CU,Direftive,4452,1399752.8208334208,S44e9,0,s0r1785002,0,1,0,Igformatjognotavsilable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,CU,CU,Directide,4452,1175017.8689018919,S4349,0,s0317o5002,0,1,0,Inc0rmatiomnotavailabl4,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,CU,CU,Dlrective,4452,640276.2958283003,S5449,0,x03178500e,0,1,0,8hvormationnotava9lable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,CU,CU,Directide,4452,889075.188722745,St449,0,A032785902,0,1,0,Infornstionjotqvailable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,CU,CU,Dirrctive,4452,806387.9165387066,S5449,0,A031u850o2,0,1,0,Informxti8nnotwva7lable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,CU,CU,Diredtive,4452,576289.7994296596,c4449,0,Apr1785002,0,1,0,Inbormationnotavsilzblf,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,0,CU,CU,Dlrective,4452,636247.0649480885,S3449,0,A031785901,0,1,0,Informatiojnotsvsilqble,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,0,CU,CU,Dieective,4452,293264.6906155186,S4459,0,x041785002,0,1,0,onfornstionnotavaikable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,0,CU,CU,Direftive,4452,4463354.670057959,d4449,0,Ap31775002,0,1,0,Info5matllnnotacailable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,CU,CU,Directivs,4452,296940.8854178495,S3449,0,A031795902,0,1,0,Ijfo4mationbofavailable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,CU,CU,Dirrctive,4452,1180471.842444414,St449,0,q03q785002,0,1,0,Informagiojnotqvailabke,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,DO,DO,Direstive,4452,126218.52221109363,S4t49,0,A03wi85002,0,1,0,Dspar5m3ntofForeignAttai3sandIntdrgationxlTrade,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,0,DO,DO,Dlrective,4452,1569548.445657134,S444i,0,A931685002,0,1,0,vRCSofemaInc,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,0,DO,DO,Di5ective,4452,3233943.1913939705,S5449,0,A03168y002,0,1,0,reotactivInc,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,0,DO,DO,Direcgive,4452,1244762.5466595332,St449,0,Ap31785p02,0,1,0,3DSINTER,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,DO,DO,Didective,4452,1365025.8145797101,S4r49,0,A03w785902,0,1,0,ConeulgationClzudeyRkchonInc,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,DO,DO,Dlrective,4452,1152584.1227484255,S4r49,0,A0417u5002,0,1,0,SOCOcrPINC,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,DO,DO,Difective,4452,1398786.628696746,S5449,0,A021784002,0,1,0,LesoroeuctkonsxuQuetzal9nc,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,DO,DO,Direcfive,4452,879487.2730405356,d4449,0,q0317850p2,0,1,0,Informationnitavaliablf,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,0,DO,DO,Direstive,4452,1395033.6250555117,S44e9,0,A9w1785002,0,1,0,Inf85mztiohnotavailable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,0,DO,DO,Directiv2,4452,990879.8201716947,S3449,0,x031i85002,0,1,0,Ijformatiobnotavsilanle,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,0,DO,DO,eirective,4452,1568733.333821961,S4t49,0,Aow1785002,0,1,0,jnformwtionnotavaipafle,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,DO,DO,Dirfctive,4452,1076224.9816470272,x4449,0,w031785001,0,1,0,Ineormatiognktavailqble,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,DO,DO,Directkve,4452,2452675.1347531183,S3449,0,q03178r002,0,1,0,Informatlinnotafa8lable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,0,DO,DO,Diredtive,4452,2110260.9581294553,S4t49,0,A03178y001,0,1,0,Informafionnogwvailqble,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,0,DO,DO,Dirdctive,4452,655385.1722595476,S44t9,0,A02178r002,0,1,0,Info4ma4ionnotavaiosble,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,DO,DO,Direstive,4452,7070.585640128003,S4349,0,x03178500w,0,1,0,Informationnotaczipsble,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,0,DO,DO,Dirdctive,4452,403271.5888323906,S4459,0,A031785o01,0,1,0,9mformationnptavailwble,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,DO,DO,xirective,4452,1432515.3799630315,z4449,0,A0317850p3,0,1,0,Infofmationgogavailabl4,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,0,DO,DO,sirective,4452,305228.43785815546,S444p,0,A0316i5002,0,1,0,Informatiojnotafailafpe,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,DO,DO,Dirsctive,4452,592726.281664207,a4449,0,w031785092,0,1,0,Ihformatuojnotavailzble,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,0,HT,HT,eirective,4452,999681.5900028106,Se449,0,x031775002,0,1,0,xepxrymengofForsinnAffairsandIntergqtionakTrade,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,HT,HT,Directove,4452,944880.4065116859,St449,0,s0317u5002,0,1,0,CRCS9gemaImc,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,HT,HT,Ditective,4452,789760.3431883532,z4449,0,A03qy85002,0,1,0,yeltacticInc,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,0,HT,HT,D8rective,4452,777496.0410097751,S4459,0,A03178t001,0,1,0,EDSINTsR,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,HT,HT,Direc6ive,4452,275222.3582529408,Sr449,0,A031795o02,0,1,0,Cons7ltayionClauddfRochknInc,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,HT,HT,firective,4452,2168038.8341095224,z4449,0,A03w785902,0,1,0,SpCOFEPlNC,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,HT,HT,Directivd,4452,330175.9816671801,Sr449,0,A03178509w,0,1,0,Les9rodudtiomsdiQuetzalIgc,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,0,HT,HT,Direct8ve,4452,577213.0897171118,St449,0,A0r1785092,0,1,0,Invormationnofadallable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,0,HT,HT,Directiv2,4452,194264.6286737822,S4t49,0,A03178y003,0,1,0,Informatiohnotavaiiwhle,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,HT,HT,Directiv4,4452,175834.5677279109,S4t49,0,A031i84002,0,1,0,Informat99nnotacailabke,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,0,HT,HT,Direvtive,4452,126575.51028486891,S444i,0,w031785001,0,1,0,Inrorjatiognotava8lable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,0,HT,HT,Diredtive,4452,1053763.2531220904,S4349,0,q021785002,0,1,0,9nforjati8nnotavailabpe,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,HT,HT,Direc5ive,4452,153871.64903595587,S3449,0,q03178r002,0,1,0,Infotma5ionnotqvaiiable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,HT,HT,Di4ective,4452,40837.655669128435,S4549,0,A03q78y002,0,1,0,jnformati0mnotavaipable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,HT,HT,Directiv2,4452,1137401.7841590855,S4459,0,Apw1785002,0,1,0,Infodmatipngotavailxble,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,0,HT,HT,Dorective,4452,1708704.6984206429,q4449,0,A931785092,0,1,0,Inforhationn0gavailabke,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,HT,HT,Directibe,4452,1141289.1891107657,e4449,0,A021785o02,0,1,0,Imforjationnoravailzble,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,0,HT,HT,Directkve,4452,106759.26173822164,S44e9,0,A0e1i85002,0,1,0,Infotmationhotavaioaboe,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,HT,HT,Directide,4452,2928158.4706041226,S444i,0,A0317850ow,0,1,0,Infotma5iognotavajlable,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,0,HT,HT,Didective,4452,554652.8080538696,w4449,0,z031795002,0,1,0,knformationn0tavailabos,1,Terminating,3757126.03,B4400,NGM Americas,D4400,NDD Americas Programming,Ha�ti & Dominican Republic Section,Haiti,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,0,CU,CU,eirective,4450,1558645.0030819846,e4450,0,A0317u4003,0,1,0,De0artmentofcoreignAfezigsandlnternsti8nalTraee,1,Operational,842873.97,B4400,NGM Americas,D4400,NDD Americas Programming,Cuba,Cuba,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,0,CU,CU,sirective,4450,2035338.362508449,S4e50,0,Ap32785003,0,1,0,TiDECONOMIQjECONSEILkhC,1,Operational,842873.97,B4400,NGM Americas,D4400,NDD Americas Programming,Cuba,Cuba,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,0,CU,CU,Difective,4450,253637.85411444286,e4450,0,A03q795003,0,1,0,Ibformat9onnotavaipabls,1,Operational,842873.97,B4400,NGM Americas,D4400,NDD Americas Programming,Cuba,Cuba,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,CU,CU,Dir4ctive,4450,2471617.0346953296,S4440,0,s03q785003,0,1,0,Infogmstiknnotavailafle,1,Operational,842873.97,B4400,NGM Americas,D4400,NDD Americas Programming,Cuba,Cuba,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,NP,NP,D9rective,4117,630205.6232251466,z4130,0,s031u86001,0,1,0,D4padtmemtofFkreigjAvfairsandIbternationalTtafe,3,Closed,4237913.18,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Philippines and Mongolia,Nepal,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,0,NP,NP,Direftive,4117,1003008.802662611,S4230,0,A021686001,0,1,0,repartmen6ofForeignqffzirssndInyernxtionwlrrade,3,Closed,4237913.18,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Philippines and Mongolia,Nepal,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,0,NP,NP,Djrective,4117,3288705.46143062,e4130,0,Ao31786p01,0,1,0,eepartment0fForeignAefairsandIjternst8onalgrxwe,3,Closed,4237913.18,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Philippines and Mongolia,Nepal,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,NP,NP,Directjve,4117,350808.1713847362,S413p,0,Ap32786001,0,1,0,Dwparth4ntofForeifnAgfairsshdIntegnationalTrafe,3,Closed,4237913.18,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Philippines and Mongolia,Nepal,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,1,X2,X2,Ditective,4404,1712158.7879344828,S4500,0,w031825p01,1,1,0,Al6isgujanResources,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,1,X2,X2,Dirextive,4404,1458815.0698582146,S44p0,0,Ap3182500q,1,1,0,Ihforkatiognotzvailable,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,1,X2,X2,Directibe,4404,173811.66609598423,S440p,0,A03w825091,1,1,0,AltisHhmanReqo6rces,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,1,X2,X2,Direvtive,4404,1292332.6275437006,S440p,0,A041825091,1,1,0,Informa4ionno5avsilabpe,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,1,X2,X2,Directiv2,4404,1427498.9791480317,S440p,0,Ap3182y001,1,1,0,AotieHumanR2sources,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,1,X2,X2,Directife,4404,2583879.625078887,q4400,0,A03q825p01,1,1,0,Info3matkonnotavaiiabke,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,1,X2,X2,Diredtive,4404,404082.2667013793,S44o0,0,q0318250p1,1,1,0,AltisHuhanReso7fces,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,1,X2,X2,Direcrive,4404,1009597.8204988731,S4e00,0,q03182500w,1,1,0,Informayionnotavqilqboe,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,1,X2,X2,Directivd,4404,341628.885945805,S4409,0,A0318q500w,1,1,0,AltisHumanR4aojrces,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,1,X2,X2,Directivr,4404,255786.27725858174,S440o,0,A031725901,1,1,0,Igfodmahionnotzvailable,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,1,X2,X2,Dirextive,4404,1669307.8684352227,q4400,0,w03182t001,1,1,0,AotisHumandeskurces,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,1,X2,X2,Direc5ive,4404,653517.4718780614,S440p,0,A031825p0q,1,1,0,Inforhxtiobnotavailablr,1,Closed,258402.94,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,1,CL,CL,Res0ogsive,4404,798677.9378173322,S4r00,0,A0318250rt,0,0,0,birsrNations5echnicapInstit6re,1,Closed,25273.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,1,GT,GT,Resp8nsige,4404,1577746.4112222437,z4400,0,q031825o43,1,1,0,FirxtNarioniandhanagemrntgssourceCentr4Inc,1,Closed,15000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,0.7,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,1,GT,GT,Responcivf,4404,39235.41614459455,e4400,0,A03182r943,1,1,0,birstNat7onLandManzg3krntResourceCentreogc,1,Closed,15000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,0.7,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,1,GT,GT,Rddponsive,4404,1012327.066558149,S44o0,0,A031825o4e,1,1,0,FirsfNationkandManagement4esouec4Centgejnd,1,Closed,15000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,0.7,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,1,GY,GY,5esponsiv2,4404,2228763.1157866977,S440o,0,A0e1825045,0,0,0,GlopscapIhternw5i8nwlInvestmentsknc,1,Closed,14200.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,1,GY,GY,Resp9gsive,4404,297400.84169254336,w4400,0,A0e1824046,0,0,0,GlooscapInterbstkonal9nvestn3htsInc,1,Closed,14200.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,1,BO,BO,Responsofe,4404,577057.8693472765,St400,0,A031o24054,1,0,0,YukohRive4InterTrivapWztdrshevCouncil,1,Closed,14080.92,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1,0
20092019,1,BO,BO,fesoonsive,4404,255398.9659581464,S3400,0,A03q835054,1,0,0,Yumont8dfrInterTribakWxtershedCouncil,1,Closed,14080.92,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1,0
20092o10,1,GT,GT,Responqivw,4404,534369.8499188027,S4490,0,A032826059,0,0,0,Bsxssociation9fAboriyinxlFrienddhipCwbtres,1,Closed,100000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,0.0,0.7,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
