assays_ASI,assays_CURAB,assays_Ti,assays_ASSTI,assays_ASSCA,assays_Descr,assays_RELATT,assays_CONSC,assays_SRI,assays_SASSI,assays_CHI,assays_CI,assays_BAFO,assays_TII,assays_VAI
983,Autocuration,51,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,H,8,1,,CHEMBL616026,449.0,BAO_0000219,,
984,Autocuration,51,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT",H,8,1,,CHEMBL616027,,BAO_0000019,,
985,Expert,51,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared to 5-HT",D,9,1,,CHEMBL616028,,BAO_0000019,,
986,Expert,51,,,Percent efficacy against human 5-hydroxytryptamine 1A receptor relative to maximal 5-HT response,D,9,1,,CHEMBL616029,,BAO_0000019,,
987,Expert,51,,,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by incubating human 5-hydroxytryptamine 1A receptor transfected CHO cells with [3H]8-OH-DPAT,H,8,1,,CHEMBL616030,449.0,BAO_0000219,,
988,Expert,51,,,In vitro inhibition of [3H]8-OH-DPAT binding to human cloned 5-hydroxytryptamine 1A receptor on CHO cell membranes.,H,8,1,,CHEMBL616031,,BAO_0000019,,
989,Expert,51,,,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,D,9,1,,CHEMBL616032,,BAO_0000019,,
990,Expert,51,,,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,D,9,1,,CHEMBL616033,,BAO_0000019,,
991,Autocuration,51,,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,H,8,1,,CHEMBL616034,,BAO_0000019,,
992,Autocuration,51,,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,H,8,1,,CHEMBL616035,,BAO_0000019,,
993,Autocuration,51,,,Maximum binding affinity was evaluated as ([35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616036,,BAO_0000019,,
994,Autocuration,51,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,H,8,1,,CHEMBL616037,,BAO_0000019,,
995,Autocuration,51,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,H,8,1,,CHEMBL616038,,BAO_0000019,,
996,Autocuration,51,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,H,8,1,,CHEMBL616039,,BAO_0000019,,
997,Autocuration,51,,,Agonist efficacy was evaluated as [35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616040,,BAO_0000019,,
998,Expert,51,,,Concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,D,9,1,,CHEMBL616041,308.0,BAO_0000219,,
999,Expert,51,,,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,D,9,1,,CHEMBL616042,308.0,BAO_0000219,,
1000,Expert,51,,,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,D,9,1,,CHEMBL616043,308.0,BAO_0000219,,
1001,Autocuration,51,,,"Potency (pD2) for the stimulation of [35S]GTP-gamma-S, binding on 5-hydroxytryptamine 1A receptor",H,8,1,,CHEMBL616044,,BAO_0000019,,
1002,Autocuration,51,,,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",H,8,1,,CHEMBL616045,,BAO_0000019,,
1003,Autocuration,51,,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,H,8,1,,CHEMBL616046,722.0,BAO_0000219,,
1004,Autocuration,51,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),H,8,1,,CHEMBL616047,449.0,BAO_0000219,,
1005,Autocuration,51,,,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells,H,8,1,,CHEMBL616048,449.0,BAO_0000219,,
1006,Expert,51,,,Potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 1),D,9,1,,CHEMBL616049,449.0,BAO_0000219,,
1007,Autocuration,51,,,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),H,8,1,,CHEMBL616050,449.0,BAO_0000219,,
1008,Expert,51,,,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor,H,8,1,,CHEMBL616051,,BAO_0000219,,
1009,Autocuration,51,,,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor; Not tested,H,8,1,,CHEMBL616212,,BAO_0000219,,
1010,Autocuration,51,,,"ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",H,8,1,,CHEMBL616213,,BAO_0000019,,
1011,Expert,51,,,Ability to bind to 5-hydroxytryptamine 1A receptor from cloned human expressed in Ha7 cells,H,8,1,,CHEMBL616214,,BAO_0000219,,
1012,Expert,51,,,Ability to bind to 5-hydroxytryptamine 1A receptor subtype from cloned human expressed in Ha7 cells,H,8,1,,CHEMBL616215,,BAO_0000219,,
1013,Autocuration,51,,,Binding activity radioligand.,H,8,1,,CHEMBL616216,,BAO_0000357,,
1014,Autocuration,51,,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,H,8,1,,CHEMBL616217,,BAO_0000019,,
1015,Autocuration,51,,,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616218,,BAO_0000357,,
1016,Autocuration,51,,,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616219,,BAO_0000357,,
1017,Autocuration,51,,,binding affinity towards human recombinant 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616220,,BAO_0000357,,
1018,Expert,51,,,Displacement of [3H]8-hydroxy-2-(di-n-propylamino)tetralin from human 5-hydroxytryptamine 1A receptor,D,9,1,,CHEMBL833493,,BAO_0000357,,
1019,Autocuration,51,,,Ability to displace the radioligand [3H]-8-OH-DPAT from human 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616221,,BAO_0000357,,
1020,Expert,51,,,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,D,9,1,,CHEMBL616222,449.0,BAO_0000219,,
1021,Autocuration,51,,,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616223,,BAO_0000019,,
1022,Autocuration,51,,,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor; Not determined,H,8,1,,CHEMBL616224,,BAO_0000019,,
1023,Expert,51,,,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding in Chinese hamster ovary cell line,H,8,1,,CHEMBL616225,,BAO_0000019,,
1024,Expert,51,,,Binding affinity to human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]-8-OH- DPAT as radioligand,D,9,1,,CHEMBL616226,722.0,BAO_0000219,,
1025,Autocuration,51,,,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells,H,8,1,,CHEMBL616227,722.0,BAO_0000219,,
1026,Autocuration,51,,,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells using [3H]8-OH-DPAT as radioligand,H,8,1,,CHEMBL616228,722.0,BAO_0000219,,
1027,Autocuration,51,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,H,8,1,,CHEMBL616229,722.0,BAO_0000219,,
1028,Autocuration,51,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand; ND means no data,H,8,1,,CHEMBL616230,722.0,BAO_0000219,,
1029,Autocuration,51,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;ND means no data.,H,8,1,,CHEMBL616231,722.0,BAO_0000219,,
1030,Autocuration,51,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,H,8,1,,CHEMBL616232,,BAO_0000357,,
1031,Autocuration,51,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,H,8,1,,CHEMBL616233,722.0,BAO_0000219,,
1032,Autocuration,51,,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT as the radioligand,H,8,1,,CHEMBL857973,722.0,BAO_0000219,,
1033,Autocuration,51,,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT binding from human 5-hydroxytryptamine 1A receptor in mammalian cells,H,8,1,,CHEMBL616234,,BAO_0000219,,
1034,Autocuration,51,,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616235,,BAO_0000357,,
1035,Expert,51,,,Binding affinity at human cloned 5-hydroxytryptamine 1A receptor expressed in HeLa cells by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,H,8,1,,CHEMBL616236,308.0,BAO_0000219,,
1036,Expert,51,,,Binding affinity at native 5-hydroxytryptamine 1A receptor in rat by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,H,8,1,,CHEMBL616237,,BAO_0000019,,
1037,Autocuration,51,,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor in human cloned receptors in HEK 293 cells using [3H]8-OH-DPAT,H,8,1,,CHEMBL616238,722.0,BAO_0000219,,
1038,Autocuration,51,,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1A receptor in HEK 293 using [3H]5-CT as a radioligand,H,8,1,,CHEMBL616239,722.0,BAO_0000219,,
1039,Autocuration,51,,,In vitro binding affinity at human recombinant 5-hydroxytryptamine 1A receptor in mammalian cells using 3[H]8-OH-DPAT as the radioligand,H,8,1,,CHEMBL616240,,BAO_0000219,,
1040,Expert,51,,,The binding affinity was evaluated on cloned human 5-hydroxytryptamine 1A receptor expressed in HeLa cells by using DPAT as radioligand.,D,9,1,,CHEMBL616241,308.0,BAO_0000219,,
1041,Autocuration,51,,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT.,H,8,1,,CHEMBL616242,722.0,BAO_0000219,,
1042,Autocuration,51,,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1A receptor in HEK293 cells, using [3H]8-OH-DPAT as radioligand",H,8,1,,CHEMBL616243,722.0,BAO_0000219,,
1043,Expert,51,,,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,D,9,1,,CHEMBL616244,,BAO_0000357,,
1044,Autocuration,51,,,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor,D,9,1,,CHEMBL616245,,BAO_0000357,,
1045,Autocuration,106,,,Binding affinity towards 5-HT1B receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,H,8,1,,CHEMBL616246,,BAO_0000357,,
1046,Autocuration,105,,,Binding affinity against 5-HT1D receptor,H,8,1,,CHEMBL616247,,BAO_0000357,,
1047,Autocuration,105,,,Binding affinity against 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616248,,BAO_0000357,,
1048,Autocuration,107,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,H,8,1,,CHEMBL616249,,BAO_0000357,,
1049,Autocuration,10576,,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,H,8,1,,CHEMBL616250,,BAO_0000357,,
1050,Autocuration,51,,,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616251,,BAO_0000357,,
1051,Autocuration,11863,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 15 min after administration of the compound,H,8,1,,CHEMBL616252,,BAO_0000218,,
1052,Autocuration,11863,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 30 min after administration of the compound,H,8,1,,CHEMBL616253,,BAO_0000218,,
1053,Autocuration,11863,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 60 min after administration of the compound,H,8,1,,CHEMBL616254,,BAO_0000218,,
1054,Expert,11863,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 15 min,D,9,1,,CHEMBL616255,,BAO_0000218,,
1055,Expert,11863,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 30 min,D,9,1,,CHEMBL832872,,BAO_0000218,,
1056,Expert,11863,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 60 min,D,9,1,,CHEMBL616256,,BAO_0000218,,
1057,Expert,11863,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 15 min,D,9,1,,CHEMBL616257,,BAO_0000218,,
1058,Expert,11863,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 30 min,D,9,1,,CHEMBL616258,,BAO_0000218,,
1059,Expert,11863,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 60 min,D,9,1,,CHEMBL616384,,BAO_0000218,,
1060,Autocuration,11863,Hippocampus,,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,H,8,1,,CHEMBL616385,,BAO_0000221,10000000.0,
1061,Expert,11863,,,Inhibitory activity against serotonin 5-hydroxytryptamine 1A receptor from mice.,H,8,1,,CHEMBL616386,,BAO_0000357,,
1062,Expert,11863,Hippocampus,,Inhibitory activity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,D,9,1,,CHEMBL616387,,BAO_0000221,10000000.0,
1063,Autocuration,11863,Hippocampus,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,H,8,1,,CHEMBL616388,,BAO_0000221,10000000.0,
1064,Expert,11863,Hippocampus,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,D,9,1,,CHEMBL616389,,BAO_0000221,10000000.0,
1065,Autocuration,11863,Hippocampus,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,H,8,1,,CHEMBL616390,,BAO_0000221,10000000.0,
1066,Autocuration,11863,,,Compound was tested for binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as a radioligand,H,8,1,,CHEMBL616391,,BAO_0000357,,
1067,Expert,11863,Hippocampus,,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,D,9,1,,CHEMBL616392,,BAO_0000221,10000000.0,
1068,Autocuration,51,,,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616393,,BAO_0000357,,
1069,Autocuration,51,,,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor; ND denotes not determined,H,8,1,,CHEMBL616394,,BAO_0000357,,
1070,Autocuration,51,,,Binding affinity of compound measured for 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT-labeled porcine brain homogenates,H,8,1,,CHEMBL616395,,BAO_0000019,,
1071,Autocuration,51,,,Compound was evaluated for the binding affinity at 5- HT1A receptor,H,8,1,,CHEMBL616396,,BAO_0000357,,
1072,Autocuration,51,,,Compound was tested in vitro for its ability to compete with [3H]8-OH-DPAT at 5-hydroxytryptamine 1A receptor in porcine brain homogenate,H,8,1,,CHEMBL872907,,BAO_0000019,,
1073,Autocuration,51,,,In vitro for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in porcine brain homogenate,H,8,1,,CHEMBL616397,,BAO_0000019,,
1074,Autocuration,51,,,Compound was tested for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in pig cortex,H,8,1,,CHEMBL616398,,BAO_0000019,,
1075,Expert,51,,,Displacement of [3H]- 8-OH-DPAT from porcine 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616399,,BAO_0000357,,
1076,Autocuration,51,,,Binding activity radioligand.,H,8,1,,CHEMBL857065,,BAO_0000357,,
1077,Expert,51,,,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,H,8,1,,CHEMBL616400,,BAO_0000019,,
1078,Autocuration,51,,,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,H,8,1,,CHEMBL616401,,BAO_0000019,,
1079,Expert,10624,,,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex,H,8,1,,CHEMBL616402,,BAO_0000019,,
1080,Expert,51,,,Displacement of [3H]8-OH-DPAT from pig cortex 5-hydroxytryptamine 1A receptor,H,8,1,,CHEMBL616403,,BAO_0000019,,
1081,Autocuration,51,Hippocampus,,Binding affinity for 5-hydroxytryptamine 1A receptor in piglet hippocampus using [3H]8-OH-DPAT,H,8,1,,CHEMBL616404,,BAO_0000221,10000000.0,
1082,Autocuration,51,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in pig frontal cortex membranes using [8H]-OH-DPAT,H,8,1,,CHEMBL616405,,BAO_0000249,,
1083,Autocuration,51,,,Binding affinity was evaluated by 5-hydroxytryptamine 1A receptor agonism in the pig cortex by displacing 8-OH-DPAT,H,8,1,,CHEMBL616406,,BAO_0000019,,
1084,Expert,51,,,Agonistic activity against 5-hydroxytryptamine 1A receptor in pig cortex using [3H]8-OH-DPAT,H,8,1,,CHEMBL616407,,BAO_0000019,,
1085,Autocuration,51,,,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the presence of endothelium,H,8,1,,CHEMBL616408,,BAO_0000019,,
1086,Expert,10576,,,Inhibition activity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using radio binding assays,D,9,1,,CHEMBL616409,,BAO_0000249,,
1087,Expert,10576,Hippocampus,,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Less active",D,9,1,,CHEMBL616410,,BAO_0000221,10000000.0,
1088,Autocuration,10576,,,Tested for the effect on binding at 5-hydroxytryptamine 1A receptor; No activity,H,8,1,,CHEMBL616411,,BAO_0000357,,
1089,Expert,10576,,,"Antagonist activity to stimulate binding of [35S]GTP-gamma-S, to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",D,9,1,,CHEMBL616412,,BAO_0000249,,
1090,Expert,10576,Hippocampus,,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",D,9,1,,CHEMBL616413,,BAO_0000249,10000000.0,
1091,Autocuration,10576,Hippocampus,,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,H,8,1,,CHEMBL616414,,BAO_0000221,10000000.0,
1092,Expert,10576,Hippocampus,,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding,D,9,1,,CHEMBL616415,,BAO_0000221,10000000.0,
1093,Autocuration,10576,,,Binding affinity measured at the 5-hydroxytryptamine 1A receptor by the inhibition of [3H]8-OH-DPAT binding to rat cortex using unlabeled buspirone for nonspecific binding.,H,8,1,,CHEMBL616416,,BAO_0000019,,
1094,Expert,10576,,,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand.,H,8,1,,CHEMBL616417,,BAO_0000357,,
1095,Autocuration,10576,,,Binding affinity of [3H]- -8-OH-DPAT labelled towards Rat Hippocampal 5-hydroxytryptamine 1A receptor using radioligand binding assay,H,8,1,,CHEMBL616418,,BAO_0000357,,
