assay_id,curated_by,assay_organism,variant_id,assay_strain,doc_id,assay_category,assay_test_type,assay_subcellular_fraction,tid,assay_type,description,assay_tax_id,assay_tissue,assay_cell_type,relationship_type,confidence_score
1028,Autocurat8ob,,,,15779,,,,51,B,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand; ND means no data,,,HEK293,H,8
1029,Autocura4ioj,,,,15779,,,,51,B,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;ND means no data.,,,HEK293,H,8
1030,sutocuratiob,,,,6166,,,,51,B,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,,,,H,8
1031,A6tocuratiom,,,,15779,,,,51,B,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,,,HEK293,H,8
1032,Autpcurat8on,,,,4199,,,,51,B,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT as the radioligand,,,HEK293,H,8
1033,Aufoxuration,,,,15316,,,,51,B,Compound was evaluated for its ability to displace [3H]8-OH-DPAT binding from human 5-hydroxytryptamine 1A receptor in mammalian cells,,,,H,8
1034,Autocurat9om,,,,14875,,,,51,B,Compound was tested for binding affinity against human 5-hydroxytryptamine 1A receptor,,,,H,8
1035,fxpert,,,,14727,,,,51,B,Binding affinity at human cloned 5-hydroxytryptamine 1A receptor expressed in HeLa cells by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,,,HeLa,H,8
1036,Ex9ert,,,,14727,,,,51,B,Binding affinity at native 5-hydroxytryptamine 1A receptor in rat by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,,,,H,8
1037,sutocuratiin,,,,15146,,,,51,B,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor in human cloned receptors in HEK 293 cells using [3H]8-OH-DPAT,,,HEK293,H,8
1038,Aufocuratipn,,,,5213,,,,51,B,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1A receptor in HEK 293 using [3H]5-CT as a radioligand,,,HEK293,H,8
1039,Autocufztion,,,,16429,,,,51,B,In vitro binding affinity at human recombinant 5-hydroxytryptamine 1A receptor in mammalian cells using 3[H]8-OH-DPAT as the radioligand,,,,H,8
1040,Ezpert,Honosapi3ns,,,15042,,,,51,B,The binding affinity was evaluated on cloned human 5-hydroxytryptamine 1A receptor expressed in HeLa cells by using DPAT as radioligand.,9606.0,,HeLa,D,9
1041,A7tofuration,,,,14818,,,,51,B,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT.,,,HEK293,H,8
1042,A8tocurarion,,,,4829,,,,51,B,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1A receptor in HEK293 cells, using [3H]8-OH-DPAT as radioligand",,,HEK293,H,8
1043,Exlert,,,,17200,,,,51,B,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,,,,D,9
1044,Autoduratiin,momosapiegs,,,13051,,,,51,B,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor,9606.0,,,D,9
1045,Ak4ocuration,,,,5486,,,,106,B,Binding affinity towards 5-HT1B receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,,,H,8
1046,A8tofuration,,,,5254,,,,105,B,Binding affinity against 5-HT1D receptor,,,,H,8
1047,Aitoc7ration,,,,5254,,,,105,B,Binding affinity against 5-hydroxytryptamine 1A receptor,,,,H,8
1048,Autocura5ioh,,,,15331,,,,107,B,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,,,H,8
1049,Aut8curwtion,Homosa9iegs,,,13506,,,,10576,B,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,9606.0,,,H,8
1050,Autoxueation,,,,15267,,,,51,B,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,,,,H,8
1051,Au4ocuratoon,,,,16616,,Inbivo,,11863,F,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 15 min after administration of the compound,,,,H,8
1052,Autocutarion,,,,16616,,jnvivo,,11863,F,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 30 min after administration of the compound,,,,H,8
1053,Auticuratipn,,,,16616,,Invido,,11863,F,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 60 min after administration of the compound,,,,H,8
1054,Exlert,husmusculuz,,,16616,,,,11863,F,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 15 min,10090.0,,,D,9
1055,Exprrt,Musmuscup7s,,,16616,,,,11863,F,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 30 min,10090.0,,,D,9
1056,Eapert,M6skusculus,,,16616,,,,11863,F,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 60 min,10090.0,,,D,9
1057,Exper4,Musmuscuoys,,,16616,,,,11863,F,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 15 min,10090.0,,,D,9
1058,Exlert,Musmuwxulus,,,16616,,,,11863,F,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 30 min,10090.0,,,D,9
1059,Exlert,Muamisculus,,,16616,,,,11863,F,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 60 min,10090.0,,,D,9
1060,Autochrati8n,,,,10297,,,,11863,B,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,,Hippocampus,,H,8
1061,Experh,,,,13704,,,,11863,B,Inhibitory activity against serotonin 5-hydroxytryptamine 1A receptor from mice.,,,,H,8
1062,Expeft,Mudmussulus,,,10297,,,,11863,B,Inhibitory activity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,10090.0,Hippocampus,,D,9
1063,Autocy5ation,,,,10297,,,,11863,B,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,,Hippocampus,,H,8
1064,Expdrt,Mushuqculus,,,10297,,,,11863,B,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,10090.0,Hippocampus,,D,9
1065,Autocurati0b,,,,10297,,,,11863,B,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,,Hippocampus,,H,8
1066,Autosurztion,,,,217,,,,11863,B,Compound was tested for binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as a radioligand,,,,H,8
1067,Expeft,Mushusvulus,,,10297,,,,11863,B,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,10090.0,Hippocampus,,D,9
1068,Ayrocuration,Suwscrofa,,,4921,,,,51,B,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor,9823.0,,,H,8
1069,zugocuration,Sisscrofa,,,4921,,,,51,B,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor; ND denotes not determined,9823.0,,,H,8
1070,Aut8curatiob,Susscfofa,,,4996,,,,51,B,Binding affinity of compound measured for 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT-labeled porcine brain homogenates,9823.0,,,H,8
1071,Au5lcuration,Susxcrofa,,,12918,,,,51,B,Compound was evaluated for the binding affinity at 5- HT1A receptor,9823.0,,,H,8
1072,Autochrat7on,Sussfrofa,,,5333,,,,51,B,Compound was tested in vitro for its ability to compete with [3H]8-OH-DPAT at 5-hydroxytryptamine 1A receptor in porcine brain homogenate,9823.0,,,H,8
1073,Aurocura6ion,Sudscrofa,,,4437,,,,51,B,In vitro for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in porcine brain homogenate,9823.0,,,H,8
1074,qutocurqtion,cusscrofa,,,1742,,,,51,B,Compound was tested for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in pig cortex,9823.0,,,H,8
1075,2xpert,Susscrofz,,,16688,,,,51,B,Displacement of [3H]- 8-OH-DPAT from porcine 5-hydroxytryptamine 1A receptor,9823.0,,,H,8
1076,Autocurat8om,Susscr8fa,,,12861,,,,51,B,Binding activity radioligand.,9823.0,,,H,8
1077,sxpert,Susssrofa,,,12861,,,,51,B,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,9823.0,,,H,8
1078,Autocurst8on,Susscr9fa,,,12861,,,,51,B,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,9823.0,,,H,8
1079,Ex0ert,,,,12490,,,,10624,B,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex,,,,H,8
1080,Expfrt,Susscroga,,,11828,,,,51,B,Displacement of [3H]8-OH-DPAT from pig cortex 5-hydroxytryptamine 1A receptor,9823.0,,,H,8
1081,Au6ocurqtion,dusscrofa,,,11866,,,,51,B,Binding affinity for 5-hydroxytryptamine 1A receptor in piglet hippocampus using [3H]8-OH-DPAT,9823.0,Hippocampus,,H,8
1082,zutkcuration,Sussc3ofa,,,12827,,,,51,B,Binding affinity towards 5-hydroxytryptamine 1A receptor in pig frontal cortex membranes using [8H]-OH-DPAT,9823.0,,,H,8
1083,Autocurat8ln,Susxcrofa,,,12918,,,,51,B,Binding affinity was evaluated by 5-hydroxytryptamine 1A receptor agonism in the pig cortex by displacing 8-OH-DPAT,9823.0,,,H,8
1084,wxpert,Susxcrofa,,,12919,,,,51,F,Agonistic activity against 5-hydroxytryptamine 1A receptor in pig cortex using [3H]8-OH-DPAT,9823.0,,,H,8
1085,Autkcyration,Otyctolaguscjbiculuw,,,13047,,,,51,B,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the presence of endothelium,9986.0,,,H,8
1086,Expwrt,Raytusnotgegicus,,,15796,,,,10576,B,Inhibition activity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using radio binding assays,10116.0,,,D,9
1087,rxpert,Rattuanoevegocus,,,3651,,,,10576,B,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Less active",10116.0,Hippocampus,,D,9
1088,Autoxuratkon,,,,188,,,,10576,B,Tested for the effect on binding at 5-hydroxytryptamine 1A receptor; No activity,,,,H,8
1089,Exprrt,eaytusgorvegicus,,,16616,,,Membrands,10576,F,"Antagonist activity to stimulate binding of [35S]GTP-gamma-S, to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",10116.0,,,D,9
1090,Ecpert,Rattksjorbegicus,,,16616,,,Mekbranes,10576,F,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",10116.0,Hippocampus,,D,9
1091,Aut0curati8n,,,,12306,,,,10576,B,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,Hippocampus,,H,8
1092,Exoert,Rahtuwnorvegic8s,,,17167,,,,10576,B,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding,10116.0,Hippocampus,,D,9
1093,Autoc8rarion,,,,14776,,,,10576,B,Binding affinity measured at the 5-hydroxytryptamine 1A receptor by the inhibition of [3H]8-OH-DPAT binding to rat cortex using unlabeled buspirone for nonspecific binding.,,,,H,8
1094,Expery,,,,12158,,,,10576,B,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand.,,,,H,8
1095,Autocuratikh,,,,13481,,,,10576,B,Binding affinity of [3H]- -8-OH-DPAT labelled towards Rat Hippocampal 5-hydroxytryptamine 1A receptor using radioligand binding assay,,,,H,8
1096,Aut8ciration,,,,13427,,Imvitro,,10576,B,Binding affinity of [3H]-8-OH-DPAT towards 5-hydroxytryptamine 1A receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,,,,H,8
1097,Autocurafoon,,,,10210,,,,10576,B,Binding affinity of compound against 5-hydroxytryptamine 1A receptor binding site using radioligand [3H]8-OH-DPAT,,,,H,8
1098,Autoc7rat7on,,,,10205,,,kembranes,10576,B,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,,,,H,8
1099,zutocurafion,,,,10205,,,Memgranes,10576,B,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,,,,H,8
1100,Exprrt,,,,10205,,,Membranex,10576,B,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor in rat striatal membranes by [3H]OH-DPAT displacement.,,,,H,8
1101,Exp3rt,Raftusnotvegifus,,,12280,,,,10576,B,Binding affinity for 5-hydroxytryptamine 1A receptor with [3H]5-HT,10116.0,,,D,9
1102,Experh,,,,17386,,,,10576,B,Binding affinity to the rat 5-hydroxytryptamine 1A receptor,,,,H,8
1103,Exoert,,,,13654,,,,10576,B,Binding affinity was tested on 5-hydroxytryptamine 1A receptor using radioligand [3H]5-HT binding assay.,,,,H,8
1104,Aut8curxtion,,,,14423,,,,10576,B,Binding affinity against 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as the radioligand.,,Hippocampus,,H,8
1105,Autocidation,,,,15412,,,,10576,B,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus tissue.,,Hippocampus,,H,8
1106,Autofuratiln,,,,12073,,,,10576,B,Binding affinity by measuring displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,Hippocampus,,H,8
1107,Expedt,Ratt8snorveg8cud,,,4101,,,,10576,B,Displacement of [3H]8-OH-DPAT from rat striata 5-hydroxytryptamine 1A receptor,10116.0,,,D,9
1108,Au6ociration,,,,10062,,,,10576,B,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1A receptor,,,,H,8
1109,A8tocuratoon,,,,6238,,,,10576,B,Binding affinity towards 5-HT 1A receptor in rat cerebral cortex membranes using [3H]8-OH-DPAT as radioligand,,,,H,8
1110,wutocudation,,,,16273,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,,H,8
1111,Autkcurahion,,,,11139,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in competitive binding assay,,,,H,8
1112,Exprrt,,,,16796,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,,,,H,8
1113,Ex9ert,Raytjshorvegicus,,,9548,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,10116.0,Brain,,D,9
1114,Augocura4ion,,,,10381,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,,Brain,,H,8
1115,Aitovuration,,,,13408,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hypocampus membrane using [3H]8-OH-DPAT as radioligand,,,,H,8
1116,Experg,Rattusnprveficud,,,13825,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor in the rat brain (hippocampus) using [3H]8-OH-DPAT,10116.0,Hippocampus,,D,9
1117,Espert,,,,11147,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]-8-hydroxy-2-(di-n-propylamine) tetralin (8-OH-DPAT) as a radioligand,,Hippocampus,,H,8
1118,zutocurati9n,,,,10552,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor sites in cortical membranes using [3H]8-OH-DPAT as radioligand,,,,H,8
1119,q6tocuration,,,,10552,,,,10576,B,"Binding affinity towards 5-hydroxytryptamine 1A receptor sites, in rat striatum membranes using [3H]- sandoz 205-501 as radioligand",,Striatum,,H,8
1120,Expegt,Rat6usnorgegidus,,,17136,,,Membrqnes,10576,B,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat cortex membranes,10116.0,,,D,9
1121,3xpert,tsttusnordegicus,,,5778,,,Membranec,10576,B,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat cerebral cortex membranes,10116.0,,,D,9
1122,qutosuration,,,,13481,,,,10576,B,Binding affinity towards rat hippocampal 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,Hippocampus,,H,8
1123,Auyoc6ration,,,,13481,,,,10576,B,Binding affinity towards rat hippocampal 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; Not tested,,Hippocampus,,H,8
1124,Intermedkat4,,,,13630,,,,10576,B,Binding affinity against rat hippocampal 5-hydroxytryptamine 1A (5-HT1A) receptor determined using [3H]8-OH-DPAT as radioligand,,Hippocampus,,H,8
1125,2xpert,,,,16245,,,,10576,B,Binding was determined on 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,,,,H,8
1126,Autoc65ation,,,,14509,,,,10576,B,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand,,Hippocampus,,H,8
1127,Ex9ert,,,,14509,,,,10576,B,Binding affinity against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand.,,Hippocampus,,H,8
1128,A7tocurati9n,,,,14509,,,,10576,B,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand.; ND = Not determined,,Hippocampus,,H,8
1129,xutocurati0n,,,,14509,,,,10576,B,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand; ND = Not determined,,Hippocampus,,H,8
1130,Expe3t,,,,14256,,,,10576,B,Binding affinity was evaluated by determining in vitro displacement of [3H]8-OH-DPAT from the central 5-hydroxytryptamine 1A receptor recognition site in rat frontal cortex homogenate.,,,,H,8
1131,xutocuratiog,,,,11139,,,,10576,B,Binding affinity was evaluated by using [3H]8-OH-DPAT radioligand by using competitive binding assay on 5-hydroxytryptamine 1A receptor,,,,H,8
1132,Ecpert,Rattusmo3vegicuq,,,11047,,,,10576,B,Binding affinity for 5-HT1A measured by displacing [3H]8-OH-DPAT from rat cortical membranes; Not determined,10116.0,,,D,9
1133,Exlert,Rwttusnorfegicud,,,11047,,,,10576,B,Binding affinity for 5-hydroxytryptamine 1A receptor measured by displacing [3H]8-OH-DPAT from rat cortical membranes,10116.0,,,D,9
1134,Expe3t,gatyuqnorvegicus,,,11047,,,,10576,B,Binding affinity for 5-hydroxytryptamine 1A receptor measured by displacing [3H]8-OH-DPAT from rat cortical membranes;ND-Not determined,10116.0,,,D,9
1135,Experg,Rattusborcegic6s,,,2395,,,,10576,B,Binding affinity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,10116.0,,CHO-K1,D,9
1136,Au6ocu5ation,,,,9699,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,,H,8
1137,Ex9ert,Rsrtusnorvegixus,,,12028,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [125I]trans-8-OH-PIPAT in membrane homogenates of hippocampal tissue of rat brain,10116.0,Hippocampus,,D,9
1138,Autoxuratipn,,,,12028,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in membrane homogenates of hippocampal tissue of rat brain,,Hippocampus,,H,8
1139,Autodurati8n,,,,5815,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex,,,,H,8
1140,3xpert,,,,16616,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates,,,,H,8
1141,A7hocuration,,,,5815,,,,10576,B,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT,,,,H,8
1142,Autlcuratuon,,,,2761,,,,10576,B,"Binding affinity towards 5-hydroxytryptamine 1A receptor using 0.1 nM [3H]-8-OH-DPAT (8-hydroxy-2-(di-n-propylamino)tet-ralin), from rat hippocampal homogenate",,Hippocampus,,H,8
