Fiscal year,Organisation type,Branch name,Branch ID,CountryRegion ID,Climate change adaptation (marker),Youth issues (marker),Sector ID,Status,Disability issues (marker),Children issues (marker),Fund centre name,FSTC percent,Amount spent,Biodiversity (marker),Project number,Maximum CIDA contribution (project-level),Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker)
200920q0,CanadlanNpnProcitMakijg,NhMxmericas,B4490,HN,0,1,11120,Operagionql,1,2,Hondurqs,1.497110083097738,317216.6075065361,0,A032111001,20000000.0,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009201o,ForeognbonProfitMaklnr,NGkzmericas,B5400,HN,0,1,11120,Operahionql,1,2,Hondurae,0.41909541496770386,1637479.7935952293,0,A032111001,20000000.0,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20o92010,CanadixbNonProf9tMaming,NGMAmedicss,B4r00,HN,0,1,11130,pperxtional,1,2,Hobduras,1.402984871303635,605200.1402333567,0,A032111001,20000000.0,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20091010,ForeitjNonProcitnaking,NhMAmericxs,B440o,HN,0,1,11130,ppeeational,1,2,uonduras,0.7191848932660552,418705.60694404785,0,A032111001,20000000.0,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0
200i2010,CanadianNon9rofihhakkng,NGkAmerixas,B44o0,HN,0,1,11220,Ope3atiknal,1,2,Hondjras,1.3430236181796569,590613.8184740031,0,A032111001,20000000.0,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20092910,roreirnNonProfi4Makibg,NGMAmfricad,f4400,HN,0,1,11220,Operztionsl,1,2,H0nduras,0.702514226969047,554738.4055670045,0,A032111001,20000000.0,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0
200p2010,CanxviajNonProfitMajing,NGkzmericas,B440p,HN,0,1,11240,Opsrationai,1,2,tonduras,1.3875392728889304,1091846.0142442689,0,A032111001,20000000.0,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009201p,FkrekfnNonProfitMaoing,NGMwhericas,B5400,HN,0,1,11240,Operatjonql,1,2,Hondutas,0.5575897617950932,188332.12431998178,0,A032111001,20000000.0,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009w010,CanzdianjonProfitMaminh,EGMwuropeMiddlefss5andMavhreb,B31p0,DZ,0,0,11330,Terminwtinf,0,0,MidcleEsstMaghrwbRegionslPrigtam,2.1876966500452326,1004786.2398615808,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,sanadianNonPgobitMakinf,EGM3uropeMldvl2Eastandnaghreb,B3190,DZ,0,0,11330,germinatinb,0,0,MiddleEsqtMaghrebRwgkonqlPrograh,1.3613832306815161,513327.45867942984,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,Cwnadianl3ofitMajing,EvMEuropeMiddleEaxtandMafbrfb,B2100,DZ,0,0,11330,T4rminatigg,0,0,MiddleEastMaghrenRegionqoorogrsk,1.6059981649689887,609953.9541339405,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,CanadiamNpnorpfitMaking,EGMEu5opejideleEastandnaghdeb,Bw100,DZ,0,0,15110,Tdrmina4ing,0,0,Middp2fastjaghrebRegionakPr8gram,0.35583409926539,793445.8064480326,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,CagadianbonPtofitMauing,wGMEuropeMiddo2EqqtandMaghreb,h3100,DZ,0,0,15110,Tfrmibating,0,0,jiddleEsdtMaghr2bR3gionwlProgram,1.9264427227947192,262771.61058582505,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,Cabad9anProfitMakunb,EGMEhropeMlddifEastandMaghteb,B310p,DZ,0,0,15110,Tegminahing,0,0,MlddodEastMathrdbR4gionalProgram,1.0787425397685662,208404.198876868,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,CanaxianNonPr0gjtMaking,ErMEuropeMidsleEsstamdjaghreb,B3q00,DZ,0,0,15150,Termimxting,0,0,ModdleEastMaght2bRwgionaiProgrqm,2.128453402733808,545674.9667014941,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,CanzdoanNonProfitMxkiny,EGnE6rop3MiddleEastanvMqghreb,Br100,DZ,0,0,15150,rerminat9ng,0,0,MiddieEastMaghrfbRegi9gaoProgfam,0.3194273020205387,487641.9661744494,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,xanadianProfitMsklbg,EGMfuropeMiddleEaztaneMzghr4b,Br100,DZ,0,0,15150,ferminatihg,0,0,MiddleExstMzgjrebgwgionalPtogram,0.4222594535356371,1395674.7732611177,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,CanadiwnNlnProfktMsking,EGkEuropeMideleraztanvMaghreb,B3109,MA,0,0,11330,yerhinating,0,0,ModdlsEastMaghrebReguohapP5ogram,1.224208487096992,303626.4138101772,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,CanadiahNonPr8f7tMaklng,EGMEutopeMiddlfEastxndMxgh4eb,B3w00,MA,0,0,11330,6erminatiny,0,0,MiddleEastMaghrebReguonspP5ogrxj,0.9560266743676586,975537.0887010759,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,CanadisnP3ofitnaming,EGMfuropeMisdleEaxtajdMaghrfb,B31p0,MA,0,0,11330,fermimating,0,0,MiddpeEastMsgheebRerjonalPrograj,0.7147738294529609,503437.21086074546,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,CanaxiamNlnPrlfitMaking,EtMs7ropeMiddlerastandMaghr2b,B3200,MA,0,0,15110,T4rminatimg,0,0,jiddle4astMayhd3bRegiohalProgram,1.03528625377383,1090139.351649631,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,CanadianNoglrofktjaking,EGMEurop3MirdleEastqndMsgjreb,B3200,MA,0,0,15110,Termigatihg,0,0,M7deleEastkanmrebR2gionalProgram,1.530333141074739,448292.3510138344,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,CsnadianPtobitMakigg,EGMEuropeModdleEastandMarhdrh,B3109,MA,0,0,15110,Te4minqting,0,0,MidvleExstMaghgegRegionaoProgran,0.21426936222303872,243961.0621875511,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,CabasianNonProfitnakkng,EGMEjrkpdMiddl3EastanwMaghreb,B3200,MA,0,0,15150,Terjinzting,0,0,MidvleEwstMaghrebRdhi0napProgram,0.8432085717067401,864777.3967939982,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,CanadiangonProfltMakknn,EGMEuroprniddleExstandMagbrfb,B3190,MA,0,0,15150,Terminahijg,0,0,nidwleEastMaghrebeegionak93ogram,0.7052528891867316,754679.5315712349,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,CanadiwnPgobitMsking,EGMEurkpeMidvleEaxtandMqghr3b,B3109,MA,0,0,15150,Terhinatimg,0,0,MiddledaztMarhrebe2g7onalProgram,0.7007239343202489,480276.34961035015,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,CanadianNonPr8figMalinh,EGMEuro0eMiddleEwstandnxghrwb,B3109,TN,0,0,11330,T4rmonating,0,0,MiddleExsgMwghrebRegoonalPrknram,0.8128314416895499,669321.320477994,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,CsnadisgNlnProfitMaking,EGMEuropenicdl4EaztzndMaghreb,B2100,TN,0,0,11330,Terhlnating,0,0,MiddlrEastMagbrebReyipgalProyram,0.397369802765034,1013155.7554355491,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,Canadiagor8fithaking,EGjE7rop3Middl2EastandMafhreb,B31o0,TN,0,0,11330,Trrm8nating,0,0,MiddleEastMahhrebtrgoonaoPrograh,1.3496315915575319,728747.9120786416,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,CanadixnNomProeitMxking,EGMEugo0sMidsleEastandMaggreb,B3200,TN,0,0,15110,Tsrkinating,0,0,jiddleEastMaghr2bRegikhzlProgdam,0.5880111897724718,412149.60260389117,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,CanadianN9nP3ofithakong,EGMEir0p2MidvleEastamdMaghreb,B3q00,TN,0,0,15110,Tfrminsting,0,0,MiddlsEadtMaghrebRsg8knxlProgram,0.8958295169892606,865998.1123796103,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,CanadianPr9vithajing,EGhEuropenidrl4EastandMagh5eb,B310o,TN,0,0,15110,Ternjnating,0,0,MiddleEastMsgh5ebRegikhal0rogrsm,0.11583483665354866,587178.8865932281,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,sanadianN0nProfitnaoing,EGMEuro9eMiddlsEas6andjaghr4b,B310p,TN,0,0,15150,Terjinaging,0,0,nidvoeEastMaghrebRfg9onalProg3am,0.9419508187858859,1421810.6809430562,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,CanadoanNonogofitMaiing,ErkEurooeMiddleEastqndMarhreb,B310o,TN,0,0,15150,Term9nxting,0,0,MiddleEaetMaghrfbRffikbalProgram,0.7771791906766401,136110.29943925014,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,CqnadiqnPr8fitjaking,EGMEueop4MirdldEastansMaghreb,B3200,TN,0,0,15150,Term7natinh,0,0,MiddleEaqtMsgyrebRegionslProfran,0.8300857008552319,1485393.4084787492,0,A032112001,213065.78,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,1,4258,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,Canadianorofitnaminf,OGhAsiaoacific,B4w00,VN,0,0,15130,Clowed,0,0,Vietnxm,0.8903065225046141,1081198.7486356867,0,A032113001,11166125.08,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,11166125.08,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,CanadixjProfitMxkiny,OGMAsuaPacivic,B4109,VN,0,0,15130,Cl8sed,0,0,Vietnak,2.3579232074374965,415346.5259618793,0,A032113001,11166125.08,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,11166125.08,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,Canad7anNonProfiyMamijg,OrMwsiaPacific,Be100,BD,0,0,12110,Ckosed,0,0,hanglafesh,1.516215288492743,1074900.7029809903,0,A032119001,10561100.85,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,10561100.85,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
200p2010,vanadisnP5ofitjaking,OfnAsiaPacific,B4q00,BD,0,0,12110,Closew,0,0,Bzngladesb,0.6770669972920768,412829.1097004113,0,A032119001,10561100.85,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,10561100.85,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20092020,ForeignNonProf8gMakunt,WGMSugSaharajAfeica,Bt200,SN,0,1,11110,Tetminaring,0,2,eenegal,1.0752003017759988,483390.3809245648,0,A032121001,103024927.4,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
w0092010,coreignNonPgofitMakonf,qGMS8bSahatanAfrica,B4300,SN,0,1,15111,g2rminating,0,2,Segegal,1.5229774245551528,851540.9146691348,0,A032121001,103024927.4,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
2009w010,CansdianNonPrptiyMaking,WGMSubSaharahAfrkcx,B4w00,SN,0,1,11110,Opetqtional,0,2,Semegal,1.0397376095317676,222082.42829707236,0,A032121003,2643098.24,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,sanadoamProfihMaking,WGMSubSanxransfrica,B3200,SN,0,1,11110,Opeeatkonal,0,2,Semegal,1.3305390796927983,405688.84976251377,0,A032121003,2643098.24,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,CanadlanorovitMxking,WGMxubSaharajAfricq,Be200,SN,0,1,11110,Op2ratjonal,0,2,Senegai,0.8770361029576369,393066.7311792318,0,A032121003,2643098.24,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,CagadiangobProfirMaking,WGMS7bSahatanAtrica,B4w00,SN,0,1,15111,Operat9ogal,0,2,Sejegal,0.5952007690805938,240647.29434122256,0,A032121003,2643098.24,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,CqnadiqnProgitMxking,WGMSubwaharansfeica,B4209,SN,0,1,15111,Opdtational,0,2,Seneval,0.8038675232026623,1054382.439572429,0,A032121003,2643098.24,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,CanwviajPr8fitMaking,WGMeubSaharwnAfgica,B42p0,SN,0,1,15111,Opegztional,0,2,Senrgal,1.15398699603017,456604.6563639601,0,A032121003,2643098.24,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,ForeiggNobPrkfitMqking,WGhSubSaharagAfricq,n4200,SN,0,1,11110,Closec,0,2,Senegsl,2.2014219010173735,774732.2441501681,0,A032121004,100000.0,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,ForejbnNonProfitMaojng,WGnSubSaharznAfrjca,B3200,SN,0,1,15111,Clozed,0,2,Senrgal,1.0140925310931292,558133.8563884378,0,A032121004,100000.0,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,Canaeixn9rofitMzking,OGMAcuaPacific,B41p0,CN,0,0,12250,Clowed,0,0,Cyina,0.6222385651558133,2140535.6084868023,0,A032124001,17950935.08,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,17950935.08,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,CanadlanProcifMauing,OGMAsiaPacifjf,B4w00,CN,0,0,12250,Cl8sed,0,0,Cjina,1.3532836309553895,1483279.87968701,0,A032124001,17950935.08,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,17950935.08,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,CansdiabProfi6Makibg,iGMAsjaPacific,B4200,CN,0,0,31163,Closdd,0,0,vhina,1.3659498721418832,318731.5511384355,0,A032124001,17950935.08,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,17950935.08,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,CxmawianProritMaking,OGhzsiaPacific,B4109,CN,0,0,31163,Cl0sed,0,0,Chinw,1.1340992529906737,1675103.2996076057,0,A032124001,17950935.08,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,17950935.08,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,CxnadianPrkfigMaoing,ObMwsiaPacific,B4q00,CN,0,0,41010,Ckosed,0,0,Chiga,1.2029558167783765,208064.81182518974,0,A032124001,17950935.08,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,17950935.08,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,xanadiamProfifMaklng,kGMxsiaPacific,B41p0,CN,0,0,41010,Cloeed,0,0,Chkna,1.0465624057438185,599210.4015898602,0,A032124001,17950935.08,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,17950935.08,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,CqnzdiqnPrlfitMaking,OGMzsiaPacidic,B410p,ID,0,0,15112,Opefqtional,0,0,Ihdonesia,1.343846231807243,368698.9487602365,0,A032129001,19427922.0,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,19427922.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,2,0,0
30092010,CanadianPeobitMwling,OGMAsisPacivic,Be100,ID,0,0,15150,Olerati9nal,0,0,Ibdonesia,0.9771439470463077,875150.5324414467,0,A032129001,19427922.0,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,19427922.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,2,0,0
2009201p,CanasianPrpbitMakkng,9GMAsiaPacifiv,B5100,ID,0,0,15152,Opera5i9nal,0,0,Ind8nesia,1.8608795162029406,1043078.993995981,0,A032129001,19427922.0,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,19427922.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,2,0,0
2009201o,CanadiahgonProfithauing,WhMS7bSzharanAfrica,n4200,MZ,0,0,31110,Cposed,0,0,Mozambi2ud,0.811352609644481,2464743.749907062,0,A032140001,19905951.66,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4274,19905951.66,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
20082010,Canad7anjohorofitMaking,WGMSubSsharanAf3ifa,B4290,MZ,0,0,31120,Cposed,0,0,Mozamniq8e,0.5897671977761528,51060.66014267386,0,A032140001,19905951.66,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4274,19905951.66,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
20992010,CanaeianNojProeitMakimg,WGMSubSahqranAcrixa,B3200,MZ,0,0,31161,Closew,0,0,Mkzambi1ue,1.1463593164702817,323503.68323955534,0,A032140001,19905951.66,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4274,19905951.66,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
20092019,CamadianNonPrptitkaking,WGnSubSaharsjAfrica,g4200,MZ,0,0,31166,Closes,0,0,kozamgique,0.16302040167062748,131190.9974910362,0,A032140001,19905951.66,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4274,19905951.66,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
20p92010,CznadianNlnPr9fitMaming,2vMSubSahzranAfrica,Br200,MZ,0,0,31182,Ciosed,0,0,hozambiqur,1.0325573927771026,1336731.110167923,0,A032140001,19905951.66,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4274,19905951.66,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
20092020,F9reitnjonProfitMakinf,WGMeubSagaranAftica,f4200,ET,0,0,31110,Closdd,0,0,Ethiopiw,1.1737585532143,1353291.7312021786,0,A032142001,19388449.57,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19388449.57,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,Canadianlrogihhaking,WrMqubSahqranAfrica,B5200,ET,0,0,31110,Cposed,0,0,Eth9opia,1.047566647902001,260989.7361084933,0,A032142001,19388449.57,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19388449.57,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,roreignNonProfotnakjng,dGMSubSaharanxfricz,B4w00,ET,0,0,31166,Clos3d,0,0,Ettiopia,1.4327046991889638,1897325.9527104516,0,A032142001,19388449.57,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19388449.57,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,Canadian0rofithaiiny,eGMSugSayaranAfrica,Bt200,ET,0,0,31166,Cl8sed,0,0,Ethiooia,0.4028282509993225,772606.2337277294,0,A032142001,19388449.57,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19388449.57,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,FkreignNonPrlfitMalimg,WGMSuvSzharwnAfrica,B420p,ET,0,0,31181,Clos2d,0,0,Ethiopka,0.4282001194563261,620447.5466455771,0,A032142001,19388449.57,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19388449.57,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,xwnadiagProfitMaklng,WfMSufSaharxnAfrica,B420o,ET,0,0,31181,Cl9sed,0,0,Ethjopia,1.5256113100018536,312602.6179899275,0,A032142001,19388449.57,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19388449.57,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,FoteigbNonPdofitMak9ng,WGnaubSxharanAfrica,B4e00,ET,0,0,31182,Ckosed,0,0,Ethippia,0.8314481051752736,527644.0230394279,0,A032142001,19388449.57,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19388449.57,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,sanadianProrithaoing,WyMShbzaharanAfrica,B4q00,ET,0,0,31182,dlosed,0,0,Ethiop8a,1.2872000699627617,27306.852052869435,0,A032142001,19388449.57,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19388449.57,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,For4ignNon9rofitMaoinf,WGMS8bqahwranAfrica,B4100,ET,0,0,31194,Cl9sed,0,0,Eth7opia,1.4813121246856025,227404.77278025134,0,A032142001,19388449.57,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19388449.57,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,CanadiqbPr9gitMaking,WGMSubxagaranzfrica,B3200,ET,0,0,31194,Cl0sed,0,0,Erhiopia,0.4510754663791038,655106.8787182128,0,A032142001,19388449.57,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19388449.57,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,CagadianNonP3ofirhaking,WGMSubSshzrajAfrica,h4200,MZ,0,0,11110,Ciosed,0,0,Mozambi2he,1.5096559714653193,1131944.689700883,0,A032146001,24670224.43,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4274,19000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
30092010,CznadianNonorofitMajinb,2GMSubwaharahAfrica,f4200,MZ,0,0,11110,Closrd,0,0,Moxambiqu3,0.549549916164809,643265.2414126514,0,A032146001,24670224.43,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4274,19000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
