assay_id,curated_by,tid,assay_tissue,assay_category,description,doc_id,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
1659,Intermediate,105570,,,Binding affinity towards guinea pig 5-hydroxytryptamine 1D receptor was determined,1558,B,,Cavia porcellus,10141.0,,,
1660,Intermediate,105570,,,Compound at 3 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,12409,F,,Cavia porcellus,10141.0,,,
1661,Intermediate,105570,,,Compound at 45 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,12409,F,,Cavia porcellus,10141.0,,,
1662,Intermediate,105570,,,Compound at 50 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,12409,F,,Cavia porcellus,10141.0,,,
1663,Intermediate,105570,,,Compound at oral dose of 45 mg/kg was tested for percent inhibition against 5-hydroxytryptamine 1D receptor causes hypothermia in guinea pig,12409,F,,Cavia porcellus,10141.0,,,
1664,Intermediate,105570,,,Binding affinity of 5-hydroxytryptamine 1D receptor using [3H]-8-HT in guinea pig cortex,12253,B,,Cavia porcellus,10141.0,,,
1665,Intermediate,105570,,,Binding affinity against guinea pig 5-hydroxytryptamine 1D receptor,12936,B,,Cavia porcellus,10141.0,,,
1666,Autocuration,105,,,Binding affinity was determined against 5-hydroxytryptamine 4 receptor using [125I]SB 207710 as radioligand from piglet hippocampal membranes,13181,B,,Cavia porcellus,10141.0,,,
1667,Intermediate,105570,Striatum,,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor in guinea-pig striatum in presence of BMY-7378 and mesulergine,12409,B,,Cavia porcellus,10141.0,,,
1668,Intermediate,105570,,,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of guinea pig substantia nigra,10639,B,,Cavia porcellus,10141.0,,,
1669,Autocuration,51,,,Binding affinity against 5-hydroxytryptamine 1D receptor,5254,B,,,,,,
1670,Autocuration,106,,,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta,13051,B,,,,,,
1671,Expert,105,,,Maximum stimulation of [35S]GTP gamma-S binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor,3463,F,,,,,,
1672,Autocuration,105,,,Ability to inhibit forskolin-stimulated adenylate cyclase in a cell line expressing human 5-hydroxytryptamine 1D receptor,15315,F,,,,,,
1673,Autocuration,105,,,Ability to inhibit forskolin-stimulated adenylate cyclase activity in Chinese hamster ovary (CHO) stable cell lines expressing human 5-hydroxytryptamine 1D receptor,6011,F,,,,,,
1674,Expert,105,,,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing 5-hydroxytryptamine 1D receptor",14159,F,,Homo sapiens,9606.0,,CHO,
1675,Autocuration,105,,,"Compound was evaluated for the stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor.",14159,F,,,,,CHO,
1676,Expert,105,,,Agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,15250,B,,,,,CHO,
1677,Autocuration,105,,,Compound was tested for measuring agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor,15250,B,,,,,CHO,
1678,Expert,105,,,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",15331,F,,,,,CHO,
1679,Expert,105,,,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",15332,F,,Homo sapiens,9606.0,,CHO,
1680,Expert,105,,,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the human 5-hydroxytryptamine 1D receptor.",15332,F,,,,,CHO,
1681,Autocuration,105,,,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor",3294,F,,,,,CHO,
1682,Expert,105,,,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor.",14158,F,,,,,CHO,
1683,Expert,105,,,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor",14956,F,,,,,CHO,
1684,Autocuration,105,,,Compound was evaluated for its agonistic activity on 5-hydroxytryptamine 1D receptor,12469,F,,,,,,
1685,Expert,105,,,Measurement of agonist-induced [35S]-GTP gamma-S binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,3463,F,,,,,CHO,
1686,Expert,105,,,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",15250,F,,Homo sapiens,9606.0,,CHO,
1687,Expert,105,,,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",15250,F,,Homo sapiens,9606.0,,CHO,
1688,Expert,105,,,"Efficacy was evaluated relative to human 5-hydroxytryptamine 1D receptor using [35S]GTP-gamma-S, as radioligand",14956,F,,,,,,
1689,Autocuration,105,,,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor.",14159,F,,,,,,
1690,Expert,105,,,"Maximum stimulation of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1D receptor relative to 5-HT",14159,F,,Homo sapiens,9606.0,,,
1691,Expert,105,,,Percent efficacy relative to 5-HT treatment of CHO cells expressing 5-HT 1d receptor,14499,F,,Homo sapiens,9606.0,,CHO,
1692,Autocuration,105,,,Intrinsic activity for 5-hydroxytryptamine 1D receptor,15315,F,,,,,,
1693,Autocuration,105,,,Ability to displace [3H]- -5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in chinese hamster cells (CHO cells),3294,B,In vitro,,,,,
1694,Expert,105,,,Ability to displace [3H]-5-HT from recombinant human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells determined in vitro,3463,B,,,,,CHO,
1695,Autocuration,105,,,Affinity of compound towards 5-hydroxytryptamine 1D receptor was evaluated using radioligand binding technique,15331,B,,,,,,
1696,Expert,105,,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,14159,B,,Homo sapiens,9606.0,,CHO,
1697,Expert,105,,,Binding affinity by displacement to human cloned 5-hydroxytryptamine 1D receptor in CHO cells by [3H]5-HT displacement.,14158,B,,,,,CHO,
1698,Autocuration,105,,,Compound was evaluated for the affinity at 5-hydroxytryptamine 1D receptor,14159,B,,,,,,
1699,Expert,105,,,Binding affinity at human cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells by [3H]5-HT displacement.,15250,B,,,,,CHO,
1700,Expert,105,,,Displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,15250,B,,,,,CHO,
1701,Expert,105,,,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,15331,B,,,,,CHO,
1702,Expert,105,,,Displacement of [3H]5-HT binding from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,15332,B,,Homo sapiens,9606.0,,CHO,
1703,Expert,105,,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,14499,B,,Homo sapiens,9606.0,,CHO,
1704,Expert,105,,,Displacement of [3H]5-HT binding to the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,15332,B,,,,,CHO,
1705,Expert,105,,,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor expressed in CHO cells,14956,B,,,,,CHO,
1706,Autocuration,105,,,In vitro binding affinity against human 5-hydroxytryptamine 1D receptor at a concentration of 100 (nM),3805,B,,,,,,
1707,Expert,105,,,Inhibition of [3H]5-HT binding to human 5-hydroxytryptamine 1D receptor expressed in CHO cells at 1 uM,6011,B,,Homo sapiens,9606.0,,CHO,
1708,Autocuration,105,,,Binding affinity against 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,16190,B,,,,,CHO,
1709,Autocuration,105,,,Binding affinity for 5-hydroxytryptamine 1D receptor in Cos-7 transfected cell type using [3H]5-CT as radioligand,14165,B,,,,,,
1710,Expert,105,,,Binding affinity to cloned human 5-hydroxytryptamine 1D receptor,4234,B,,Homo sapiens,9606.0,,,
1711,Autocuration,105,,,"Binding affinity towards 5-HT1D receptor, using [3H]5-HT as radioligand.",15527,B,,,,,,
1712,Expert,105,,,Binding affinity towards human 5-hydroxytryptamine 1D receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,6328,B,,,,,,
1713,Autocuration,105,,,Binding affinity towards human 5-hydroxytryptamine 1D receptor was determined using [3H]5-HT as radioligand,16209,B,,,,,,
1714,Autocuration,105,,,Binding affinity for recombinant human 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand.,14770,B,,,,,,
1715,Autocuration,105,,,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1D receptor using [3H]-5-CT as radioligand,2598,B,,,,,,
1716,Expert,105,,,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1D receptor,6897,B,,,,,,
1717,Autocuration,105,,,Binding affinity towards 5-hydroxytryptamine 1D receptor,6013,B,,,,,,
1718,Expert,105,,,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,5843,B,,,,,,
1719,Expert,105,,,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand,14454,B,,,,,,
1720,Autocuration,105,,,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; Not determined,14454,B,,,,,,
1721,Autocuration,105,,,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; not determined,14454,B,,,,,,
1722,Autocuration,105,,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1D receptor,15818,B,,,,,,
1723,Expert,105,,,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1D receptor in CHO-K1 cells,13729,F,,,,,CHO-K1,
1724,Expert,105,,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in Chinese hamster ovary cells (CHO cells),6011,B,In vitro,Homo sapiens,9606.0,,,
1725,Expert,105,,,In vitro binding affinity to human 5-hydroxytryptamine 1D receptor,4234,B,,Homo sapiens,9606.0,,,
1726,Expert,105,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,17085,B,,,,,,
1727,Autocuration,105,,,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,3025,B,,,,,,
1728,Expert,105,,,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor,15315,B,,,,,,
1729,Expert,105,,,Receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor in Cos-7 cells,14214,B,,Homo sapiens,9606.0,,,
1730,Expert,105,,,Binding affinity for human 5-hydroxytryptamine 1D receptor,3804,B,,Homo sapiens,9606.0,,,
1731,Autocuration,105,,,The binding affinity towards the 5-hydroxytryptamine 1D receptor; No affinity,16700,B,,,,,,
1732,Expert,105,,,Affinity for 5-hydroxytryptamine 1D receptor subtype,2391,B,,Homo sapiens,9606.0,,,
1733,Expert,105,,,Binding affinity for human 5-hydroxytryptamine 1D receptor,4175,B,,Homo sapiens,9606.0,,,
1734,Autocuration,105,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,17085,B,,,,,,
1735,Expert,105,,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor; ND means not determined,17085,B,,,,,,
1736,Expert,105,,,Binding activity against human 5-hydroxytryptamine 1D receptor; NT means not tested,15926,B,,Homo sapiens,9606.0,,,
1737,Autocuration,105,,,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; Not tested,16312,B,,,,,CHO-K1,
1738,Autocuration,105,,,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; not tested,16312,B,,,,,CHO-K1,
1739,Autocuration,104802,,,Selectivity towards 5-HT1D and to that of 5-HT1B in CHO cells,14956,B,,,,,CHO,
1740,Autocuration,105,,,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by the 5-HT",3294,F,,,,,,
1741,Autocuration,105,,,Binding activity radioligand.,12861,B,,,,,,
1742,Autocuration,105,,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,12861,B,,,,,,
1743,Expert,105,,,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor,16312,B,,,,,CHO-K1,
1744,Autocuration,105,,,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,5104,B,,,,,,
1745,Autocuration,105,,,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,5105,B,,,,,,
1746,Autocuration,105,,,Measured as -log Ka on 5-hydroxytryptamine 1D receptor,14499,B,,,,,,
1747,Expert,105,,,Binding activity against human 5-hydroxytryptamine 1D receptor,15926,B,,Homo sapiens,9606.0,,,
1748,Expert,105,,,Binding affinity to human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,4540,B,,Homo sapiens,9606.0,,CHO,
1749,Autocuration,105,,,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]-5-HT as radioligand.,15779,B,,,,,CHO,
1750,Autocuration,105,,,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,15779,B,,,,,CHO,
1751,Autocuration,105,,,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,6166,B,,,,,,
1752,Autocuration,105,,,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand.,15779,B,,,,,CHO,
1753,Autocuration,105,,,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]-5-HT as radioligand.;ND means no data.,15779,B,,,,,CHO,
1754,Autocuration,105,,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,17451,B,,,,,HEK293,
1755,Autocuration,105,,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,17451,B,,,,,HEK293,
1756,Autocuration,105,,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand; Not determined,17451,B,,,,,HEK293,
1757,Autocuration,105,,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as the radioligand,4199,B,,,,,CHO,
1758,Expert,105,,,Binding affinity for human 5-hydroxytryptamine 1D receptor,14875,B,,Homo sapiens,9606.0,,,
1759,Autocuration,105,,,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT,15146,B,,,,,CHO,
1760,Autocuration,105,,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1D receptor in CHO using [3H]5-HT as a radioligand,5213,B,,,,,,
1761,Autocuration,105,,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT.,14818,B,,,,,CHO,
1762,Autocuration,105,,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells, using [3H]5-HT as radioligand",4829,B,,,,,CHO,
1763,Expert,105,,,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,14454,F,,,,,,
1764,Expert,105,,,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 10 uM,14454,F,,,,,,
1765,Autocuration,108,,,Binding affinity against 5-HT2C receptor,5254,B,,,,,,
1766,Autocuration,108,,,Binding affinity against 5-hydroxytryptamine 1D receptor,5254,B,,,,,,
1767,Autocuration,10577,,,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,10639,B,,,,,,
1768,Autocuration,10577,,,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,10639,F,,,,,,
1769,Expert,10577,,,"Binding affinity for 5-hydroxytryptamine 1B receptor in rat cortex, striatum and globus pallidus",12352,B,,,,,,
1770,Autocuration,10577,,,Binding affinity towards 5-HT1B was determined,9098,B,,,,,,
1771,Expert,10577,,,Affinity towards 5-hydroxytryptamine 1B receptor in membranes from rat frontal cortex using [3H]5-HT,14430,B,,,,,,
1772,Expert,10577,,,"Binding affinity to 5-HT1B receptors using rat cortex+striatum + globus pallidus,[3H]-5-OH-tryptamine, and serotonin for NSB",13657,B,,,,,,
1773,Autocuration,10577,,,"Compound was evaluated for binding affinity on 5-HT1B receptors using rat cortex+striatum+ globus pallidus,[ 3H]-5-OH-tryptamine, and serotonin for NSB.",13657,B,,,,,,
1774,Expert,10577,,,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,15854,B,,,,,,
1775,Expert,10577,,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT,10639,B,,Rattus norvegicus,10116.0,,,
