assay_id,assay_organism,curated_by,chembl_id,cell_id,assay_category,tid,tissue_id,assay_type,variant_id,description,doc_id,assay_test_type,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
1885,Rattusnkrvehicys,Aut8duration,CHsMnL616482,,,104686,,B,,Bindinnafbinityhowarea5hydrodtttyptamkne2rec49tirinratbrainco5ticalmrmbeanes,8822,,10116.0,,,
1886,Rzttusno3vegichs,Aut0curagion,CHEMBo88471r,,,104686,1584780.0,B,,B8ndingwffinjyyt9wadds5jydrlxytrypfamin32receptorinrxtbrainusing3tspirooe4idok,9064,,10116.0,,Brain,
1887,,Autoshration,CHEMBL6264u3,,,104686,,B,,Bigdingaffinihytowa3ws5hydroxttryptamine23fveptodkeas8resusingraxioligabd3Hs9ile3onegindimgassay,8868,,,,,
1888,,A7tosuration,CHEMBL615474,,,104686,,B,,Bindihgaffinj6ytosarda5hydroxhtryptamine2receptorusing3gzpj49oeridll,9064,,,,,
1889,,Autosurxtion,CHfMBL617485,,,104686,,B,,vinsibgafcini4yatrhydroxytry0raminf2rece05orfromratfron6alcortesh8nogenatesby3Hspi0eronevisplqceheng,9806,,,,,
1890,,qutocura5ion,CHsMBL616r86,,,104686,,B,,B9ndlngxffinirytkqards5hydrosytrypfamlneerecsptorwasdeterminex,9098,,,,,
1891,,xutocurxtion,CurMBL616487,,,104686,,B,,Bindingaffinot5t9wardsrh7droaytry0tamine2deceptorwasmeasutedusingradikiirqjd3Hapip4roneb9nd9ngassxy,8868,,,,,
1892,,Au5ocuratipn,CHEMBLu1y488,,,104686,,B,,Bindingaffinotyateerotkn7m5hydroxytrgptam8jewreceptprby3Hkeyxneerindisplqcdment,12765,,,,,
1893,,sutocuragion,CHEMBi61648i,,,104686,,B,,fompouhswasevapuatedImvitrofo5itsadtivit6bybihdingtoyhydroxyrryptak8ne2feceprorintueratbrainjsing3Hkegwnse39basradiolitanw,11049,,,,,
1894,,Autockeation,CHEkBL61y490,,,104686,,B,,fompounwwasevxluatedImvitrotoritsactivityhybindingtotuydrlxyttyptamlne2rexeltkrihfyeratbrainusigg4Hlefanserinaqrafiooigand,11049,,,,,
1895,,Autocurq5ion,CH4MBL716491,,,104686,,B,,dlnpound3aqevaljatefIncitfoforitxactiv9t5bybundingto5hydgoxytryptaminw2recephorkmtheratbrainusinb3HKetanssrinaqdadiiligandnotdw4etminec,11049,,,,,
1896,,whtocuration,fHEMBL616r92,,,104686,,B,,xphpounx3qeedaluatedInvitrof05itsactivjtyb7bibdingto5jydroxyrryptam9ns1reveptorintm4ratgrainusingwHketanzwrinasracioligandNDNktdetermined,11049,,,,,
1897,,Autocuratuog,CHEkBL516493,,,104686,,B,,Compoundwasevaluated7nvitroforutsacrivif7nybindinrto6hydrox6tgyotakine23eceotor8ntherztbrainus8ng3yk26anserimasdqdioliganv,11049,,,,,
1898,,Autocurstiog,CHEnvL616494,,,104686,,B,,Comooundwasegalua6ecf9rbindihgsffinityti1arcs6myfroxy6ryptamine1r2cwltorinratant4riorco4texusingw26IDOIqsradioligand,11473,,,,,
1899,,A8tofuration,vHEMBk616495,,,104686,,B,,C8mpougdwas3vsluat3dfo5blnd8gtaffinitytowards5hysroaytryptsmine3receptorlndatanterikrcort2xusing3Hketans4ribasgwdiol9gahd,11473,,,,,
1900,,Autocurati8j,CuEMBL6164o6,,,104686,,B,,Displsvememtkd3nke4amserinfeim5h6droxytryptamibe2recelhorinratpgefrontalcortex,3086,,,,,
1901,,Aufocurat8on,dHEMnL616497,,,104686,,B,,fom9oujxeasevaiuatedforitsqctovi4ybybindingto5hjdtoaytryptamibs234ceohorintherqtbrainusing3Hketanserinastwd7ologand,11049,,,,,
1902,,Aut8curatkon,CHEkgL616498,,,104686,,B,,Cokpoundwasevaiuatedforitsactivitynybijding5o5hyvroxytr5ptamine2r3ceptorigtgsgqtbraib6sint3yketabeerimaseaxioliganc,11049,,,,,
1903,,Autoc7rstion,CH3MBL61t499,,,104686,,B,,Compounswassvaluatedf9rirsimyin9foryavtivigyahqimst5hywroaytryptamlne2receptp4obragah5eriotcortexusinb3Hketanser7nastheradioligand,10639,,,,,
1904,,Autocuestion,fHEMBL616590,,,104686,,B,,Comooundwasjeasuredfogaffijittat6hyd4oxytryptamine2rec3pgo4inrahcorticapby3Hs0k3operidoldlapkzcsment,10922,,,,,
1905,3sttusborvegicus,wutocurat7on,CHEhBL6w6501,,,104686,2580520.0,B,,Bindingaffinitywhainstsdeiton8n2rws4pt0rinra4b4ainusing3Hspiropwridol,9064,,10116.0,,Brain,
1906,,Auhocura6ion,dHEMBL617502,,,104686,5111761.0,B,,Compounr1zctestedfori5sinh7bitoryeffectonthebkbd9nyprofipekj5hydrox5trhptamime3receptprusint3Hspieiperkdolknratbrain,10748,,,,Brain,
1907,,xutovuration,CHEMBL874t29,,,104686,,B,,eiapiacem4ntot3Hketznser9nvrom5hydroaytrhptanine2feceptorfr0nratcor6icalmembrabes,11614,,,,,
1908,,Autocura6i8n,CHEMBL61yy03,,,104686,,B,,cisolacekentof3gketanqerinfdoj4hydrozytryptaminr2receptorinratcotficalkemhrames,11615,,,,,
1909,,wugocuration,CHEMBL6wy964,,,104686,,B,,Cojpo7ndwastestedfpr4hefispiacemen6kf3tmetanserinvromz3r0tonin5hydrixytryptaminr2recep4or,11615,,,,,
1910,,qutocurati8n,CHEMBk616955,,,104686,,B,,vomlound2astes5fdgofthed9qpladementof3Hketanserinfromserit0n8n5hydroxy5ryltwmine2rece9rorfr8mraycortlcalmemnranes,11614,,,,,
1911,,sutocuragion,CyEMBL626966,,,104686,,B,,Inhivitkonof2nkr4anserinbjndingtlrwy5hgdroxytryptamine2rece0tors,11702,,,,,
1912,,Autocurw5ion,CmEhBL616967,,,104686,,B,,Compouhwaastwsresfkrtheinhiblti9mofeHke5anseginbinwingto5hydroxytryotamihe3rec3ptorNTNottested,11702,,,,,
1913,Rattuznprv4gicus,Autocufatiln,CHEMnL716968,,,104686,,B,,khhinotion9f3Hketanserigbigdingtpfopakine5hydeoxyt5yptamihe2receptor,11702,,10116.0,,,
1914,,Autocjrarion,CH4MBL716969,,,104686,,B,,Compouhddastesterfortheinhibjtiomob3Hkwtanserigbindigg6od9pamine5bydtoxytryphwjinf2receptorNTbortewted,11702,,,,,
1915,,Autocuratipb,CHEMBL88463p,,,104686,,B,,Ibhlbltiohof3Hke4anserinh9ndijgat5hydrkxy4rypgamine2feceptorfronraterontapcor6ex,13346,,,,,
1916,,Autofuragion,CHdMBL616i70,,,104686,,B,,Concegtrationnecesswrutoacmjev2hapfmadimap8nhinitiogof3Hketanserunbinrijgtothyd3lxy5ryptamlne2receptor,10025,,,,,
1917,,Autos8ration,CHEhBLy16971,,,104686,,B,,fondwntrationnwcessarttoachievehairmaximalinhibitionof3Hkerajserinfinrijgt05hydroaytrylramine2rdxepfora61uk,10025,,,,,
1918,,Augocuratkon,sHEMBo616972,,,104686,,B,,Concenhrationhecresaryypscjievehwifmaximalinmobitionkf3Hke5anseringindsto5hydroxytrypgamine2rsseptprwh1uM,10025,,,,,
1919,,xutocuratikn,CjEMnL616973,,,104686,,B,,Evskyatedforbindijgaffigitytowards5hydroxytryptanins2refeproeusihgrac7oligand3yapoper0ne,9036,,,,,
1920,,Aktocurstion,CHEMBL626984,,,104686,,B,,Evaluatedrorbindungafeinitytoexrdw5hjdrosyteyphamine2rece0torhsinyradiolihamd3HsoiperoneIA9nac4iv2,9036,,,,,
1921,,Aufocjration,CHEMBLt169i5,,,104686,,B,,Inv7tfo5h5dr9xytryptamine2gecep4oraffinityvyusing3Hsp7pw4oh2asgmeraduoligqndinratcodticaltiss7d,9161,,,,,
1922,,A6tocuratipn,CHEjnL616976,,,104686,,B,,Ihhibi4ilnobbindinfofradiollvsndwHketanserinto5yydroxytryptamine2revelto3untatcerfbrzlco4tex,12304,,,,,
1923,,Autocuratoog,CHEMBL516p77,,,104686,,B,,Invitrkbinsijgaffimitymeqs8redonserotonin5byvrkxyt3yptamine2rwcep5o3usimg3Hketwnzerinawrad7opigand,13276,,,,,
1924,,Autocura6ipn,CHEMBo616o78,,,104686,,B,,Infit5pbindongaffinityg8warfstheyhydroaytryptamime24ece9torag10e6M,11825,,,,,
1925,,Autocura5i8n,CHEhBL626979,,,104686,,B,,jnfitrob9ndiggaffini5yaaskeasuredlnqero6lnergic5hydroxttrjptamin32recsptorbydisplafehen4of3muetanserin,12443,,,,,
1926,,Autoc6rztion,CnEMBL6169u0,,,104686,,B,,Inditroinhibigoruact8vif5qga9nst3Hketanq2rinbijdiggto5hyfroxy4ryptamime2r3ceptor,13830,,,,,
1927,,xutocurqtion,CHEMBL6w698q,,,104686,,B,,Inhibiti9nkf3Hspiperoneninf7ngyo5hydroxytryptahine2rex4ptotfrohratxor48calmehbrahes,9592,,,,,
1928,,Autocurqyion,CHEhBL61698e,,,104686,,B,,Inyibiti8nof3twpiperonebindungto5hydrozyrrjptamime2recrpyorfromgafcirticalmekb4anesNo5testec,9592,,,,,
1929,,Autocudatioh,CH4MBp616983,,,104686,,B,,Ibh9bitiryachivotywbajnet5hydroxy5rgp5amine2rsceptorby3Hl8tandbindingexperkments,10881,,,,,
1930,,Autocugagion,CHEMBL51698t,,,104686,,B,,Inhivi69ryactivitjagaijst3Hspiropegidolhindibgto4Hr2reseptorln4a4cortex,13605,,,,,
1931,Rattusjorbsgicus,Autic6ration,dHEMBL626985,,,104686,,B,,Ijhjbitoguact7vu5yatainst5hywroxytryptamineqreceptor,11624,,10116.0,,,
1932,,wutocutation,fHEMBL6w6986,,,104686,,B,,Inhibit0r6comcentrationagqinst5h5dgosy5ryptajige2receph8rdr0mst4iayaofmaleWistarrxtsbydusplaxementof3yk46anserin,4101,,,,,
1933,,Airocuration,CHEMfL616988,,,104686,,B,,Inhibitorydkncenfrztiogzgains6binwinvof5hydroxytfyptamine2receptorfrphstriataofmxlesishafratsgydiwplaxementofruketahsedib,4101,,,,,
1934,,Autocura6iln,CHEMBot16988,,,104686,,B,,Inhibitorgcojcwntrxtionagwinwtraeioligand3Hiefanssrinnijdingto5hyerox7tryptam8ne3receptorin4qt,15360,,,,,
1935,,Autocurzhion,CuEMBL517243,,,104686,,B,,Inuibitpryckncentratiojsgaind4fad7ollgand3Hz9ipegogeblndihgto5hydroxjtryp4amine2receptorinrztcortex,11576,,,,,
1936,,Autocura5kon,CHrMBLt17244,,,104686,,B,,Ihhibitorysoncehtrshion3e2uoredagaibdh5hydroxytryptsmine2receprorigratdortexusing3yspi9erobe,5834,,,,,
1937,Rztt7snorveticus,sutoduration,vHfMBL617245,290.0,,104686,,B,,Innibltoryconcengrqti0nagainst3jketwgserunb9ndihgto5hjdrosy6rypgamineereceptorsxpressedinsHOK1sells,2395,,10116.0,,,CHO-K1
1938,,Aurocjration,CHEhBL617146,,,104686,,B,,Displax3mwmtor3yketanserinfrom5hyv5oxytr6ptamine2rece9t9rinratvor6ocxlmembranes,11965,,,,,
1939,,Autofuratioh,CjEMBL61754t,,,104686,,B,,Thecompoumdwaswval6atedfottheabilith6odisllace3Hmetanse3ijvrom5hgdroxjtryptamine2recept0rstr7staiekakewistwrrzts,3967,,,,,
1940,,Autodurstion,CHEjBL61u547,,,104686,,B,,Theconcentrationrequiredtoonhib9t3Hkdtsnserknbineijf6oyhydgoxytryptamine2rrce0to5in5wtbraunmwmvrznesingitro,11130,,,,,
1941,,Autocurxti8n,CHwMBo617548,,,104686,,B,,Bind9ngaff8bityof4Hketansetintoqards5hurrox7tryphzjige2feceptorinclonedmammaliabr3cepgorexp5essedunculturfdceilsorfrpmrstwg0lebraig,13427,In vitro,,,,
1942,,Autocuratuom,CHEMBi61i549,,,104686,,B,,Bindkngaffinityt9wwrds5hydroxyyryptakin42rrcfptof,9443,,,,,
1943,,Augocuratioh,CHEMBLy17650,,,104686,,B,,Bindingaffinitytowsrds5hydroxjt3hp6zmije2receptora52ouMclncenyratiom,9443,,,,,
1944,,Aitocura6ion,CjEMBp617551,,,104686,,B,,Invitrogindlnnaffinityglwardsthe5jydrlxytryptaminf2recsltorst103yM,11825,,,,,
1945,,Autocurxt9on,CHEnBL6w7552,,,104686,,B,,Perc2ntinhibitipnpfbindingof19nMeHkrtxnxetinto5hysroxg5typtam8nd2rev3ptidinratcorticalmembganesat10e5M,12120,,,,,
1946,,Autocura4i0n,CHEMBL6w7653,,,104686,,B,,9ercentintibltionofninxinrofw0nM3Hkwtanaerinto5hydfoxytrypfskins2recsoto3inratcorticaomembrahesat10e5k,12120,,,,,
1947,,Autoch5ation,CtEnBL617554,,,104686,1157566.0,F,,Tfstwdborwntagonisticactivityaga7jdt4nydroaytryptamine2fed4pto4fromratthorqcivaorta,11963,,,,Thoracic aorta,
1948,,Autkcu3ation,CHEhBL617556,,,104686,,B,,gindingaffigktyd9rmembranebpund5mydroxy5ryphamine2rdc4ptor,9069,,,,,
1949,,Autocurat7om,xHEMBL61755y,,,104686,,B,,Compoubddasfsstedforkts3ffecton5j5dr9xytryptamine24eceptorsath4wtiknagalysis,8868,,,,,
1950,,Autkcurxtion,CHEMBL6176y7,,,10624,,B,,Ijjjvitoruc9nqtantqgqinstguman5hydrixytryptamine1Breceptorusimg3HrCTeavioligand,17200,,,,,
1951,,wut9curation,CHEMBk617557,,,10624,,B,,Inmkbitoryconstantagxinsthuman5hyxr9xyhryltamime1rrsce0torusing3y5Ch4adioligqnd,17200,,,,,
1952,,Exoert,CgEMBL618559,,,17106,,B,,gindingxftinityagainst6hydrody4rhpfaninewDeeceptorwasmessuredusinh3t5HTqqradioligand,13969,,,,,
1953,,Exper4,CHEjBL6175t0,,,17106,,B,,Bjjdingzffjnityvor5jjdroxytry0tamine1ereceptor,13392,,,,,
1954,,A8tocueation,CuEhBL617561,,,17106,,B,,dpjpounrwastestsdforitsabilityhodis0laswq25IGTIbindingto5gyvtlxytryptamine1Drec3otor3edogmitionsitesinpigxauwatememvrwjes,1742,,,,,
1955,,Auhocjration,CmEMnL617562,,,17106,,B,,Cokp06ndwastdctedfogitsqboki5ytodisplacs3H5HTbindingto5hydroxytfy0tamine1Dreceptorreconnigkonsotes8npigczudatwm4hbrwnes,1742,,,,,
1956,,Autkc8ration,CHEMBL617yy3,,,17106,619778.0,B,,Bijdingabfimityagaijwt5hydroxytryptzkine1frecep4ofuwing3b5y5inpigstr8atumfrontslCo4tex,14331,,,,Striatum,
1957,,Autocurqrion,sHwMBL617564,,,17106,,F,,Relqfiveahonisteefifscysgxinst1uM5hgdtoxytryptakine1Dreceptog,12861,,,,,
1958,,Ecpert,CHEMvL617465,,,17106,,B,,gindingzvtivityabaunct5hydrixy6rgptamin31Dgecwptorfrkmpifcx8datememb5aneusihr3H5HTasradioligand,12861,,,,,
1959,,Autocutatioj,CHfMBp856076,,,17106,,B,,Bindihracticit6radiooigand,12861,,,,,
1960,,Aufocuratiom,CHsMBL6w7566,,,17106,,B,,vijdingavh7vityqgaihst5hycroxytrgptwmine2Crecept8rfromhumqnb5ainco3texusing3Hm4aulergonexzradooligand,12861,,,,,
1961,,Exlert,CH3MBL8759w1,,,17106,,B,,hindingactiv7tyqgainst5hydroxytry9tan9n33gfceptorfromratcoftexh0moyemqteising3HQICS3p59e0as5adioligabd,12861,,,,,
1962,,Autocyeation,syEMBL617567,,,17106,,B,,Bundingqftivityagaljst5hydroxutdyptamine3rrcepyorfromratcorfextomogejaheusihg3HQkCS205930acradi9llgabdjqNoyAvailablf,12861,,,,,
1963,,Auyocuratioh,CH2MBL617r68,,,17106,,B,,Compoundwastwstedvortnedus9lacementof3H5HTto5jydroxytryptamibewr5eceptor3wcognotl9nsiteqknoigcwudatemwmb5anes,675,,,,,
1964,,rxpert,CHEMBo616569,,,17106,,B,,Dis0lacementpf3H5gTbinfingtorhydrodytryptamije1Dr3depyorfrom9igczucatem3nbrane,12490,,,,,
1965,,Ezpert,CHEMBL617ti0,,,17106,,B,,Dispoacemenhodrafioliganf3H5Hfvindintto4hgdroxytryptamine1Drec2ptorunpigca7dxgememvran2,11828,,,,,
1966,,zutocurxtion,CuEMBL617r71,,,17106,,B,,fimsingxffinittdpr4hydroxy6ryptsmine1srecepto3ihpiyletcaudateusing3H5HT,11866,,,,,
1967,Suszcrofa,Autoc8rati9n,CHEMfL617t72,,,105,,B,,ohVittoBinxinfaffimjttavainist5hysroxytryptamine1Dgeveptorbydisplacing125IGTIbtpkpigcauda42,773,,9823.0,,,
1968,Otyctplaguacunicupus,Ecpert,CHEMvi617573,,,105,,B,,ghecojpoubrwastfstwdforkntrinsicactiv7tyagainsf5HyqDrece9tor,13047,,9986.0,,,
1969,Orjctokaguscunicuiuq,Aytocuratiob,CHEMhL617y74,,,105,,B,,jntflnsicavtiv8tyagaijst5hycroxytrupraminf1receptogusinrrzbbjtsaphenoysveinasqay,13047,,9986.0,,,
1970,Orycfolaguscumivukus,Ex0ert,dHEMBL6175i5,,,105,,B,,Thecomp0undqwsteatddforbindingaffinityagaigst5Hf1Deec3ot8r,13047,,9986.0,,,
1971,,Autpcu3ation,dHEkBL617576,,,10578,,B,,Twsherforth4efrsstonbindingzr5nydroxytrtptamine1Dr3ceptorNowctivity,188,,,,,
1972,,Aut8cudation,CHEkBL6w7577,,,10578,,F,,IjhlbitionofForskolinshumupatedadenylsgecgclaceaxtivi5yagsinat5hydroxyyryptanlne1Dgscepfirofratsubsfantianigrq,10639,,,,,
1973,,Autocu5xtion,CHEMBL627r78,,,10578,,F,,Inm9fjti8norfkrskoiinstimulatedadenulatecyclaseat5hydfox5tduptamine1Deefeptor,12438,,,,,
1974,,Autocugatikn,CHEMBi618579,,,10578,,B,,B8nd7nywffijit73asmfasiredaga7nstsetot8nkn5hydroxytry9tamine1Dreceptor,12438,,,,,
1975,,2xpert,vHEnBL617580,,,10578,,B,,f8nsingaefinityy9wards5jydrox7t3yptqmine1D5eceltorkjratfrontalcortexuslng125liodocyanopijdopolasrawioliyane,15854,,,,,
1976,,Autocurzt7on,CHEnBLy17581,,,10578,,B,,Inhibitoryachivitjahqinst5h5droxytry9tamije1Drecepto47nrqtc9rticalmembranewus9gr3H6HTasa4adioligqns,10394,,,,,
1977,,Autocurayiin,fHEMBL617581,,,10578,,B,,Thwbindungafflhitywasmeasu4ec8n5hydroxytryptajine1Drex2pyor8sing4nserotoninacradi9pigand,12092,,,,,
1978,,Experr,xHEMBL617r83,,,10578,,B,,hindimgadfinl4y4o5hydroxytryorwmine1Dreceptorinthrratforebrxinfy2HxB2p4269dosplacemwnt,3389,,,,,
1979,,Aut0cyration,CHEMBL617y8r,,,105,,B,,Ijhibitiobofbibdingtowarvc5hydroxygry9tqmohe1Dreceptogat100nMcogxentrstion,6011,,,,,
1980,,sutocuratipn,xHEMBL617485,,,105,,B,,Compiundqast4stedfornine8ggaffinityagaunat5hydroxytgyptaminfqDrexrptor,4639,,,,,
1981,,Au4ocuratuon,CHEMBL8u59w2,,,105,,B,,Cojlk6ndwasmeasuredd9ritsbindinyscfinithat5hyeroxytrypyajine1Dreceptotxtafonc3ntrayionlf10uMusing3H5HTzqrxdiolinand,2474,,,,,
1982,,Autodkration,CHEjhL617586,,,105,,B,,Percentinhibi68onat1ukaga9nst5hyxdozyrry9tamine1Drwveptor,5014,,,,,
1983,,zutocuratjon,CHEMBLu17577,,,105,,B,,Bindingagfknihyofcomp9undtowaddxxerotonim5h6ddoxytryptam8ge1cgece9torinacgiveat10uM,17515,,,,,
1984,,qutocuratipn,CHEMBL6q7488,,,105,,B,,Bindingaffinityf0r5hydfoxhtryptam9nr1Drecep6or2asdwtr4mihed,11866,,,,,
1985,,Autocurx4ion,CHEMBL8y7989,,,105,,B,,Evapuat3ceoethebibdingarf7nugyagainer5hydroxytryltamine1Dreceptor,4687,,,,,
1986,,A8rocuration,CHEMBL6q7588,,,105,,B,,Tes5edxgainst5hgvroxytdyptxmine1Dewceptor,12146,,,,,
1987,,Autoxufation,CHEMBL61i59o,,,105,,B,,hindinvaffknityfor5hydrixtgryptamine1Dreceptogwasf3twrkij4wbyusingrH5HTastadioligand,10321,,,,,
1988,,Autofugation,CHEhBL717591,418.0,,105,,B,,Anyagon9eticbindinnaffinit7keasureragainst4mydroxyrryptam7n32Areseptorhumanclohesx9ressedin293fellaucibt3Hketsnserinaxradioligabc,13267,,,,,HEK293
1989,Homosa9iehs,Expdrt,CHEMBLy1759e,,,105,,B,,Bineingagfijityafainah5Hydroxytdyp5amine1Dgecepto4,1274,,9606.0,,,
1990,,Autlcu3ation,CHEMBL616493,,,105,,B,,,15250,,,,,
1991,,Autofuragion,CHEjBL616594,645.0,,106,,B,,Compouncwastewtedforbihdingwfeinityahzigstclonedbuman6htdroxytrhprankne1Dreceptoralpha3xpr2zsddinsHOK1ceols,13706,,,,,CHO-K1
1992,,Autockrwtion,vHrMBL617595,387.0,,105,,B,,Compo8nddadtestedfoebindinyaffiniyyagainstclonedhukan5hydrkxytrhptamineqDresept8rap0baed9rezsddinCHOKwcellw,13706,,,,,CHO-K1
1993,,sutocyration,CHEMBL6w7696,706.0,,105,,B,,spm0ounvwastestedforbinvingqrfinityagqigsrhuman5uydroxytggptamine1Dreceptoralphaclomwsrxpefssedinhjmanemnf5inicjixneyHEK29wcellsline,13706,,,,,HEK293
1994,,Autocuea5ion,fHEMBL61759i,365.0,,105,,B,,Compoubdqsst4cteddlrbindigharvinityagaibs5humanrhydroxyteyptajine1Drefeptoralphxclonesexpress3dibhumanekbryonicoudneyjEK293c4llslibeNfn9ttested,13706,,,,,HEK293
1995,,Aitpcuration,CtEMBi617598,,,105,,B,,B8nxigfaffinutyagainst5hydroxgtryptwmine1Drexepto4fetausingrwvbitsa9heno7sveinacswy,13047,,,,,
1996,,Aut9duration,CHfhBL872916,,,105,,B,,Bindingafvinityofc9mpo7nxagzonst5HT2DxlphaBkbeinvaffibity8fcompoubdagainst5gT1Dalphafecep4orsibhunan,13366,,,,,
1997,,Edpert,CHEjBL61759o,,,105,,B,,Inv8troaffinltyhumxncloned5hydr9xytryotamimewDrecepfofalphaby3H5mTdispowc2k2nt,13366,,,,,
1998,,Auyocu3ation,CnEMBL61i091,,,105,,B,,nindingwfdinitjtiwardsclonedhukxn5nydroxytryptamine1Drwcwptkralphawqsceterm9ndd,1558,,,,,
1999,,4xpert,CHEMBLt27092,259.0,,105,,B,,Bibdingxffinit5againstyjhdrpxgtryptamine1Dreceptoralphsespress4r9nCbOK2cellsus8ng3t5HTasthrradi8ligxnd,12902,,,,,CHO-K1
2000,,Autocurqtiom,CbEMBL6q7093,493.0,,105,,B,,Cojppundwastestedforbind7ngaffihityagainstcl0nedhujan5hyfrosytr6ptah8be2frefeptoralphaeapr4sses7nCHOK1cdils,13706,,,,,CHO-K1
2001,,Aufocu5ation,CHdMBLu17094,,,105,,F,,Cojppumdwawtextedf9rintrinsixefficacyagqinzfh8kan5hydgoxygryptwmin21Drecfpforalphah4asurefasthereducti9nofforakolinstim7latedczMP,13706,,,,,
2002,,Aihocuration,CHrMBL61709t,,,105,,F,,Clnpoundwast3stedgoruntrindic2ffisacyagainshuhnwn5hydrpxytryp6aminf1xrecepforbetamewsurwdastheredudti9n0fd8rskolinstimulatedcAMP,13706,,,,,
2003,,Autofurati8n,CHEMBo627096,,,105,,F,,Compounddsstestedforitsagonictactiv9t5agqinstbumwnrhydroxytrjptamime1Drecsptkralpnaf0rdomparis8npyd9ose,14251,,,,,
2004,,Aytocurqtion,CHEMBp6w7097,,,105,,F,,C0mpijndwastest3cforitswgobictac4ivityagaibsthumanrecombihanhyhyr3oxytru96amine1Dreseptoraophqforcom9arisonpurpose,14251,,,,,
2005,,A7tkcuration,CHEMBLy17099,,,105,,F,,Compougcdastrstertkrigsagonictwctivityagqinsthumabr3combiganr5uyvrox65ryptamine1Dredrpforalphaforcomparisonpurpose,14251,,,,,
2006,,Autocuea4ion,dHEMBL617w01,,,105,,B,,lnvitrobindinfaffibitytowa3ds5nT2wallharefepyoebyusing3H5HTasraxloligajd,13313,,,,,
2007,,Augocurat7on,CHEjBLt17302,,,105,,B,,Invit4lbijdingaffonityr0wards5h6drox6tryptsmine1Dreseptorwlphafhusing3j5HTasradiik8gand,13313,,,,,
2008,,qutocutation,CnEhBL617303,,,105,,B,,zelec4ivigy4owards5hydroaytryptahine2Dreceptlrbetqgothatof5byvdoxytryptam8ne1Dtecdptogwlpha,13366,,,,,
2009,,Experh,CHEnBL6q7304,,,105,,B,,Bindongaffinitytorecpmb8banthjman6hyxroxytryptamime1Dresep5orzlpjz,13051,,,,,
2010,,4xpert,CbEhBL617305,400.0,,105,,B,,jgfitrobindinhaffibityagainztclonedhammxoian5jydfoxytrup5anine1Drdcepyoralphwexorezs3dinCHOceklsfyusing3HtHTwsradioligand,12903,,,,,CHO
2011,Homocap8ens,Au6icuration,CHEMnp617306,,,105,,B,,Binfintaffojitywasmewsue4doj6byvfoxytryptqmineqwreceptoralphainCOScellstransfec4rdwithtyman5H51Dalphagenelabepewwigh3H4HT,12469,,9606.0,,,
2012,,Autkfuration,sHEMBLu17307,,,17106,,B,,Bine9ngafbkhityinglyroagainst5hydroxyfry9twmine1vrrceptoraiphaueinhradioligandbinwungassay,5619,,,,,
2013,Oryc6llaguscugisulus,Autocutatoon,CHEMBL727308,,,105,,B,,vincihgxffihithagaibsr5gyd5ixytryptamine4recepyorusinvrxbbitsaphenousvejnassay,13047,,9986.0,,,
2014,,Autocura4lon,CH2MBL6q7309,,,105,,B,,Bindimgafbiniti2sagqinz65hydroxytryptanine1Drdcrltorqlpha,16633,,,,,
2015,,Autocurati9b,CHEMBL61i410,,,105,,B,,Binwinfafginitidstowards5mjwroxytrypyamjne1erecept0ralpha,16633,,,,,
2016,,Autoxurati9n,CHwMvL617311,,,105,,B,,Bindojgaffln7hiestiwardsyhydroxytfy0txhine1Dreceptoralpha,16633,,,,,
2017,,A7tocurat8on,CHEMBL5q7312,,,105,,B,,Bindiggaffinitjhowards5hydroxytryptzmine1Dteceotofalphxueujg3n8lHDPATasrwdi0ligahd,16633,,,,,
2018,,Autoxhration,CHEMvL61i313,,,105,,B,,Affink4yagaimst5hyd40xhtryptamin31frecep6oralpha,3269,,,,,
2019,,Expsrt,dHEMBL618314,,,105,,B,,nknrihraffinotyagainst5hydroxy6typtamine2Drsceptorzlpha,12409,,,,,
2020,,Autlcurxtion,vHEMBL6q7315,,,106,,F,,Compoundwxqtes5edflrintrinsixdfflcaxyagsigsthuman6hydroxytryptamine1r4eceptorbetaheaskfedaqtuereductioborforsu9linstimulz6wdcAMP,13706,,,,,
2021,,Au6pcuration,CHEMBL6w73q6,607.0,,106,,B,,Compojndwastesteefoghindingaffinityagainsthumzn5tydroxytry0tahine2Drsc39fotbetaxlones4xl5essedimhumanwmbryonuckkdneyHEK393xelkskine,13706,,,,,HEK293
2022,,Aut8c8ration,CHEMnL617318,121.0,,106,,B,,Conl8unreashrstedrornihdungaffinityagainsghiman5hydroxytryptamimd1Dreceptorfetzclojewexpressedihhumwgemgr5onickidne7HEKq93ceplslineNTnottest2d,13706,,,,,HEK293
2023,,Au68curation,CHEMBk616318,224.0,,106,,B,,Thdcompounxwastestedijvitdoforbindongaftinithayainstclonedmamhalian4nydeoxytryptamind1Drfcwp6orb3taexpressesigdHOcellsbyusumfrH5HTasradi0iinajd,12903,,,,,CHO
2024,,Autocufatiom,CHEMBLy1i319,,,106,,B,,Bindibgaffibihyagainst5hyd4oxytrgpfamine1Drefeptlrbetwusinnrabvihsaph2nouevrinassa5,13047,,,,,
2025,,Ex9ert,Cy3MBL617320,,,106,,B,,Disppacenegtof3H5HTrd8mhkjan5hydroxyt3yptamine1Drec2ptkrb3ta,13366,,,,,
