replacement_cost,original_language_id,release_year,rental_rate,rating,title,length,film_id,description,language,rental_duration
27.99,,2006,0.99,PG,TRAMP OTHERS,171,906,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,English,4
10.99,,2006,0.99,PG-13,TRANSLATION SUMMER,168,907,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,English,4
11.99,,2006,4.99,G,TRAP GUYS,110,908,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,English,3
28.99,,2006,0.99,PG-13,TREASURE COMMAND,102,909,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,English,3
19.99,,2006,0.99,PG,TREATMENT JEKYLL,87,910,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,English,3
14.99,,2006,4.99,PG-13,TRIP NEWTON,64,911,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,English,7
9.99,,2006,2.99,PG,TROJAN TOMORROW,52,912,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,English,3
20.99,,2006,0.99,R,TROOPERS METAL,115,913,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,English,3
13.99,,2006,2.99,PG,TROUBLE DATE,61,914,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,English,6
9.99,,2006,4.99,G,TRUMAN CRAZY,92,915,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,English,7
10.99,,2006,2.99,G,TURN STAR,80,916,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,English,3
24.99,,2006,2.99,R,TUXEDO MILE,152,917,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,English,3
23.99,,2006,4.99,PG,TWISTED PIRATES,152,918,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,English,4
17.99,,2006,4.99,G,TYCOON GATHERING,82,919,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,English,3
16.99,,2006,0.99,G,UNBREAKABLE KARATE,62,920,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,English,3
29.99,,2006,2.99,PG-13,UNCUT SUICIDES,172,921,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,English,7
22.99,,2006,4.99,PG-13,UNDEFEATED DALMATIONS,107,922,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,English,7
12.99,,2006,2.99,R,UNFAITHFUL KILL,78,923,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,English,7
15.99,,2006,0.99,PG,UNFORGIVEN ZOOLANDER,129,924,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,English,7
27.99,,2006,0.99,R,UNITED PILOT,164,925,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,English,3
11.99,,2006,2.99,NC-17,UNTOUCHABLES SUNRISE,120,926,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,English,5
16.99,,2006,2.99,NC-17,UPRISING UPTOWN,174,927,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,English,6
16.99,,2006,2.99,PG,UPTOWN YOUNG,84,928,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,English,5
21.99,,2006,4.99,PG-13,USUAL UNTOUCHABLES,128,929,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,English,5
23.99,,2006,2.99,R,VACATION BOONDOCK,145,930,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,English,4
9.99,,2006,0.99,PG-13,VALENTINE VANISHING,48,931,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,English,7
21.99,,2006,0.99,G,VALLEY PACKER,73,932,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,English,3
11.99,,2006,4.99,NC-17,VAMPIRE WHALE,126,933,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,English,4
20.99,,2006,4.99,NC-17,VANILLA DAY,122,934,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,English,7
17.99,,2006,0.99,R,VANISHED GARDEN,142,935,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,English,5
21.99,,2006,2.99,NC-17,VANISHING ROCKY,123,936,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,English,3
14.99,,2006,2.99,NC-17,VARSITY TRIP,85,937,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,English,7
14.99,,2006,4.99,R,VELVET TERMINATOR,173,938,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,English,3
17.99,,2006,2.99,R,VERTIGO NORTHWEST,90,939,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,English,4
19.99,,2006,0.99,PG-13,VICTORY ACADEMY,64,940,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,English,6
10.99,,2006,4.99,NC-17,VIDEOTAPE ARSENIC,145,941,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,English,4
27.99,,2006,0.99,PG-13,VIETNAM SMOOCHY,174,942,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,English,7
27.99,,2006,4.99,PG-13,VILLAIN DESPERATE,76,943,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,English,4
29.99,,2006,4.99,PG-13,VIRGIN DAISY,179,944,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,English,6
22.99,,2006,0.99,R,VIRGINIAN PLUTO,164,945,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,English,5
14.99,,2006,4.99,NC-17,VIRTUAL SPOILERS,144,946,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,English,3
16.99,,2006,0.99,PG-13,VISION TORQUE,59,947,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,English,5
22.99,,2006,0.99,PG-13,VOICE PEACH,139,948,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,English,6
27.99,,2006,0.99,NC-17,VOLCANO TEXAS,157,949,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,English,6
12.99,,2006,4.99,PG,VOLUME HOUSE,132,950,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,English,7
28.99,,2006,0.99,PG-13,VOYAGE LEGALLY,78,951,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,English,6
17.99,,2006,2.99,PG,WAGON JAWS,152,952,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,English,7
9.99,,2006,0.99,PG-13,WAIT CIDER,112,953,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,English,3
18.99,,2006,4.99,G,WAKE JAWS,73,954,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,English,7
19.99,,2006,4.99,PG,WALLS ARTIST,135,955,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,English,7
23.99,,2006,4.99,PG-13,WANDA CHAMBER,107,956,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,English,7
26.99,,2006,4.99,G,WAR NOTTING,80,957,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,English,7
19.99,,2006,2.99,G,WARDROBE PHANTOM,178,958,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,English,6
10.99,,2006,2.99,G,WARLOCK WEREWOLF,83,959,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,English,6
15.99,,2006,2.99,G,WARS PLUTO,128,960,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,English,5
22.99,,2006,4.99,R,WASH HEAVENLY,161,961,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,English,7
18.99,,2006,2.99,PG,WASTELAND DIVINE,85,962,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,English,7
12.99,,2006,0.99,PG,WATCH TRACY,78,963,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,English,5
17.99,,2006,4.99,G,WATERFRONT DELIVERANCE,61,964,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,English,4
28.99,,2006,0.99,G,WATERSHIP FRONTIER,112,965,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,English,6
14.99,,2006,0.99,PG,WEDDING APOLLO,70,966,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,English,3
26.99,,2006,2.99,R,WEEKEND PERSONAL,134,967,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,English,5
19.99,,2006,4.99,G,WEREWOLF LOLA,79,968,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,English,6
29.99,,2006,4.99,G,WEST LION,159,969,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,English,4
11.99,,2006,0.99,NC-17,WESTWARD SEABISCUIT,52,970,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,English,7
11.99,,2006,4.99,PG-13,WHALE BIKINI,109,971,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,English,4
24.99,,2006,4.99,PG-13,WHISPERER GIANT,59,972,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,English,4
27.99,,2006,4.99,NC-17,WIFE TURN,183,973,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,English,3
24.99,,2006,0.99,R,WILD APOLLO,181,974,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,English,4
22.99,,2006,2.99,R,WILLOW TRACY,137,975,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,English,6
12.99,,2006,0.99,R,WIND PHANTOM,111,976,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,English,6
25.99,,2006,2.99,R,WINDOW SIDE,85,977,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,English,3
12.99,,2006,0.99,R,WISDOM WORKER,98,978,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,English,3
10.99,,2006,4.99,NC-17,WITCHES PANIC,100,979,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,English,6
12.99,,2006,4.99,PG,WIZARD COLDBLOODED,75,980,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,English,4
13.99,,2006,0.99,NC-17,WOLVES DESIRE,55,981,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,English,7
23.99,,2006,0.99,R,WOMEN DORADO,126,982,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,English,4
18.99,,2006,2.99,PG,WON DARES,105,983,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,English,7
20.99,,2006,2.99,NC-17,WONDERFUL DROP,126,984,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,English,3
19.99,,2006,4.99,PG,WONDERLAND CHRISTMAS,111,985,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,English,4
24.99,,2006,2.99,NC-17,WONKA SEA,85,986,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,English,6
13.99,,2006,2.99,PG,WORDS HUNTER,116,987,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,English,3
26.99,,2006,2.99,R,WORKER TARZAN,139,988,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,English,7
22.99,,2006,4.99,R,WORKING MICROCOSMOS,74,989,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,English,4
13.99,,2006,0.99,PG-13,WORLD LEATHERNECKS,171,990,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,English,3
26.99,,2006,2.99,PG,WORST BANGER,185,991,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,English,4
17.99,,2006,0.99,NC-17,WRATH MILE,176,992,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,English,5
10.99,,2006,2.99,PG-13,WRONG BEHAVIOR,178,993,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,English,6
29.99,,2006,4.99,PG-13,WYOMING STORM,100,994,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,English,6
11.99,,2006,4.99,R,YENTL IDAHO,86,995,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,English,5
9.99,,2006,0.99,G,YOUNG LANGUAGE,183,996,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,English,6
14.99,,2006,0.99,NC-17,YOUTH KICK,179,997,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,English,4
10.99,,2006,0.99,NC-17,ZHIVAGO CORE,105,998,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,English,6
28.99,,2006,2.99,R,ZOOLANDER FICTION,101,999,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,English,5
18.99,,2006,4.99,NC-17,ZORRO ARK,50,1000,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,English,3
