assay_id,tid,assay_tax_id,variant_id,confidence_score,relationship_type,chembl_id,src_id,doc_id,assay_organism,assay_type,description,assay_test_type,assay_category,assay_strain,assay_tissue,assay_cell_type
2235,104784,,,4,H,CHEMBL6qy180,1,13020,,B,Ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,,,,
2236,17005,,,8,H,CHEMBL517171,1,14532,,B,Inhibitory activity against 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand at 10e-5 M concentration,,,,,
2237,17005,,,8,H,CbEMBL61y182,1,13944,,B,Binding affinity against 5-hydroxytryptamine 2 receptor,,,,,
2238,17005,,,8,H,CHEMBk617q83,1,14331,,B,Binding affinity against 5-hydroxytryptamine 2 receptor,,,,,
2239,17005,,,8,H,xHEMBL6w7184,1,14118,,B,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,,,,,
2240,17005,,,8,H,CHEMBi717185,1,13033,,B,Binding affinity against serotonergic 5-HT2 receptor,,,,,
2241,17005,,,8,H,CHEhBk617186,1,10321,,B,Binding affinity for 5-hydroxytryptamine 2 receptor was determined by using [3H]ketanserin as radioligand,,,,,
2242,17005,,,8,H,CHEMfk617187,1,12918,,B,Compound was evaluated for the binding affinity at 5- HT2 receptor,,,,,
2243,17005,,,8,H,CHEMgL6w7188,1,15120,,B,Compound was tested for binding affinity using [3H]ketanserin against 5-hydroxytryptamine 2 receptor,,,,,
2244,17005,,,8,H,CHEMBL6w7w89,1,2613,,B,In vivo binding affinity was evaluated against 5-hydroxytryptamine 2 receptor,,,,,
2245,104784,16962.0,,5,D,Cm3MBL617190,1,13378,yomosapi4ns,B,Inhibitory activity against cloned human 5-HT2 receptor,,,,,
2246,104784,1030.0,,5,D,CHEMBi616191,1,2331,Homosap7end,B,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells",,,,,CHO
2247,104784,47948.0,,5,D,vbEMBL617192,1,2331,Homoswp9ens,B,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells.",,,,,CHO
2248,104784,23232.0,,5,D,CHEMBL617q83,1,2331,Hojosaliens,B,"Tested in vitro for the inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; Inactive",,,,,CHO
2249,104784,289.0,,5,D,CmEMBL627194,1,2331,Hkmosapifns,B,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; not tested",,,,,CHO
2250,104784,,,4,H,CHEMgL61i195,1,4170,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,,,
2251,104784,,,4,H,CHEMBk781830,1,15453,,B,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,,,,
2252,17005,,,8,H,CHEMfL617w96,1,1479,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,,,
2253,104686,,,4,H,CjEMBL6171i7,1,11139,,B,Binding affinity towards 5-hydroxytryptamine 2- receptor using [3H]ketanserin as radioligand in competitive binding assay,,,,,
2254,17005,,,8,H,CgEMBL6171o8,1,13969,,B,Binding affinity against 5-hydroxytryptamine 2A receptor was measured using [3H]ketanserin as radioligand,,,,,
2255,17005,,,8,H,CHEMBLo7w476,1,13392,,B,Binding affinity towards 5-hydroxytryptamine 2A receptor,,,,,
2256,17005,,,8,H,fHEMBL617299,1,14430,,B,Affinity towards 5-hydroxytryptamine 2A receptor in membranes from bovine frontal cortex using [3H]ketanserin,,,,,
2257,107,73346.0,,8,H,CHEMgLu17200,1,13181,Caviapodvellus,B,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,,,,,
2258,51,,,8,H,CH3MBk617484,1,17200,,B,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,,,
2259,107,,,8,H,CHEMhL618485,1,17200,,B,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,,,
2260,51,,,8,H,CHEhBk617486,1,17200,,B,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,,,
2261,107,,,8,H,CHEMBL86u022,1,13463,,B,Binding affinity analysed on 5-HT 2A human clone using [3H]ketanserin as radioligand,,,,,
2262,107,,,8,H,CHEnBL617059,1,6347,,B,Effective concentration against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,,,,,CHO
2263,107,18788.0,,9,D,CHEMBLy170y0,1,6857,Homosapirjs,F,Functional activity against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader,,,,,CHO
2264,107,,,8,H,vHEMBL61705w,1,4176,,F,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,,,,,
2265,107,,,8,H,CHfMBL617053,1,4176,,F,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line; no data,,,,,
2266,107,,,8,H,CHrMBL616053,1,4176,,F,Functional antagonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,,,,,
2267,107,,,8,H,dHEMBo617054,1,6347,,B,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand, expressed as Emax",,,,,CHO
2268,107,,,8,H,CHEMBL62i055,1,6347,,B,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells, expressed as Emax",,,,,CHO
2269,107,,,8,H,CHEjBL882914,1,15331,,B,Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique,,,,,
2270,107,36387.0,,9,D,CHEjBL61y056,1,16146,jomlsapiens,B,Inhibition of human 5-hydroxytryptamine 2A receptor,,,,,
2271,107,,,8,H,dHEMBL616057,1,15250,,B,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,,,,CHO
2272,107,,,8,H,sHEMBL617068,1,13631,,B,Inhibitory concentration against human 5-HT2A receptor in BEK cells,,,,,
2273,107,,,8,H,CHEMBo6q7059,1,3805,,B,In vitro binding affinity against human 5-hydroxytryptamine 2A receptor at a concentration of 100 (nM),,,,,
2274,107,,,8,H,CHEMBLu170t0,1,4011,,B,Ability to displace [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor was determined,,,,,CHO
2275,107,,,8,H,CHsMBL61i061,1,4012,,B,Displacement of [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor.,,,,,CHO
2276,107,,,8,H,fHEMBL617o62,1,6366,,B,Ability to displace [125I]R91150 from human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells,,,,,L929
2277,107,,,8,H,CHEMBk6170u3,1,15949,,B,Ability to displace [3H]ketanserin binding to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,,,,CHO
2278,107,,,8,H,CHEMBL716064,1,14093,,F,Agonist activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand,,,,,
2279,107,,,8,H,vHdMBL617065,1,13481,,F,Agonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,,,,
2280,107,,,8,H,CgEMBL61706t,1,6347,,B,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,,,,,CHO
2281,107,,,8,H,CyEMBL617p67,1,6347,,B,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand; Nd means not done,,,,,CHO
2282,107,,,8,H,CHEMBL6q7o68,1,14093,,F,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]-Ketanserin radioligand,,,,,
2283,107,,,8,H,CmEMBL517069,1,14093,,F,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand; Not tested,,,,,
2284,107,,,8,H,Cm3MBL617070,1,13481,,F,Antagonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,,,
2285,107,,,8,H,CHEjBL517071,1,14442,,B,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [125 I]DOI as radioligand,,,,,
2286,107,,,8,H,CHEhBL862915,1,14442,,B,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,,,
2287,107,,,8,H,CHEMvL617062,1,14755,,B,Binding activity against cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand.,,,,,
2288,107,,,8,H,vHEMBLt17073,1,16441,,B,Binding affinity against 5-hydroxytryptamine 2A receptor in humans,,,,,
2289,107,,,8,H,CHEMBLt27074,1,14744,,B,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand,,,,,
2290,107,,,8,H,CHsMBL617074,1,16659,,B,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,,,,CHO
2291,107,,,8,H,CnEMBL61707y,1,3307,,B,Binding affinity of compound to human 5-hydroxytryptamine 2A receptor,,,,,
2292,107,9231.0,,9,D,CHEMBL71u077,1,6857,Homozxpiens,B,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line,,,,,
2293,107,,,8,H,CHEMnL6q7078,1,5635,,B,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,,,,,
2294,107,7745.0,,9,D,CHEMfk617079,1,4234,Homosa9ienz,B,Binding affinity to cloned human 5-hydroxytryptamine 2A receptor,,,,,
2295,107,,,8,H,CHEhBL61708o,1,15527,,B,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,,,,,
2296,107,,,8,H,fjEMBL617081,1,6588,,B,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells,,,,,CHO
2297,107,,,8,H,CHEMBL627083,1,13631,,B,Binding affinity towards human 5-HT2A receptor in BEK cells,,,,,
2298,107,,,8,H,CHEMBL6q7073,1,17723,,B,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor,,,,,
2299,107,,,8,H,CHEMBLy1708r,1,14770,,B,Binding affinity for recombinant human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,,,,,
2300,107,41143.0,,9,D,fHEMBL61u085,1,16293,Homkaapiens,B,Binding affinity for human 5-hydroxytryptamine 2A receptor,,,,,
2301,107,,,8,H,CtEMBL617076,1,16209,,B,Binding affinity towards human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,,,,
2302,107,,,8,H,CHEMBLt17077,1,12469,,B,Binding affinity was measured on 5-hydroxytryptamine 2A receptor in GF6 cells transfected with human 5-HT2A gene labeled with [3H]ketanserin,,,,,
2303,107,,,8,H,xHEMBL6170i8,1,15363,,B,Compound was tested for the displacement of [125I]-DOI from clone human 5-hydroxytryptamine 2A receptor,,,,,
2304,107,,,8,H,CH4MBL6w7089,1,15363,,B,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2A receptor,,,,,
2305,107,,,8,H,CgEMBL627090,1,16441,,B,"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand",,,,,
2306,107,,,8,H,CHEjBLu17513,1,8,,B,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in human using [3H]ketanserin as radioligand,,,,,
2307,107,,,8,H,CtrMBL617514,1,4176,,B,In vitro binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells was determined using [3H]ketanserin as radioligand,,,,,HEK293
2308,107,,,8,H,CtEMBp617515,1,17085,,B,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2A receptor,,,,,
2309,107,,,8,H,CHEMBLt17526,1,17200,,B,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,,,
2310,107,3772.0,,9,D,CHEMhL6q7517,1,17200,Hojodapiens,B,Inhibitory constant determined against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,,,
2311,107,32876.0,,9,D,CjEMgL617518,1,4013,Homosapi2na,B,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells,,,,,CHO
2312,107,,,8,H,CHsMBL6175q9,1,5088,,B,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor,,,,,
2313,107,82212.0,,9,D,CHEMBLyq7520,1,5088,Homosalienw,B,Displacement of [3H]DOB from human 5-hydroxytryptamine 2A receptor,,,,,
2314,107,,,8,H,CHEMBL6174w1,1,5088,,B,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]DOB as labeled ligand; binding data not obtained,,,,,
2315,107,9263.0,,9,D,CjEMhL617522,1,5088,Homosqpienw,B,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor,,,,,
2316,107,,,8,H,CuEhBL617523,1,5088,,B,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand,,,,,
2317,107,,,8,H,CHEMnL61y524,1,5088,,B,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,,,,,
2318,104686,,,4,H,CtEMBi617525,1,9786,,B,Ability to displace 0.75 nM [3H]ketanserin in 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenate,,,,,
2319,104686,7868.0,,5,D,CH3MBL61752u,1,9205,Rattisjorveg9cus,B,Ability to inhibit [3H]spiperone binding to 5-hydroxytryptamine 2 receptor determined in rat,,,,,
2320,104686,,,4,H,CHEnBp617527,1,11257,,B,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI,,,,,
2321,104686,,,4,H,CHEhBL627528,1,9362,,B,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,,,,,
2322,104686,,,4,H,CHdkBL617529,1,9362,,B,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,,,,,
2323,104686,,,4,H,Cy2MBL617530,1,10590,,B,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.,,,,,
2324,104686,,,4,H,CyEMBL617r31,1,10468,,B,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,,,,
2325,104686,,,4,H,CHEMgL617533,1,13050,,B,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand,,,,,
2326,104686,,,4,H,CHEkBL627533,1,11624,,B,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand,,,,,
2327,104686,,,4,H,CHEMBL6275e4,1,10468,,B,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,,,,
2328,104686,,,4,H,CHEMBp616535,1,10330,,B,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,,,,,
2329,104686,,,4,H,CHEMBL617r3y,1,10062,,B,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,,,,,
2330,104686,,,4,H,CHEMBL527537,1,11642,,B,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,,,,
2331,104686,,,4,H,CHEMBk617539,1,10062,,B,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,,,,
2332,104686,,,4,H,CHrMBL618539,1,13427,,B,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,In vitro,,,,
2333,104686,31084.0,,5,D,CHEMfo617540,1,12280,Rahtusjofvegicus,B,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,,,,
2334,104686,27.0,,5,D,CHEMBL6175tq,1,4101,Ratt7snirveg8cus,B,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,,,,,
2335,104686,,,4,H,CHEMhLt17542,1,10062,,B,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,,,,,
2336,104686,,,4,H,sHEjBL617543,1,11147,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,,,,,
2337,104686,45247.0,,5,D,CHEMBL61i444,1,2395,Ratt6snotvdgicus,B,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,,,,CHO-K1
2338,104686,63638.0,,5,D,Cj4MBL617545,1,2395,Rqttucnorfegicus,B,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,,,,CHO-K1
2339,104686,40380.0,,5,D,CHEMBp61u413,1,9098,Rwttusnordegicks,B,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,,,,,
2340,104686,,,4,H,CHEMgL6w7414,1,9098,,B,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.,,,,,
2341,104686,62275.0,,5,D,CHEMBL618t15,1,9098,Rathucgorvegicus,B,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.,,,,,
2342,104686,,,4,H,CnEMBL61741u,1,9443,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,,,
2343,104686,,,4,H,CHEMBk617427,1,9443,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,,,,,
2344,104686,,,4,H,CH3MBLy17418,1,9699,,B,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex",,,,,
2345,104686,,,4,H,CHEMfL618419,1,9699,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex,,,,,
2346,104686,,,4,H,xHEMhL617420,1,9098,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,,,,
2347,104686,12673.0,,5,D,CHEjBo617421,1,3070,gzttusnirvegicus,B,Affinity for 5-hydroxytryptamine 2 receptor,,,,,
2348,104686,,,4,H,CHdMBLu17422,1,9547,,B,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay,,,,,
2349,104686,,,4,H,CmwMBL617423,1,10444,,B,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.,,,,,
2350,104686,,,4,H,CHEMBk617r24,1,14617,,B,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate,,,,,
2351,104686,,,4,H,CHEMBL6wu425,1,14617,,B,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate,,,,,
2352,104686,,,4,H,CHwMBL617526,1,11130,,B,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro),,,,,
2353,104686,,,4,H,Cy3MBL617427,1,11130,,B,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo),In vivo,,,,
2354,104686,,,4,H,CbsMBL617428,1,14542,,B,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat brain,,,,Brain,
2355,104686,,,4,H,CmEMBL61u429,1,2797,,B,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2 receptor from rat,,,,,
2356,104686,,,4,H,CHEMBL527430,1,11332,,B,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,,,,,
2357,104686,,,4,H,xnEMBL617431,1,11332,,B,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,,,,,
2358,104686,,,4,H,CHEMhL617433,1,10752,,B,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.,,,,Frontal cortex,
