assay_id,cell_id,assay_category,tissue_id,confidence_score,assay_tissue,assay_test_type,chembl_id,src_assay_id,curated_by,assay_type,variant_id,src_id,assay_subcellular_fraction,relationship_type,description,assay_strain,assay_cell_type,tid,bao_format
2479,,,,4,,,CHEMBL617366,,Autocuration,B,,1,,H,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor antagonist [3H] ketanserin,,,105075,BAO_0000224
2480,,,,4,,,CHEMBL617367,,Autocuration,B,,1,,H,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor agonist [125I]- - (+/-)DOI,,,105075,BAO_0000224
2481,,,,4,,,CHEMBL617368,,Autocuration,B,,1,,H,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor antagonist [3H]- ketanserin,,,105075,BAO_0000224
2482,,,,8,,,CHEMBL617369,,Autocuration,B,,1,,H,Selectivity ratio towards 5-hydroxytryptamine 2A receptor to Dopamine receptor D2 (5-HT2A/D2 ),,,107,BAO_0000357
2483,722.0,,,9,,,CHEMBL617370,,Expert,B,,1,,D,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND means no data,,HEK293,227,BAO_0000219
2484,449.0,,,9,,,CHEMBL617371,,Expert,F,,1,,D,Functional activity against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader,,CHO,227,BAO_0000219
2485,,,,8,,,CHEMBL617372,,Autocuration,B,,1,,H,In vitro binding affinity against human 5-HT2B receptor at a concentration of 100 (nM),,,227,BAO_0000357
2486,,,,9,,,CHEMBL617373,,Expert,B,,1,,D,Affinity towards human 5-hydroxytryptamine 2B serotonin receptor,,,227,BAO_0000357
2487,,,,8,,,CHEMBL617374,,Autocuration,F,,1,,H,Agonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT radioligand,,,227,BAO_0000019
2488,,,,8,,,CHEMBL617375,,Autocuration,F,,1,,H,Agonistic activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]-5-HT as radioligand,,,227,BAO_0000019
2489,,,,8,,,CHEMBL617376,,Autocuration,F,,1,,H,Antagonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]- rauwolscine radioligand,,,227,BAO_0000019
2490,,,,8,,,CHEMBL617377,,Autocuration,F,,1,,H,Antagonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]- rauwolscine radioligand; Not tested,,,227,BAO_0000019
2491,,,,8,,,CHEMBL617378,,Autocuration,F,,1,,H,Antagonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine radioligand,,,227,BAO_0000019
2492,,,,8,,,CHEMBL617379,,Autocuration,F,,1,,H,Antagonistic activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand,,,227,BAO_0000019
2493,,,,8,,,CHEMBL617380,,Autocuration,B,,1,,H,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]- rauwolscine as radioligand,,,227,BAO_0000357
2494,,,,8,,,CHEMBL617381,,Autocuration,B,,1,,H,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT 2B as radioligand,,,227,BAO_0000357
2495,,,,8,,,CHEMBL617382,,Autocuration,B,,1,,H,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand,,,227,BAO_0000357
2496,,,,8,,,CHEMBL617383,,Autocuration,B,,1,,H,The compound evaluated for its affinity against 5-hydroxytryptamine 2A receptor,,,107,BAO_0000357
2497,,,,8,,,CHEMBL617384,,Expert,B,,1,,H,Affinity against 5-hydroxytryptamine 2A receptor (D) labeled with [125I]DOI.,,,107,BAO_0000357
2498,,,,8,,,CHEMBL617385,,Expert,B,,1,,H,Affinity against 5-hydroxytryptamine 2A receptor (K) labeled with [3H]ketanserin.,,,107,BAO_0000357
2499,,,,8,,,CHEMBL617386,,Autocuration,B,,1,,H,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 2A receptor from cloned Human membranes,,,107,BAO_0000019
2500,,,,8,,,CHEMBL617387,,Autocuration,B,,1,,H,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 2A receptor from cloned Human membranes.,,,107,BAO_0000019
2501,723.0,,,8,,,CHEMBL617388,,Autocuration,B,,1,,H,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,NIH3T3,107,BAO_0000219
2502,449.0,,,8,,,CHEMBL617389,,Autocuration,F,,1,,H,Relative efficacy against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,,CHO,107,BAO_0000219
2503,449.0,,,9,,,CHEMBL617390,,Expert,F,,1,,D,Relative efficacy against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,,CHO,107,BAO_0000219
2504,,,,4,,,CHEMBL617391,,Autocuration,B,,1,,H,Selectivity ratio of binding affinity of 5-hydroxytryptamine 2A receptor to that of 5-hydroxytryptamine 2C receptor.,,,104817,BAO_0000224
2505,,,,8,,,CHEMBL617392,,Autocuration,B,,1,,H,Binding activity radioligand.,,,107,BAO_0000357
2506,,,,8,,,CHEMBL617393,,Autocuration,B,,1,,H,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,,,107,BAO_0000019
2507,307.0,,,8,,,CHEMBL617394,,Autocuration,B,,1,,H,Binding affinity for human cloned 5-HT2A receptor expressed in L929 cells using [125I]R91150 as radioligand,,L929,107,BAO_0000219
2508,307.0,,,8,,,CHEMBL617395,,Expert,B,,1,,H,Binding affinity for human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells using [125I]R91150 as radioligand,,L929,107,BAO_0000219
2509,307.0,,,8,,,CHEMBL617396,,Expert,B,,1,,H,Binding affinity at human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells by [125I]R91150 displacement.,,L929,107,BAO_0000219
2510,307.0,,,8,,,CHEMBL617397,,Autocuration,B,,1,,H,Binding affinity for human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells using [125I]R91150 as radioligand; Not tested,,L929,107,BAO_0000219
2511,,,,8,,,CHEMBL617398,,Autocuration,B,,1,,H,Binding affinity against 5-HT2A receptor,,,107,BAO_0000357
2512,,,,8,,,CHEMBL617399,,Autocuration,B,,1,,H,Binding affinity against 5-hydroxytryptamine 2A receptor,,,107,BAO_0000357
2513,722.0,,,8,,,CHEMBL617400,,Autocuration,B,,1,,H,Antagonistic binding affinity measured against 5-hydroxytryptamine 2A receptor (human clone expressed in 293 cells) using [3H]ketanserin as radioligand,,HEK293,107,BAO_0000219
2514,722.0,,,8,,,CHEMBL617401,,Autocuration,B,,1,,H,Antagonistic binding affinity measured against 5-hydroxytryptamine 2C receptor (human clone expressed in 293 cells) using [3H]mesulergine as radioligand,,HEK293,107,BAO_0000219
2515,722.0,,,9,,,CHEMBL617402,,Expert,B,,1,,D,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells,,HEK293,107,BAO_0000219
2516,722.0,,,9,,,CHEMBL617403,,Expert,B,,1,,D,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,,HEK293,107,BAO_0000219
2517,,,,8,,,CHEMBL617404,,Expert,B,,1,,H,Binding affinity against human 5-hydroxytryptamine 2A receptor using displacement of [3H]5-HT,,,107,BAO_0000357
2518,722.0,,,9,,,CHEMBL857981,,Expert,B,,1,,D,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,,HEK293,107,BAO_0000219
2519,722.0,,,9,,,CHEMBL617405,,Expert,B,,1,,D,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,,HEK293,107,BAO_0000219
2520,722.0,,,9,,,CHEMBL617253,,Expert,B,,1,,D,Binding affinity to human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]- ketanserin as radioligand,,HEK293,107,BAO_0000219
2521,,,,8,,,CHEMBL617254,,Expert,B,,1,,H,Binding affinity at human cloned 5-hydroxytryptamine 2A receptor.,,,107,BAO_0000357
2522,722.0,,,8,,,CHEMBL617255,,Autocuration,B,,1,,H,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptors in HEK 293 cells using [3H]ketanserin as radioligand,,HEK293,107,BAO_0000219
2523,722.0,,,8,,,CHEMBL617256,,Autocuration,B,,1,,H,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptors in HEK 293 cells using [3H]ketanserin as radioligand,,HEK293,107,BAO_0000219
2524,722.0,,,8,,,CHEMBL616874,,Autocuration,B,,1,,H,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptorswithouteffect in HEK 293 cells using [3H]ketanserin as radioligand,,HEK293,107,BAO_0000219
2525,722.0,,,9,,,CHEMBL616875,,Expert,B,,1,,D,Binding affinity towards 5-hydroxytryptamine 2A receptor (human cloned receptor) in HEK 293 cells using [3H]ketanserin as radioligand.,,HEK293,107,BAO_0000219
2526,722.0,,,8,,,CHEMBL616876,,Expert,B,,1,,H,Binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells using [3H]ketanserin as radioligand,,HEK293,107,BAO_0000219
2527,722.0,,,8,,,CHEMBL616877,,Expert,B,,1,,H,"Binding affinity towards human cloned 5-hydroxytryptamine receptor 2A in HEK293 cells, using [3H]ketanserin as radioligand.",,HEK293,107,BAO_0000219
2528,722.0,,,9,,,CHEMBL616878,,Expert,B,,1,,D,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells; compound is insoluble,,HEK293,107,BAO_0000219
2529,722.0,,,8,,,CHEMBL616879,,Expert,B,,1,,H,Binding affinity towards human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by displacement of [3H]ketanserin,,HEK293,107,BAO_0000219
2530,722.0,,,8,,,CHEMBL616880,,Expert,B,,1,,H,In vitro binding affinity at human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by [3H]ketanserin displacement.,,HEK293,107,BAO_0000219
2531,722.0,,,9,,,CHEMBL616881,,Expert,B,,1,,D,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,,HEK293,107,BAO_0000219
2532,723.0,,,8,,,CHEMBL616882,,Autocuration,B,,1,,H,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand,,NIH3T3,107,BAO_0000219
2533,723.0,,,8,,,CHEMBL616883,,Autocuration,B,,1,,H,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,NIH3T3,107,BAO_0000219
2534,723.0,,,8,,,CHEMBL616884,,Autocuration,B,,1,,H,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,NIH3T3,107,BAO_0000219
2535,722.0,,,8,,,CHEMBL616885,,Autocuration,B,,1,,H,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]ketanserin as the radioligand,,HEK293,107,BAO_0000219
2536,485.0,,,8,,,CHEMBL616886,,Autocuration,B,,1,,H,Compound was evaluated for displacement of [3H]ketanserin from human cloned 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells,,CHO-K1,107,BAO_0000219
2537,485.0,,,8,,,CHEMBL616887,,Expert,B,,1,,H,Displacement of [3H]-ketanserin from human cloned 5-hydroxytryptamine 2A receptor expressed in CHO-K1 cells.,,CHO-K1,107,BAO_0000219
2538,,,,9,,,CHEMBL616888,,Expert,B,,1,,D,Binding affinity for human 5-hydroxytryptamine 2A receptor,,,107,BAO_0000357
2539,722.0,,,8,,,CHEMBL616889,,Autocuration,B,,1,,H,Compound was tested for its binding affinity against 5-hydroxytryptamine 2A receptor in human cloned receptors in HEK 293 cells using [3H]ketanserin,,HEK293,107,BAO_0000219
2540,722.0,,,8,,,CHEMBL616890,,Autocuration,B,,1,,H,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2A receptor in HEK 293 using [3H]ketanserin as a radioligand,,HEK293,107,BAO_0000219
2541,449.0,,,9,,,CHEMBL616891,,Expert,B,,1,,D,Inhibitory constant for human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,,CHO,107,BAO_0000219
2542,722.0,,,8,,,CHEMBL616892,,Autocuration,B,,1,,H,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2A receptor in HEK293 cells using [3H]-ketanserin.,,HEK293,107,BAO_0000219
2543,722.0,,,8,,,CHEMBL616893,,Autocuration,B,,1,,H,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2A receptor in HEK293 cells, using [3H]ketanserin as radioligand",,HEK293,107,BAO_0000219
2544,723.0,,,8,,,CHEMBL616894,,Autocuration,F,,1,,H,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2A receptor in 3T3 cells,,NIH3T3,10620,BAO_0000219
2545,723.0,,,8,,,CHEMBL616895,,Expert,B,,1,,H,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells,,NIH3T3,107,BAO_0000219
2546,,,,8,,,CHEMBL616896,,Autocuration,F,,1,,H,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2A receptor,,,10620,BAO_0000019
2547,,,,8,,,CHEMBL617099,,Autocuration,B,,1,,H,Ability to displace [3H]-Ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor,,,10621,BAO_0000357
2548,,,,8,,,CHEMBL617100,,Autocuration,B,,1,,H,Ability to displace [3H]ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor; ND denotes not determined,,,10621,BAO_0000357
2549,,,,8,,,CHEMBL884532,,Autocuration,B,,1,,H,Binding affinity against rabbit aorta 5-HT2A receptor,,,107,BAO_0000357
2550,,,,8,,,CHEMBL617101,,Expert,B,,1,,H,Binding affinity for 5-hydroxytryptamine 2A receptor of rabbit aorta ring preparations,,,107,BAO_0000357
2551,,,,8,,,CHEMBL617102,,Expert,B,,1,,H,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 2A receptor in the rabbit saphenous aorta,,,107,BAO_0000357
2552,,,,8,,,CHEMBL617103,,Autocuration,B,,1,,H,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,,,107,BAO_0000019
2553,,,,8,,,CHEMBL617104,,Expert,B,,1,,H,The compound was tested for binding affinity against 5-HT2A receptor,,,107,BAO_0000357
2554,485.0,,,8,,,CHEMBL857979,,Autocuration,B,,1,,H,Compound was evaluated for displacement of [3H]ketanserin from cloned rat 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells.,,CHO-K1,10576,BAO_0000219
2555,,,,8,,,CHEMBL857502,,Autocuration,B,,1,,H,Binding affinity analysed towards 5-HT 2A in rat jugular vein,,,12687,BAO_0000019
2556,,,,8,,,CHEMBL617105,,Autocuration,B,,1,,H,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,,,12687,BAO_0000019
2557,,,945.0,8,Stomach,,CHEMBL858021,,Autocuration,B,,1,,H,Binding affinity analysed on 5-HT 2A in rat stomach fundus.,,,12687,BAO_0000019
2558,,,945.0,9,Stomach,,CHEMBL875910,,Expert,B,,1,,D,Binding affinity for 5-HT 2A in rat stomach fundus,,,12687,BAO_0000019
2559,,,,8,,,CHEMBL617106,,Autocuration,B,,1,,H,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,,,12687,BAO_0000019
2560,723.0,,,8,,,CHEMBL617107,,Expert,B,,1,,H,Ability to stimulate phosphoinositide hydrolysis in NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor,,NIH3T3,12687,BAO_0000219
2561,,,,8,,,CHEMBL617108,,Autocuration,F,,1,,H,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000019
2562,,,,8,,,CHEMBL617109,,Autocuration,F,,1,,H,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast expressing 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000019
2563,,,,8,,,CHEMBL617110,,Autocuration,B,,1,,H,Evaluated for the effective concentration at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000357
2564,,,,8,,,CHEMBL617111,,Autocuration,B,,1,,H,Functional potency at the rat 5-hydroxytryptamine 2A receptor as effective concentration EC50 for stimulating Phosphoinositide accumulation,,,12687,BAO_0000357
2565,,,,9,,,CHEMBL617112,,Expert,F,,1,,D,In vitro relative agonist activity against 5-hydroxytryptamine 2A using PI assay in rat vascular smooth muscle cells,,,12687,BAO_0000019
2566,,,,8,,,CHEMBL617113,,Autocuration,B,,1,,H,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000357
2567,,,,8,,,CHEMBL617114,,Autocuration,B,,1,,H,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000357
2568,,,,8,,,CHEMBL617115,,Autocuration,B,,1,,H,Tested for its ability to activate phospholipase c by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000357
2569,,,,8,,,CHEMBL617116,,Autocuration,F,,1,,H,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,,,12687,BAO_0000219
2570,,,,8,,,CHEMBL617117,,Autocuration,F,,1,,H,Efficacy at 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000019
2571,,,,8,,,CHEMBL617118,,Autocuration,B,,1,,H,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),,,12687,BAO_0000357
2572,,,,9,,,CHEMBL617119,,Expert,B,,1,,D,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),,,12687,BAO_0000357
2573,,,,9,,,CHEMBL617120,,Expert,B,,1,,D,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor determined by using PI assay (Emax),,,12687,BAO_0000357
2574,,,,9,,,CHEMBL617121,,Expert,F,,1,,D,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,,,12687,BAO_0000219
2575,,,,8,,,CHEMBL617122,,Autocuration,F,,1,,H,The receptor (5-hydroxytryptamine 2A) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,,,12687,BAO_0000219
2576,,,,8,,,CHEMBL617123,,Autocuration,B,,1,,H,Ability to displace [3H]ketanserin (0.5 nM) from cerebral cortex of rat 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000019
2577,,,,8,,,CHEMBL617124,,Expert,B,,1,,H,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]-ketanserin from rat prefrontal cerebral cortex mambranes,,,12687,BAO_0000019
2578,,,,8,,,CHEMBL617600,,Expert,B,,1,,H,Binding affinity to serotonin 5-hydroxytryptamine 2A receptors using a radioligand [3H]ketanserin binding assay in rat cortical membranes,,,12687,BAO_0000249
2579,,,,8,,,CHEMBL617601,,Expert,B,,1,,H,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was evaluated using [3H]- ketanserin as radioligand,,,12687,BAO_0000357
2580,,,,8,,,CHEMBL882923,,Expert,B,,1,,H,In vitro affinity towards 5-hydroxytryptamine 2A receptor using [3H]spiroperidol as radioligand in cortex,,,12687,BAO_0000019
2581,,,,8,,,CHEMBL617602,,Autocuration,B,,1,,H,Compound was tested for it's binding affinity towards 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000357
2582,,,,8,,,CHEMBL617603,,Autocuration,B,,1,,H,Compound was tested for its ability to displace [3H]DOB from 5-hydroxytryptamine 2A receptor in rat cortex homogenates,,,12687,BAO_0000019
2583,,,,8,,,CHEMBL617604,,Autocuration,B,,1,,H,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000357
2584,,,,8,,,CHEMBL617605,,Expert,B,,1,,H,Binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]ketanserin as radioligand,,,12687,BAO_0000019
2585,,,,8,,,CHEMBL617606,,Expert,B,,1,,H,In vitro binding affinity for serotonin 5-hydroxytryptamine 2A receptor of rat cerebral cortex using [3H]ketanserin as radioligand,,,12687,BAO_0000019
2586,,,,9,,,CHEMBL617607,,Expert,B,,1,,D,Inhibition of [3H]ketanserin binding to rat frontal cortex membrane 5-hydroxytryptamine 2A receptor,,,12687,BAO_0000019
