assays_assay_id,assays_curated_by,assays_assay_test_type,assays_assay_strain,assays_assay_type,assays_relationship_type,assays_tid,assays_confidence_score,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id,assays_variant_id
9421,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625844,,BAO_0000218,,
9422,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL873822,,BAO_0000218,,
9423,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625845,,BAO_0000218,,
9424,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627059,,BAO_0000218,,
9425,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627060,,BAO_0000218,,
9426,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627061,,BAO_0000218,,
9427,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627709,,BAO_0000218,,
9428,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627710,,BAO_0000218,,
9429,Intermediate,,,A,N,50597,1,1,,CHEMBL627711,,BAO_0000218,,
9430,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627712,,BAO_0000218,1969.0,
9431,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627713,,BAO_0000218,,
9432,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627714,,BAO_0000218,,
9433,Intermediate,In vivo,,A,U,22224,0,1,,CHEMBL627889,,BAO_0000218,,
9434,Intermediate,In vivo,,A,U,22224,0,1,,CHEMBL627890,,BAO_0000218,,
9435,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627891,,BAO_0000218,,
9436,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627892,,BAO_0000218,1969.0,
9437,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627893,,BAO_0000218,1969.0,
9438,Intermediate,,,A,N,50597,1,1,,CHEMBL627894,,BAO_0000218,1969.0,
9439,Intermediate,,,A,N,50597,1,1,,CHEMBL627895,,BAO_0000218,1969.0,
9440,Intermediate,,,A,N,50597,1,1,,CHEMBL627896,,BAO_0000218,,
9441,Intermediate,,,A,N,50597,1,1,,CHEMBL627897,,BAO_0000218,1969.0,
9442,Intermediate,,,A,N,50597,1,1,,CHEMBL627898,,BAO_0000218,,
9443,Intermediate,,,A,N,50597,1,1,,CHEMBL627899,,BAO_0000218,,
9444,Intermediate,,,A,N,50597,1,1,,CHEMBL873823,,BAO_0000218,,
9445,Intermediate,,,A,N,50597,1,1,,CHEMBL627900,,BAO_0000218,,
9446,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627901,,BAO_0000218,,
9447,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627902,,BAO_0000218,,
9448,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627903,,BAO_0000218,,
9449,Intermediate,,,A,N,50597,1,1,,CHEMBL627904,,BAO_0000218,,
9450,Intermediate,,,A,N,50597,1,1,,CHEMBL627905,,BAO_0000218,,
9451,Intermediate,,,A,N,50597,1,1,,CHEMBL627906,,BAO_0000218,,
9452,Intermediate,,,A,N,50597,1,1,,CHEMBL627907,,BAO_0000218,,
9453,Intermediate,,,A,N,50597,1,1,,CHEMBL876783,,BAO_0000218,,
9454,Intermediate,,,A,N,50597,1,1,,CHEMBL627908,,BAO_0000218,,
9455,Intermediate,,,A,N,50597,1,1,,CHEMBL627909,,BAO_0000218,,
9456,Intermediate,,,A,N,50597,1,1,,CHEMBL627910,,BAO_0000218,,
9457,Intermediate,,,A,N,50597,1,1,,CHEMBL627911,,BAO_0000218,,
9458,Intermediate,,,A,N,50597,1,1,,CHEMBL627912,,BAO_0000218,,
9459,Intermediate,,,A,N,50597,1,1,,CHEMBL627913,,BAO_0000218,,
9460,Intermediate,,,A,N,50597,1,1,,CHEMBL627914,,BAO_0000218,,
9461,Intermediate,,,A,N,50597,1,1,,CHEMBL627915,,BAO_0000218,,
9462,Intermediate,,,A,N,50597,1,1,,CHEMBL627916,,BAO_0000218,,
9463,Intermediate,,,A,N,50597,1,1,,CHEMBL627917,,BAO_0000218,,
9464,Intermediate,,,A,N,50597,1,1,,CHEMBL627918,,BAO_0000218,,
9465,Intermediate,,,A,N,50597,1,1,,CHEMBL627919,,BAO_0000218,,
9466,Intermediate,,,A,N,50597,1,1,,CHEMBL627920,,BAO_0000218,,
9467,Intermediate,,,A,N,50597,1,1,,CHEMBL627921,,BAO_0000218,,
9468,Intermediate,,,A,N,50597,1,1,,CHEMBL627922,,BAO_0000218,,
9469,Intermediate,,,A,N,50597,1,1,,CHEMBL876784,,BAO_0000218,,
9470,Intermediate,,,A,N,50597,1,1,,CHEMBL627923,,BAO_0000218,,
9471,Intermediate,,,A,N,50597,1,1,,CHEMBL626208,,BAO_0000218,,
9472,Intermediate,,,A,N,50597,1,1,,CHEMBL626209,,BAO_0000218,,
9473,Intermediate,,,A,N,50597,1,1,,CHEMBL626210,,BAO_0000218,,
9474,Intermediate,,,A,N,50597,1,1,,CHEMBL627994,,BAO_0000218,1969.0,
9475,Intermediate,,,A,N,50597,1,1,,CHEMBL627995,,BAO_0000218,,
9476,Intermediate,,,A,N,50597,1,1,,CHEMBL627996,,BAO_0000218,,
9477,Intermediate,,,A,N,50597,1,1,,CHEMBL627997,,BAO_0000218,,
9478,Intermediate,,,A,N,50597,1,1,,CHEMBL627998,,BAO_0000218,,
9479,Intermediate,,,A,N,50597,1,1,,CHEMBL628640,,BAO_0000218,,
9480,Intermediate,,,A,N,50597,1,1,,CHEMBL628641,,BAO_0000218,,
9481,Intermediate,,,A,N,50597,1,1,,CHEMBL628642,,BAO_0000218,,
9482,Intermediate,,,A,N,50597,1,1,,CHEMBL628643,,BAO_0000218,,
9483,Intermediate,,,A,N,50597,1,1,,CHEMBL628644,,BAO_0000218,,
9484,Intermediate,,,A,N,50597,1,1,,CHEMBL628645,,BAO_0000218,,
9485,Intermediate,,,A,N,50597,1,1,,CHEMBL628646,,BAO_0000218,,
9486,Intermediate,,,A,N,50597,1,1,,CHEMBL628647,,BAO_0000218,,
9487,Intermediate,,,A,N,50597,1,1,,CHEMBL628648,,BAO_0000218,,
9488,Intermediate,,,A,N,50597,1,1,,CHEMBL625358,,BAO_0000218,,
9489,Intermediate,,,A,N,50597,1,1,,CHEMBL625359,,BAO_0000218,,
9490,Intermediate,,,A,N,50597,1,1,,CHEMBL625360,,BAO_0000218,,
9491,Intermediate,,,A,N,50597,1,1,,CHEMBL625361,,BAO_0000218,,
9492,Intermediate,,,A,N,50597,1,1,,CHEMBL625362,,BAO_0000218,,
9493,Intermediate,,,A,N,50597,1,1,,CHEMBL625363,,BAO_0000218,,
9494,Intermediate,,,A,N,50597,1,1,,CHEMBL625364,,BAO_0000218,,
9495,Intermediate,,,A,N,50597,1,1,,CHEMBL625365,,BAO_0000218,,
9496,Intermediate,,,A,N,50597,1,1,,CHEMBL625366,,BAO_0000218,,
9497,Intermediate,,,A,N,50597,1,1,,CHEMBL625367,,BAO_0000218,,
9498,Intermediate,,,A,N,50597,1,1,,CHEMBL625368,,BAO_0000218,2113.0,
9499,Intermediate,,,A,N,50597,1,1,,CHEMBL625369,,BAO_0000218,2113.0,
9500,Intermediate,,,A,N,50597,1,1,,CHEMBL625370,,BAO_0000218,2113.0,
9501,Intermediate,,,A,N,50597,1,1,,CHEMBL625371,,BAO_0000218,2113.0,
9502,Intermediate,,,A,N,50597,1,1,,CHEMBL625372,,BAO_0000218,2113.0,
9503,Intermediate,,,A,N,50597,1,1,,CHEMBL625373,,BAO_0000218,2113.0,
9504,Intermediate,,,A,N,50597,1,1,,CHEMBL625374,,BAO_0000218,2107.0,
9505,Intermediate,,,A,N,50597,1,1,,CHEMBL877593,,BAO_0000218,2107.0,
9506,Intermediate,,,A,N,50597,1,1,,CHEMBL625375,,BAO_0000218,2107.0,
9507,Intermediate,,,A,N,50597,1,1,,CHEMBL625376,,BAO_0000218,2107.0,
9508,Intermediate,,,A,N,50597,1,1,,CHEMBL621973,,BAO_0000218,2107.0,
9509,Intermediate,,,A,N,50597,1,1,,CHEMBL621974,,BAO_0000218,2107.0,
9510,Intermediate,,,A,N,50597,1,1,,CHEMBL621975,,BAO_0000218,2048.0,
9511,Intermediate,,,A,N,50597,1,1,,CHEMBL622166,,BAO_0000218,2048.0,
9512,Intermediate,,,A,N,50597,1,1,,CHEMBL622167,,BAO_0000218,2048.0,
9513,Intermediate,,,A,N,50597,1,1,,CHEMBL622168,,BAO_0000218,2048.0,
9514,Intermediate,,,A,N,50597,1,1,,CHEMBL622169,,BAO_0000218,2048.0,
9515,Intermediate,,,A,N,50597,1,1,,CHEMBL622170,,BAO_0000218,2048.0,
9516,Intermediate,,,A,N,50597,1,1,,CHEMBL622171,,BAO_0000218,2046.0,
9517,Intermediate,,,A,N,50597,1,1,,CHEMBL622172,,BAO_0000218,2046.0,
9518,Intermediate,,,A,N,50597,1,1,,CHEMBL622173,,BAO_0000218,2046.0,
9519,Intermediate,,,A,N,50597,1,1,,CHEMBL622174,,BAO_0000218,2046.0,
9520,Intermediate,,,A,N,50597,1,1,,CHEMBL622175,,BAO_0000218,2046.0,
9521,Intermediate,,,A,N,50597,1,1,,CHEMBL622176,,BAO_0000218,2046.0,
9522,Intermediate,,,A,N,50597,1,1,,CHEMBL622177,,BAO_0000218,2046.0,
9523,Intermediate,,,A,N,50597,1,1,,CHEMBL622178,,BAO_0000218,2046.0,
9524,Intermediate,,,A,N,50597,1,1,,CHEMBL622179,,BAO_0000218,2046.0,
9525,Intermediate,,,A,N,50597,1,1,,CHEMBL622180,,BAO_0000218,2046.0,
9526,Intermediate,,,A,N,50597,1,1,,CHEMBL622181,,BAO_0000218,,
9527,Intermediate,,,A,N,50597,1,1,,CHEMBL622182,,BAO_0000218,,
9528,Intermediate,,,A,N,50597,1,1,,CHEMBL622183,,BAO_0000218,,
9529,Intermediate,,,A,N,50597,1,1,,CHEMBL622184,,BAO_0000218,,
9530,Intermediate,,,A,N,50597,1,1,,CHEMBL622185,,BAO_0000218,,
9531,Intermediate,,,A,N,50597,1,1,,CHEMBL622186,,BAO_0000218,,
9532,Intermediate,,,A,N,50597,1,1,,CHEMBL622187,,BAO_0000218,,
9533,Intermediate,,,A,N,50597,1,1,,CHEMBL625002,,BAO_0000218,,
9534,Intermediate,,,A,N,50597,1,1,,CHEMBL622090,,BAO_0000218,,
9535,Intermediate,,,A,N,50597,1,1,,CHEMBL622091,,BAO_0000218,,
9536,Intermediate,,,A,N,50597,1,1,,CHEMBL622092,,BAO_0000218,,
9537,Intermediate,,,A,N,50597,1,1,,CHEMBL622093,,BAO_0000218,,
9538,Intermediate,,,A,N,50597,1,1,,CHEMBL622094,,BAO_0000218,,
9539,Intermediate,,,A,N,50597,1,1,,CHEMBL622095,,BAO_0000218,,
9540,Intermediate,,,A,N,50597,1,1,,CHEMBL622264,,BAO_0000218,,
9541,Intermediate,,,A,N,50597,1,1,,CHEMBL622265,,BAO_0000218,2106.0,
9542,Intermediate,,,A,N,50597,1,1,,CHEMBL622266,,BAO_0000218,2106.0,
9543,Intermediate,,,A,N,50597,1,1,,CHEMBL622267,,BAO_0000218,2106.0,
9544,Intermediate,,,A,N,50597,1,1,,CHEMBL622268,,BAO_0000218,2106.0,
9545,Intermediate,,,A,N,50597,1,1,,CHEMBL622269,,BAO_0000218,2106.0,
9546,Intermediate,,,A,N,50597,1,1,,CHEMBL625071,,BAO_0000218,2106.0,
9547,Intermediate,,,A,N,50597,1,1,,CHEMBL621621,,BAO_0000218,2106.0,
9548,Intermediate,,,A,N,50597,1,1,,CHEMBL621622,,BAO_0000218,2106.0,
9549,Intermediate,,,A,N,50597,1,1,,CHEMBL621623,,BAO_0000218,2106.0,
9550,Intermediate,,,A,N,50597,1,1,,CHEMBL621624,,BAO_0000218,2106.0,
9551,Intermediate,,,A,N,50597,1,1,,CHEMBL621625,,BAO_0000218,2106.0,
9552,Intermediate,,,A,N,50597,1,1,,CHEMBL621626,,BAO_0000218,2106.0,
9553,Intermediate,,,A,N,50597,1,1,,CHEMBL621627,,BAO_0000218,2106.0,
9554,Intermediate,,,A,N,50597,1,1,,CHEMBL621628,,BAO_0000218,2106.0,
9555,Intermediate,,,A,N,50597,1,1,,CHEMBL875328,,BAO_0000218,2106.0,
9556,Intermediate,,,A,N,50597,1,1,,CHEMBL621629,,BAO_0000218,2106.0,
9557,Intermediate,,,A,N,50597,1,1,,CHEMBL621630,,BAO_0000218,2106.0,
9558,Intermediate,,,A,N,50597,1,1,,CHEMBL621631,,BAO_0000218,2106.0,
9559,Intermediate,,,A,N,50597,1,1,,CHEMBL621632,,BAO_0000218,2106.0,
9560,Intermediate,,,A,N,50597,1,1,,CHEMBL621633,,BAO_0000218,2106.0,
9561,Intermediate,,,A,N,50597,1,1,,CHEMBL621634,,BAO_0000218,2106.0,
9562,Intermediate,,,A,N,50597,1,1,,CHEMBL621635,,BAO_0000218,2106.0,
9563,Intermediate,,,A,N,50597,1,1,,CHEMBL621636,,BAO_0000218,2106.0,
9564,Intermediate,,,A,N,50597,1,1,,CHEMBL621637,,BAO_0000218,2106.0,
9565,Intermediate,,,A,N,50597,1,1,,CHEMBL621638,,BAO_0000218,2106.0,
9566,Intermediate,,,A,N,50597,1,1,,CHEMBL618883,,BAO_0000218,,
9567,Intermediate,,,A,N,50597,1,1,,CHEMBL618884,,BAO_0000218,,
9568,Intermediate,,,A,N,50597,1,1,,CHEMBL628627,,BAO_0000218,,
9569,Intermediate,,,A,N,50597,1,1,,CHEMBL628628,,BAO_0000218,,
9570,Intermediate,,,A,N,50597,1,1,,CHEMBL628629,,BAO_0000218,,
9571,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL628630,,BAO_0000218,,
9572,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL628631,,BAO_0000218,,
9573,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL628632,,BAO_0000218,,
9574,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL628633,,BAO_0000218,,
9575,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL628634,,BAO_0000218,,
9576,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627789,,BAO_0000218,,
9577,Intermediate,,,A,N,50597,1,1,,CHEMBL627790,,BAO_0000218,,
9578,Intermediate,,,A,N,50597,1,1,,CHEMBL627791,,BAO_0000218,,
9579,Intermediate,,,A,N,50597,1,1,,CHEMBL627792,,BAO_0000218,,
9580,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627793,,BAO_0000218,,
9581,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627794,,BAO_0000218,1969.0,
9582,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627795,,BAO_0000218,,
9583,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627796,,BAO_0000218,,
9584,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL875335,,BAO_0000218,1969.0,
9585,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627797,,BAO_0000218,1969.0,
9586,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627798,,BAO_0000218,,
9587,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627799,,BAO_0000218,,
9588,Intermediate,,,A,N,50597,1,1,,CHEMBL627800,,BAO_0000218,,
9589,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627801,,BAO_0000218,,
9590,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627802,,BAO_0000218,,
9591,Expert,,,A,N,50597,1,1,,CHEMBL627803,,BAO_0000218,,
9592,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL873820,,BAO_0000218,,
9593,Intermediate,,,A,N,50597,1,1,,CHEMBL627804,,BAO_0000218,,
9594,Intermediate,,,A,N,50597,1,1,,CHEMBL627805,,BAO_0000218,,
9595,Intermediate,,,A,N,50597,1,1,,CHEMBL627806,,BAO_0000218,,
9596,Intermediate,,,A,N,50597,1,1,,CHEMBL627107,,BAO_0000218,,
9597,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627108,,BAO_0000218,,
9598,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627109,,BAO_0000218,,
9599,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627110,,BAO_0000218,178.0,
9600,Intermediate,In vivo,,A,U,22224,0,1,,CHEMBL627111,,BAO_0000218,,
9601,Intermediate,In vivo,,A,U,22224,0,1,,CHEMBL627112,,BAO_0000218,,
9602,Intermediate,In vivo,,A,U,22224,0,1,,CHEMBL627113,,BAO_0000218,,
9603,Intermediate,In vivo,,A,U,22224,0,1,,CHEMBL627114,,BAO_0000218,,
9604,Intermediate,,,A,N,50597,1,1,,CHEMBL627115,,BAO_0000218,,
9605,Intermediate,,,A,N,50597,1,1,,CHEMBL627116,,BAO_0000218,,
9606,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627117,,BAO_0000218,,
9607,Intermediate,,,A,N,50597,1,1,,CHEMBL627118,,BAO_0000218,,
9608,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627119,,BAO_0000218,,
9609,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL627120,,BAO_0000218,,
9610,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626922,,BAO_0000218,,
9611,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626923,,BAO_0000218,,
9612,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626924,,BAO_0000218,,
9613,Intermediate,,,A,N,50597,1,1,,CHEMBL626925,,BAO_0000218,1969.0,
9614,Intermediate,,,A,N,50597,1,1,,CHEMBL626926,,BAO_0000218,,
9615,Intermediate,,,A,N,50597,1,1,,CHEMBL626927,,BAO_0000218,1969.0,
9616,Intermediate,,,A,N,50597,1,1,,CHEMBL626928,,BAO_0000218,1969.0,
9617,Intermediate,,,A,N,50597,1,1,,CHEMBL626929,,BAO_0000218,1969.0,
9618,Intermediate,,,A,N,50597,1,1,,CHEMBL626930,,BAO_0000218,1969.0,
9619,Intermediate,,,A,N,50597,1,1,,CHEMBL626931,,BAO_0000218,,
9620,Intermediate,,,A,N,50597,1,1,,CHEMBL626932,,BAO_0000218,,
9621,Intermediate,,,A,N,50597,1,1,,CHEMBL626933,,BAO_0000218,,
9622,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL873826,,BAO_0000218,,
9623,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626934,,BAO_0000218,,
9624,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626935,,BAO_0000218,,
9625,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626936,,BAO_0000218,,
9626,Intermediate,,,A,N,50597,1,1,,CHEMBL626937,,BAO_0000218,,
9627,Intermediate,,,A,N,50597,1,1,,CHEMBL625906,,BAO_0000218,,
9628,Intermediate,,,A,N,50597,1,1,,CHEMBL625907,,BAO_0000218,,
9629,Intermediate,,,A,N,50597,1,1,,CHEMBL625908,,BAO_0000218,,
9630,Intermediate,,,A,N,50597,1,1,,CHEMBL625909,,BAO_0000218,,
9631,Intermediate,,,A,N,50597,1,1,,CHEMBL625910,,BAO_0000218,,
9632,Intermediate,,,A,N,50597,1,1,,CHEMBL625911,,BAO_0000218,,
9633,Intermediate,,,A,N,50597,1,1,,CHEMBL625912,,BAO_0000218,,
9634,Intermediate,,,A,N,50597,1,1,,CHEMBL626538,,BAO_0000218,,
9635,Intermediate,,,A,N,50597,1,1,,CHEMBL876794,,BAO_0000218,,
9636,Intermediate,,,A,N,50597,1,1,,CHEMBL626539,,BAO_0000218,,
9637,Intermediate,,,A,N,50597,1,1,,CHEMBL626540,,BAO_0000218,,
9638,Intermediate,,,A,N,50597,1,1,,CHEMBL626541,,BAO_0000218,,
9639,Intermediate,,,A,N,50597,1,1,,CHEMBL626542,,BAO_0000218,,
9640,Intermediate,,,A,N,50597,1,1,,CHEMBL626543,,BAO_0000218,,
9641,Intermediate,,,A,N,50597,1,1,,CHEMBL626544,,BAO_0000218,,
9642,Intermediate,,,A,N,50597,1,1,,CHEMBL626545,,BAO_0000218,,
9643,Intermediate,,,A,N,50597,1,1,,CHEMBL626546,,BAO_0000218,,
9644,Intermediate,,,A,N,50597,1,1,,CHEMBL626547,,BAO_0000218,,
9645,Intermediate,,,A,N,50597,1,1,,CHEMBL626548,,BAO_0000218,,
9646,Intermediate,,,A,N,50597,1,1,,CHEMBL626549,,BAO_0000218,,
9647,Intermediate,,,A,N,50597,1,1,,CHEMBL626550,,BAO_0000218,,
9648,Intermediate,,,A,N,50597,1,1,,CHEMBL626551,,BAO_0000218,,
9649,Intermediate,,,A,N,50597,1,1,,CHEMBL623777,,BAO_0000218,,
9650,Intermediate,,,A,N,50597,1,1,,CHEMBL623778,,BAO_0000218,,
9651,Intermediate,,,A,N,50597,1,1,,CHEMBL623779,,BAO_0000218,,
9652,Intermediate,,,A,N,50597,1,1,,CHEMBL623780,,BAO_0000218,1969.0,
9653,Intermediate,,,A,N,50597,1,1,,CHEMBL622015,,BAO_0000218,1969.0,
9654,Intermediate,,,A,N,50597,1,1,,CHEMBL622016,,BAO_0000218,1969.0,
9655,Intermediate,,,A,N,50597,1,1,,CHEMBL622017,,BAO_0000218,,
9656,Intermediate,,,A,N,50597,1,1,,CHEMBL622018,,BAO_0000218,,
9657,Intermediate,,,A,N,50597,1,1,,CHEMBL622019,,BAO_0000218,,
9658,Intermediate,,,A,N,50597,1,1,,CHEMBL622020,,BAO_0000218,,
9659,Intermediate,,,A,N,50597,1,1,,CHEMBL622021,,BAO_0000218,,
9660,Intermediate,,,A,N,50597,1,1,,CHEMBL622022,,BAO_0000218,,
9661,Intermediate,,,A,N,50597,1,1,,CHEMBL622023,,BAO_0000218,,
9662,Intermediate,,,A,N,50597,1,1,,CHEMBL622024,,BAO_0000218,,
9663,Intermediate,,,A,N,50597,1,1,,CHEMBL622693,,BAO_0000218,,
9664,Intermediate,,,A,N,50597,1,1,,CHEMBL622694,,BAO_0000218,,
9665,Intermediate,,,A,N,50597,1,1,,CHEMBL622695,,BAO_0000218,,
9666,Intermediate,,,A,N,50597,1,1,,CHEMBL622696,,BAO_0000218,,
9667,Intermediate,,,A,N,50597,1,1,,CHEMBL622697,,BAO_0000218,,
9668,Intermediate,,,A,N,50597,1,1,,CHEMBL622874,,BAO_0000218,,
9669,Intermediate,,,A,N,50597,1,1,,CHEMBL622875,,BAO_0000218,,
9670,Intermediate,,,A,N,50597,1,1,,CHEMBL622876,,BAO_0000218,,
9671,Intermediate,,,A,N,50597,1,1,,CHEMBL622877,,BAO_0000218,,
9672,Intermediate,,,A,N,50597,1,1,,CHEMBL622878,,BAO_0000218,,
9673,Intermediate,,,A,N,50597,1,1,,CHEMBL622879,,BAO_0000218,1969.0,
9674,Intermediate,,,A,N,50597,1,1,,CHEMBL877602,,BAO_0000218,,
9675,Intermediate,,,A,N,50597,1,1,,CHEMBL622880,,BAO_0000218,,
9676,Intermediate,,,A,N,50597,1,1,,CHEMBL622881,,BAO_0000218,,
9677,Intermediate,,,A,N,50597,1,1,,CHEMBL622882,,BAO_0000218,,
9678,Intermediate,,,A,N,50597,1,1,,CHEMBL622883,,BAO_0000218,,
9679,Intermediate,,,A,N,50597,1,1,,CHEMBL622884,,BAO_0000218,2046.0,
9680,Intermediate,,,A,N,50597,1,1,,CHEMBL622885,,BAO_0000218,2046.0,
9681,Intermediate,,,A,N,50597,1,1,,CHEMBL622886,,BAO_0000218,,
9682,Intermediate,,,A,N,50597,1,1,,CHEMBL622887,,BAO_0000218,,
9683,Intermediate,,,A,N,50597,1,1,,CHEMBL622888,,BAO_0000218,1088.0,
9684,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622889,,BAO_0000218,178.0,
9685,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622890,,BAO_0000218,178.0,
9686,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622891,,BAO_0000218,178.0,
9687,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL877603,,BAO_0000218,178.0,
9688,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622892,,BAO_0000218,955.0,
9689,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622893,,BAO_0000218,955.0,
9690,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622894,,BAO_0000218,955.0,
9691,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622895,,BAO_0000218,955.0,
9692,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622896,,BAO_0000218,955.0,
9693,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622897,,BAO_0000218,948.0,
9694,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622898,,BAO_0000218,948.0,
9695,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622899,,BAO_0000218,948.0,
9696,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622900,,BAO_0000218,2113.0,
9697,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624114,,BAO_0000218,2113.0,
9698,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624115,,BAO_0000218,2113.0,
9699,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624116,,BAO_0000218,2113.0,
9700,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624117,,BAO_0000218,2107.0,
9701,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624118,,BAO_0000218,2107.0,
9702,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624119,,BAO_0000218,2107.0,
9703,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624120,,BAO_0000218,2107.0,
9704,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624121,,BAO_0000218,2048.0,
9705,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624122,,BAO_0000218,2048.0,
9706,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624123,,BAO_0000218,2048.0,
9707,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624124,,BAO_0000218,2048.0,
9708,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624125,,BAO_0000218,2385.0,
9709,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624126,,BAO_0000218,2385.0,
9710,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624127,,BAO_0000218,2385.0,
9711,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624128,,BAO_0000218,2385.0,
9712,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624129,,BAO_0000218,14.0,
9713,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624130,,BAO_0000218,14.0,
9714,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622340,,BAO_0000218,14.0,
9715,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622341,,BAO_0000218,14.0,
9716,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622342,,BAO_0000218,160.0,
9717,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622343,,BAO_0000218,160.0,
9718,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622344,,BAO_0000218,160.0,
9719,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622345,,BAO_0000218,160.0,
9720,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622346,,BAO_0000218,2106.0,
9721,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622347,,BAO_0000218,2106.0,
9722,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622348,,BAO_0000218,2106.0,
9723,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622349,,BAO_0000218,2106.0,
