fsclr,rgnstnsb-clss,fstcprcnt,sctrnm,sctrprcnt,thsss(mrkr),prgrmmngprcss(nw),prjctnmbr,brnchnm,sctnd,rgnstnd,mntspnt,rgnlprgrm(mrkr),rtcprcnt,cfl(mrkr),cntnntd,ndgnssss(mrkr),rgnstnnm,gndrqlt(mrkr),dvsnd,chldrnsss(mrkr),fndcntrd,cntrrgnprcnt,ntdmnt(prjct-lvlbdgt),pbtp,trddvlpmnt(mrkr),bdvrst(mrkr),rbnsss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),rgnstntp,rgnstnclss,cntnntnm,prjctbrwsrcntrd,cntrrgnd,cntrrgnnm,sctrd
2009/2010,OTHER MULTILATERAL,0.0,Education policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,VN,4,La Francophonie,11110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,VN,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Employment policy and administrative management,0.0563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6821.308000000001,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,VN,4,La Francophonie,16020
2009/2010,OTHER MULTILATERAL,0.0,Communications policy and administrative management,0.1063,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12879.308,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,VN,4,La Francophonie,22010
2009/2010,OTHER MULTILATERAL,0.0,Energy education/training,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,VN,4,La Francophonie,23181
2009/2010,OTHER MULTILATERAL,0.0,Business support services and institutions,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,VN,4,La Francophonie,25010
2009/2010,OTHER MULTILATERAL,0.0,Trade policy and administrative management,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,VN,4,La Francophonie,33110
2009/2010,OTHER MULTILATERAL,0.0,Environmental policy and administrative management,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,VN,4,La Francophonie,41010
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,10700.0,0,0.0,0,4,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0214,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Oceania,VU,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,5,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Europe,AL,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,AM,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,BF,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,BI,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,BJ,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,CD,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,CF,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,CG,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,CI,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,CM,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,CV,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,DJ,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,1,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,DM,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,EG,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GA,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,GE,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GN,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GQ,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GW,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,5,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Europe,HR,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,1,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HT,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KH,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KM,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,LA,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,LB,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,1,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,LC,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,MA,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,5,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Europe,MD,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,MG,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,5,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Europe,MK,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ML,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,MR,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,MU,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,NE,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,RW,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SC,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SN,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ST,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TD,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TG,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TN,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,1.0,0,Uncoded: Pre-APP,M013283002,MFM Global Issues and Development,S5446,1010802,11650.0,0,0.0,0,3,0,OIF - Organisation internationale de la Francophonie,0,D5440,0,5295,0.0233,500000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,VN,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Higher education,1.0,0,Uncoded: Pre-APP,M013283003,MFM Global Issues and Development,S5446,1010802,12840.0,0,0.0,0,4,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0214,1200000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Oceania,VU,4,La Francophonie,11420
2009/2010,OTHER MULTILATERAL,0.0,Higher education,1.0,0,Uncoded: Pre-APP,M013283003,MFM Global Issues and Development,S5446,1010802,13980.0,0,0.0,0,5,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,1200000.0,Not PBA,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Europe,AL,4,La Francophonie,11420
