assays_assay_id,assays_assay_organism,assays_confidence_score,assays_assay_type,assays_assay_cell_type,assays_src_id,assays_description,assays_tid,assays_assay_tax_id,assays_assay_subcellular_fraction,assays_variant_id,assays_chembl_id,assays_doc_id,assays_tissue_id,assays_cell_id,assays_src_assay_id,assays_assay_tissue,assays_relationship_type,assays_curated_by,assays_bao_format
836,,8,B,,1,Binding affinity was measured at the serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampal membrane.,10576,,,,CHEMBL615836,14732,10000000.0,,,Hippocampus,H,Autocuration,BAO_0000249
837,Rattus norvegicus,9,B,,1,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand.,10576,10116.0,,,CHEMBL615837,11049,,,,,D,Expert,BAO_0000019
838,Rattus norvegicus,9,B,,1,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand; ND-Not determined,10576,10116.0,,,CHEMBL615838,11049,,,,,D,Expert,BAO_0000019
839,,8,B,,1,"Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding (NSB)",10576,,,,CHEMBL615839,13657,,,,,H,Expert,BAO_0000249
840,,8,B,,1,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH-DPAT as radioligand,10576,,,,CHEMBL884525,11473,,,,,H,Autocuration,BAO_0000019
841,,8,B,,1,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonin 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,10576,,,,CHEMBL615840,2014,,,,,H,Autocuration,BAO_0000249
842,,8,B,,1,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,10576,,,,CHEMBL615405,3086,10000000.0,,,Hippocampus,H,Expert,BAO_0000221
843,,8,B,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,10576,,,,CHEMBL615406,15854,,,,,H,Expert,BAO_0000019
844,,8,B,,1,Affinity for 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,10576,,,,CHEMBL615900,10922,10000000.0,,,Hippocampus,H,Expert,BAO_0000221
845,,8,B,,1,Inhibition of [3H]8-OH-DPAT binding at serotonin 5-hydroxytryptamine 1A receptor from rat hippocampus tissue.,10576,,,,CHEMBL615901,13346,10000000.0,,,Hippocampus,H,Expert,BAO_0000221
846,,8,B,,1,In vitro inhibition of [3H]8-OH-DPAT binding to rat 5-HT 1a receptors.,10576,,,,CHEMBL615902,15311,,,,,H,Expert,BAO_0000357
847,,8,B,,1,Compound was measured for affinity at 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,10576,,,,CHEMBL615903,10922,10000000.0,,,Hippocampus,H,Autocuration,BAO_0000221
848,,8,B,,1,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor<br>at 1 uM,10576,,,,CHEMBL615904,10025,,,,,H,Autocuration,BAO_0000357
849,,8,B,,1,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,10576,,,,CHEMBL615905,10025,,,,,H,Expert,BAO_0000357
850,,8,B,,1,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,10576,,,,CHEMBL615906,9742,,,,,H,Autocuration,BAO_0000019
851,,8,F,,1,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,10576,,,,CHEMBL615907,9742,,,,,H,Autocuration,BAO_0000019
852,,8,B,,1,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,10576,,,,CHEMBL615908,12304,,,,,H,Expert,BAO_0000019
853,,8,B,,1,In vitro affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT in rat hippocampus,10576,,,,CHEMBL615909,15789,10000000.0,,,Hippocampus,H,Autocuration,BAO_0000221
854,,8,B,,1,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand",10576,,,,CHEMBL615910,9912,,,,,H,Autocuration,BAO_0000019
855,,8,B,,1,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand.",10576,,,,CHEMBL615911,9912,,,,,H,Autocuration,BAO_0000019
856,,8,B,,1,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand",10576,,,,CHEMBL615912,9912,,,,,H,Autocuration,BAO_0000019
857,,8,B,,1,In vitro binding affinity for serotonin 5-hydroxytryptamine 1A receptor fof rat cerebral cortex using [3H]8-OH-DPAT as radioligand,10576,,,,CHEMBL615913,16693,,,,,H,Expert,BAO_0000019
858,,8,B,,1,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,10576,,,,CHEMBL615914,13276,,,,,H,Expert,BAO_0000357
859,,8,B,,1,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,10576,,,,CHEMBL615915,12678,10000000.0,,,Hippocampus,H,Autocuration,BAO_0000221
860,,8,B,,1,In vitro binding affinity towards the 5-hydroxytryptamine 1A receptor was evaluated,10576,,,,CHEMBL615916,11825,,,,,H,Autocuration,BAO_0000357
861,,8,B,,1,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 1A receptor by displacement of [3H]- tetralin,10576,,,,CHEMBL615917,12443,,,,,H,Expert,BAO_0000357
862,,8,B,,1,In vitro inhibitory activity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,10576,,,,CHEMBL615918,13830,,,,,H,Expert,BAO_0000357
863,,8,B,,1,In vitro inhibitory concentration against radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane.,10576,,,,CHEMBL615919,14286,10000000.0,,,Hippocampus,H,Expert,BAO_0000249
864,Rattus norvegicus,9,B,,1,In vitro radioligand binding assay on 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,10576,10116.0,,,CHEMBL615920,14356,10000000.0,,,Hippocampus,D,Expert,BAO_0000221
865,,8,B,,1,Inhibition concentration against 5-hydroxytryptamine 1A receptor,10576,,,,CHEMBL615921,15306,,,,,H,Autocuration,BAO_0000357
866,,8,B,,1,Inhibitory concentration against 5-hydroxytryptamine 1A receptor (Inactive at >1000 nM concentration),10576,,,,CHEMBL615922,15306,,,,,H,Expert,BAO_0000357
867,Rattus norvegicus,9,F,,1,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",10576,10116.0,,,CHEMBL881290,16616,,,,,D,Expert,BAO_0000249
868,,8,B,,1,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Residual radioligand binding higher than 50%",10576,,,,CHEMBL615923,3651,10000000.0,,,Hippocampus,H,Autocuration,BAO_0000221
869,,8,F,,1,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,10576,,,,CHEMBL615924,14331,10000000.0,,,Hippocampus,H,Autocuration,BAO_0000221
870,,8,F,,1,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,10576,,,,CHEMBL615925,14331,10000000.0,,,Hippocampus,H,Autocuration,BAO_0000221
871,Rattus norvegicus,9,B,,1,Inhibition of radiolabeled [3H]-8-OH-DPAT ligand binding to 5-hydroxytryptamine 1A receptor,10576,10116.0,,,CHEMBL615926,14178,,,,,D,Expert,BAO_0000357
872,Rattus norvegicus,9,B,,1,Displacement of [3H]8-OH-DPAT from rat cortex 5-hydroxytryptamine 1A receptor,10576,10116.0,,,CHEMBL615927,10639,,,,,D,Expert,BAO_0000019
873,,8,B,,1,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,10576,,,,CHEMBL615928,12306,10000000.0,,,Hippocampus,H,Autocuration,BAO_0000221
874,Rattus norvegicus,9,B,,1,Inhibitory activity against 5-hydroxytryptamine 1A receptor subtype,10576,10116.0,,,CHEMBL615929,1348,,,,,D,Expert,BAO_0000357
875,,8,B,,1,Inhibitory activity against [3H]DPAT binding to 5-HT1A receptor in rat hippocampus,10576,,,,CHEMBL615930,13605,10000000.0,,,Hippocampus,H,Autocuration,BAO_0000221
876,,8,B,CHO,1,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,51,,,,CHEMBL615931,17624,,449.0,,,H,Autocuration,BAO_0000219
877,,8,F,CHO,1,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615932,17624,,449.0,,,H,Autocuration,BAO_0000219
878,,8,F,CHO,1,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615933,17624,,449.0,,,H,Autocuration,BAO_0000219
879,,8,B,,1,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615934,15267,,,,,H,Autocuration,BAO_0000357
880,,8,B,,1,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT; Not tested,51,,,,CHEMBL615935,16532,,,,,H,Autocuration,BAO_0000357
881,,8,F,,1,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",51,,,,CHEMBL615936,6563,,,,,H,Autocuration,BAO_0000019
882,,8,B,CHO,1,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,51,,,,CHEMBL615937,4751,,449.0,,,H,Autocuration,BAO_0000219
883,,8,B,,1,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615938,15463,,,,,H,Autocuration,BAO_0000357
884,,8,B,,1,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),51,,,,CHEMBL615797,3805,,,,,H,Autocuration,BAO_0000357
885,,8,B,,1,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615798,5640,,,,,H,Autocuration,BAO_0000357
886,,8,B,,1,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,51,,,,CHEMBL872870,6563,,,,,H,Autocuration,BAO_0000357
887,,8,B,,1,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,51,,,,CHEMBL615799,5548,,,,,H,Autocuration,BAO_0000357
888,,8,B,,1,Percent binding affinity against 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615800,6347,,,,,H,Autocuration,BAO_0000357
889,,8,F,HEK293,1,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,51,,,,CHEMBL615801,17296,,722.0,,,H,Autocuration,BAO_0000219
890,,8,B,,1,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the absence of endothelium,51,,,,CHEMBL615802,13047,,,,,H,Autocuration,BAO_0000019
891,,8,B,,1,Dissociation constant against human 5-hydroxytryptamine 1A receptor receptor,51,,,,CHEMBL615803,15740,,,,,H,Autocuration,BAO_0000357
892,,8,F,,1,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",51,,,,CHEMBL835002,5640,,,,,H,Expert,BAO_0000019
893,,8,F,,1,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Ki (nM): not determined",51,,,,CHEMBL615804,5640,,,,,H,Autocuration,BAO_0000019
894,,8,B,HeLa,1,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615805,17211,,308.0,,,H,Expert,BAO_0000219
895,,8,B,CHO,1,Ability to displace [3H]8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615806,4751,,449.0,,,H,Autocuration,BAO_0000219
896,Homo sapiens,9,B,,1,Affinity towards human 5-hydroxytryptamine 1A serotonin receptor,51,9606.0,,,CHEMBL615807,6491,,,,,D,Expert,BAO_0000357
897,,8,B,,1,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT-as radioligand,51,,,,CHEMBL615808,4707,,,,,H,Autocuration,BAO_0000357
898,Homo sapiens,9,B,,1,Binding affinity against 5-hydroxytryptamine 1A receptor,51,9606.0,,,CHEMBL615809,13910,,,,,D,Expert,BAO_0000357
899,,8,B,HeLa,1,Binding affinity against 5-hydroxytryptamine 1A receptor in HeLa cells was determined using [3H]5-HT,51,,,,CHEMBL615810,16190,,308.0,,,H,Autocuration,BAO_0000219
900,,8,B,,1,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615811,16633,,,,,H,Autocuration,BAO_0000357
901,,8,B,CHO,1,Binding affinity against [3H]- -8-OH-DPAT -labeled 5-hydroxytryptamine 1A sites in cloned CHO cells,51,,,,CHEMBL615812,11898,,449.0,,,H,Autocuration,BAO_0000219
902,,8,B,CHO,1,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,51,,,,CHEMBL615751,11898,,449.0,,,H,Autocuration,BAO_0000219
903,,8,B,,1,Binding affinity against human 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615752,14331,,,,,H,Autocuration,BAO_0000357
904,,8,B,CHO,1,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand,51,,,,CHEMBL615753,17624,,449.0,,,H,Expert,BAO_0000219
905,,8,B,CHO,1,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand; nd=not determined,51,,,,CHEMBL615754,17624,,449.0,,,H,Autocuration,BAO_0000219
906,,8,B,,1,Binding affinity of compound to human 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615755,3307,,,,,H,Autocuration,BAO_0000357
907,Homo sapiens,9,B,CHO,1,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,51,9606.0,,,CHEMBL615756,6563,,449.0,,,D,Expert,BAO_0000219
908,,8,B,,1,Binding affinity for 5-hydroxytryptamine 1A receptor in HeLa transfected cell type using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615757,14165,,,,,H,Autocuration,BAO_0000019
909,,8,B,,1,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,51,,,,CHEMBL615758,5732,,,,,H,Autocuration,BAO_0000357
910,,8,B,,1,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,51,,,,CHEMBL615759,13366,,,,,H,Expert,BAO_0000357
911,,8,B,,1,Binding affinity towards human 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615760,17626,,,,,H,Autocuration,BAO_0000357
912,,8,B,HeLa,1,Binding affinity towards human 5-hydroxytryptamine 1A receptor by the displacement of [3H]5-HT radioligand from the cloned receptor expressed in HeLa cells,51,,,,CHEMBL615761,6588,,308.0,,,H,Expert,BAO_0000219
913,,8,B,,1,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]-5-HT as radioligand,51,,,,CHEMBL872104,16209,,,,,H,Autocuration,BAO_0000357
914,,8,B,,1,Binding affinity towards recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615762,15463,,,,,H,Autocuration,BAO_0000357
915,,8,B,,1,Binding affinity towards recombinant human Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615763,15463,,,,,H,Autocuration,BAO_0000357
916,,8,B,,1,Binding affinity for recombinant human 5-hydroxytryptamine 1A receptor using [3H]5-HT as radioligand.,51,,,,CHEMBL615764,14770,,,,,H,Autocuration,BAO_0000357
917,,8,B,Cell line,1,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines (He La),51,,,,CHEMBL615765,16245,,1167.0,,,H,Autocuration,BAO_0000219
918,,8,B,,1,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines(He La),51,,,,CHEMBL615766,16245,,,,,H,Autocuration,BAO_0000019
919,,8,B,,1,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615767,5548,,,,,H,Autocuration,BAO_0000357
920,,8,B,,1,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615768,5548,,,,,H,Expert,BAO_0000357
921,,8,B,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615769,5548,,,,,H,Autocuration,BAO_0000357
922,,8,B,,1,Binding affinity was evaluated at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT,51,,,,CHEMBL615770,6876,,,,,H,Expert,BAO_0000357
923,,8,B,,1,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615771,2598,,,,,H,Autocuration,BAO_0000357
924,,8,B,,1,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand,51,,,,CHEMBL615772,17785,,,,,H,Expert,BAO_0000357
925,,8,B,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL615773,6013,,,,,H,Autocuration,BAO_0000357
926,,8,B,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615774,5929,,,,,H,Expert,BAO_0000357
927,,8,B,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615775,16633,,,,,H,Autocuration,BAO_0000357
928,,8,B,,1,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,51,,,,CHEMBL615776,1558,,,,,H,Autocuration,BAO_0000357
929,,8,B,,1,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,,CHEMBL615777,16026,,,,,H,Expert,BAO_0000357
930,,8,B,,1,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,51,,,,CHEMBL615778,12469,,,,,H,Autocuration,BAO_0000219
931,Homo sapiens,9,B,,1,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,51,9606.0,,,CHEMBL615779,15874,,,,,D,Expert,BAO_0000357
932,,8,B,,1,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,51,,,,CHEMBL615780,15874,,,,,H,Autocuration,BAO_0000357
933,,8,B,,1,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL616298,3935,,,,,H,Autocuration,BAO_0000357
934,,8,B,,1,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL616299,15818,,,,,H,Autocuration,BAO_0000357
935,,8,B,CHO-K1,1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,51,,,,CHEMBL616300,13706,,485.0,,,H,Autocuration,BAO_0000219
936,,8,F,CHO-K1,1,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,51,,,,CHEMBL616301,13729,,485.0,,,H,Expert,BAO_0000219
937,,8,B,,1,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,51,,,,CHEMBL616302,15413,,,,,H,Autocuration,BAO_0000019
938,,8,B,,1,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),51,,,,CHEMBL616117,15413,,,,,H,Autocuration,BAO_0000019
939,,8,B,,1,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),51,,,,CHEMBL616118,15413,,,,,H,Autocuration,BAO_0000019
940,,8,B,,1,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,51,,,,CHEMBL616119,15413,,,,,H,Autocuration,BAO_0000019
