lingua_originale_id,costo_sostituzione,descrizione,durata,voto,titolo,film_id,durata_noleggio,data_rilascio,tariffa_noleggio,lingua
,16.99,A Insightful Character Study of a Feminist And a Pioneer who must Pursue a Pastry Chef in Nigeria,159,NC-17,FRANKENSTEIN STRANGER,332,7,2006,0.99,English
,22.99,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,149,PG-13,MINDS TRUMAN,579,3,2006,4.99,English
,28.99,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,78,PG-13,VOYAGE LEGALLY,951,6,2006,0.99,English
,12.99,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,184,G,MOONWALKER FOOL,597,5,2006,4.99,English
,23.99,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,74,NC-17,INFORMER DOUBLE,459,4,2006,4.99,English
,21.99,A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft,175,NC-17,DRIVING POLISH,255,6,2006,4.99,English
,26.99,A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China,170,NC-17,DRAGON SQUAD,250,4,2006,0.99,English
,20.99,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,155,G,GRAPES FURY,376,4,2006,0.99,English
,9.99,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,173,PG,TALENTED HOMICIDE,875,6,2006,0.99,English
,14.99,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,156,PG-13,SLIPPER FIDELITY,809,5,2006,0.99,English
,23.99,A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia,97,NC-17,REAR TRADING,717,6,2006,0.99,English
,10.99,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,145,NC-17,VIDEOTAPE ARSENIC,941,4,2006,4.99,English
,12.99,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,149,R,HOLOCAUST HIGHBALL,424,6,2006,0.99,English
,11.99,A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park,85,PG,EGYPT TENENBAUMS,275,3,2006,0.99,English
,27.99,A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat,94,R,DISTURBING SCARFACE,234,6,2006,2.99,English
,23.99,A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia,182,PG-13,REDS POCUS,721,7,2006,4.99,English
,11.99,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,64,G,NOVOCAINE FLIGHT,631,4,2006,0.99,English
,27.99,A Thoughtful Drama of a Composer And a Feminist who must Meet a Secret Agent in The Canadian Rockies,57,PG-13,ALTER VICTORY,18,6,2006,0.99,English
,20.99,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,122,NC-17,VANILLA DAY,934,7,2006,4.99,English
,14.99,A Astounding Panorama of a Composer And a Frisbee who must Reach a Husband in Ancient Japan,83,PG-13,ATTRACTION NEWTON,45,5,2006,4.99,English
,23.99,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,49,G,HOOK CHARIOTS,430,7,2006,0.99,English
,25.99,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,114,PG,CHAINSAW UPTOWN,132,6,2006,0.99,English
,29.99,A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon,143,PG-13,CLOCKWORK PARADISE,157,7,2006,0.99,English
,22.99,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,181,R,HAUNTING PIANIST,406,5,2006,0.99,English
,14.99,A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert,140,NC-17,EAGLES PANKY,267,4,2006,4.99,English
,22.99,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,85,G,CASABLANCA SUPER,123,6,2006,4.99,English
,20.99,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,115,R,TROOPERS METAL,913,3,2006,0.99,English
,22.99,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,137,R,WILLOW TRACY,975,6,2006,2.99,English
,10.99,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,158,PG,SECRETARY ROUGE,777,5,2006,4.99,English
,19.99,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,150,PG,HYSTERICAL GRAIL,446,5,2006,4.99,English
,14.99,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,73,NC-17,GODFATHER DIARY,364,3,2006,2.99,English
,26.99,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,140,R,GRACELAND DYNAMITE,372,5,2006,4.99,English
,25.99,A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory,53,NC-17,CABIN FLASH,110,4,2006,0.99,English
,21.99,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,85,R,BEVERLY OUTLAW,69,3,2006,2.99,English
,14.99,A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin,48,NC-17,ODDS BOOGIE,634,6,2006,0.99,English
,15.99,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,132,PG,SKY MIRACLE,802,7,2006,2.99,English
,18.99,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,92,R,KANE EXORCIST,493,5,2006,0.99,English
,15.99,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,129,G,BAREFOOT MANCHURIAN,56,6,2006,2.99,English
,9.99,A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California,56,PG-13,MATRIX SNOWMAN,565,6,2006,4.99,English
,24.99,A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans,56,G,BRIDE INTRIGUE,97,7,2006,0.99,English
,20.99,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,158,R,FEVER EMPIRE,310,5,2006,4.99,English
,17.99,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,59,R,INTERVIEW LIAISONS,465,4,2006,4.99,English
,24.99,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,79,R,ISHTAR ROCKETEER,470,4,2006,4.99,English
,12.99,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,47,PG-13,HAWK CHILL,407,5,2006,0.99,English
,10.99,A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies,102,R,GIANT TROOPERS,356,5,2006,2.99,English
,28.99,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,101,R,ZOOLANDER FICTION,999,5,2006,2.99,English
,14.99,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,113,PG,LEGALLY SECRETARY,515,7,2006,4.99,English
,26.99,A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon,123,NC-17,REEF SALUTE,722,5,2006,0.99,English
,13.99,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,114,G,GILBERT PELICAN,357,7,2006,0.99,English
,28.99,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,57,NC-17,STORM HAPPINESS,849,6,2006,0.99,English
,25.99,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,84,PG-13,SAVANNAH TOWN,766,5,2006,0.99,English
,22.99,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,119,R,STRANGERS GRAFFITI,854,4,2006,4.99,English
,19.99,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,86,G,MIDNIGHT WESTWARD,574,3,2006,0.99,English
,16.99,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,163,PG-13,CASPER DRAGONFLY,124,3,2006,4.99,English
,16.99,A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan,143,PG-13,DETECTIVE VISION,228,4,2006,0.99,English
,22.99,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,161,R,WASH HEAVENLY,961,7,2006,4.99,English
,27.99,A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert,145,PG-13,PAYCHECK WAIT,666,4,2006,4.99,English
,27.99,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,177,PG,MANCHURIAN CURTAIN,557,5,2006,2.99,English
,18.99,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,121,PG-13,HARRY IDAHO,403,5,2006,4.99,English
,14.99,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,178,PG-13,MADNESS ATTACKS,545,4,2006,0.99,English
,23.99,A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat,172,NC-17,CREEPERS KANE,190,5,2006,4.99,English
,27.99,A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory,133,PG,BUCKET BROTHERHOOD,103,7,2006,4.99,English
,19.99,A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans,67,PG-13,BUTCH PANTHER,108,6,2006,0.99,English
,29.99,A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,71,R,CHARIOTS CONSPIRACY,138,5,2006,2.99,English
,17.99,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,176,NC-17,WRATH MILE,992,5,2006,0.99,English
,14.99,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,82,R,ALONE TRIP,17,3,2006,0.99,English
,17.99,A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat,88,R,DETAILS PACKER,227,4,2006,4.99,English
,17.99,A Thrilling Epistle of a Boy And a Boat who must Find a Student in Soviet Georgia,134,PG-13,PITTSBURGH HUNCHBACK,682,4,2006,4.99,English
,13.99,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,115,R,PRIX UNDEFEATED,700,4,2006,2.99,English
,11.99,A Fateful Yarn of a Womanizer And a Feminist who must Succumb a Database Administrator in Ancient India,168,NC-17,ANTITRUST TOMATOES,29,5,2006,2.99,English
,28.99,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,112,NC-17,SEABISCUIT PUNK,773,6,2006,2.99,English
,21.99,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,137,PG,GRIT CLOCKWORK,382,3,2006,0.99,English
,11.99,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,126,NC-17,VAMPIRE WHALE,933,4,2006,4.99,English
,20.99,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,48,PG,RUSH GOODFELLAS,753,3,2006,0.99,English
,28.99,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,69,R,HEAD STRANGER,408,4,2006,4.99,English
,28.99,A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin,81,NC-17,ROMAN PUNK,741,7,2006,0.99,English
,17.99,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,135,PG,MONEY HAROLD,590,3,2006,2.99,English
,27.99,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,53,R,MAGNIFICENT CHITTY,548,3,2006,2.99,English
,22.99,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,93,PG,SHANE DARKNESS,783,5,2006,2.99,English
,21.99,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,73,G,VALLEY PACKER,932,3,2006,0.99,English
,17.99,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,52,NC-17,CADDYSHACK JEDI,111,3,2006,0.99,English
,28.99,A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert,80,PG-13,FLAMINGOS CONNECTICUT,320,4,2006,4.99,English
,12.99,A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft,151,PG-13,MASKED BUBBLE,562,6,2006,0.99,English
,19.99,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,92,NC-17,NATIONAL STORY,616,4,2006,2.99,English
,14.99,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,70,PG,WEDDING APOLLO,966,3,2006,0.99,English
,21.99,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,128,PG-13,USUAL UNTOUCHABLES,929,5,2006,4.99,English
,13.99,A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention,171,G,DUFFEL APOCALYPSE,261,5,2006,0.99,English
,26.99,A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory,63,R,REUNION WITCHES,728,3,2006,0.99,English
,16.99,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,131,PG,OPEN AFRICAN,637,7,2006,4.99,English
,27.99,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,183,NC-17,WIFE TURN,973,3,2006,4.99,English
,21.99,A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House,73,PG,BEDAZZLED MARRIED,63,6,2006,0.99,English
,20.99,A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China,178,R,DROP WATERFRONT,256,6,2006,4.99,English
,23.99,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,130,PG-13,STALLION SUNDANCE,839,5,2006,0.99,English
,12.99,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,67,G,LONELY ELEPHANT,529,3,2006,2.99,English
,12.99,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,132,PG,VOLUME HOUSE,950,7,2006,4.99,English
,14.99,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,146,PG,MOURNING PURPLE,602,5,2006,0.99,English
,28.99,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,181,PG-13,HOTEL HAPPINESS,435,6,2006,4.99,English
