Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Biodiversity (marker),Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation type,Organisation sub-class,Continent name,Project Browser country ID,CountryRegion percent,Sector name,Sector percent,Amount spent
2009/2010,0.9,S6213,0,Responsive,KE,Civil Society,15160,0,Save the Children Canada,Kenya,2,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Africa,KE,0.12,Human rights,0.15,41783.698260000005
2009/2010,0.9,S6213,0,Responsive,KE,Civil Society,16010,0,Save the Children Canada,Kenya,2,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Africa,KE,0.12,Social/welfare services,0.1,27855.798839999996
2009/2010,0.9,S6213,0,Responsive,KE,Civil Society,99820,0,Save the Children Canada,Kenya,2,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Africa,KE,0.12,Promotion of development awareness,0.1,27855.798839999996
2009/2010,0.9,S6213,0,Responsive,ML,Civil Society,11220,0,Save the Children Canada,Mali,2,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Africa,ML,0.13,Primary education,0.2,60354.230820000004
2009/2010,0.9,S6213,0,Responsive,ML,Civil Society,11230,0,Save the Children Canada,Mali,2,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Africa,ML,0.13,Basic life skills for youth and adults,0.2,60354.230820000004
2009/2010,0.9,S6213,0,Responsive,ML,Civil Society,13040,0,Save the Children Canada,Mali,2,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Africa,ML,0.13,STD control including HIV/AIDS,0.1,30177.115410000002
2009/2010,0.9,S6213,0,Responsive,ML,Civil Society,15150,0,Save the Children Canada,Mali,2,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Africa,ML,0.13,Democratic participation and civil society,0.15,45265.67312
2009/2010,0.9,S6213,0,Responsive,ML,Civil Society,15160,0,Save the Children Canada,Mali,2,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Africa,ML,0.13,Human rights,0.15,45265.67312
2009/2010,0.9,S6213,0,Responsive,ML,Civil Society,16010,0,Save the Children Canada,Mali,2,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Africa,ML,0.13,Social/welfare services,0.1,30177.115410000002
2009/2010,0.9,S6213,0,Responsive,ML,Civil Society,99820,0,Save the Children Canada,Mali,2,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Africa,ML,0.13,Promotion of development awareness,0.1,30177.115410000002
2009/2010,0.9,S6213,0,Responsive,NI,Civil Society,11220,0,Save the Children Canada,Nicaragua,1,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,America,NI,0.095,Primary education,0.2,44105.01483
2009/2010,0.9,S6213,0,Responsive,NI,Civil Society,11230,0,Save the Children Canada,Nicaragua,1,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,America,NI,0.095,Basic life skills for youth and adults,0.2,44105.01483
2009/2010,0.9,S6213,0,Responsive,NI,Civil Society,13040,0,Save the Children Canada,Nicaragua,1,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,America,NI,0.095,STD control including HIV/AIDS,0.1,22052.507419999998
2009/2010,0.9,S6213,0,Responsive,NI,Civil Society,15150,0,Save the Children Canada,Nicaragua,1,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,America,NI,0.095,Democratic participation and civil society,0.15,33078.761119999996
2009/2010,0.9,S6213,0,Responsive,NI,Civil Society,15160,0,Save the Children Canada,Nicaragua,1,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,America,NI,0.095,Human rights,0.15,33078.761119999996
2009/2010,0.9,S6213,0,Responsive,NI,Civil Society,16010,0,Save the Children Canada,Nicaragua,1,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,America,NI,0.095,Social/welfare services,0.1,22052.507419999998
2009/2010,0.9,S6213,0,Responsive,NI,Civil Society,99820,0,Save the Children Canada,Nicaragua,1,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,America,NI,0.095,Promotion of development awareness,0.1,22052.507419999998
2009/2010,0.9,S6213,0,Responsive,PK,Civil Society,11220,0,Save the Children Canada,Pakistan,3,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Asia,PK,0.06,Primary education,0.2,27855.798839999996
2009/2010,0.9,S6213,0,Responsive,PK,Civil Society,11230,0,Save the Children Canada,Pakistan,3,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Asia,PK,0.06,Basic life skills for youth and adults,0.2,27855.798839999996
2009/2010,0.9,S6213,0,Responsive,PK,Civil Society,13040,0,Save the Children Canada,Pakistan,3,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Asia,PK,0.06,STD control including HIV/AIDS,0.1,13927.899419999998
2009/2010,0.9,S6213,0,Responsive,PK,Civil Society,15150,0,Save the Children Canada,Pakistan,3,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Asia,PK,0.06,Democratic participation and civil society,0.15,20891.849130000002
2009/2010,0.9,S6213,0,Responsive,PK,Civil Society,15160,0,Save the Children Canada,Pakistan,3,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Asia,PK,0.06,Human rights,0.15,20891.849130000002
2009/2010,0.9,S6213,0,Responsive,PK,Civil Society,16010,0,Save the Children Canada,Pakistan,3,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Asia,PK,0.06,Social/welfare services,0.1,13927.899419999998
2009/2010,0.9,S6213,0,Responsive,PK,Civil Society,99820,0,Save the Children Canada,Pakistan,3,0,Education,0,0,0,1,1,0,0,0,0,0,1000285,Canadian Non-Profit Making,INTERNATIONAL NGO,Asia,PK,0.06,Promotion of development awareness,0.1,13927.899419999998
2009/2010,1.0,S6213,0,Responsive,CN,Civil Society,11420,0,University of Manitoba,China,3,0,Education,0,0,0,0,0,0,0,0,0,3,1009371,Canadian Non-Profit Making,UNIVERSITY,Asia,CN,1.0,Higher education,0.4,135412.8
2009/2010,1.0,S6213,0,Responsive,CN,Civil Society,15150,0,University of Manitoba,China,3,0,Education,0,0,0,0,0,0,0,0,0,3,1009371,Canadian Non-Profit Making,UNIVERSITY,Asia,CN,1.0,Democratic participation and civil society,0.3,101559.6
2009/2010,1.0,S6213,0,Responsive,CN,Civil Society,16010,0,University of Manitoba,China,3,0,Education,0,0,0,0,0,0,0,0,0,3,1009371,Canadian Non-Profit Making,UNIVERSITY,Asia,CN,1.0,Social/welfare services,0.3,101559.6
2009/2010,1.0,S6213,0,Responsive,MN,Civil Society,31166,0,University of Saskatchewan Treasury Department,Mongolia,3,0,Education,0,0,0,0,0,0,0,0,0,0,1000152,Canadian Non-Profit Making,UNIVERSITY,Asia,MN,1.0,Agricultural extension,0.45,241668.0
2009/2010,1.0,S6213,0,Responsive,MN,Civil Society,31181,0,University of Saskatchewan Treasury Department,Mongolia,3,0,Education,0,0,0,0,0,0,0,0,0,0,1000152,Canadian Non-Profit Making,UNIVERSITY,Asia,MN,1.0,Agricultural education/training,0.5,268520.0
2009/2010,1.0,S6213,0,Responsive,MN,Civil Society,31182,0,University of Saskatchewan Treasury Department,Mongolia,3,0,Education,0,0,0,0,0,0,0,0,0,0,1000152,Canadian Non-Profit Making,UNIVERSITY,Asia,MN,1.0,Agricultural research,0.05,26852.0
2009/2010,1.0,S6213,1,Responsive,BF,Civil Society,11420,1,Universit� de Moncton,Burkina-Faso,2,0,Education,0,1,0,0,0,0,0,0,0,0,1001499,Canadian Non-Profit Making,UNIVERSITY,Africa,BF,1.0,Higher education,0.5,434774.455
2009/2010,1.0,S6213,1,Responsive,BF,Civil Society,15150,1,Universit� de Moncton,Burkina-Faso,2,0,Education,0,1,0,0,0,0,0,0,0,0,1001499,Canadian Non-Profit Making,UNIVERSITY,Africa,BF,1.0,Democratic participation and civil society,0.25,217387.2275
2009/2010,1.0,S6213,1,Responsive,BF,Civil Society,41081,1,Universit� de Moncton,Burkina-Faso,2,0,Education,0,1,0,0,0,0,0,0,0,0,1001499,Canadian Non-Profit Making,UNIVERSITY,Africa,BF,1.0,Environmental education/training,0.25,217387.2275
2009/2010,1.0,S6213,1,Responsive,AR,Civil Society,11420,0,York University,Argentina,1,0,Education,0,0,0,0,0,0,0,0,0,0,1003011,Canadian Non-Profit Making,UNIVERSITY,America,AR,0.34,Higher education,0.6,162435.0
2009/2010,1.0,S6213,1,Responsive,AR,Civil Society,11430,0,York University,Argentina,1,0,Education,0,0,0,0,0,0,0,0,0,0,1003011,Canadian Non-Profit Making,UNIVERSITY,America,AR,0.34,Advanced technical and managerial training,0.4,108290.0
2009/2010,1.0,S6213,1,Responsive,CO,Civil Society,11420,0,York University,Colombia,1,0,Education,0,0,0,0,0,0,0,0,0,0,1003011,Canadian Non-Profit Making,UNIVERSITY,America,CO,0.22,Higher education,0.6,105105.0
2009/2010,1.0,S6213,1,Responsive,CO,Civil Society,11430,0,York University,Colombia,1,0,Education,0,0,0,0,0,0,0,0,0,0,1003011,Canadian Non-Profit Making,UNIVERSITY,America,CO,0.22,Advanced technical and managerial training,0.4,70070.0
2009/2010,1.0,S6213,1,Responsive,CR,Civil Society,11420,0,York University,Costa Rica,1,0,Education,0,0,0,0,0,0,0,0,0,0,1003011,Canadian Non-Profit Making,UNIVERSITY,America,CR,0.22,Higher education,0.6,105105.0
2009/2010,1.0,S6213,1,Responsive,CR,Civil Society,11430,0,York University,Costa Rica,1,0,Education,0,0,0,0,0,0,0,0,0,0,1003011,Canadian Non-Profit Making,UNIVERSITY,America,CR,0.22,Advanced technical and managerial training,0.4,70070.0
2009/2010,1.0,S6213,1,Responsive,GT,Civil Society,11420,0,York University,Guatemala,1,0,Education,0,0,0,0,0,0,0,0,0,0,1003011,Canadian Non-Profit Making,UNIVERSITY,America,GT,0.22,Higher education,0.6,105105.0
2009/2010,1.0,S6213,1,Responsive,GT,Civil Society,11430,0,York University,Guatemala,1,0,Education,0,0,0,0,0,0,0,0,0,0,1003011,Canadian Non-Profit Making,UNIVERSITY,America,GT,0.22,Advanced technical and managerial training,0.4,70070.0
2009/2010,1.0,S6213,0,Responsive,KH,Civil Society,11110,0,Simon Fraser University,Cambodia,3,0,Education,0,0,0,0,0,0,0,0,0,0,1000217,Canadian Non-Profit Making,UNIVERSITY,Asia,KH,0.45,Education policy and administrative management,0.4,83611.3824
2009/2010,1.0,S6213,0,Responsive,KH,Civil Society,11230,0,Simon Fraser University,Cambodia,3,0,Education,0,0,0,0,0,0,0,0,0,0,1000217,Canadian Non-Profit Making,UNIVERSITY,Asia,KH,0.45,Basic life skills for youth and adults,0.4,83611.3824
2009/2010,1.0,S6213,0,Responsive,KH,Civil Society,11330,0,Simon Fraser University,Cambodia,3,0,Education,0,0,0,0,0,0,0,0,0,0,1000217,Canadian Non-Profit Making,UNIVERSITY,Asia,KH,0.45,Vocational training,0.2,41805.6912
2009/2010,1.0,S6213,0,Responsive,LA,Civil Society,11110,0,Simon Fraser University,"Lao, Dem. Rep.",3,0,Education,0,0,0,0,0,0,0,0,0,0,1000217,Canadian Non-Profit Making,UNIVERSITY,Asia,LA,0.45,Education policy and administrative management,0.4,83611.3824
2009/2010,1.0,S6213,0,Responsive,LA,Civil Society,11230,0,Simon Fraser University,"Lao, Dem. Rep.",3,0,Education,0,0,0,0,0,0,0,0,0,0,1000217,Canadian Non-Profit Making,UNIVERSITY,Asia,LA,0.45,Basic life skills for youth and adults,0.4,83611.3824
2009/2010,1.0,S6213,0,Responsive,LA,Civil Society,11330,0,Simon Fraser University,"Lao, Dem. Rep.",3,0,Education,0,0,0,0,0,0,0,0,0,0,1000217,Canadian Non-Profit Making,UNIVERSITY,Asia,LA,0.45,Vocational training,0.2,41805.6912
2009/2010,1.0,S6213,0,Responsive,TH,Civil Society,11110,0,Simon Fraser University,Thailand,3,0,Education,0,0,0,0,0,0,0,0,0,0,1000217,Canadian Non-Profit Making,UNIVERSITY,Asia,TH,0.1,Education policy and administrative management,0.4,18580.3072
2009/2010,1.0,S6213,0,Responsive,TH,Civil Society,11230,0,Simon Fraser University,Thailand,3,0,Education,0,0,0,0,0,0,0,0,0,0,1000217,Canadian Non-Profit Making,UNIVERSITY,Asia,TH,0.1,Basic life skills for youth and adults,0.4,18580.3072
2009/2010,1.0,S6213,0,Responsive,TH,Civil Society,11330,0,Simon Fraser University,Thailand,3,0,Education,0,0,0,0,0,0,0,0,0,0,1000217,Canadian Non-Profit Making,UNIVERSITY,Asia,TH,0.1,Vocational training,0.2,9290.1536
2009/2010,1.0,S6213,0,Responsive,CU,Civil Society,11420,0,University of British Columbia Office of Financial Services,Cuba,1,0,Education,0,0,0,0,0,0,0,0,0,0,1000539,Canadian Non-Profit Making,UNIVERSITY,America,CU,0.05,Higher education,0.9,6985.71
2009/2010,1.0,S6213,0,Responsive,CU,Civil Society,12261,0,University of British Columbia Office of Financial Services,Cuba,1,0,Education,0,0,0,0,0,0,0,0,0,0,1000539,Canadian Non-Profit Making,UNIVERSITY,America,CU,0.05,Health education,0.1,776.19
2009/2010,1.0,S6213,0,Responsive,EC,Civil Society,11420,0,University of British Columbia Office of Financial Services,Ecuador,1,0,Education,0,0,0,0,0,0,0,0,0,0,1000539,Canadian Non-Profit Making,UNIVERSITY,America,EC,0.9,Higher education,0.9,125742.78
2009/2010,1.0,S6213,0,Responsive,EC,Civil Society,12261,0,University of British Columbia Office of Financial Services,Ecuador,1,0,Education,0,0,0,0,0,0,0,0,0,0,1000539,Canadian Non-Profit Making,UNIVERSITY,America,EC,0.9,Health education,0.1,13971.42
2009/2010,1.0,S6213,0,Responsive,MX,Civil Society,11420,0,University of British Columbia Office of Financial Services,Mexico,1,0,Education,0,0,0,0,0,0,0,0,0,0,1000539,Canadian Non-Profit Making,UNIVERSITY,America,MX,0.05,Higher education,0.9,6985.71
2009/2010,1.0,S6213,0,Responsive,MX,Civil Society,12261,0,University of British Columbia Office of Financial Services,Mexico,1,0,Education,0,0,0,0,0,0,0,0,0,0,1000539,Canadian Non-Profit Making,UNIVERSITY,America,MX,0.05,Health education,0.1,776.19
2009/2010,0.95,S6213,0,Responsive,HN,Civil Society,11130,0,Institut National de la Recherche Scientifique,Honduras,1,0,Education,0,0,1,0,0,0,0,0,0,0,1001543,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,America,HN,0.5,Teacher training,0.3,77793.0
2009/2010,0.95,S6213,0,Responsive,HN,Civil Society,11420,0,Institut National de la Recherche Scientifique,Honduras,1,0,Education,0,0,1,0,0,0,0,0,0,0,1001543,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,America,HN,0.5,Higher education,0.5,129655.0
2009/2010,0.95,S6213,0,Responsive,HN,Civil Society,15150,0,Institut National de la Recherche Scientifique,Honduras,1,0,Education,0,0,1,0,0,0,0,0,0,0,1001543,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,America,HN,0.5,Democratic participation and civil society,0.15,38896.5
2009/2010,0.95,S6213,0,Responsive,HN,Civil Society,99820,0,Institut National de la Recherche Scientifique,Honduras,1,0,Education,0,0,1,0,0,0,0,0,0,0,1001543,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,America,HN,0.5,Promotion of development awareness,0.05,12965.5
2009/2010,0.95,S6213,0,Responsive,NI,Civil Society,11130,0,Institut National de la Recherche Scientifique,Nicaragua,1,0,Education,0,0,1,0,0,0,0,0,0,0,1001543,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,America,NI,0.5,Teacher training,0.3,77793.0
2009/2010,0.95,S6213,0,Responsive,NI,Civil Society,11420,0,Institut National de la Recherche Scientifique,Nicaragua,1,0,Education,0,0,1,0,0,0,0,0,0,0,1001543,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,America,NI,0.5,Higher education,0.5,129655.0
2009/2010,0.95,S6213,0,Responsive,NI,Civil Society,15150,0,Institut National de la Recherche Scientifique,Nicaragua,1,0,Education,0,0,1,0,0,0,0,0,0,0,1001543,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,America,NI,0.5,Democratic participation and civil society,0.15,38896.5
2009/2010,0.95,S6213,0,Responsive,NI,Civil Society,99820,0,Institut National de la Recherche Scientifique,Nicaragua,1,0,Education,0,0,1,0,0,0,0,0,0,0,1001543,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,America,NI,0.5,Promotion of development awareness,0.05,12965.5
2009/2010,1.0,S6212,0,Responsive,BZ,Civil Society,11220,0,Canadian Rotary Collaboration for International Development,Belize,1,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,America,BZ,0.01,Primary education,0.28,692.482
2009/2010,1.0,S6212,0,Responsive,BZ,Civil Society,12220,0,Canadian Rotary Collaboration for International Development,Belize,1,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,America,BZ,0.01,Basic health care,0.4,989.26
2009/2010,1.0,S6212,0,Responsive,BZ,Civil Society,14010,0,Canadian Rotary Collaboration for International Development,Belize,1,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,America,BZ,0.01,Water sector policy and administrative management,0.32,791.408
2009/2010,1.0,S6212,0,Responsive,GH,Civil Society,11220,0,Canadian Rotary Collaboration for International Development,Ghana,2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,GH,0.08,Primary education,0.28,5539.856
2009/2010,1.0,S6212,0,Responsive,GH,Civil Society,12220,0,Canadian Rotary Collaboration for International Development,Ghana,2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,GH,0.08,Basic health care,0.4,7914.08
2009/2010,1.0,S6212,0,Responsive,GH,Civil Society,14010,0,Canadian Rotary Collaboration for International Development,Ghana,2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,GH,0.08,Water sector policy and administrative management,0.32,6331.264
2009/2010,1.0,S6212,0,Responsive,GT,Civil Society,11220,0,Canadian Rotary Collaboration for International Development,Guatemala,1,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,America,GT,0.19,Primary education,0.28,13157.158000000001
2009/2010,1.0,S6212,0,Responsive,GT,Civil Society,12220,0,Canadian Rotary Collaboration for International Development,Guatemala,1,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,America,GT,0.19,Basic health care,0.4,18795.94
2009/2010,1.0,S6212,0,Responsive,GT,Civil Society,14010,0,Canadian Rotary Collaboration for International Development,Guatemala,1,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,America,GT,0.19,Water sector policy and administrative management,0.32,15036.752
2009/2010,1.0,S6212,0,Responsive,HN,Civil Society,11220,0,Canadian Rotary Collaboration for International Development,Honduras,1,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,America,HN,0.16,Primary education,0.28,11079.712
2009/2010,1.0,S6212,0,Responsive,HN,Civil Society,12220,0,Canadian Rotary Collaboration for International Development,Honduras,1,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,America,HN,0.16,Basic health care,0.4,15828.16
2009/2010,1.0,S6212,0,Responsive,HN,Civil Society,14010,0,Canadian Rotary Collaboration for International Development,Honduras,1,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,America,HN,0.16,Water sector policy and administrative management,0.32,12662.528
2009/2010,1.0,S6212,0,Responsive,KE,Civil Society,11220,0,Canadian Rotary Collaboration for International Development,Kenya,2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,KE,0.19,Primary education,0.28,13157.158000000001
2009/2010,1.0,S6212,0,Responsive,KE,Civil Society,12220,0,Canadian Rotary Collaboration for International Development,Kenya,2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,KE,0.19,Basic health care,0.4,18795.94
2009/2010,1.0,S6212,0,Responsive,KE,Civil Society,14010,0,Canadian Rotary Collaboration for International Development,Kenya,2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,KE,0.19,Water sector policy and administrative management,0.32,15036.752
2009/2010,1.0,S6212,0,Responsive,MZ,Civil Society,11220,0,Canadian Rotary Collaboration for International Development,Mozambique,2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,MZ,0.08,Primary education,0.28,5539.856
2009/2010,1.0,S6212,0,Responsive,MZ,Civil Society,12220,0,Canadian Rotary Collaboration for International Development,Mozambique,2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,MZ,0.08,Basic health care,0.4,7914.08
2009/2010,1.0,S6212,0,Responsive,MZ,Civil Society,14010,0,Canadian Rotary Collaboration for International Development,Mozambique,2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,MZ,0.08,Water sector policy and administrative management,0.32,6331.264
2009/2010,1.0,S6212,0,Responsive,TZ,Civil Society,11220,0,Canadian Rotary Collaboration for International Development,"Tanzania,Un Rep",2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,TZ,0.14,Primary education,0.28,9694.748
2009/2010,1.0,S6212,0,Responsive,TZ,Civil Society,12220,0,Canadian Rotary Collaboration for International Development,"Tanzania,Un Rep",2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,TZ,0.14,Basic health care,0.4,13849.64
2009/2010,1.0,S6212,0,Responsive,TZ,Civil Society,14010,0,Canadian Rotary Collaboration for International Development,"Tanzania,Un Rep",2,0,Health,0,0,0,0,0,0,0,1,0,0,1001352,Canadian Non-Profit Making,NGO,Africa,TZ,0.14,Water sector policy and administrative management,0.32,11079.712
