assay_id,assay_tax_id,chembl_id,variant_id,tid,assay_type,assay_organism,curated_by,assay_subcellular_fraction,assay_cell_type,description,assay_category,relationship_type,confidence_score,doc_id,tissue_id,assay_test_type,assay_strain,assay_tissue
4753,10090.0,CHEMBL620261,,50594,A,Mus musculus,Intermediate,,,Half life of compound in mouse blood following i.v. administration of 10 mg/kg,,N,1,17837,178.0,In vivo,,Blood
4754,10090.0,CHEMBL620262,,50594,A,Mus musculus,Intermediate,,,Half life at a dose of 10 mg/kg intravenous administration in mice.,,N,1,16597,,In vivo,,
4755,10090.0,CHEMBL620263,,50594,A,Mus musculus,Intermediate,,,Half life at a dose of 10 mg/kg peroral administration in mice.,,N,1,16597,,In vivo,,
4756,10090.0,CHEMBL620264,,50594,A,Mus musculus,Intermediate,,,Half life in ob/ob mice,,N,1,6619,,,,
4757,10090.0,CHEMBL620265,,50594,A,Mus musculus,Intermediate,,,Half-life at a single subcutaneous administration of 40 mg/kg in mice,,N,1,4066,,In vivo,,
4758,10090.0,CHEMBL620266,,50594,A,Mus musculus,Intermediate,,,Half-life was measured in mouse,,N,1,4239,,,,
4759,10090.0,CHEMBL620267,,50594,A,Mus musculus,Intermediate,,,In vivo half life period was determined in murine septicemia at dose of 50 mg/kg,,N,1,5969,,In vivo,,
4760,10090.0,CHEMBL619364,,50594,A,Mus musculus,Intermediate,,,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation,,N,1,8999,,,,
4761,10090.0,CHEMBL619365,,50594,A,Mus musculus,Intermediate,,,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation; 10 % hydrolysis at 60 mins,,N,1,8999,,,,
4762,10090.0,CHEMBL619366,,50594,A,Mus musculus,Intermediate,,,T2 in brain of mice at the oral dose of 50 mg/kg,,N,1,17641,955.0,,,Brain
4763,10090.0,CHEMBL619367,,50594,A,Mus musculus,Intermediate,,,T2 in kidney of mice at the oral dose of 50 mg/kg,,N,1,17641,2113.0,,,Kidney
4764,10090.0,CHEMBL619368,,50594,A,Mus musculus,Intermediate,,,T2 in liver of mice at the oral dose of 50 mg/kg,,N,1,17641,2107.0,,,Liver
4765,10090.0,CHEMBL619369,,50594,A,Mus musculus,Intermediate,,,T2 in lungs of mice at the oral dose of 50 mg/kg,,N,1,17641,2048.0,,,Lung
4766,10090.0,CHEMBL876729,,50594,A,Mus musculus,Intermediate,,,T2 in spleen of mice at the oral dose of 50 mg/kg,,N,1,17641,2106.0,,,Spleen
4767,10090.0,CHEMBL619370,,50594,A,Mus musculus,Intermediate,,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,,N,1,16597,,In vivo,,
4768,10090.0,CHEMBL619371,,50594,A,Mus musculus,Intermediate,,,"Compound was evaluated for the pharmacokinetic parameter, maximum time constant",,N,1,4890,,In vivo,,
4769,10090.0,CHEMBL619372,,50594,A,Mus musculus,Intermediate,,,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg,,N,1,429,,In vivo,,
4770,10090.0,CHEMBL620012,,50594,A,Mus musculus,Intermediate,,,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg was determined,,N,1,429,,In vivo,,
4771,10090.0,CHEMBL620013,,50594,A,Mus musculus,Intermediate,,,In vivo Tmax was determined in murine septicemia at dose of 100 mg/kg,,N,1,5969,,In vivo,,
4772,9606.0,CHEMBL620014,,81034,F,Homo sapiens,Intermediate,,A2780,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",,N,1,16913,,,,
4773,9606.0,CHEMBL620015,,81034,F,Homo sapiens,Intermediate,,A2780,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",,N,1,16913,,,,
4774,9606.0,CHEMBL621010,,81034,F,Homo sapiens,Intermediate,,A2780,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-sensitive A2780/S human tumor cell lines",,N,1,16913,,,,
4775,9606.0,CHEMBL621011,,81034,F,Homo sapiens,Intermediate,,A2780,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",,N,1,16913,,,,
4776,9606.0,CHEMBL621012,,81034,F,Homo sapiens,Intermediate,,A2780,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",,N,1,16913,,,,
4777,9606.0,CHEMBL621013,,81034,F,Homo sapiens,Intermediate,,A2780,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",,N,1,16913,,,,
4778,9606.0,CHEMBL621014,,81034,F,Homo sapiens,Intermediate,,A2780,In vitro cytotoxicity against A2780TAX cell line,,N,1,17270,,,,
4779,9606.0,CHEMBL618154,,80017,F,Homo sapiens,Intermediate,,A2780cisR,In vitro inhibitory activity against human tumor cell line A2780cis,,N,1,5618,,,,
4780,9606.0,CHEMBL618155,,81034,F,Homo sapiens,Expert,,A2780,Growth inhibition against A2780 cisplatin resistant wild-type ovarian cell lines,,N,1,17777,,,,
4781,9606.0,CHEMBL618156,,80017,F,Homo sapiens,Intermediate,,A2780cisR,Antitumor activity of compound for 96-h exposure in A2780cisR (acquired resistance to cisplatin) human ovarian cell line,,N,1,16112,,,,
4782,9606.0,CHEMBL618157,,80017,F,Homo sapiens,Intermediate,,A2780cisR,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),,N,1,15748,,,,
4783,9606.0,CHEMBL618328,,81034,F,Homo sapiens,Intermediate,,A2780,Concentration required to inhibit A2780cisR cell growth when compared with control after incubation for 96 h at 37 C,,N,1,6633,,,,
4784,9606.0,CHEMBL618329,,81034,F,Homo sapiens,Intermediate,,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,,N,1,16930,,,,
4785,9606.0,CHEMBL618330,,81034,F,Homo sapiens,Intermediate,,A2780,Cytotoxicity against human ovarian carcinoma A2780cisR cell line,,N,1,17496,,,,
4786,9606.0,CHEMBL618331,,81034,F,Homo sapiens,Expert,,A2780,In vitro antitumor activity against A2780cisR cell line.,,N,1,12989,,,,
4787,9606.0,CHEMBL618332,,81034,F,Homo sapiens,Intermediate,,A2780,Tested for the cytotoxicity in A2780cisR ovarian cell line (cisR denotes resistance to cisplatin),,N,1,4840,,,,
4788,9606.0,CHEMBL618333,,81034,F,Homo sapiens,Expert,,A2780,Resistant factor determined between IC50 of resistant line to that of A2780cisR cell line,,N,1,12989,,,,
4789,9606.0,CHEMBL618334,,80017,F,Homo sapiens,Intermediate,,A2780cisR,cytotoxicity against A2780cisR cells incubated for 24 hr in MTT assay,,N,1,16745,,,,
4790,9606.0,CHEMBL618335,,81034,F,Homo sapiens,Expert,,A2780,Inhibition of A2780 / DDP-S human ovarian carcinoma cell proliferation,,N,1,16597,,,,
4791,10116.0,CHEMBL618336,,11736,B,Rattus norvegicus,Expert,,,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes,,D,9,16547,,,,
4792,,CHEMBL618337,,11736,F,,Expert,,,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,H,8,16547,,,,
4793,10116.0,CHEMBL618338,,11736,F,Rattus norvegicus,Expert,,,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,D,9,16547,,,,
4794,9606.0,CHEMBL618339,,278,F,Homo sapiens,Expert,,HEK293,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells uisng [3H]ZM-241385 or [125I]-IABOPX,,D,9,15856,,,,
4795,9606.0,CHEMBL618340,,278,F,Homo sapiens,Expert,,HEK293,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells using [3H]ZM-241385 (or) [125 I]IABOPX at 10e-5 M,,D,9,15856,,,,
4796,10090.0,CHEMBL618341,,11831,B,Mus musculus,Expert,,,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes,,D,9,16547,,,,
4797,,CHEMBL618342,,11831,F,,Expert,,,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,H,8,16547,,,,
4798,10090.0,CHEMBL618343,,11831,F,Mus musculus,Expert,,,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,D,9,16547,,,,
4799,,CHEMBL621038,,280,B,,Expert,,,Ability to displace the binding of [3H]-MRE 3008-F20 to the ligand binding site of CHO:hA3 (human Adenosine receptor) at concentration of 10 uM,,H,8,17402,,,,
4800,9606.0,CHEMBL621039,,22226,F,Homo sapiens,Autocuration,,T-cells,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01),,U,0,11746,,,,
4801,9606.0,CHEMBL621040,,22226,F,Homo sapiens,Autocuration,,T-cells,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01); Not active,,U,0,11746,,,,
4802,9606.0,CHEMBL621041,,80018,F,Homo sapiens,Intermediate,,A-375,Compound was evaluated for cytotoxic activity against human melanoma cell line A375,,N,1,5455,,,,
4803,9606.0,CHEMBL621042,,80018,F,Homo sapiens,Intermediate,,A-375,In vitro antitumor activity against A375 (melanoma) human tumor cell lines.,,N,1,2068,,,,
4804,9606.0,CHEMBL621043,,80018,F,Homo sapiens,Intermediate,,A-375,In vitro antitumor activity against A375cell line extracted form melanoma,,N,1,2683,,,,
4805,9606.0,CHEMBL621044,,80018,F,Homo sapiens,Expert,,A-375,Inhibition of cell growth in (A375) melan cell line,,N,1,15313,,,,
4806,9606.0,CHEMBL621045,,80018,F,Homo sapiens,Intermediate,,A-375,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines A375,,N,1,13739,,,,
4807,9606.0,CHEMBL621046,,80018,F,Homo sapiens,Intermediate,,A-375,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines. A375,,N,1,13739,,,,
4808,9606.0,CHEMBL621047,,80018,F,Homo sapiens,Intermediate,,A-375,Compound was tested in vitro for cytotoxicity against A375 cell lines from melanoma.,,N,1,14750,,,,
4809,9606.0,CHEMBL621048,,80019,F,Homo sapiens,Intermediate,,A-427,Antiproliferative activity measured against A427 human lung carcinoma,,N,1,14777,,,,
4810,9606.0,CHEMBL883798,,80019,F,Homo sapiens,Intermediate,,A-427,Antiproliferative activity measured against A427 human lung carcinoma,,N,1,14777,,,,
4811,9606.0,CHEMBL621049,,80019,F,Homo sapiens,Intermediate,,A-427,Cytotoxicity against lung carcinoma A427 tumor cell lines,,N,1,17672,,,,
4812,9606.0,CHEMBL621050,,80019,F,Homo sapiens,Intermediate,,A-427,Inhibition of large cell lung carcinoma (A427),,N,1,14368,,,,
4813,9606.0,CHEMBL621051,,80019,F,Homo sapiens,Intermediate,,A-427,Inhibition of large cell lung carcinoma (A427) after 48-h treatment,,N,1,14368,,,,
4814,9606.0,CHEMBL621052,,80019,F,Homo sapiens,Intermediate,,A-427,Inhibitory activity against A427 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,,N,1,13866,,,,
4815,9606.0,CHEMBL621053,,80019,F,Homo sapiens,Intermediate,,A-427,Inhibitory concentration in human lung carcinoma A427 cell line,,N,1,2545,,,,
4816,9606.0,CHEMBL621054,,80019,F,Homo sapiens,Intermediate,,A-427,Inhibitory concentration in human lung carcinoma A427/VCR cell line,,N,1,2545,,,,
4817,9527.0,CHEMBL621055,,22224,A,Cercopithecidae,Autocuration,,,Terminal phase volume of distribution was measured in monkey after an iv dose of 1 mg/kg,,U,0,6062,,In vivo,,
4818,9527.0,CHEMBL876398,,22224,A,Cercopithecidae,Autocuration,,,Tested for volume of distribution upon iv administration to african green monkey,,U,0,4578,,In vivo,,
4819,9527.0,CHEMBL621056,,22224,A,Cercopithecidae,Autocuration,,,Volume of distribution in monkey,,U,0,17592,,In vivo,,
4820,9544.0,CHEMBL621057,,22224,A,Macaca mulatta,Autocuration,,,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,U,0,5005,,In vivo,,
4821,9544.0,CHEMBL621058,,22224,A,Macaca mulatta,Autocuration,,,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,,U,0,5005,,In vivo,,
4822,9527.0,CHEMBL621059,,22224,A,Cercopithecidae,Autocuration,,,Pharmacokinetic property(Vdss) in cynomolgus monkey,,U,0,5922,,In vivo,,
4823,9527.0,CHEMBL621060,,22224,A,Cercopithecidae,Autocuration,,,The distribution volume after intravenous administration in cynomolgus monkeys,,U,0,5355,,In vivo,,
4824,9527.0,CHEMBL621061,,22224,A,Cercopithecidae,Autocuration,,,The distribution volume after oral administration in cynomolgus monkeys; NA means Not applicable,,U,0,5355,,In vivo,,
4825,9527.0,CHEMBL621062,,22224,A,Cercopithecidae,Autocuration,,,The distribution volume after oral administration in cynomolgus monkeys; NA means not applicable,,U,0,5355,,In vivo,,
4826,9527.0,CHEMBL621063,,22224,A,Cercopithecidae,Autocuration,,,Volume displacement was calculated in rhesus monkey,,U,0,6057,,In vivo,,
4827,9527.0,CHEMBL621064,,22224,A,Cercopithecidae,Autocuration,,,Volume of distribution in steady state was determined in rhesus monkey,,U,0,5145,,In vivo,,
4828,9527.0,CHEMBL621065,,22224,A,Cercopithecidae,Autocuration,,,Volume of distribution of compound was determined in monkey,,U,0,6821,,In vivo,,
4829,9527.0,CHEMBL621066,,22224,A,Cercopithecidae,Autocuration,,,Volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),,U,0,5334,,In vivo,,
4830,9527.0,CHEMBL621067,,22224,A,Cercopithecidae,Autocuration,,,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),,U,0,5334,,In vivo,,
4831,9527.0,CHEMBL621068,,22224,A,Cercopithecidae,Autocuration,,,Volumes of distribution in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,U,0,6641,,In vivo,,
4832,9527.0,CHEMBL876399,,22224,A,Cercopithecidae,Autocuration,,,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female cynomolgus monkey,,U,0,2661,,In vivo,,
4833,9527.0,CHEMBL621069,,22224,A,Cercopithecidae,Autocuration,,,Volume distribution in monkey after administration of 1 mg/kg iv,,U,0,6535,,In vivo,,
4834,9527.0,CHEMBL621070,,22224,A,Cercopithecidae,Autocuration,,,Volume distribution was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,U,0,4809,,In vivo,,
4835,9527.0,CHEMBL621071,,22224,A,Cercopithecidae,Autocuration,,,Volume of distribution was measured in monkey after an iv dose of 1 mg/kg,,U,0,6062,,In vivo,,
4836,9527.0,CHEMBL621072,,22224,A,Cercopithecidae,Autocuration,,,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,U,0,3443,,In vivo,,
4837,9527.0,CHEMBL618209,,22224,A,Cercopithecidae,Autocuration,,,Oral systemic bioavailability upon iv administration to african green monkey,,U,0,4578,,In vivo,,
4838,9527.0,CHEMBL618210,,22224,A,Cercopithecidae,Autocuration,,,Plasma clearance was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,U,0,4809,,In vivo,,
4839,9527.0,CHEMBL618211,,22224,A,Cercopithecidae,Autocuration,,,Baboon plasma free fraction. ,,U,0,11271,,,,
4840,9527.0,CHEMBL618212,,22224,A,Cercopithecidae,Autocuration,,,Area under the curve was calculated in rhesus monkey after iv administration,,U,0,6057,,,,
4841,9527.0,CHEMBL618213,,22224,A,Cercopithecidae,Autocuration,,,Area under the curve was calculated in rhesus monkey after peroral administration,,U,0,6057,,,,
4842,9527.0,CHEMBL618214,,22224,A,Cercopithecidae,Autocuration,,,Dose-normalized area under curve in monkey (p.o.) at 2.0 mpk,,U,0,17853,,,,
4843,9527.0,CHEMBL873492,,22224,A,Cercopithecidae,Autocuration,,,Half life period in monkey after 5 mg/kg dose,,U,0,5302,,In vivo,,
4844,9527.0,CHEMBL618272,,22224,A,Cercopithecidae,Autocuration,,,Half-life was determined in monkey after 3 mg/kg of i.v. dose,,U,0,4257,,In vivo,,
4845,9527.0,CHEMBL618273,,22224,A,Cercopithecidae,Autocuration,,,Half-life was determined in monkey after 3 mg/kg of i.v. dose; Not determined,,U,0,4257,,In vivo,,
4846,9527.0,CHEMBL618274,,22224,A,Cercopithecidae,Autocuration,,,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,,U,0,13501,1969.0,In vivo,,Plasma
4847,9527.0,CHEMBL618275,,22224,A,Cercopithecidae,Autocuration,,,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for half life after administration into monkey at 3 mg/kg,,U,0,5394,,In vivo,,
4848,9527.0,CHEMBL618276,,22224,A,Cercopithecidae,Autocuration,,,Compound was evaluated for half-life after treatment with iv dose of 1 mgkg to female cynomolgus monkey,,U,0,2661,,In vivo,,
4849,9527.0,CHEMBL618277,,22224,A,Cercopithecidae,Autocuration,,,Compound was evaluated for terminal half life in monkey,,U,0,3341,,,,
4850,9527.0,CHEMBL618278,,22224,A,Cercopithecidae,Autocuration,,,Compound was evaluated for the half life period after iv administration in cynomolgus monkey,,U,0,3045,,In vivo,,
4851,9544.0,CHEMBL618279,,22224,A,Macaca mulatta,Autocuration,,,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,U,0,5005,1969.0,In vivo,,Plasma
4852,9527.0,CHEMBL618280,,22224,A,Cercopithecidae,Autocuration,,,Half life of compound was determined in squirrel monkey,,U,0,4847,,,,
4853,9541.0,CHEMBL618281,,22224,A,Macaca fascicularis,Autocuration,,,Half life after iv administration in cynomolgus monkey,,U,0,4256,,In vivo,,
4854,9527.0,CHEMBL618282,,22224,A,Cercopithecidae,Autocuration,,,Half life in monkey plasma after administration of 1 mg/kg iv,,U,0,6535,1969.0,In vivo,,Plasma
4855,9527.0,CHEMBL618283,,22224,A,Cercopithecidae,Autocuration,,,Half life was calculated in rhesus monkey,,U,0,6057,,,,
4856,9527.0,CHEMBL618284,,22224,A,Cercopithecidae,Autocuration,,,Half life in monkey,,U,0,17592,,,,
4857,9527.0,CHEMBL618285,,22224,A,Cercopithecidae,Autocuration,,,Half life in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,U,0,6641,,In vivo,,
4858,9527.0,CHEMBL618286,,22224,A,Cercopithecidae,Autocuration,,,Half life was evaluated in rhesus,,U,0,5472,,,,
4859,9527.0,CHEMBL618287,,22224,A,Cercopithecidae,Autocuration,,,Half life period after oral administration (2.5 mg/kg) in monkey was determined,,U,0,6221,,In vivo,,
4860,9527.0,CHEMBL618288,,22224,A,Cercopithecidae,Autocuration,,,Half life period was determine after peroral administration at 10 mpk in Rhesus,,U,0,5668,,In vivo,,
4861,9527.0,CHEMBL876393,,22224,A,Cercopithecidae,Autocuration,,,Half life period was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,U,0,4809,,In vivo,,
4862,9527.0,CHEMBL618289,,22224,A,Cercopithecidae,Autocuration,,,Half life period was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,,U,0,5546,,In vivo,,
4863,9527.0,CHEMBL618290,,22224,A,Cercopithecidae,Autocuration,,,Half life period was determined in squirrel monkey after iv administration at a dose of 5 mg/kg,,U,0,5553,,In vivo,,
4864,9527.0,CHEMBL618291,,22224,A,Cercopithecidae,Autocuration,,,Half-life was calculated in monkey,,U,0,6078,,,,
4865,9527.0,CHEMBL618292,,22224,A,Cercopithecidae,Autocuration,,,Half-life in Squirrel monkey,,U,0,5147,,,,
4866,9527.0,CHEMBL618293,,22224,A,Cercopithecidae,Autocuration,,,Half-life in rhesus monkey,,U,0,5145,,,,
4867,9527.0,CHEMBL618294,,22224,A,Cercopithecidae,Autocuration,,,Half-life was measured in monkey after an iv dose of 1 mg/kg,,U,0,6062,,In vivo,,
