description,rating,title,release_year,rental_rate,replacement_cost,language_id,length,film_id,rental_duration,original_language_id
A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,PG,TRAMP OTHERS,2006,0.99,27.99,1,171,906,4,
A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,PG-13,TRANSLATION SUMMER,2006,0.99,10.99,1,168,907,4,
A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,G,TRAP GUYS,2006,4.99,11.99,1,110,908,3,
A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,PG-13,TREASURE COMMAND,2006,0.99,28.99,1,102,909,3,
A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,PG,TREATMENT JEKYLL,2006,0.99,19.99,1,87,910,3,
A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,PG-13,TRIP NEWTON,2006,4.99,14.99,1,64,911,7,
A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,PG,TROJAN TOMORROW,2006,2.99,9.99,1,52,912,3,
A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,R,TROOPERS METAL,2006,0.99,20.99,1,115,913,3,
A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,PG,TROUBLE DATE,2006,2.99,13.99,1,61,914,6,
A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,G,TRUMAN CRAZY,2006,4.99,9.99,1,92,915,7,
A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,G,TURN STAR,2006,2.99,10.99,1,80,916,3,
A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,R,TUXEDO MILE,2006,2.99,24.99,1,152,917,3,
A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,PG,TWISTED PIRATES,2006,4.99,23.99,1,152,918,4,
A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,G,TYCOON GATHERING,2006,4.99,17.99,1,82,919,3,
A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,G,UNBREAKABLE KARATE,2006,0.99,16.99,1,62,920,3,
A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,PG-13,UNCUT SUICIDES,2006,2.99,29.99,1,172,921,7,
A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,PG-13,UNDEFEATED DALMATIONS,2006,4.99,22.99,1,107,922,7,
A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,R,UNFAITHFUL KILL,2006,2.99,12.99,1,78,923,7,
A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,PG,UNFORGIVEN ZOOLANDER,2006,0.99,15.99,1,129,924,7,
A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,R,UNITED PILOT,2006,0.99,27.99,1,164,925,3,
A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,NC-17,UNTOUCHABLES SUNRISE,2006,2.99,11.99,1,120,926,5,
A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,NC-17,UPRISING UPTOWN,2006,2.99,16.99,1,174,927,6,
A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,PG,UPTOWN YOUNG,2006,2.99,16.99,1,84,928,5,
A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,PG-13,USUAL UNTOUCHABLES,2006,4.99,21.99,1,128,929,5,
A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,R,VACATION BOONDOCK,2006,2.99,23.99,1,145,930,4,
A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,PG-13,VALENTINE VANISHING,2006,0.99,9.99,1,48,931,7,
A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,G,VALLEY PACKER,2006,0.99,21.99,1,73,932,3,
A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,NC-17,VAMPIRE WHALE,2006,4.99,11.99,1,126,933,4,
A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,NC-17,VANILLA DAY,2006,4.99,20.99,1,122,934,7,
A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,R,VANISHED GARDEN,2006,0.99,17.99,1,142,935,5,
A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,NC-17,VANISHING ROCKY,2006,2.99,21.99,1,123,936,3,
A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,NC-17,VARSITY TRIP,2006,2.99,14.99,1,85,937,7,
A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,R,VELVET TERMINATOR,2006,4.99,14.99,1,173,938,3,
A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,R,VERTIGO NORTHWEST,2006,2.99,17.99,1,90,939,4,
A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,PG-13,VICTORY ACADEMY,2006,0.99,19.99,1,64,940,6,
A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,NC-17,VIDEOTAPE ARSENIC,2006,4.99,10.99,1,145,941,4,
A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,PG-13,VIETNAM SMOOCHY,2006,0.99,27.99,1,174,942,7,
A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,PG-13,VILLAIN DESPERATE,2006,4.99,27.99,1,76,943,4,
A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,PG-13,VIRGIN DAISY,2006,4.99,29.99,1,179,944,6,
A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,R,VIRGINIAN PLUTO,2006,0.99,22.99,1,164,945,5,
A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,NC-17,VIRTUAL SPOILERS,2006,4.99,14.99,1,144,946,3,
A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,PG-13,VISION TORQUE,2006,0.99,16.99,1,59,947,5,
A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,PG-13,VOICE PEACH,2006,0.99,22.99,1,139,948,6,
A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,NC-17,VOLCANO TEXAS,2006,0.99,27.99,1,157,949,6,
A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,PG,VOLUME HOUSE,2006,4.99,12.99,1,132,950,7,
A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,PG-13,VOYAGE LEGALLY,2006,0.99,28.99,1,78,951,6,
A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,PG,WAGON JAWS,2006,2.99,17.99,1,152,952,7,
A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,PG-13,WAIT CIDER,2006,0.99,9.99,1,112,953,3,
A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,G,WAKE JAWS,2006,4.99,18.99,1,73,954,7,
A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,PG,WALLS ARTIST,2006,4.99,19.99,1,135,955,7,
A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,PG-13,WANDA CHAMBER,2006,4.99,23.99,1,107,956,7,
A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,G,WAR NOTTING,2006,4.99,26.99,1,80,957,7,
A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,G,WARDROBE PHANTOM,2006,2.99,19.99,1,178,958,6,
A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,G,WARLOCK WEREWOLF,2006,2.99,10.99,1,83,959,6,
A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,G,WARS PLUTO,2006,2.99,15.99,1,128,960,5,
A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,R,WASH HEAVENLY,2006,4.99,22.99,1,161,961,7,
A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,PG,WASTELAND DIVINE,2006,2.99,18.99,1,85,962,7,
A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,PG,WATCH TRACY,2006,0.99,12.99,1,78,963,5,
A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,G,WATERFRONT DELIVERANCE,2006,4.99,17.99,1,61,964,4,
A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,G,WATERSHIP FRONTIER,2006,0.99,28.99,1,112,965,6,
A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,PG,WEDDING APOLLO,2006,0.99,14.99,1,70,966,3,
A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,R,WEEKEND PERSONAL,2006,2.99,26.99,1,134,967,5,
A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,G,WEREWOLF LOLA,2006,4.99,19.99,1,79,968,6,
A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,G,WEST LION,2006,4.99,29.99,1,159,969,4,
A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,NC-17,WESTWARD SEABISCUIT,2006,0.99,11.99,1,52,970,7,
A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,PG-13,WHALE BIKINI,2006,4.99,11.99,1,109,971,4,
A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,PG-13,WHISPERER GIANT,2006,4.99,24.99,1,59,972,4,
A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,NC-17,WIFE TURN,2006,4.99,27.99,1,183,973,3,
A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,R,WILD APOLLO,2006,0.99,24.99,1,181,974,4,
A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,R,WILLOW TRACY,2006,2.99,22.99,1,137,975,6,
A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,R,WIND PHANTOM,2006,0.99,12.99,1,111,976,6,
A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,R,WINDOW SIDE,2006,2.99,25.99,1,85,977,3,
A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,R,WISDOM WORKER,2006,0.99,12.99,1,98,978,3,
A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,NC-17,WITCHES PANIC,2006,4.99,10.99,1,100,979,6,
A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,PG,WIZARD COLDBLOODED,2006,4.99,12.99,1,75,980,4,
A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,NC-17,WOLVES DESIRE,2006,0.99,13.99,1,55,981,7,
A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,R,WOMEN DORADO,2006,0.99,23.99,1,126,982,4,
A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,PG,WON DARES,2006,2.99,18.99,1,105,983,7,
A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,NC-17,WONDERFUL DROP,2006,2.99,20.99,1,126,984,3,
A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,PG,WONDERLAND CHRISTMAS,2006,4.99,19.99,1,111,985,4,
A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,NC-17,WONKA SEA,2006,2.99,24.99,1,85,986,6,
A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,PG,WORDS HUNTER,2006,2.99,13.99,1,116,987,3,
A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,R,WORKER TARZAN,2006,2.99,26.99,1,139,988,7,
A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,R,WORKING MICROCOSMOS,2006,4.99,22.99,1,74,989,4,
A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,PG-13,WORLD LEATHERNECKS,2006,0.99,13.99,1,171,990,3,
A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,PG,WORST BANGER,2006,2.99,26.99,1,185,991,4,
A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,NC-17,WRATH MILE,2006,0.99,17.99,1,176,992,5,
A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,PG-13,WRONG BEHAVIOR,2006,2.99,10.99,1,178,993,6,
A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,PG-13,WYOMING STORM,2006,4.99,29.99,1,100,994,6,
A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,R,YENTL IDAHO,2006,4.99,11.99,1,86,995,5,
A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,G,YOUNG LANGUAGE,2006,0.99,9.99,1,183,996,6,
A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,NC-17,YOUTH KICK,2006,0.99,14.99,1,179,997,4,
A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,NC-17,ZHIVAGO CORE,2006,0.99,10.99,1,105,998,6,
A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,R,ZOOLANDER FICTION,2006,2.99,28.99,1,101,999,5,
A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,NC-17,ZORRO ARK,2006,4.99,18.99,1,50,1000,3,
