Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Participatory development and good governance,Disability issues (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion ID,Sector ID,Sector name,Sector percent
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,"Congo, Dem Rep.",793.5684150000001,0,0.0185,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,CD,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,"Congo, Dem Rep.",2380.705245,0,0.0185,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,CD,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,"Congo, Dem Rep.",3174.2736600000003,0,0.0185,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,CD,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,"Congo, Dem Rep.",11903.52623,0,0.0185,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,CD,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,"Congo, Dem Rep.",3967.842075,0,0.0185,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,CD,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Congo,1715.8236,0,0.008,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,CG,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Congo,21619.37736,0,0.008,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,CG,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Congo,343.16472000000005,0,0.008,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,CG,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Congo,686.3294400000001,0,0.008,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,CG,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Congo,343.16472000000005,0,0.008,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,CG,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Congo,343.16472000000005,0,0.008,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,CG,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Congo,1029.49416,0,0.008,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,CG,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Congo,1372.6588800000002,0,0.008,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,CG,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Congo,5147.4708,0,0.008,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,CG,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Congo,1715.8236,0,0.008,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,CG,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,C�te d'Ivoire,428.9559,0,0.002,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,CI,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,C�te d'Ivoire,5404.84434,0,0.002,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,CI,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,C�te d'Ivoire,85.79118000000001,0,0.002,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,CI,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,C�te d'Ivoire,171.58236000000002,0,0.002,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,CI,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,C�te d'Ivoire,85.79118000000001,0,0.002,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,CI,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,C�te d'Ivoire,85.79118000000001,0,0.002,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,CI,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,C�te d'Ivoire,257.37354,0,0.002,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,CI,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,C�te d'Ivoire,343.16472000000005,0,0.002,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,CI,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,C�te d'Ivoire,1286.8677,0,0.002,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,CI,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,C�te d'Ivoire,428.9559,0,0.002,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,CI,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Chile,3603.22956,0,0.0168,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,CL,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Chile,45400.692460000006,0,0.0168,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,CL,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Chile,720.6459120000001,0,0.0168,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,CL,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Chile,1441.2918240000001,0,0.0168,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,CL,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Chile,720.6459120000001,0,0.0168,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,CL,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Chile,720.6459120000001,0,0.0168,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,CL,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Chile,2161.937736,0,0.0168,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,CL,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Chile,2882.5836480000003,0,0.0168,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,CL,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Chile,10809.68868,0,0.0168,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,CL,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Chile,3603.22956,0,0.0168,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,CL,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cameroon,5276.15757,0,0.0246,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CM,CM,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cameroon,66479.58537999999,0,0.0246,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CM,CM,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cameroon,1055.231514,0,0.0246,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CM,CM,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cameroon,2110.463028,0,0.0246,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CM,CM,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cameroon,1055.231514,0,0.0246,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CM,CM,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cameroon,1055.231514,0,0.0246,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CM,CM,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cameroon,3165.694542,0,0.0246,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CM,CM,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cameroon,4220.926056,0,0.0246,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CM,CM,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cameroon,15828.47271,0,0.0246,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CM,CM,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cameroon,5276.15757,0,0.0246,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CM,CM,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,China,10123.35924,0,0.0472,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,CN,CN,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,China,127554.3264,0,0.0472,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,CN,CN,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,China,2024.671848,0,0.0472,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,CN,CN,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,China,4049.343696,0,0.0472,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,CN,CN,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,China,2024.671848,0,0.0472,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,CN,CN,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,China,2024.671848,0,0.0472,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,CN,CN,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,China,6074.015544,0,0.0472,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,CN,CN,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,China,8098.687392,0,0.0472,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,CN,CN,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,China,30370.077719999997,0,0.0472,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,CN,CN,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,China,10123.35924,0,0.0472,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,CN,CN,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Costa Rica,171.58236000000002,0,0.0008,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CR,CR,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Costa Rica,2161.937736,0,0.0008,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CR,CR,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Costa Rica,34.316472,0,0.0008,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CR,CR,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Costa Rica,68.632944,0,0.0008,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CR,CR,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Costa Rica,34.316472,0,0.0008,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CR,CR,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Costa Rica,34.316472,0,0.0008,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CR,CR,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Costa Rica,102.949416,0,0.0008,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CR,CR,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Costa Rica,137.265888,0,0.0008,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CR,CR,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Costa Rica,514.74708,0,0.0008,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CR,CR,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Costa Rica,171.58236000000002,0,0.0008,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CR,CR,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cuba,7892.788559999999,0,0.0368,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CU,CU,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cuba,99449.13586000001,0,0.0368,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CU,CU,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cuba,1578.5577119999998,0,0.0368,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CU,CU,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cuba,3157.1154239999996,0,0.0368,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CU,CU,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cuba,1578.5577119999998,0,0.0368,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CU,CU,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cuba,1578.5577119999998,0,0.0368,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CU,CU,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cuba,4735.673136,0,0.0368,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CU,CU,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cuba,6314.230847999999,0,0.0368,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CU,CU,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cuba,23678.365680000003,0,0.0368,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CU,CU,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Cuba,7892.788559999999,0,0.0368,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CU,CU,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Ecuador,4632.72372,0,0.0216,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,EC,EC,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Ecuador,58372.31887,0,0.0216,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,EC,EC,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Ecuador,926.5447439999999,0,0.0216,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,EC,EC,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Ecuador,1853.0894879999998,0,0.0216,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,EC,EC,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Ecuador,926.5447439999999,0,0.0216,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,EC,EC,12220,Basic health care,0.01
