assays_ss_d,assays_td,assays_ss_ctgr,assays_ss_tst_tp,assays_cnfdnc_scr,assays_ss_strn,assays_rltnshp_tp,assays_ss_sbclllr_frctn,assays_ss_tss,assays_ss_cll_tp,assays_crtd_b,assays_dscrptn,assays_ss_tp,assays_src_d,assays_vrnt_d,assays_dc_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d
1916,104686,,,4,,H,,,,Autocuration,Concentration necessary to achieve half maximal inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor,B,1,,10025,CHEMBL616970,,BAO_0000224,
1917,104686,,,4,,H,,,,Autocuration,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,B,1,,10025,CHEMBL616971,,BAO_0000224,
1918,104686,,,4,,H,,,,Autocuration,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",B,1,,10025,CHEMBL616972,,BAO_0000224,
1919,104686,,,4,,H,,,,Autocuration,Evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using radioligand [3H]-spiperone,B,1,,9036,CHEMBL616973,,BAO_0000224,
1920,104686,,,4,,H,,,,Autocuration,Evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using radioligand [3H]spiperone; IA=Inactive,B,1,,9036,CHEMBL616974,,BAO_0000224,
1921,104686,,,4,,H,,,,Autocuration,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.,B,1,,9161,CHEMBL616975,,BAO_0000019,
1922,104686,,,4,,H,,,,Autocuration,Inhibition of binding of radioligand [3H]ketanserin to 5-hydroxytryptamine 2 receptor in rat cerebral cortex,B,1,,12304,CHEMBL616976,,BAO_0000019,
1923,104686,,,4,,H,,,,Autocuration,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand.,B,1,,13276,CHEMBL616977,,BAO_0000224,
1924,104686,,,4,,H,,,,Autocuration,In vitro binding affinity towards the 5-hydroxytryptamine 2 receptor at 10 e-6 M,B,1,,11825,CHEMBL616978,,BAO_0000224,
1925,104686,,,4,,H,,,,Autocuration,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 2 receptor by displacement of [3H]- ketanserin,B,1,,12443,CHEMBL616979,,BAO_0000224,
1926,104686,,,4,,H,,,,Autocuration,In vitro inhibitory activity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor,B,1,,13830,CHEMBL616980,,BAO_0000224,
1927,104686,,,4,,H,Membranes,,,Autocuration,Inhibition of [3H]spiperone binding to 5-hydroxytryptamine 2 receptor from rat cortical membranes,B,1,,9592,CHEMBL616981,,BAO_0000249,
1928,104686,,,4,,H,Membranes,,,Autocuration,Inhibition of [3H]spiperone binding to 5-hydroxytryptamine 2 receptor from rat cortical membranes; Not tested,B,1,,9592,CHEMBL616982,,BAO_0000249,
1929,104686,,,4,,H,,,,Autocuration,Inhibitory activity against 5-hydroxytryptamine 2 receptor by 3H ligand binding experiments.,B,1,,10881,CHEMBL616983,,BAO_0000224,
1930,104686,,,4,,H,,,,Autocuration,Inhibitory activity against [3H]spiroperidol binding to 5-HT2 receptor in rat cortex,B,1,,13605,CHEMBL616984,,BAO_0000019,
1931,104686,,,5,,D,,,,Autocuration,Inhibitory activity against 5-hydroxytryptamine 2 receptor,B,1,,11624,CHEMBL616985,,BAO_0000224,
1932,104686,,,4,,H,,,,Autocuration,Inhibitory concentration against 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]-ketanserin,B,1,,4101,CHEMBL616986,,BAO_0000224,
1933,104686,,,4,,H,,,,Autocuration,Inhibitory concentration against binding of 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]-ketanserin,B,1,,4101,CHEMBL616987,,BAO_0000224,
1934,104686,,,4,,H,,,,Autocuration,Inhibitory concentration against radioligand [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat,B,1,,15360,CHEMBL616988,,BAO_0000019,
1935,104686,,,4,,H,,,,Autocuration,Inhibitory concentration against radioligand [3H]spiperone binding to 5-hydroxytryptamine 2 receptor in rat cortex,B,1,,11576,CHEMBL617243,,BAO_0000019,
1936,104686,,,4,,H,,,,Autocuration,Inhibitory concentration required against 5-hydroxytryptamine 2 receptor in rat cortex using [3H]spiperone,B,1,,5834,CHEMBL617244,,BAO_0000019,
1937,104686,,,5,,D,,,CHO-K1,Autocuration,Inhibitory concentration against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,B,1,,2395,CHEMBL617245,485.0,BAO_0000219,
1938,104686,,,4,,H,Membranes,,,Autocuration,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat cortical membranes,B,1,,11965,CHEMBL617246,,BAO_0000249,
1939,104686,,,4,,H,,,,Autocuration,The compound was evaluated for the ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor ( striata of male wistar rats),B,1,,3967,CHEMBL617546,,BAO_0000224,
1940,104686,,,4,,H,Brain membranes,,,Autocuration,The concentration required to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat brain membranes (in vitro),B,1,,11130,CHEMBL617547,,BAO_0000249,
1941,104686,,In vitro,4,,H,,,,Autocuration,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,B,1,,13427,CHEMBL617548,,BAO_0000219,
1942,104686,,,4,,H,,,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,1,,9443,CHEMBL617549,,BAO_0000224,
1943,104686,,,4,,H,,,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,B,1,,9443,CHEMBL617550,,BAO_0000224,
1944,104686,,,4,,H,,,,Autocuration,In vitro binding affinity towards the 5-hydroxytryptamine 2 receptor at 10 e-6 M,B,1,,11825,CHEMBL617551,,BAO_0000224,
1945,104686,,,4,,H,Membranes,,,Autocuration,Percent inhibition of binding of 1.0 nM [3H]ketanserin to 5-hydroxytryptamine 2 receptor in rat cortical membranes at 10 e -5 M,B,1,,12120,CHEMBL617552,,BAO_0000249,
1946,104686,,,4,,H,Membranes,,,Autocuration,Percent inhibition of binding of 1.0 nM [3H]-ketanserin to 5-hydroxytryptamine 2 receptor in rat cortical membranes at 10 e-5 M.,B,1,,12120,CHEMBL617553,,BAO_0000249,
1947,104686,,,4,,H,,Thoracic aorta,,Autocuration,Tested for antagonistic activity against 5-hydroxytryptamine 2 receptor from rat thoracic aorta,F,1,,11963,CHEMBL617554,,BAO_0000019,1515.0
1948,104686,,,4,,H,,,,Autocuration,Binding affinity for membrane-bound 5-hydroxytryptamine 2 receptor,B,1,,9069,CHEMBL617555,,BAO_0000019,
1949,104686,,,4,,H,,,,Autocuration,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,B,1,,8868,CHEMBL617556,,BAO_0000224,
1950,10624,,,8,,H,,,,Autocuration,Inhibitory constant against human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,B,1,,17200,CHEMBL617557,,BAO_0000357,
1951,10624,,,8,,H,,,,Autocuration,Inhibitory constant against human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,B,1,,17200,CHEMBL617558,,BAO_0000357,
1952,17106,,,8,,H,,,,Expert,Binding affinity against 5-hydroxytryptamine 1D receptor was measured using [3H]5-HT as radioligand,B,1,,13969,CHEMBL617559,,BAO_0000357,
1953,17106,,,9,,D,,,,Expert,Binding affinity for 5-hydroxytryptamine 1D receptor,B,1,,13392,CHEMBL617560,,BAO_0000357,
1954,17106,,,8,,H,,,,Autocuration,Compound was tested for its ability to displace [125I]GTI binding to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,1,,1742,CHEMBL617561,,BAO_0000249,
1955,17106,,,8,,H,,,,Autocuration,Compound was tested for its ability to displace [3H]-5-HT binding to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,1,,1742,CHEMBL617562,,BAO_0000249,
1956,17106,,,8,,H,,Striatum,,Autocuration,Binding affinity against 5-hydroxytryptamine 1D receptor using [3H]5-HT in pig striatum + frontalCortex,B,1,,14331,CHEMBL617563,,BAO_0000357,2435.0
1957,17106,,,8,,H,,,,Autocuration,Relative agonist efficacy against 1 uM 5-hydroxytryptamine 1D receptor,F,1,,12861,CHEMBL617564,,BAO_0000019,
1958,17106,,,8,,H,,,,Expert,Binding activity against 5-hydroxytryptamine 1D receptor from pig caudate membrane using [3H]5-HT as radioligand,B,1,,12861,CHEMBL617565,,BAO_0000019,
1959,17106,,,8,,H,,,,Autocuration,Binding activity radioligand.,B,1,,12861,CHEMBL856076,,BAO_0000357,
1960,17106,,,8,,H,,,,Autocuration,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,B,1,,12861,CHEMBL617566,,BAO_0000019,
1961,17106,,,8,,H,,,,Expert,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,1,,12861,CHEMBL875911,,BAO_0000019,
1962,17106,,,8,,H,,,,Autocuration,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand; NA Not Available,B,1,,12861,CHEMBL617567,,BAO_0000019,
1963,17106,,,8,,H,,,,Autocuration,Compound was tested for the displacement of [3H]-5-HT to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,1,,675,CHEMBL617568,,BAO_0000249,
1964,17106,,,8,,H,,,,Expert,Displacement of [3H]5-HT binding to 5-hydroxytryptamine 1D receptor from pig caudate membrane,B,1,,12490,CHEMBL617569,,BAO_0000019,
1965,17106,,,8,,H,,,,Expert,Displacement of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1D receptor in pig caudate membrane,B,1,,11828,CHEMBL617570,,BAO_0000249,
1966,17106,,,8,,H,,,,Autocuration,Binding affinity for 5-hydroxytryptamine 1D receptor in piglet caudate using [3H]5-HT,B,1,,11866,CHEMBL617571,,BAO_0000357,
1967,105,,,8,,H,,,,Autocuration,In Vitro Binding affinity againist 5-hydroxytryptamine 1D receptor by displacing [125I]GTI from pig caudate,B,1,,773,CHEMBL617572,,BAO_0000357,
1968,105,,,8,,H,,,,Expert,The compound was tested for intrinsic activity against 5-HT1D receptor,B,1,,13047,CHEMBL617573,,BAO_0000357,
1969,105,,,8,,H,,,,Autocuration,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,B,1,,13047,CHEMBL617574,,BAO_0000019,
1970,105,,,8,,H,,,,Expert,The compound was tested for binding affinity against 5-HT1D receptor,B,1,,13047,CHEMBL617575,,BAO_0000357,
1971,10578,,,8,,H,,,,Autocuration,Tested for the effect on binding at 5-hydroxytryptamine 1D receptor; No activity,B,1,,188,CHEMBL617576,,BAO_0000357,
1972,10578,,,8,,H,,,,Autocuration,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of rat substantia nigra,F,1,,10639,CHEMBL617577,,BAO_0000019,
1973,10578,,,8,,H,,,,Autocuration,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor,F,1,,12438,CHEMBL617578,,BAO_0000019,
1974,10578,,,8,,H,,,,Autocuration,Binding affinity was measured against serotonin 5-hydroxytryptamine 1D receptor,B,1,,12438,CHEMBL617579,,BAO_0000357,
1975,10578,,,8,,H,,,,Expert,Binding affinity towards 5-hydroxytryptamine 1D receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,1,,15854,CHEMBL617580,,BAO_0000019,
1976,10578,,,8,,H,,,,Autocuration,Inhibitory activity against 5-hydroxytryptamine 1D receptor in rat cortical membranes using [3H]5-HT as a radioligand,B,1,,10394,CHEMBL617581,,BAO_0000249,
1977,10578,,,8,,H,,,,Autocuration,The binding affinity was measured on 5-hydroxytryptamine 1D receptor using [3H]- serotonin as radioligand.,B,1,,12092,CHEMBL617582,,BAO_0000357,
1978,10578,,,8,,H,,,,Expert,Binding affinity to 5-hydroxytryptamine 1D receptor in the rat forebrain by [3H]- SB-204269 displacement.,B,1,,3389,CHEMBL617583,,BAO_0000019,
1979,105,,,8,,H,,,,Autocuration,Inhibition of binding towards 5-hydroxytryptamine 1D receptor at 100 nM concentration,B,1,,6011,CHEMBL617584,,BAO_0000357,
1980,105,,,8,,H,,,,Autocuration,Compound was tested for binding affinity against 5-hydroxytryptamine 1D receptor,B,1,,4639,CHEMBL617585,,BAO_0000357,
1981,105,,,8,,H,,,,Autocuration,Compound was measured for its binding affinity at 5-hydroxytryptamine 1D receptor at a concentration of 10 uM using [3H]5-HT as radioligand,B,1,,2474,CHEMBL875912,,BAO_0000357,
1982,105,,,8,,H,,,,Autocuration,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1D receptor,B,1,,5014,CHEMBL617586,,BAO_0000357,
1983,105,,,8,,H,,,,Autocuration,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1D receptor; inactive at 10 uM,B,1,,17515,CHEMBL617587,,BAO_0000357,
1984,105,,,8,,H,,,,Autocuration,Binding affinity for 5-hydroxytryptamine 1D receptor was determined,B,1,,11866,CHEMBL617588,,BAO_0000357,
1985,105,,,8,,H,,,,Autocuration,Evaluated for the binding affinity against 5-hydroxytryptamine 1D receptor,B,1,,4687,CHEMBL857980,,BAO_0000357,
1986,105,,,8,,H,,,,Autocuration,Tested against 5-hydroxytryptamine 1D receptor,B,1,,12146,CHEMBL617589,,BAO_0000357,
1987,105,,,8,,H,,,,Autocuration,Binding affinity for 5-hydroxytryptamine 1D receptor was determined by using [3H]5-HT as radioligand,B,1,,10321,CHEMBL617590,,BAO_0000357,
1988,105,,,8,,H,,,HEK293,Autocuration,Antagonistic binding affinity measured against 5-hydroxytryptamine 2A receptor (human clone expressed in 293 cells) using [3H]ketanserin as radioligand,B,1,,13267,CHEMBL617591,722.0,BAO_0000219,
1989,105,,,9,,D,,,,Expert,Binding affinity against 5-Hydroxytryptamine 1D receptor,B,1,,1274,CHEMBL617592,,BAO_0000357,
1990,105,,,8,,H,,,,Autocuration,,B,1,,15250,CHEMBL617593,,BAO_0000357,
1991,106,,,8,,H,,,CHO-K1,Autocuration,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,1,,13706,CHEMBL617594,485.0,BAO_0000219,
1992,105,,,8,,H,,,CHO-K1,Autocuration,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,1,,13706,CHEMBL617595,485.0,BAO_0000219,
1993,105,,,8,,H,,,HEK293,Autocuration,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line.,B,1,,13706,CHEMBL617596,722.0,BAO_0000219,
1994,105,,,8,,H,,,HEK293,Autocuration,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,B,1,,13706,CHEMBL617597,722.0,BAO_0000219,
1995,105,,,8,,H,,,,Autocuration,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,B,1,,13047,CHEMBL617598,,BAO_0000019,
1996,105,,,8,,H,,,,Autocuration,Binding affinity of compound against 5-HT1Dalpha Binding affinity of compound against 5-HT1D alpha receptors in human,B,1,,13366,CHEMBL872916,,BAO_0000357,
1997,105,,,8,,H,,,,Expert,In vitro affinity human cloned 5-hydroxytryptamine 1D receptor alpha by [3H]5-HT displacement.,B,1,,13366,CHEMBL617599,,BAO_0000357,
1998,105,,,8,,H,,,,Autocuration,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor alpha was determined,B,1,,1558,CHEMBL617091,,BAO_0000357,
1999,105,,,8,,H,,,CHO-K1,Expert,"Binding affinity against 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells, using [3H]-5-HT as the radioligand.",B,1,,12902,CHEMBL617092,485.0,BAO_0000219,
2000,105,,,8,,H,,,CHO-K1,Autocuration,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,1,,13706,CHEMBL617093,485.0,BAO_0000219,
2001,105,,,8,,H,,,,Autocuration,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor alpha measured as the reduction of forskolin-stimulated cAMP.,F,1,,13706,CHEMBL617094,,BAO_0000019,
2002,105,,,8,,H,,,,Autocuration,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,1,,13706,CHEMBL617095,,BAO_0000019,
2003,105,,,8,,H,,,,Autocuration,Compound was tested for its agonist activity against human 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,1,,14251,CHEMBL617096,,BAO_0000019,
2004,105,,,8,,H,,,,Autocuration,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,1,,14251,CHEMBL617097,,BAO_0000019,
2005,105,,,8,,H,,,,Autocuration,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,1,,14251,CHEMBL617098,,BAO_0000019,
2006,105,,,8,,H,,,,Autocuration,In vitro binding affinity towards 5-HT1D alpha receptor by using [3H]5-HT as radioligand,B,1,,13313,CHEMBL617301,,BAO_0000357,
2007,105,,,8,,H,,,,Autocuration,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]5-HT as radioligand,B,1,,13313,CHEMBL617302,,BAO_0000357,
2008,105,,,8,,H,,,,Autocuration,Selectivity towards 5-hydroxytryptamine 1D receptor beta to that of 5-hydroxytryptamine 1D receptor alpha,B,1,,13366,CHEMBL617303,,BAO_0000357,
2009,105,,,8,,H,,,,Expert,Binding affinity to recombinant human 5-hydroxytryptamine 1D receptor alpha,B,1,,13051,CHEMBL617304,,BAO_0000357,
2010,105,,,8,,H,,,CHO,Expert,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor alpha expressed in CHO cells, by using [3H]5-HT as radioligand",B,1,,12903,CHEMBL617305,449.0,BAO_0000219,
2011,105,,,9,,D,,,,Autocuration,Binding affinity was measured on 5-hydroxytryptamine 1D receptor alpha in COS cells transfected with human 5-HT1D alpha gene labeled with [3H]5-HT,B,1,,12469,CHEMBL617306,,BAO_0000219,
2012,17106,,,8,,H,,,,Autocuration,Binding affinity (in vitro) against 5-hydroxytryptamine 1D receptor alpha using radio-ligand binding assay,B,1,,5619,CHEMBL617307,,BAO_0000357,
2013,105,,,8,,H,,,,Autocuration,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,B,1,,13047,CHEMBL617308,,BAO_0000019,
2014,105,,,8,,H,,,,Autocuration,Binding affinities against 5-hydroxytryptamine 1D receptor alpha,B,1,,16633,CHEMBL617309,,BAO_0000357,
2015,105,,,8,,H,,,,Autocuration,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,B,1,,16633,CHEMBL617310,,BAO_0000357,
2016,105,,,8,,H,,,,Autocuration,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,B,1,,16633,CHEMBL617311,,BAO_0000357,
2017,105,,,8,,H,,,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1D receptor alpha using [3H]8-OH-DPAT as radioligand,B,1,,16633,CHEMBL617312,,BAO_0000357,
2018,105,,,8,,H,,,,Autocuration,Affinity against 5-hydroxytryptamine 1D receptor alpha,B,1,,3269,CHEMBL617313,,BAO_0000357,
2019,105,,,8,,H,,,,Expert,Binding affinity against 5-hydroxytryptamine 1D receptor alpha,B,1,,12409,CHEMBL617314,,BAO_0000357,
2020,106,,,8,,H,,,,Autocuration,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,1,,13706,CHEMBL617315,,BAO_0000019,
2021,106,,,8,,H,,,HEK293,Autocuration,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line.,B,1,,13706,CHEMBL617316,722.0,BAO_0000219,
2022,106,,,8,,H,,,HEK293,Autocuration,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,B,1,,13706,CHEMBL617317,722.0,BAO_0000219,
2023,106,,,8,,H,,,CHO,Autocuration,"The compound was tested in vitro for binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",B,1,,12903,CHEMBL617318,449.0,BAO_0000219,
