fsclr,sctrd,clmtchngdpttn(mrkr),rgnstnclss,prjctbrwsrcntrd,cdbsnssdlvrmdl(ld),dvsnnm,knwldgfrdvlpmnt(mrkr),ntdmnt(prjct-lvlbdgt),stts,gndrqlt(mrkr),thsss(mrkr),prjctnmbr,prgrmmngprcss(nw),fndcntrd,bdvrst(mrkr),rbnsss(mrkr),chldrnsss(mrkr),ndgnssss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),rgnstnd,rgnstnnm,rgnstntp,rgnstnsb-clss,cntnntd,cntnntnm,cntrrgnd,cntrrgnnm,cntrrgnprcnt,sctrnm,sctrprcnt,mntspnt
2009/2010,15110,0,Multilateral,VN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Public sector policy and administrative management,0.2563,31053.307999999997
2009/2010,16020,0,Multilateral,VN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Employment policy and administrative management,0.0563,6821.308000000001
2009/2010,22010,0,Multilateral,VN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,VN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,VN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,VN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,VN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,15110,0,Multilateral,VU,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,4,Oceania,4,La Francophonie,0.0214,Public sector policy and administrative management,1.0,10700.0
2009/2010,15110,0,Multilateral,AL,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,Europe,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,AM,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,BF,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,BI,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,BJ,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,CD,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,CF,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,CG,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,CI,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,CM,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,CV,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,DJ,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,DM,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,1,America,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,EG,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,GA,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,GE,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,GN,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,GQ,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,GW,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,HR,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,Europe,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,HT,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,1,America,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,KH,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,KM,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,LA,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,LB,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,LC,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,1,America,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,MA,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,MD,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,Europe,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,MG,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,MK,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,Europe,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,ML,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,MR,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,MU,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,NE,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,RW,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,SC,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,SN,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,ST,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,TD,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,TG,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,TN,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,15110,0,Multilateral,VN,Core Funding,MGD Social Development,0,500000.0,Terminating,0,0,M013283002,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Public sector policy and administrative management,1.0,11650.0
2009/2010,11420,0,Multilateral,VU,Core Funding,MGD Social Development,0,1200000.0,Terminating,1,0,M013283003,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,4,Oceania,4,La Francophonie,0.0214,Higher education,1.0,12840.0
2009/2010,11420,0,Multilateral,AL,Core Funding,MGD Social Development,0,1200000.0,Terminating,1,0,M013283003,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,Europe,4,La Francophonie,0.0233,Higher education,1.0,13980.0
