ASI,ASSSUBCELFR,Descri,TISI,VAI,Ti,ASSCTY,RELAT,CONFISC,CUB,SRI,SASI,CHI,CI,BAFO
9199,,The compound was tested for the plasma binding in rat,,,50597,,N,1,Intermediate,1,,CHEMBL622387,,BAO_0000218
9200,,"Plasma concentration after intravenous aministration at 1hr, (1 mg/kg, n=3)",,,50597,,N,1,Intermediate,1,,CHEMBL622388,,BAO_0000218
9201,,"Plasma concentration after intravenous aministration at 30 min. (1 mg/kg, n=3)",,,50597,,N,1,Intermediate,1,,CHEMBL622389,,BAO_0000218
9202,,"Plasma concentration after intravenous aministration at 60 min. (1 mg/kg, n=3)",,,50597,,N,1,Intermediate,1,,CHEMBL622390,,BAO_0000218
9203,,Plasma concentration after oral aministration at 1 hr. (10 mg/kg),,,50597,,N,1,Intermediate,1,,CHEMBL622391,,BAO_0000218
9204,,Plasma concentration after oral aministration at 2 hr. (10 mg/kg),,,50597,,N,1,Intermediate,1,,CHEMBL622392,,BAO_0000218
9205,,Plasma concentration after oral aministration at 4 hr. (10 mg/kg),,,50597,,N,1,Intermediate,1,,CHEMBL622393,,BAO_0000218
9206,,Plasma level at 2 hr after administration of the compound,,,50597,,N,1,Intermediate,1,,CHEMBL622394,,BAO_0000218
9207,,plasma level at 2 hr after administration of the compound,,,50597,,N,1,Intermediate,1,,CHEMBL622395,,BAO_0000218
9208,,Stability in rat serum measured as % recovery at 1 min,1977.0,,50597,,N,1,Intermediate,1,,CHEMBL622396,,BAO_0000218
9209,,Stability in rat serum measured as % recovery at 10 min,1977.0,,50597,,N,1,Intermediate,1,,CHEMBL624894,,BAO_0000218
9210,,Stability in rat serum measured as % recovery at 10 mins,1977.0,,50597,,N,1,Intermediate,1,,CHEMBL624895,,BAO_0000218
9211,,Stability in rat serum measured as % recovery at 2 hr,1977.0,,50597,,N,1,Intermediate,1,,CHEMBL624058,,BAO_0000218
9212,,Stability in rat serum measured as % recovery at 3 min,1977.0,,50597,,N,1,Intermediate,1,,CHEMBL624059,,BAO_0000218
9213,,Stability in rat serum measured as % recovery at 3 mins,1977.0,,50597,,N,1,Intermediate,1,,CHEMBL624060,,BAO_0000218
9214,,Stability in rat serum measured as % recovery at 5 min,1977.0,,50597,,N,1,Intermediate,1,,CHEMBL624061,,BAO_0000218
9215,,Stability in rat serum measured as % recovery at 5 mins,1977.0,,50597,,N,1,Intermediate,1,,CHEMBL624062,,BAO_0000218
9216,,Alpha-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL624063,,BAO_0000218
9217,,Beta-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL624064,,BAO_0000218
9218,,Half life in plasma was determined against ovariectomized rats; t 1/2 (h) is short in plasma,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL624065,,BAO_0000218
9219,,Half life in plasma was determined against ovariectomized rats; t1/2 is longer in plasma.,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL624066,,BAO_0000218
9220,,Half life tested in mature male rat at a dose of 30 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL877490,,BAO_0000218
9221,,Half life after intravenous administration of 1 mg/kg in rat,,,50597,,N,1,Intermediate,1,,CHEMBL874442,,BAO_0000218
9222,,Half life period after administration (30 mg/kg) in rat,,,50597,,N,1,Intermediate,1,,CHEMBL626890,,BAO_0000218
9223,,Half life period in rat after 5 mg/Kg dose,,,50597,,N,1,Intermediate,1,,CHEMBL626891,,BAO_0000218
9224,,Half life period in rat after 5 mg/kg dose,,,50597,,N,1,Intermediate,1,,CHEMBL626892,,BAO_0000218
9225,,Half life period was determined,,,50597,,N,1,Intermediate,1,,CHEMBL626893,,BAO_0000218
9226,,Half life period was evaluated in rat,,,50597,,N,1,Intermediate,1,,CHEMBL626894,,BAO_0000218
9227,,Half life period was evaluated in rat; 0.5-1.0,,,50597,,N,1,Intermediate,1,,CHEMBL626895,,BAO_0000218
9228,,Half life period was evaluated in rat; 5.9-7.5,,,50597,,N,1,Intermediate,1,,CHEMBL626896,,BAO_0000218
9229,,Half-life in rat plasma,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL626897,,BAO_0000218
9230,,Half-life time in rat was determined,,,50597,,N,1,Intermediate,1,,CHEMBL626898,,BAO_0000218
9231,,Terminal half-life after iv administration to rats,,,50597,,N,1,Intermediate,1,,CHEMBL626899,,BAO_0000218
9232,,Tested for iv terminal half-life dosed as a solution in male Han Wistar rats,,,50597,,N,1,Intermediate,1,,CHEMBL626900,,BAO_0000218
9233,,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 0.5 umol/kg,,,50597,,N,1,Intermediate,1,,CHEMBL626901,,BAO_0000218
9234,,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 0.5 umol/kg (iv),,,50597,,N,1,Intermediate,1,,CHEMBL626902,,BAO_0000218
9235,,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 5 umol/kg (iv),,,50597,,N,1,Intermediate,1,,CHEMBL626903,,BAO_0000218
9236,,Time for peak concentration (tmax) at a dose of 10 mg/kg in rats,,,50597,,N,1,Intermediate,1,,CHEMBL874443,,BAO_0000218
9237,,Time for peak concentration (tmax) at a dose of 20 mg/kg in rats,,,50597,,N,1,Intermediate,1,,CHEMBL626904,,BAO_0000218
9238,,Half life in rats,,,50597,,N,1,Intermediate,1,,CHEMBL626905,,BAO_0000218
9239,,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 4 mg/kg to rat,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL873830,,BAO_0000218
9240,,Apparent half-life after single intravenous bolus of 1 mg/kg in rats,,,50597,,N,1,Intermediate,1,,CHEMBL626906,,BAO_0000218
9241,,Apparent terminal elimination half-life in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL631076,,BAO_0000218
9242,,Biological half-life was measured in plasma of rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL631077,,BAO_0000218
9243,,Circulatory half life measured after intravenous bolus administration of 50 mg/kg of compound to rats,,,50597,,N,1,Intermediate,1,,CHEMBL631078,,BAO_0000218
9244,,Compound demonstarted an oral bioavailability of 6% with the half-life time as given in rats.,,,50597,,N,1,Intermediate,1,,CHEMBL631079,,BAO_0000218
9245,,Compound was evaluated for half life (t1/2) upon intravenous administration of 1 mg/Kg in rats,,,50597,,N,1,Intermediate,1,,CHEMBL631080,,BAO_0000218
9246,,Compound was evaluated for half life after treatment with iv dose of 1 mgkg to female wistar rats,,,50597,,N,1,Intermediate,1,,CHEMBL631081,,BAO_0000218
9247,,Compound was evaluated for half life after treatment with iv dose of 1 mgkg to male wistar rats,,,50597,,N,1,Intermediate,1,,CHEMBL631239,,BAO_0000218
9248,,Compound was evaluated for plasma half life in rat,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL631240,,BAO_0000218
9249,,AUC value at a dose of 5 mg/kg (p.o.) in rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL631241,,BAO_0000218
9250,,AUC value after administration of 20 mg/Kg oral dose in rat,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL631242,,BAO_0000218
9251,,AUC0-24 after repeated oral dose of compound at 1 mg/kg in rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL631243,,BAO_0000218
9252,,AUC0-96 after administration at 50 mg/kg,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL874444,,BAO_0000218
9253,,AUC0-infinity after single intravenous bolus of 1 mg/kg in rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL631244,,BAO_0000218
9254,,"Absorption behavior was judged by the area under the curve, determined after oral dose of 30 mg/kg in rats.",,,50597,,N,1,Intermediate,1,,CHEMBL631245,,BAO_0000218
9255,,Area under curve (0-24 hr) at a dose of 10 mg/kg in male SD rats,,,50597,,N,1,Intermediate,1,,CHEMBL627162,,BAO_0000218
9256,,Area under curve (0-24 hr) at a dose of 100 mg/kg in male SD rats,,,50597,,N,1,Intermediate,1,,CHEMBL627163,,BAO_0000218
9257,,Area under curve (0-24 hr) at a dose of 50 mg/kg in male SD rats,,,50597,,N,1,Intermediate,1,,CHEMBL627164,,BAO_0000218
9258,,Area under curve (AUC) at a dose 1 mg/kg was determined in rat kidney,2113.0,,50597,,N,1,Intermediate,1,,CHEMBL627165,,BAO_0000218
9259,,Area under curve (AUC) at a dose 1 mg/kg was determined in rat liver,,,50597,,N,1,Intermediate,1,,CHEMBL627166,,BAO_0000218
9260,,Area under curve (AUC) at a dose 1 mg/kg was determined in rat lung,,,50597,,N,1,Intermediate,1,,CHEMBL627167,,BAO_0000218
9261,,Area under curve (AUC) at a dose of 30 mg/kg in rats,,,50597,,N,1,Intermediate,1,,CHEMBL627822,,BAO_0000218
9262,,Area under curve (AUC) was calculated using trapezoidal rule at a dose of 20 mg/kg in rats,,,50597,,N,1,Intermediate,1,,CHEMBL627823,,BAO_0000218
9263,,Area under curve (AUC) was calculated using trapezoidal rule. at a dose of 10 mg/kg in rats,,,50597,,N,1,Intermediate,1,,CHEMBL627824,,BAO_0000218
9264,,Area under curve (AUC) was calculated using trapezoidal rule at a dose of 20 mg/kg in rats,,,50597,,N,1,Intermediate,1,,CHEMBL627825,,BAO_0000218
9265,,Area under curve (AUC0-24 h) after administration (30 mg/kg) in rat,,,50597,,N,1,Intermediate,1,,CHEMBL627826,,BAO_0000218
9266,,Area under curve (Pharmacokinetic property) was determined,,,50597,,N,1,Intermediate,1,,CHEMBL627827,,BAO_0000218
9267,,Area under curve (Pharmacokinetic property) of the compound; Not determined,,,50597,,N,1,Intermediate,1,,CHEMBL627828,,BAO_0000218
9268,,Area under curve after intravenous administration (1 mg/kg) in rat,,,50597,,N,1,Intermediate,1,,CHEMBL627829,,BAO_0000218
9269,,Area under curve by intravenous administration at a dose of 10 uM/kg in rat was determined,,,50597,,N,1,Intermediate,1,,CHEMBL627830,,BAO_0000218
9270,,Area under curve by oral administration at a dose of 100 uM/kg in rat was determined,,,50597,,N,1,Intermediate,1,,CHEMBL627831,,BAO_0000218
9271,,Area under curve in male SD rats was observed after oral administration in rat,,,50597,,N,1,Intermediate,1,,CHEMBL627832,,BAO_0000218
9272,,Area under curve of compound after iv administration of 20 mg/kg dose in rat,,,50597,,N,1,Intermediate,1,,CHEMBL627833,,BAO_0000218
9273,,Area under curve of compound determined in rat after iv administration at a dose of 10 mg/kg,,,50597,,N,1,Expert,1,,CHEMBL627834,,BAO_0000218
9274,,Area under curve of compound from zero time to infinity determined in rat after iv administration at a dose of 10 mg/kg,,,50597,,N,1,Expert,1,,CHEMBL628004,,BAO_0000218
9275,,Area under curve at 5 mg/kg po was determined in rat,,,50597,,N,1,Intermediate,1,,CHEMBL628005,,BAO_0000218
9276,,Area under curve in Rat at a oral dose of 5 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL628006,,BAO_0000218
9277,,Area under curve in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,,,50597,,N,1,Intermediate,1,,CHEMBL628007,,BAO_0000218
9278,,Area under curve was determined,,,50597,,N,1,Intermediate,1,,CHEMBL625676,,BAO_0000218
9279,,Area under curve after 10 mg/kg oral administration in rat at 0-24 hr,,,50597,,N,1,Intermediate,1,,CHEMBL631309,,BAO_0000218
9280,,Area under curve after intravenous administration at 3 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL631310,,BAO_0000218
9281,,Area under curve after peroral administration at 10 mg/kg in rat for 0-6 h,,,50597,,N,1,Intermediate,1,,CHEMBL631311,,BAO_0000218
9282,,Area under curve at 4 hr in rat,,,50597,,N,1,Intermediate,1,,CHEMBL631312,,BAO_0000218
9283,,Area under curve at a dose of 30 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL631313,,BAO_0000218
9284,,Area under curve at the dose of 2 mg/Kg administered perorally in rats,,,50597,,N,1,Intermediate,1,,CHEMBL631314,,BAO_0000218
9285,,Area under curve at the dose of 5 mg/Kg administered perorally in rats,,,50597,,N,1,Intermediate,1,,CHEMBL631315,,BAO_0000218
9286,,Area under curve for a 2-mpk po dose in SD rats,,,50597,,N,1,Intermediate,1,,CHEMBL631316,,BAO_0000218
9287,,Area under curve in SD rats,,,50597,,N,1,Intermediate,1,,CHEMBL631317,,BAO_0000218
9288,,Area under curve in rat after oral administration at 13 mg/kg dose,,,50597,,N,1,Intermediate,1,,CHEMBL874471,,BAO_0000218
9289,,Area under curve in rat by po administration at 0-24 hr,,,50597,,N,1,Intermediate,1,,CHEMBL631318,,BAO_0000218
9290,,Area under curve in rat plasma,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL631319,,BAO_0000218
9291,,Area under curve in rat plasma for 0-4 hr after peroral administration at 10 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL631320,,BAO_0000218
9292,,Area under curve in rat plasma for 0-4 hr after peroral administration at 5 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL631321,,BAO_0000218
9293,,Area under curve was evaluated in rat at 3 mg/kg dose administered intravenously,,,50597,,N,1,Intermediate,1,,CHEMBL631322,,BAO_0000218
9294,,Area under curve was measured from the graph obtained from concentration Vs time after oral administration to male F344 rats,,,50597,,N,1,Intermediate,1,,CHEMBL631323,,BAO_0000218
9295,,Area under curve value in rat at a dose of 5 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL631324,,BAO_0000218
9296,,Area under curve was determined after oral administration in rats,,,50597,,N,1,Intermediate,1,,CHEMBL631325,,BAO_0000218
9297,,Area under curve was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,,,50597,,N,1,Intermediate,1,,CHEMBL631326,,BAO_0000218
9298,,Area under curve was determined after peroral administration in rat,,,50597,,N,1,Intermediate,1,,CHEMBL631327,,BAO_0000218
9299,,Area under curve was determined at a dose 30 mpk administered orally.,,,50597,,N,1,Intermediate,1,,CHEMBL631328,,BAO_0000218
9300,,Area under curve was determined for compound after intravenous administration in rats at 24 uM/kg,,,50597,,N,1,Intermediate,1,,CHEMBL631329,,BAO_0000218
9301,,Area under curve was determined for the compound by intravenous administration of 3.4 mg/kg in rat,,,50597,,N,1,Intermediate,1,,CHEMBL627217,,BAO_0000218
9302,,Area under curve was determined in male rat,,,50597,,N,1,Intermediate,1,,CHEMBL626352,,BAO_0000218
9303,,Area under curve was determined in rat after PO administration,,,50597,,N,1,Intermediate,1,,CHEMBL626353,,BAO_0000218
9304,,Area under curve was determined in rat after a 3 mg/kg of oral dose,,,50597,,N,1,Intermediate,1,,CHEMBL626354,,BAO_0000218
9305,,Area under curve was determined in rat after oral administration at a concentration 1 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL626355,,BAO_0000218
9306,,Area under curve was determined in rat after oral administration at a concentration 30 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL626356,,BAO_0000218
9307,,Area under curve was determined in rat after oral administration at a concentration 30 mg/kg; NA= Not active,,,50597,,N,1,Intermediate,1,,CHEMBL626357,,BAO_0000218
9308,,Liver concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL626358,,BAO_0000218
9309,,Lung concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL626359,,BAO_0000218
9310,,Peak plasma concentration in rat at a dose of 3 mg/kg,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL626360,,BAO_0000218
9311,,Plasma concentration at 2 hr in rats was evaluated.,,,50597,,N,1,Intermediate,1,,CHEMBL626361,,BAO_0000218
9312,,Plasma concentration at 2 hr in rats was evaluated; Not available,,,50597,,N,1,Intermediate,1,,CHEMBL626362,,BAO_0000218
9313,,Serum concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL626363,,BAO_0000218
9314,,Tested for concentration in brain after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,,,50597,,N,1,Intermediate,1,,CHEMBL626970,,BAO_0000218
9315,,Tested for concentration in brain after 2 hrs of intravenous administration (5 mg/kg) to male rats,,,50597,,N,1,Intermediate,1,,CHEMBL626971,,BAO_0000218
9316,,Tested for plasma concentration after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL626972,,BAO_0000218
9317,,Tested for plasma concentration after 2 hrs of intravenous administration (5 mg/kg) to male rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL626973,,BAO_0000218
9318,,Tested for plasma concentration in the after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL626974,,BAO_0000218
9319,,Tested for plasma concentration in the after 2 hrs of intravenous administration (5 mg/kg) to male rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL874592,,BAO_0000218
9320,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C,,,50597,,N,1,Intermediate,1,,CHEMBL626975,,BAO_0000218
9321,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Converted to an unknown compound,,,50597,,N,1,Intermediate,1,,CHEMBL626976,,BAO_0000218
9322,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Not determined,,,50597,,N,1,Intermediate,1,,CHEMBL626977,,BAO_0000218
9323,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Not tested,,,50597,,N,1,Intermediate,1,,CHEMBL626978,,BAO_0000218
9324,,PK study was carried to determine the relative absorption ranking in rat.,,,50597,,N,1,Intermediate,1,,CHEMBL626979,,BAO_0000218
9325,,Maximum plasma concentration in Rat at a oral dose of 5 mg/kg,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL626980,,BAO_0000218
9326,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.57-0.75 % dose/g",178.0,,50597,,N,1,Intermediate,1,,CHEMBL626981,,BAO_0000218
9327,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.63 % dose/g",178.0,,50597,,N,1,Intermediate,1,,CHEMBL626982,,BAO_0000218
9328,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.40-0.55 % dose/g",178.0,,50597,,N,1,Intermediate,1,,CHEMBL626983,,BAO_0000218
9329,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.28-0.37% dose/g",178.0,,50597,,N,1,Intermediate,1,,CHEMBL622522,,BAO_0000218
