assays_ss_d,assays_src_d,assays_dscrptn,assays_ss_rgnsm,assays_cnfdnc_scr,assays_td,assays_ss_sbclllr_frctn,assays_rltnshp_tp,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d,assays_vrnt_d
8669,1,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624422,,BAO_0000218,2385.0,
8670,1,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624423,,BAO_0000218,2385.0,
8671,1,Biodistribution of radioactivity in normal mice (ICR) muscle after 24 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625123,,BAO_0000218,2385.0,
8672,1,Biodistribution of radioactivity in normal mice (ICR) muscle after 30 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625124,,BAO_0000218,2385.0,
8673,1,Biodistribution of radioactivity in normal mice (ICR) muscle after 6 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625125,,BAO_0000218,2385.0,
8674,1,Biodistribution of radioactivity in normal mice (ICR) skin after 1 hour of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL625126,,BAO_0000218,14.0,
8675,1,Biodistribution of radioactivity in normal mice (ICR) skin after 2 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626947,,BAO_0000218,14.0,
8676,1,Biodistribution of radioactivity in normal mice (ICR) skin after 2 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626948,,BAO_0000218,14.0,
8677,1,Biodistribution of radioactivity in normal mice (ICR) skin after 24 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626949,,BAO_0000218,14.0,
8678,1,Biodistribution of radioactivity in normal mice (ICR) skin after 30 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626950,,BAO_0000218,14.0,
8679,1,Biodistribution of radioactivity in normal mice (ICR) skin after 6 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626951,,BAO_0000218,14.0,
8680,1,Biodistribution of radioactivity in normal mice (ICR) spleen after 1 hour of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626952,,BAO_0000218,2106.0,
8681,1,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626953,,BAO_0000218,2106.0,
8682,1,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626954,,BAO_0000218,2106.0,
8683,1,Biodistribution of radioactivity in normal mice (ICR) spleen after 24 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626955,,BAO_0000218,2106.0,
8684,1,Biodistribution of radioactivity in normal mice (ICR) spleen after 30 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626956,,BAO_0000218,2106.0,
8685,1,Biodistribution of radioactivity in normal mice (ICR) spleen after 6 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626957,,BAO_0000218,2106.0,
8686,1,Biodistribution of radioactivity in normal mice blood after 1 hour of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626958,,BAO_0000218,178.0,
8687,1,Biodistribution of radioactivity in normal mice blood after 2 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626959,,BAO_0000218,178.0,
8688,1,Biodistribution of radioactivity in normal mice blood after 2 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626960,,BAO_0000218,178.0,
8689,1,Biodistribution of radioactivity in normal mice blood after 24 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL626961,,BAO_0000218,178.0,
8690,1,Biodistribution of radioactivity in normal mice blood after 30 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL627589,,BAO_0000218,178.0,
8691,1,Biodistribution of radioactivity in normal mice blood after 6 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL627590,,BAO_0000218,178.0,
8692,1,Time taken for EC90 was determined when tested in mouse,Mus musculus,1,50594,,N,Intermediate,,CHEMBL627591,,BAO_0000218,,
8693,1,Time taken for EC90 was determined when tested in mouse at dose 25 mg/kg,Mus musculus,1,50594,,N,Intermediate,,CHEMBL627592,,BAO_0000218,,
8694,1,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for half life (T1/2),Mus musculus,1,50594,,N,Intermediate,,CHEMBL627593,,BAO_0000218,,
8695,1,Half life in mice,Mus musculus,1,50594,,N,Intermediate,,CHEMBL627594,,BAO_0000218,,
8696,1,Half life period in mouse after 10 mg/Kg dose,Mus musculus,1,50594,,N,Intermediate,,CHEMBL876813,,BAO_0000218,,
8697,1,Half life period in mouse after 10 mg/kg dose,Mus musculus,1,50594,,N,Intermediate,,CHEMBL627595,,BAO_0000218,,
8698,1,Half life was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,Mus musculus,1,50594,,N,Intermediate,,CHEMBL627596,,BAO_0000218,,
8699,1,Cmax value at 5 mg/kg po was determined in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627597,,BAO_0000218,,
8700,1,Cmax value evaluated in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627598,,BAO_0000218,,
8701,1,Cmax value was calculated by applying at a dose of 10 mg/Kg ip in rat brain,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627599,,BAO_0000218,955.0,
8702,1,Cmax value after administration of 20 mg/Kg oral dose in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627600,,BAO_0000218,,
8703,1,Cmax value at 1 mg/kg po in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627601,,BAO_0000218,,
8704,1,Cmax value at 5 mg/kg po in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627776,,BAO_0000218,,
8705,1,Cmax value at a dose of 10 mg/kg in male SD rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627777,,BAO_0000218,,
8706,1,Cmax value at a dose of 100 mg/kg in male SD rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627778,,BAO_0000218,,
8707,1,Cmax value at a dose of 50 mg/kg in male SD rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627779,,BAO_0000218,,
8708,1,Cmax value in rats at 10 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876814,,BAO_0000218,,
8709,1,Cmax value was evaluated in rats at a dose of 20 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627780,,BAO_0000218,,
8710,1,Cmax value was determined after peroral administration of 20 mg/kg in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627781,,BAO_0000218,,
8711,1,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627782,,BAO_0000218,,
8712,1,Compound was evaluated for its pharmacokinetic parameter maximum plasma concentration (Cmax) after oral administration to rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627783,,BAO_0000218,1969.0,
8713,1,Compound was evaluated for maximal plasma concentration in rat upon 5 mg/kg upon oral administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627784,,BAO_0000218,1969.0,
8714,1,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female wistar rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627785,,BAO_0000218,,
8715,1,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to male wistar rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627786,,BAO_0000218,,
8716,1,Compound was evaluated for pharmacokinetic parameter maximum plasma concentration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627787,,BAO_0000218,1969.0,
8717,1,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 0.5 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627788,,BAO_0000218,1969.0,
8718,1,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 1 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626579,,BAO_0000218,1969.0,
8719,1,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 2 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626580,,BAO_0000218,1969.0,
8720,1,Compound was evaluated for the pharmacokinetic property in rats after an oral dose of 10 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876815,,BAO_0000218,,
8721,1,Compound was tested for plasma concentration in rats when administered at 20 mg/kg in 1% methocel at 1 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626581,,BAO_0000218,1969.0,
8722,1,Compound was tested for plasma concentration in rats when administered at 20 mg/kg in 1% methocel at 2 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626582,,BAO_0000218,1969.0,
8723,1,Evaluated for pharmacokinetic parameter Cmax in rat at the dose 50 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626583,,BAO_0000218,,
8724,1,In vivo Cmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626205,,BAO_0000218,,
8725,1,In vivo Cmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626206,,BAO_0000218,,
8726,1,In vivo Cmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626207,,BAO_0000218,,
8727,1,In vivo Cmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623882,,BAO_0000218,,
8728,1,Maximal concentration in male Sprague-Dawley rats after 5 mg/kg intravenous dose,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623883,,BAO_0000218,,
8729,1,Maximal concentration in male Sprague-Dawley rats after 10 mg/kg oral dose,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623884,,BAO_0000218,,
8730,1,"In vivo maximum concentration of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623885,,BAO_0000218,1969.0,
8731,1,In vivo maximum concentration in rat plasma exposure after oral administration 50 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623886,,BAO_0000218,1969.0,
8732,1,Maximal concentration in rat was determined,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623887,,BAO_0000218,,
8733,1,Maximal concentration after i.v. administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623888,,BAO_0000218,,
8734,1,Maximal concentration (Cmax) in the rat plasma at a dose of 10 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623889,,BAO_0000218,1969.0,
8735,1,Maximal plasma concentration in rat after oral administration at 50 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623890,,BAO_0000218,1969.0,
8736,1,Cmax in rat plasma after oral dose (50 mg/Kg),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623891,,BAO_0000218,1969.0,
8737,1,Maximal plasma concentration was determined.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623892,,BAO_0000218,1969.0,
8738,1,Maximal plasma drug concentration was determined,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623893,,BAO_0000218,1969.0,
8739,1,Maximal concentration in rats after peroral administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL877616,,BAO_0000218,,
8740,1,Maximum concentration in rat after 2 mg/kg peroral administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623894,,BAO_0000218,,
8741,1,Maximum concentration in rat plasma after 5 mg/kg oral gavage,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623895,,BAO_0000218,1969.0,
8742,1,Maximum concentration of compound in rat was evaluated.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623896,,BAO_0000218,,
8743,1,Maximum concentration at 0.5 hr by peroral administration at a dose of 20 mg/kg in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623897,,BAO_0000218,,
8744,1,Maximum concentration at 2 hr by peroral administration at a dose of 20 mg/kg in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623898,,BAO_0000218,,
8745,1,Maximum concentration at 4 hr after administration of 5 mg/kg dose peroral in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623899,,BAO_0000218,,
8746,1,Maximum concentration at 4 hr by peroral administration at a dose of 20 mg/kg in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623900,,BAO_0000218,,
8747,1,Maximum concentration by oral administration at a dose of 100 uM/kg in rat was determined,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623901,,BAO_0000218,,
8748,1,Maximum concentration was evaluated in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623902,,BAO_0000218,,
8749,1,Maximum concentration in CSF at 30 min following 24 mg/kg subcutaneous dose in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623903,,BAO_0000218,1359.0,
8750,1,Maximum concentration in plasma at 30 min following 24 mg/kg subcutaneous dose in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623904,,BAO_0000218,1969.0,
8751,1,Maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL877617,,BAO_0000218,1969.0,
8752,1,Maximum concentration in portal vein was determined at a concentration of 10 mg/kg in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623905,,BAO_0000218,,
8753,1,Maximum concentration in portal vein was determined at a concentration of 20 mg/kg in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623906,,BAO_0000218,,
8754,1,Maximum concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623907,,BAO_0000218,1969.0,
8755,1,Radioactivity distribution in bone of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623908,,BAO_0000218,,
8756,1,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623909,,BAO_0000218,,
8757,1,Radioactivity distribution in bone of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623910,,BAO_0000218,,
8758,1,Radioactivity distribution in bone of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623911,,BAO_0000218,,
8759,1,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623912,,BAO_0000218,,
8760,1,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624616,,BAO_0000218,,
8761,1,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624617,,BAO_0000218,,
8762,1,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624618,,BAO_0000218,,
8763,1,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624619,,BAO_0000218,,
8764,1,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624794,,BAO_0000218,,
8765,1,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624795,,BAO_0000218,,
8766,1,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623921,,BAO_0000218,,
8767,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623922,,BAO_0000218,,
8768,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623923,,BAO_0000218,,
8769,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623924,,BAO_0000218,,
8770,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623925,,BAO_0000218,,
8771,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623926,,BAO_0000218,,
8772,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623927,,BAO_0000218,,
8773,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623928,,BAO_0000218,,
8774,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623929,,BAO_0000218,,
8775,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623930,,BAO_0000218,,
8776,1,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623931,,BAO_0000218,955.0,
8777,1,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622165,,BAO_0000218,955.0,
