ASSI,CONSC,SRASI,BAFO,CUB,TISI,ASSTI,ASCET,ASSUBFR,Ti,RELATT,SI,CHI,CEI,VARI
2088,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL617125,,
2089,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL857977,,
2090,8,,BAO_0000219,Autocuration,,,CHO,,279,H,1,CHEMBL617126,449.0,
2091,8,,BAO_0000219,Autocuration,,,CHO,,279,H,1,CHEMBL617127,449.0,
2092,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL617128,,
2093,8,,BAO_0000219,Autocuration,,,CHO,,279,H,1,CHEMBL617129,449.0,
2094,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL617130,,
2095,8,,BAO_0000219,Autocuration,,,CHO,,279,H,1,CHEMBL617131,449.0,
2096,8,,BAO_0000219,Autocuration,,,CHO,,279,H,1,CHEMBL617132,449.0,
2097,8,,BAO_0000219,Autocuration,,,CHO,,279,H,1,CHEMBL617133,449.0,
2098,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL617134,,
2099,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL617135,,
2100,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL617136,,
2101,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617137,,
2102,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617138,,
2103,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617139,,
2104,8,,BAO_0000019,Autocuration,,,,,12687,H,1,CHEMBL617140,,
2105,4,,BAO_0000218,Autocuration,,,,,104686,H,1,CHEMBL617141,,
2106,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL858112,,
2107,8,,BAO_0000019,Intermediate,,,,,17005,H,1,CHEMBL617142,,
2108,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL617143,,
2109,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL617144,,
2110,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL617145,,
2111,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL617146,,
2112,4,,BAO_0000019,Autocuration,,,,,104784,H,1,CHEMBL617147,,
2113,4,,BAO_0000019,Autocuration,,,,,104784,H,1,CHEMBL617148,,
2114,4,,BAO_0000019,Autocuration,,,,,104784,H,1,CHEMBL617149,,
2115,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617150,,
2116,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617151,,
2117,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617201,,
2118,8,,BAO_0000357,Autocuration,,,,,10209,H,1,CHEMBL617202,,
2119,4,,BAO_0000218,Autocuration,,,,,104826,H,1,CHEMBL617203,,
2120,4,,BAO_0000019,Autocuration,,,,,104826,H,1,CHEMBL617204,,
2121,4,,BAO_0000224,Autocuration,,,,,104826,H,1,CHEMBL617205,,
2122,5,,BAO_0000019,Autocuration,,,,,104826,D,1,CHEMBL617206,,
2123,4,,BAO_0000218,Autocuration,,,,,104826,H,1,CHEMBL617207,,
2124,5,,BAO_0000019,Autocuration,,,,,104826,D,1,CHEMBL617208,,
2125,4,,BAO_0000224,Autocuration,,,,,104826,H,1,CHEMBL617209,,
2126,4,,BAO_0000224,Autocuration,,,,,104826,H,1,CHEMBL617210,,
2127,4,,BAO_0000224,Autocuration,,,,,104826,H,1,CHEMBL617211,,
2128,5,,BAO_0000019,Autocuration,,,,,104826,D,1,CHEMBL617212,,
2129,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617213,,
2130,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617214,,
2131,0,,BAO_0000221,Autocuration,,,,,22226,U,1,CHEMBL617215,,
2132,0,,BAO_0000221,Autocuration,,,,,22226,U,1,CHEMBL617216,,
2133,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617217,,
2134,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617218,,
2135,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL872913,,
2136,4,,BAO_0000019,Autocuration,,,,,104826,H,1,CHEMBL617219,,
2137,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL873482,,
2138,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL617220,,
2139,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617221,,
2140,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617222,,
2141,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL875906,,
2142,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617223,,
2143,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617224,,
2144,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL617225,,
2145,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617226,,
2146,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617227,,
2147,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617228,,
2148,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617229,,
2149,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617230,,
2150,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617231,,
2151,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617232,,
2152,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617233,,
2153,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617234,,
2154,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617235,,
2155,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617236,,
2156,4,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,104686,H,1,CHEMBL617237,,
2157,4,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,104686,H,1,CHEMBL617238,,
2158,5,,BAO_0000221,Autocuration,955.0,Brain,,,104686,D,1,CHEMBL617239,,
2159,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617240,,
2160,4,,BAO_0000249,Autocuration,,,,Membranes,104686,H,1,CHEMBL617241,,
2161,4,,BAO_0000249,Autocuration,,,,Membranes,104686,H,1,CHEMBL875907,,
2162,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617242,,
2163,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617152,,
2164,5,,BAO_0000221,Autocuration,955.0,Brain,,,104686,D,1,CHEMBL617153,,
2165,5,,BAO_0000249,Autocuration,,,,Membranes,104686,D,1,CHEMBL617154,,
2166,4,,BAO_0000221,Autocuration,955.0,Brain,,,104686,H,1,CHEMBL617155,,
2167,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617156,,
2168,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617157,,
2169,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617158,,
2170,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617159,,
2171,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617160,,
2172,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL858113,,
2173,4,,BAO_0000220,Autocuration,955.0,Brain,,,104686,H,1,CHEMBL617247,,
2174,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617248,,
2175,4,,BAO_0000249,Autocuration,955.0,Brain,,,104686,H,1,CHEMBL617249,,
2176,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617250,,
2177,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617251,,
2178,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL617252,,
2179,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617006,,
2180,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617007,,
2181,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617008,,
2182,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617009,,
2183,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL617010,,
2184,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL857978,,
2185,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL617011,,
2186,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL617012,,
2187,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617013,,
2188,4,,BAO_0000249,Autocuration,,,,,104686,H,1,CHEMBL617014,,
2189,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617015,,
2190,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617016,,
2191,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617017,,
2192,4,,BAO_0000221,Autocuration,955.0,Brain,,,104686,H,1,CHEMBL617018,,
2193,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617019,,
2194,4,,BAO_0000019,Autocuration,,,,,105075,H,1,CHEMBL617020,,
2195,4,,BAO_0000019,Autocuration,,,,,105075,H,1,CHEMBL617021,,
2196,4,,BAO_0000019,Autocuration,,,,,105075,H,1,CHEMBL617022,,
2197,4,,BAO_0000019,Autocuration,,,,,105075,H,1,CHEMBL617023,,
2198,4,,BAO_0000019,Autocuration,,,,,105075,H,1,CHEMBL617024,,
2199,4,,BAO_0000019,Autocuration,,,,,105075,H,1,CHEMBL617025,,
2200,4,,BAO_0000224,Autocuration,,,,,105075,H,1,CHEMBL617026,,
2201,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL617027,,
2202,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL617028,,
2203,8,,BAO_0000019,Expert,,,,,12687,H,1,CHEMBL617029,,
2204,8,,BAO_0000019,Expert,,,,,12687,H,1,CHEMBL875908,,
2205,8,,BAO_0000357,Autocuration,,,,,12687,H,1,CHEMBL617030,,
2206,8,,BAO_0000019,Autocuration,,,,,12687,H,1,CHEMBL617031,,
2207,8,,BAO_0000019,Autocuration,,,,,12687,H,1,CHEMBL617032,,
2208,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL617033,,
2209,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617034,,
2210,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617035,,
2211,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617036,,
2212,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617037,,
2213,0,,BAO_0000219,Autocuration,,,,,22226,U,1,CHEMBL617038,,
2214,4,,BAO_0000219,Autocuration,,,,,104784,H,1,CHEMBL617039,,
2215,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617161,,
2216,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617162,,
2217,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617163,,
2218,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617164,,
2219,4,,BAO_0000249,Autocuration,,,,Brain membranes,104784,H,1,CHEMBL617165,,
2220,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617166,,
2221,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617167,,
2222,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL872912,,
2223,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617168,,
2224,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617169,,
2225,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617170,,
2226,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617171,,
2227,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617172,,
2228,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617173,,
2229,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL617174,,
2230,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617175,,
2231,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617176,,
2232,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617177,,
2233,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617178,,
2234,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617179,,
2235,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617180,,
2236,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617181,,
2237,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617182,,
2238,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617183,,
2239,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617184,,
2240,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617185,,
2241,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617186,,
2242,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617187,,
2243,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617188,,
2244,8,,BAO_0000218,Autocuration,,,,,17005,H,1,CHEMBL617189,,
2245,5,,BAO_0000224,Autocuration,,,,,104784,D,1,CHEMBL617190,,
2246,5,,BAO_0000219,Autocuration,,,CHO,,104784,D,1,CHEMBL617191,449.0,
2247,5,,BAO_0000219,Autocuration,,,CHO,,104784,D,1,CHEMBL617192,449.0,
2248,5,,BAO_0000219,Autocuration,,,CHO,,104784,D,1,CHEMBL617193,449.0,
2249,5,,BAO_0000219,Autocuration,,,CHO,,104784,D,1,CHEMBL617194,449.0,
2250,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL617195,,
2251,4,,BAO_0000224,Autocuration,,,,,104784,H,1,CHEMBL881830,,
2252,8,,BAO_0000357,Autocuration,,,,,17005,H,1,CHEMBL617196,,
2253,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617197,,
2254,8,,BAO_0000357,Expert,,,,,17005,H,1,CHEMBL617198,,
2255,8,,BAO_0000357,Expert,,,,,17005,H,1,CHEMBL873476,,
2256,8,,BAO_0000019,Expert,,,,,17005,H,1,CHEMBL617199,,
2257,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617200,,
2258,8,,BAO_0000357,Autocuration,,,,,51,H,1,CHEMBL617484,,
2259,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617485,,
2260,8,,BAO_0000357,Autocuration,,,,,51,H,1,CHEMBL617486,,
2261,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL858022,,
2262,8,,BAO_0000219,Autocuration,,,CHO,,107,H,1,CHEMBL617049,449.0,
2263,9,,BAO_0000219,Expert,,,CHO,,107,D,1,CHEMBL617050,449.0,
2264,8,,BAO_0000219,Autocuration,,,,,107,H,1,CHEMBL617051,,
2265,8,,BAO_0000219,Autocuration,,,,,107,H,1,CHEMBL617052,,
2266,8,,BAO_0000219,Autocuration,,,,,107,H,1,CHEMBL617053,,
2267,8,,BAO_0000219,Autocuration,,,CHO,,107,H,1,CHEMBL617054,449.0,
2268,8,,BAO_0000219,Autocuration,,,CHO,,107,H,1,CHEMBL617055,449.0,
2269,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL882924,,
2270,9,,BAO_0000357,Expert,,,,,107,D,1,CHEMBL617056,,
2271,8,,BAO_0000219,Autocuration,,,CHO,,107,H,1,CHEMBL617057,449.0,
2272,8,,BAO_0000219,Expert,,,,,107,H,1,CHEMBL617058,,
2273,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617059,,
2274,8,,BAO_0000219,Autocuration,,,CHO,,107,H,1,CHEMBL617060,449.0,
2275,8,,BAO_0000219,Expert,,,CHO,,107,H,1,CHEMBL617061,449.0,
2276,8,,BAO_0000219,Expert,,,L929,,107,H,1,CHEMBL617062,307.0,
2277,8,,BAO_0000219,Expert,,,CHO,,107,H,1,CHEMBL617063,449.0,
2278,8,,BAO_0000019,Autocuration,,,,,107,H,1,CHEMBL617064,,
2279,8,,BAO_0000019,Autocuration,,,,,107,H,1,CHEMBL617065,,
2280,8,,BAO_0000219,Autocuration,,,CHO,,107,H,1,CHEMBL617066,449.0,
2281,8,,BAO_0000219,Autocuration,,,CHO,,107,H,1,CHEMBL617067,449.0,
2282,8,,BAO_0000019,Autocuration,,,,,107,H,1,CHEMBL617068,,
2283,8,,BAO_0000019,Autocuration,,,,,107,H,1,CHEMBL617069,,
2284,8,,BAO_0000019,Autocuration,,,,,107,H,1,CHEMBL617070,,
2285,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617071,,
2286,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL872915,,
2287,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617072,,
2288,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617073,,
2289,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617074,,
2290,8,,BAO_0000219,Expert,,,CHO,,107,H,1,CHEMBL617075,449.0,
2291,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617076,,
2292,9,,BAO_0000019,Expert,,,,,107,D,1,CHEMBL617077,,
2293,8,,BAO_0000357,Expert,,,,,107,H,1,CHEMBL617078,,
2294,9,,BAO_0000357,Expert,,,,,107,D,1,CHEMBL617079,,
2295,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617080,,
2296,8,,BAO_0000219,Expert,,,CHO,,107,H,1,CHEMBL617081,449.0,
2297,8,,BAO_0000219,Expert,,,,,107,H,1,CHEMBL617082,,
2298,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617083,,
2299,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617084,,
2300,9,,BAO_0000357,Expert,,,,,107,D,1,CHEMBL617085,,
2301,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617086,,
2302,8,,BAO_0000219,Autocuration,,,,,107,H,1,CHEMBL617087,,
2303,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617088,,
2304,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617089,,
2305,8,,BAO_0000019,Expert,,,,,107,H,1,CHEMBL617090,,
2306,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617513,,
2307,8,,BAO_0000219,Autocuration,,,HEK293,,107,H,1,CHEMBL617514,722.0,
2308,8,,BAO_0000019,Autocuration,,,,,107,H,1,CHEMBL617515,,
2309,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617516,,
2310,9,,BAO_0000357,Expert,,,,,107,D,1,CHEMBL617517,,
2311,9,,BAO_0000219,Expert,,,CHO,,107,D,1,CHEMBL617518,449.0,
2312,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617519,,
2313,9,,BAO_0000357,Expert,,,,,107,D,1,CHEMBL617520,,
2314,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617521,,
2315,9,,BAO_0000357,Expert,,,,,107,D,1,CHEMBL617522,,
2316,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617523,,
2317,8,,BAO_0000357,Autocuration,,,,,107,H,1,CHEMBL617524,,
2318,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617525,,
2319,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL617526,,
2320,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617527,,
2321,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617528,,
2322,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617529,,
2323,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617530,,
2324,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617531,,
2325,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617532,,
2326,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617533,,
2327,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617534,,
2328,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617535,,
2329,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617536,,
2330,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617537,,
2331,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617538,,
2332,4,,BAO_0000219,Autocuration,,,,,104686,H,1,CHEMBL617539,,
2333,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL617540,,
2334,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL617541,,
2335,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617542,,
2336,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617543,,
2337,5,,BAO_0000219,Autocuration,,,CHO-K1,,104686,D,1,CHEMBL617544,485.0,
2338,5,,BAO_0000219,Autocuration,,,CHO-K1,,104686,D,1,CHEMBL617545,485.0,
2339,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL617413,,
2340,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617414,,
2341,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL617415,,
2342,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617416,,
2343,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617417,,
2344,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617418,,
2345,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617419,,
2346,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617420,,
2347,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL617421,,
2348,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617422,,
2349,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617423,,
2350,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617424,,
2351,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617425,,
2352,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617426,,
2353,4,,BAO_0000218,Autocuration,,,,,104686,H,1,CHEMBL617427,,
2354,4,,BAO_0000221,Autocuration,955.0,Brain,,,104686,H,1,CHEMBL617428,,
2355,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617429,,
2356,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617430,,
2357,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617431,,
2358,4,,BAO_0000019,Autocuration,1870.0,Frontal cortex,,,104686,H,1,CHEMBL617432,,
2359,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617433,,
2360,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617434,,
2361,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL617435,,
2362,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617436,,
2363,5,,BAO_0000019,Autocuration,2435.0,Striatum,,,104686,D,1,CHEMBL617437,,
2364,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617438,,
2365,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617439,,
2366,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617440,,
2367,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617441,,
2368,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL872918,,
2369,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL617442,,
2370,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617443,,
2371,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617444,,
2372,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617445,,
2373,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617446,,
2374,4,,BAO_0000249,Autocuration,,,,,104686,H,1,CHEMBL617447,,
2375,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617448,,
2376,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617449,,
2377,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617450,,
2378,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617451,,
2379,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617452,,
2380,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617453,,
2381,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617660,,
2382,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617661,,
2383,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617662,,
2384,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL872919,,
2385,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617663,,
2386,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617664,,
2387,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617665,,
2388,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617666,,
2389,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617667,,
2390,4,,BAO_0000249,Autocuration,,,,,104686,H,1,CHEMBL617668,,
2391,4,,BAO_0000249,Autocuration,,,,,104686,H,1,CHEMBL617669,,
2392,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617670,,
2393,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL617671,,
2394,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617672,,
2395,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617673,,
2396,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617674,,
2397,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617675,,
2398,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617676,,
2399,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617677,,
2400,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL617678,,
2401,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617679,,
2402,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617680,,
2403,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617681,,
2404,4,,BAO_0000221,Autocuration,955.0,Brain,,,104686,H,1,CHEMBL617682,,
2405,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617683,,
2406,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617684,,
2407,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL617685,,
2408,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617686,,
2409,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617687,,
2410,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617688,,
2411,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617689,,
2412,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617690,,
2413,4,,BAO_0000218,Autocuration,,,,,104686,H,1,CHEMBL617691,,
2414,4,,BAO_0000218,Autocuration,,,,,104686,H,1,CHEMBL617692,,
