assay_id,assay_category,assay_tissue,variant_id,assay_organism,chembl_id,doc_id,assay_strain,tid,curated_by,assay_tax_id,description,assay_type,assay_test_type,assay_cell_type,assay_subcellular_fraction,relationship_type
731,,,,,CHEMBL615633,12281,,17087,Autocuration,,Inhibitory concentration against 5-lipoxygenase from mouse macrophage,B,,,,H
732,,,,,CHEMBL615634,12576,,17087,Autocuration,,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,F,,,,H
733,,,,Sus scrofa,CHEMBL615635,11089,,55,Expert,9823.0,Inhibition of arachidonate 5-lipoxygenase purified from porcine leukocytes.,B,,,,H
734,,,,,CHEMBL615636,11006,,12166,Expert,,In vitro inhibition of rat 5-Lipoxygenase,B,,,,H
735,,,,Rattus norvegicus,CHEMBL615637,11481,,12166,Expert,10116.0,Inhibitory activity against 5-Lipoxygenase,B,,,,D
736,,,,,CHEMBL615638,10864,,12166,Expert,,Inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells,B,,RBL-1,,H
737,,,,,CHEMBL615639,3595,,12166,Autocuration,,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),B,,RBL-1,,H
738,,,,,CHEMBL615640,11311,,12166,Autocuration,,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat RBL-1,B,,RBL-1,,H
739,,,,,CHEMBL615796,11311,,12166,Autocuration,,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat blood,B,,,,H
740,,,,,CHEMBL615845,11311,,12166,Autocuration,,The compound was tested for inhibitory activity against 5-Lipoxygenase receptor in rat polymorphonuclear leukocytes[PMNS],B,,,,H
741,,,,,CHEMBL615846,11006,,12166,Autocuration,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,B,,,,H
742,,,,,CHEMBL615847,3595,,12166,Autocuration,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,B,,RBL-1,,H
743,,,,,CHEMBL615848,11311,,12166,Autocuration,,The compound was tested for inhibition of isolated 5-Lipoxygenase,B,,,,H
744,,,,Rattus norvegicus,CHEMBL615849,11481,,22226,Autocuration,10116.0,Ratio of IC50 against 5-LO and COX,B,,,,U
745,,,,,CHEMBL615850,11006,,12166,Autocuration,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,B,,,,H
746,,,,,CHEMBL615851,11006,,12166,Autocuration,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM; range is 20-35%,B,,,,H
747,,,,,CHEMBL615852,11311,,12166,Autocuration,,The compound was tested for inhibition against 5-Lipoxygenase in rat polymorphonuclear leukocytes at 10 uM concentration,B,,,,H
748,,,,,CHEMBL615853,11006,,12166,Autocuration,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) ex vivo,F,,,,H
749,,Prostate gland,,,CHEMBL884527,4288,,120,Autocuration,,Compound was tested for the inhibition of type 2 5-alpha-reductase of human prostates,B,,,,H
750,,,,Columba livia,CHEMBL872871,7587,,22226,Autocuration,8932.0,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-4 M inhibitory concentration,B,,,,U
751,,,,Columba livia,CHEMBL615854,7587,,22226,Autocuration,8932.0,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-5 M inhibitory concentration,B,,,,U
752,,,,Columba livia,CHEMBL767046,7587,,22226,Autocuration,8932.0,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme.,B,,,,U
753,,,,,CHEMBL615855,11249,,10732,Autocuration,,Compound was evaluated for the inhibition of 5-aminoimidazole-4-carboxamide ribonucleotide transformylase obtained from human at 100 uM,B,,,,H
754,,,,Rattus norvegicus,CHEMBL615856,8003,,12198,Expert,10116.0,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT); NT = Not Tested,F,,,,D
755,,,,Rattus norvegicus,CHEMBL615857,8003,,12198,Expert,10116.0,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),F,,,,D
756,,,,Rattus norvegicus,CHEMBL615858,8003,,12198,Expert,10116.0,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),F,,,,D
757,,Hippocampus,,,CHEMBL615859,12416,,10576,Expert,,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,B,,,,H
758,,,,,CHEMBL615860,16293,,51,Autocuration,,Binding affinity towards human 5-hydroxytryptamine 1 receptor,B,,,,H
759,,,,Oryctolagus cuniculus,CHEMBL615861,13047,,22226,Autocuration,9986.0,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,B,,,,U
760,,,,Oryctolagus cuniculus,CHEMBL615862,13047,,22226,Autocuration,9986.0,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,B,,,,U
761,,,,Oryctolagus cuniculus,CHEMBL615863,13047,,22226,Autocuration,9986.0,Binding affinity against 5-hydroxytryptamine 1D receptor using rabbit saphenous vein assay.,B,,,,U
762,,,,Oryctolagus cuniculus,CHEMBL615864,13047,,22226,Autocuration,9986.0,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,B,,,,U
763,,Hippocampus,,,CHEMBL615865,10085,,104744,Autocuration,,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,B,,,,H
764,,Hippocampus,,,CHEMBL615866,10085,,104744,Autocuration,,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,B,,,,H
765,,Hippocampus,,,CHEMBL615867,10085,,104744,Autocuration,,Ability to bind at serotonin 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,B,,,,H
766,,,,,CHEMBL615868,9841,,104744,Autocuration,,Ability to inhibit binding of titreated serotonin to the 5-hydroxytryptamine 1 receptor in rat brain frontal cortex membranes,B,,,Membranes,H
767,,,,Rattus norvegicus,CHEMBL615869,8822,,104744,Autocuration,10116.0,Binding affinity towards 5-hydroxytryptamine 1 receptor in brain cortical membranes of rat,B,,,,D
768,,,,Rattus norvegicus,CHEMBL615870,9806,,104744,Autocuration,10116.0,Binding affinity towards 5-hydroxytryptamine 1 receptor in rat frontal cortex homogenates using [3H]5-HT as a radioligand,B,,,,D
769,,,,Rattus norvegicus,CHEMBL615871,9806,,104744,Autocuration,10116.0,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as a radioligand from rat frontal cortex homogenates,B,,,,D
770,,,,,CHEMBL615872,8868,,104744,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1 receptor was measured using radioligand ([3H]5-HT) binding assay,B,,,,H
771,,Hippocampus,,,CHEMBL833492,9036,,104744,Autocuration,,Binding affinity towards hippocampus 5-hydroxytryptamine 1 receptor was measured using radioligand [3H]5-HT,B,,,,H
772,,Hippocampus,,,CHEMBL615873,11374,,104744,Autocuration,,Compound was evaluated for the inhibition of [3H]5-HT (concentration of 12 nM) specific binding to rat hippocampus,B,,,,H
773,,,,,CHEMBL615479,10881,,104744,Autocuration,,Inhibitory activity against 5-hydroxytryptamine 1 receptor by 3H ligand binding experiments.,B,,,,H
774,,,,,CHEMBL615480,8822,,104744,Autocuration,,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat,B,,,,H
775,,,,Rattus norvegicus,CHEMBL615481,9806,,104744,Autocuration,10116.0,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat cortical membrane homogenates using radioligand ([3H]5-HT) binding assay.,B,,,,D
776,,,,,CHEMBL872869,15463,,104744,Autocuration,,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,H
777,,,,,CHEMBL615482,15463,,104744,Autocuration,,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,H
778,,Brain,,,CHEMBL615483,14542,,104744,Autocuration,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,B,,,,H
779,,Brain,,,CHEMBL615484,14542,,104744,Autocuration,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,B,,,,H
780,,,,,CHEMBL615485,8569,,104744,Autocuration,,Percent inhibition of 5-hydroxytryptamine 1 receptor from rat cortex membrane using [3H]- serotonin as radioligand at 33 uM,B,,,,H
781,,,,Rattus norvegicus,CHEMBL615486,10062,,104744,Autocuration,10116.0,Inhibition of [3H]5-HT radioligand binding against 5-hydroxytryptamine 1 receptor,B,,,,D
782,,,,,CHEMBL615487,4771,,104744,Autocuration,,Ancillary Binding affinity towards rat 5-hydroxytryptamine 1 receptor,B,,,,H
783,,,,,CHEMBL615488,10062,,104744,Autocuration,,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,B,,,,H
784,,,,,CHEMBL615489,10062,,104744,Autocuration,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,B,,,,H
785,,,,,CHEMBL615389,10062,,104744,Autocuration,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,B,,,,H
786,,,,,CHEMBL615390,15463,,104744,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,B,,,,H
787,,,,,CHEMBL615391,15463,,104744,Autocuration,,Binding affinity towards central 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,B,,,,H
788,,,,,CHEMBL615392,9098,,104744,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined,B,,,,H
789,,,,Rattus norvegicus,CHEMBL615393,3070,,22226,Autocuration,10116.0,Affinity for 5-hydroxytryptamine 1 receptor,B,,,,U
790,,Brain,,,CHEMBL615394,14542,,104744,Autocuration,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex,B,,,,H
791,,Brain,,,CHEMBL615395,14542,,104744,Autocuration,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,B,,,,H
792,,,,,CHEMBL615396,6398,,104744,Autocuration,,Compound was evaluated for 5-hydroxytryptamine 1 receptor binding,B,,,,H
793,,Brain,,,CHEMBL615397,1344,,104744,Autocuration,,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 1 receptor in rat brain using [3H]HT radioligand assay,B,,,,H
794,,,,,CHEMBL615398,11963,,104744,Autocuration,,Displacement of binding of [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,H
795,,,,Rattus norvegicus,CHEMBL615399,8908,,22226,Autocuration,10116.0,Displacement of [3H]spiperone from 5-hydroxytryptamine 1 receptor of rat cortex,B,,,,U
796,,,,,CHEMBL615400,9098,,104744,Autocuration,,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3H]-5-HT as a radioligand.,B,,,,H
797,,,,Rattus norvegicus,CHEMBL615401,8841,,104744,Autocuration,10116.0,Binding affinity for 5-hydroxytryptamine 1 receptor of rat prefrontal cortex,B,,,,D
798,,,,Rattus norvegicus,CHEMBL615402,8814,,22226,Autocuration,10116.0,Displacement of [3H]5-HT from 5-hydroxytryptamine 1 receptor of rat cortical membrane homogenates,B,,,,U
799,,,,,CHEMBL615403,11752,,104744,Autocuration,,The ability to inhibit [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cortex,B,,,,H
800,,Brain,,,CHEMBL615404,11642,,104744,Autocuration,,The binding affinity was measured on serotonin 5-hydroxytryptamine 1 receptor in rat brain tissue,B,,,,H
801,,,,,CHEMBL615781,11642,,104744,Autocuration,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1 receptor by displacing [3H]5-HT radioligand in rat cerebral cortex,B,,,,H
802,,Brain,,,CHEMBL615782,9231,,104744,Autocuration,,Tested for 5-hydroxytryptamine 1 receptor binding ability by displacement of [3H]5-HT from rat brain synaptosomes,B,,,,H
803,,Brain,,,CHEMBL615783,11351,,104744,Autocuration,,Inhibition constant (1 uM) was measured on 5-hydroxytryptamine 1 receptor/uptake using [3H]- serotonin as radioligand in rat brain cortex.,B,,,,H
804,,,,,CHEMBL873481,4639,,22226,Autocuration,,Compound was tested for binding affinity against 5-HT1 receptor,B,,,,U
805,,,,,CHEMBL615784,1205,,22226,Autocuration,,Inhibitory concentration against 5-hydroxytryptamine 1 receptor,B,,,,U
806,,,,,CHEMBL615785,10025,,10576,Expert,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,B,,,,H
807,,,,,CHEMBL615786,13241,,10576,Autocuration,,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",F,,,,H
808,,,,,CHEMBL615787,16245,,10576,Autocuration,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,F,In vivo,,,H
809,,,,,CHEMBL615788,16245,,10576,Autocuration,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,F,In vivo,,,H
810,,,,,CHEMBL767044,12438,,10576,Autocuration,,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor,F,,,,H
811,,,,,CHEMBL615789,16245,,10576,Autocuration,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,F,In vivo,,,H
812,,,,,CHEMBL615790,16245,,10576,Autocuration,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,F,In vivo,,,H
813,,,,,CHEMBL615813,15740,,10576,Autocuration,,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats,F,,,,H
814,,,,,CHEMBL615814,15535,,10576,Autocuration,,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 10 uM concentration,F,,,,H
815,,,,,CHEMBL615815,15535,,51,Expert,,Percent inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation in GH4ZD10 cells expressing 5-HT1A receptor at 50 uM relative to 5-HT,F,,,,H
816,,,,,CHEMBL615816,15535,,10576,Autocuration,,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration; No effect,F,,,,H
817,,,,,CHEMBL615817,9888,,10576,Expert,,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes expressed as Hill values,B,,,,H
818,,Hippocampus,,,CHEMBL615818,10085,,10576,Autocuration,,Ability to bind at 5-hydroxytryptamine 1A receptor of rat hippocampus by displacing [3H]8-OH-DPAT,B,,,,H
819,,Hippocampus,,,CHEMBL615819,10085,,10576,Autocuration,,Ability to bind at serotonin 5-hydroxytryptamine 1A receptors of rat hippocampus by displacing [3H]8-OH-DPAT,B,,,,H
820,,,,,CHEMBL615820,17331,,10576,Expert,,Binding affinity against 5-hydroxytryptamine 1A receptor (5-HT1A) by displacement of [3H]8-OH-DPAT from rat hippocampus membranes,B,,,Membranes,H
821,,Hippocampus,,Rattus norvegicus,CHEMBL615821,10845,,10576,Expert,10116.0,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]8-OH-DPAT,B,,,,D
822,,Hippocampus,,Rattus norvegicus,CHEMBL615822,10845,,10576,Expert,10116.0,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,B,,,,D
823,,Hippocampus,,,CHEMBL615823,10845,,10576,Expert,,Binding affinity against 5-hydroxytryptamine 1A receptor using in rat hippocampal tissue using [3H]8-OH-DPAT as radioligand,B,,,,H
824,,Hippocampus,,Rattus norvegicus,CHEMBL615824,10845,,10576,Expert,10116.0,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor; IA-Inactive,B,,,,D
825,,Hippocampus,,Rattus norvegicus,CHEMBL615825,10845,,10576,Expert,10116.0,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,B,,,,D
826,,,,,CHEMBL615826,13730,,10576,Expert,,Binding affinity towards rat 5-hydroxytryptamine 1A receptor was evaluated using [3H]8-OH-DPAT as radioligand,B,,,,H
827,,,,,CHEMBL615827,13508,,10576,Expert,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using [3H]8-OH-DPAT as radioligand,B,,,,H
828,,Hippocampus,,,CHEMBL615828,13508,,10576,Expert,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus membrane using [3H]8-OH-DPAT as radioligand,B,,,,H
829,,Hippocampus,,,CHEMBL615829,12073,,10576,Expert,,Binding affinity by measuring displacement of [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,H
830,,Hippocampus,,,CHEMBL615830,4671,,10576,Autocuration,,Binding affinity to 5-hydroxytryptamine 1A receptor of rat hippocampus with [3H]8-OH-DPAT as radioligand,B,,,,H
831,,Hippocampus,,,CHEMBL615831,13631,,10576,Expert,,Binding affinity towards serotonin 5-HT1A receptor was determined in rat hippocampus using [3H]8-OH-DPAT as ligand,B,,,,H
832,,,,,CHEMBL615832,12438,,10576,Autocuration,,Binding affinity was measured against serotonin 5-hydroxytryptamine 1A receptor,B,,,,H
833,,,,,CHEMBL615833,10483,,10576,Autocuration,,Binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH- DPAT as radioligand,B,,,,H
834,,Hippocampus,,,CHEMBL615834,10483,,10576,Autocuration,,Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]-8-OH- DPAT as radioligand,B,,,,H
835,,,,,CHEMBL615835,12352,,10576,Intermediate,,Binding affinity against 5-hydroxytryptamine 1A (5-HT1A) receptor in rat hippocampus membranes,B,,,,H
836,,Hippocampus,,,CHEMBL615836,14732,,10576,Autocuration,,Binding affinity was measured at the serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampal membrane.,B,,,,H
837,,,,Rattus norvegicus,CHEMBL615837,11049,,10576,Expert,10116.0,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand.,B,,,,D
