assays_ASSI,assays_BFOR,assays_Descri,assays_TISI,assays_RELAT,assays_SI,assays_ASSCET,assays_CHI,assays_ASTET,assays_T,assays_DI,assays_ASSUBCEFR,assays_ASTIS,assays_ASSTY,assays_ASSST,assays_ASSCAT,assays_CURAB,assays_SASI,assays_CI,assays_VARI
1356,BAO_0000357,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,,H,1,,CHEMBL616429,,106,3025,,,B,,,Autocuration,,,
1357,BAO_0000357,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,,H,1,,CHEMBL616430,,106,15315,,,B,,,Expert,,,
1358,BAO_0000219,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,,D,1,,CHEMBL616431,,106,14214,,,B,,,Expert,,,
1359,BAO_0000357,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,,D,1,,CHEMBL616432,,106,3804,,,B,,,Expert,,,
1360,BAO_0000357,Affinity for 5-hydroxytryptamine 1B receptor subtype,,D,1,,CHEMBL616433,,106,2391,,,B,,,Expert,,,
1361,BAO_0000357,Binding affinity for human 5-hydroxytryptamine 1B receptor,,D,1,,CHEMBL616434,,106,4175,,,B,,,Expert,,,
1362,BAO_0000219,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand; Not determined,,H,1,CHO,CHEMBL616435,,106,17296,,,B,,,Autocuration,,449.0,
1363,BAO_0000019,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined,,H,1,,CHEMBL616436,,106,17085,,,B,,,Expert,,,
1364,BAO_0000219,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,,H,1,HeLa,CHEMBL616437,,106,17211,,,B,,,Autocuration,,308.0,
1365,BAO_0000219,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,,H,1,HeLa,CHEMBL616438,,106,17211,,,B,,,Autocuration,,308.0,
1366,BAO_0000219,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,,H,1,HeLa,CHEMBL616439,,106,17211,,,B,,,Autocuration,,308.0,
1367,BAO_0000357,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,,D,1,,CHEMBL616440,,106,15926,,,B,,,Expert,,,
1368,BAO_0000219,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,,H,1,CHO-K1,CHEMBL616441,,106,16312,,,B,,,Autocuration,,485.0,
1369,BAO_0000357,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,,H,1,,CHEMBL616442,,106,5843,,,B,,,Expert,,,
1370,BAO_0000357,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,,H,1,,CHEMBL616443,,106,5843,,,B,,,Autocuration,,,
1371,BAO_0000219,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,,H,1,CHO-K1,CHEMBL616444,,106,16312,,,B,,,Expert,,485.0,
1372,BAO_0000357,Binding activity against human 5-hydroxytryptamine 1B receptor,,D,1,,CHEMBL616445,,106,15926,,,B,,,Expert,,,
1373,BAO_0000357,Binding activity against human 5-hydroxytryptamine 1B receptor,,D,1,,CHEMBL616446,,106,15926,,,B,,,Expert,,,
1374,BAO_0000219,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,D,1,CHO,CHEMBL616447,,106,4540,,,B,,,Expert,,449.0,
1375,BAO_0000357,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,,H,1,,CHEMBL616448,,106,6166,,,B,,,Autocuration,,,
1376,BAO_0000219,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,,H,1,CHO,CHEMBL616449,,106,17296,,,B,,,Autocuration,,449.0,
1377,BAO_0000219,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,,H,1,CHO,CHEMBL616450,,106,17296,,,B,,,Autocuration,,449.0,
1378,BAO_0000219,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,,H,1,CHO,CHEMBL857974,,106,17296,,,B,,,Autocuration,,449.0,
1379,BAO_0000219,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,H,1,CHO,CHEMBL616451,,106,15779,,,B,,,Autocuration,,449.0,
1380,BAO_0000219,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,H,1,CHO,CHEMBL616452,,106,15779,,,B,,,Autocuration,,449.0,
1381,BAO_0000219,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand;ND means no data.,,H,1,CHO,CHEMBL616453,,106,15779,,,B,,,Autocuration,,449.0,
1382,BAO_0000219,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as the radioligand,,H,1,CHO,CHEMBL616454,,106,4199,,,B,,,Autocuration,,449.0,
1383,BAO_0000357,Binding affinity for human 5-hydroxytryptamine 1B receptor,,D,1,,CHEMBL616455,,106,14875,,,B,,,Expert,,,
1384,BAO_0000219,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,,H,1,CHO,CHEMBL616456,,106,15146,,,B,,,Autocuration,,449.0,
1385,BAO_0000357,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1B receptor in CHO using [3H]5-HT as a radioligand,,H,1,,CHEMBL616457,,106,5213,,,B,,,Autocuration,,,
1386,BAO_0000219,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,,H,1,CHO,CHEMBL616458,,106,14818,,,B,,,Autocuration,,449.0,
1387,BAO_0000219,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1B receptor in CHO cells, using [3H]5-HT as radioligand",,H,1,CHO,CHEMBL616459,,106,4829,,,B,,,Autocuration,,449.0,
1388,BAO_0000019,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 1 uM,,H,1,,CHEMBL616460,,106,14454,,,F,,,Expert,,,
1389,BAO_0000019,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 10 uM,,H,1,,CHEMBL616461,,106,14454,,,F,,,Expert,,,
1390,BAO_0000219,"Effect of compound on [35S]GTP-gamma-S, radioligand binding CHO cells expressing human 5-hydroxytryptamine 1B receptor",,H,1,CHO,CHEMBL616462,,106,14875,,,F,,,Autocuration,,449.0,
1391,BAO_0000219,"Effect of compound on [35S]GTP-gamma-S, radioligand binding in CHO cells expressing human 5-hydroxytryptamine 1B receptor",,H,1,CHO,CHEMBL616463,,106,14875,,,F,,,Autocuration,,449.0,
1392,BAO_0000019,"Compound was tested for maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-HT.",,H,1,,CHEMBL616464,,105,15250,,,F,,,Autocuration,,,
1393,BAO_0000219,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells.,,H,1,CHO,CHEMBL616465,,105,15250,,,B,,,Autocuration,,449.0,
1394,BAO_0000357,The compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,,H,1,,CHEMBL832874,,17105,15086,,,B,,,Autocuration,,,
1395,BAO_0000019,5-hydroxytryptamine 1B receptor agonist potency determined in rabbit saphenous vein contraction model,,H,1,,CHEMBL616184,,106,3025,,,F,,,Autocuration,,,
1396,BAO_0000019,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein (RbSV).,,H,1,,CHEMBL616185,,106,14998,,,B,,,Autocuration,,,
1397,BAO_0000019,"Binding affinity against vascular 5-hydroxytryptamine 1B receptor, measured using ring preparations of rabbit saphenous vein (RbSV)",,H,1,,CHEMBL616186,,106,14998,,,B,,,Intermediate,,,
1398,BAO_0000019,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein(RbSV).,,H,1,,CHEMBL616187,,106,14998,,,B,,,Autocuration,,,
1399,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1B receptor was measured using [3H]5-HT as radioligand,,H,1,,CHEMBL616188,,10577,13969,,,B,,,Expert,,,
1400,BAO_0000357,Binding affinity for 5-hydroxytryptamine 1B receptor,,D,1,,CHEMBL873475,,10577,13392,,,B,,,Intermediate,,,
1401,BAO_0000019,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Less active,2435.0,D,1,,CHEMBL616189,,10577,3651,,Striatum,B,,,Expert,,,
1402,BAO_0000357,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,,H,1,,CHEMBL616190,,10577,10025,,,B,,,Expert,,,
1403,BAO_0000357,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=48-77,,H,1,,CHEMBL616191,,10576,13863,,,B,,,Autocuration,,,
1404,BAO_0000357,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=63-95,,H,1,,CHEMBL616192,,10576,13863,,,B,,,Autocuration,,,
1405,BAO_0000357,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=710-980,,H,1,,CHEMBL616193,,10576,13863,,,B,,,Autocuration,,,
1406,BAO_0000357,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=78-140,,H,1,,CHEMBL616194,,10576,13863,,,B,,,Autocuration,,,
1407,BAO_0000357,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=85-130,,H,1,,CHEMBL616195,,10576,13863,,,B,,,Autocuration,,,
1408,BAO_0000357,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=89-280,,H,1,,CHEMBL616196,,10576,13863,,,B,,,Autocuration,,,
1409,BAO_0000249,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampus membrane.,10000000.0,H,1,,CHEMBL616197,,10576,4622,,Hippocampus,B,,,Autocuration,,,
1410,BAO_0000019,Binding affinity at 5-hydroxytryptamine 1A (5-HT1A) receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand,,H,1,,CHEMBL616198,,10576,14911,,,B,,,Intermediate,,,
1411,BAO_0000221,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,10000000.0,H,1,,CHEMBL616199,,10576,12678,,Hippocampus,B,,,Autocuration,,,
1412,BAO_0000221,In vitro binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampal homogenate by [125I](R)-(+)-trans-8-OH-PIPAT displacement.,10000000.0,H,1,,CHEMBL616200,,10576,12678,,Hippocampus,B,,,Expert,,,
1413,BAO_0000221,In vitro binding affinity to rat hippocampal 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,10000000.0,H,1,,CHEMBL616201,,10576,14235,,Hippocampus,B,,,Expert,,,
1414,BAO_0000221,In vitro binding affinity towards 5-hydroxytryptamine 1A r receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,10000000.0,H,1,,CHEMBL616202,,10576,14949,,Hippocampus,B,,,Expert,,,
1415,BAO_0000221,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,10000000.0,H,1,,CHEMBL616203,,10576,14949,,Hippocampus,B,,,Expert,,,
1416,BAO_0000221,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; ND=not determined,10000000.0,H,1,,CHEMBL616204,,10576,14949,,Hippocampus,B,,,Expert,,,
1417,BAO_0000221,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; Not determined,10000000.0,H,1,,CHEMBL616205,,10576,14949,,Hippocampus,B,,,Expert,,,
1418,BAO_0000221,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; not determined,10000000.0,H,1,,CHEMBL616206,,10576,14949,,Hippocampus,B,,,Expert,,,
1419,BAO_0000249,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,,H,1,,CHEMBL616207,,10576,16118,,,B,,,Expert,,,
1420,BAO_0000249,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes,,H,1,,CHEMBL616208,,10576,3268,,,B,,,Autocuration,,,
1421,BAO_0000249,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes; Inactive,,H,1,,CHEMBL616209,,10576,3268,,,B,,,Autocuration,,,
1422,BAO_0000357,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using radioligand [3H]-8-OH-DPAT,,H,1,,CHEMBL616210,,10576,16117,,,B,,,Expert,,,
1423,BAO_0000221,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue.,10000000.0,H,1,,CHEMBL616211,,10576,9783,,Hippocampus,B,,,Expert,,,
1424,BAO_0000221,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue; NT=Not tested,10000000.0,H,1,,CHEMBL616504,,10576,9783,,Hippocampus,B,,,Autocuration,,,
1425,BAO_0000221,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,10000000.0,D,1,,CHEMBL616505,,10576,14356,,Hippocampus,B,,,Expert,,,
1426,BAO_0000019,Inhibition constant of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,,H,1,,CHEMBL616506,,10576,15740,,,F,,,Autocuration,,,
1427,BAO_0000221,Inhibition of binding of [125I]8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,10000000.0,H,1,,CHEMBL872107,,10576,12306,,Hippocampus,B,,,Autocuration,,,
1428,BAO_0000221,Displacement of [3H]5-HT from rat hippocampal 5-hydroxytryptamine 1A receptor with 10e-6 M ketanserin,10000000.0,D,1,,CHEMBL616507,,10576,13348,,Hippocampus,B,,,Expert,,,
1429,BAO_0000249,Inhibitory activity against 5-hydroxytryptamine 1A receptor in rat cortical membranes using [3H]8-OH-DPAT as a radioligand,,H,1,,CHEMBL616303,,10576,10394,,,B,,,Autocuration,,,
1430,BAO_0000221,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue,10000000.0,H,1,,CHEMBL616304,,10576,15260,,Hippocampus,B,,,Autocuration,,,
1431,BAO_0000221,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,10000000.0,H,1,,CHEMBL616305,,10576,10046,,Hippocampus,B,,,Expert,,,
1432,BAO_0000221,Antagonist activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor,10000000.0,H,1,,CHEMBL616306,,10576,15260,,Hippocampus,F,,,Intermediate,,,
1433,BAO_0000357,Inhibitory affinity constant against 5-hydroxytryptamine 1A receptor,,H,1,,CHEMBL616307,,10576,12851,,,B,,,Autocuration,,,
1434,BAO_0000221,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat brain hippocampus,10000000.0,D,1,,CHEMBL881829,,10576,2148,,Hippocampus,B,,,Expert,,,
1435,BAO_0000357,Affinity against the 5-hydroxytryptamine receptor 1A using [3H]WB-4101.,,H,1,,CHEMBL616308,,10576,13134,,,B,,,Expert,,,
1436,BAO_0000019,Tested for affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in homogenized rat brain,,H,1,,CHEMBL616309,,10576,12462,,,B,,,Autocuration,,,
1437,BAO_0000019,Tested for affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in homogenized rat brain tissue,,H,1,,CHEMBL616310,,10576,12462,,,B,,,Expert,,,
1438,BAO_0000219,Tested for affinity against 5-hydroxytryptamine 1A receptors using [3H]8-OH-DPAT in homogenized rat cloned CHO cells,,H,1,CHO,CHEMBL616311,,10576,12462,,,B,,,Autocuration,,449.0,
1439,BAO_0000357,Tested for binding affinity against 5-hydroxytryptamine 1A receptor from rat frontal cortical regions using [3H]8-OH-DPAT as radioligand,,H,1,,CHEMBL616312,,10576,11933,,,B,,,Expert,,,
1440,BAO_0000357,Tested for binding affinity against 5-hydroxytryptamine 1A receptor from rat frontal cortical regions using [3H]8-OH-DPAT as radioligand; ND is Not Determined,,H,1,,CHEMBL616313,,10576,11933,,,B,,,Autocuration,,,
1441,BAO_0000221,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,10000000.0,D,1,,CHEMBL616314,,10576,403,,Hippocampus,B,,,Expert,,,
1442,BAO_0000221,Tested for binding affinity by measuring displacement of [3H]8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus,10000000.0,H,1,,CHEMBL616315,,10576,15538,,Hippocampus,B,,,Autocuration,,,
1443,BAO_0000221,Tested for binding affinity by measuring displacement of [3H]8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus; NA means Not Active,10000000.0,H,1,,CHEMBL616567,,10576,15538,,Hippocampus,B,,,Autocuration,,,
1444,BAO_0000221,Tested for binding affinity by measuring displacement of [3H]-8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus; ND means Not Determined,10000000.0,H,1,,CHEMBL616568,,10576,15538,,Hippocampus,B,,,Autocuration,,,
1445,BAO_0000019,Binding affinity to displace [3H]2-(di-N-propylamino)-8-hydroxy-tetralin from 5-hydroxytryptamine 1A (5-HT1A) receptor in rat frontal cortex homogenates,,H,1,,CHEMBL616569,,10576,12464,,,B,,,Intermediate,,,
1446,BAO_0000357,Binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand assay.,,H,1,,CHEMBL616570,,10576,1455,,,B,,,Expert,,,
1447,BAO_0000357,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,,H,1,,CHEMBL616571,,10576,12652,,,B,,,Autocuration,,,
1448,BAO_0000221,Tested for the inhibitory activity against 5-hydroxytryptamine 1A receptor in rat hippocampal,10000000.0,H,1,,CHEMBL616572,,10576,12639,,Hippocampus,B,,,Autocuration,,,
1449,BAO_0000249,Tested in vitro for binding affinity by measuring its ability to inhibit [3H]8-OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes.,,H,1,,CHEMBL616573,,10576,13949,,,B,,,Expert,,,
1450,BAO_0000357,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT,,D,1,,CHEMBL616574,,10576,12463,,,B,,,Expert,,,
1451,BAO_0000221,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation,10000000.0,H,1,,CHEMBL616575,,10576,14829,,Hippocampus,B,,,Expert,,,
1452,BAO_0000221,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation; ND=not determined,10000000.0,H,1,,CHEMBL872108,,10576,14829,,Hippocampus,B,,,Autocuration,,,
1453,BAO_0000357,The binding affinity was measured on 5-hydroxytryptamine 1A receptor using [3H]- 8-OH-DPAT as radioligand.,,H,1,,CHEMBL616576,,10576,12092,,,B,,,Autocuration,,,
1454,BAO_0000249,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 1 mM of MnCl2,,H,1,,CHEMBL616577,,10576,403,,,B,,,Autocuration,,,
1455,BAO_0000249,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 3*10e-5 M GTP gamma S,,H,1,,CHEMBL616578,,10576,403,,,B,,,Autocuration,,,
1456,BAO_0000357,Binding affinity at 5-hydroxytryptamine 1A receptor from striata of wistar rats by [3H]- 8-OH -DPAT displacement.,,H,1,,CHEMBL616579,,10576,3967,,,B,,,Expert,,,
1457,BAO_0000019,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat brain synaptosomal preparations,,D,1,,CHEMBL616580,,10576,12771,,,B,,,Expert,,,
1458,BAO_0000019,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,,H,1,,CHEMBL616581,,10576,15086,,,B,,,Autocuration,,,
1459,BAO_0000221,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,10000000.0,H,1,,CHEMBL616582,,10576,14909,,Hippocampus,B,,,Autocuration,,,
