assay_id,curated_by,assay_tax_id,assay_test_type,src_id,tissue_id,assay_category,description,relationship_type,assay_subcellular_fraction,cell_id,doc_id,assay_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
778,Autocuration,,,1,955.0,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,H,,,14542,B,,,Brain,
779,Autocuration,,,1,955.0,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,H,,,14542,B,,,Brain,
780,Autocuration,,,1,,,Percent inhibition of 5-hydroxytryptamine 1 receptor from rat cortex membrane using [3H]- serotonin as radioligand at 33 uM,H,,,8569,B,,,,
781,Autocuration,10116.0,,1,,,Inhibition of [3H]5-HT radioligand binding against 5-hydroxytryptamine 1 receptor,D,,,10062,B,Rattus norvegicus,,,
782,Autocuration,,,1,,,Ancillary Binding affinity towards rat 5-hydroxytryptamine 1 receptor,H,,,4771,B,,,,
783,Autocuration,,,1,,,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,H,,,10062,B,,,,
784,Autocuration,,,1,,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,H,,,10062,B,,,,
785,Autocuration,,,1,,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,H,,,10062,B,,,,
786,Autocuration,,,1,,,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,H,,,15463,B,,,,
787,Autocuration,,,1,,,Binding affinity towards central 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,H,,,15463,B,,,,
788,Autocuration,,,1,,,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined,H,,,9098,B,,,,
789,Autocuration,10116.0,,1,,,Affinity for 5-hydroxytryptamine 1 receptor,U,,,3070,B,Rattus norvegicus,,,
790,Autocuration,,,1,955.0,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex,H,,,14542,B,,,Brain,
791,Autocuration,,,1,955.0,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,H,,,14542,B,,,Brain,
792,Autocuration,,,1,,,Compound was evaluated for 5-hydroxytryptamine 1 receptor binding,H,,,6398,B,,,,
793,Autocuration,,,1,955.0,,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 1 receptor in rat brain using [3H]HT radioligand assay,H,,,1344,B,,,Brain,
794,Autocuration,,,1,,,Displacement of binding of [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,H,,,11963,B,,,,
795,Autocuration,10116.0,,1,,,Displacement of [3H]spiperone from 5-hydroxytryptamine 1 receptor of rat cortex,U,,,8908,B,Rattus norvegicus,,,
796,Autocuration,,,1,,,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3H]-5-HT as a radioligand.,H,,,9098,B,,,,
797,Autocuration,10116.0,,1,,,Binding affinity for 5-hydroxytryptamine 1 receptor of rat prefrontal cortex,D,,,8841,B,Rattus norvegicus,,,
798,Autocuration,10116.0,,1,,,Displacement of [3H]5-HT from 5-hydroxytryptamine 1 receptor of rat cortical membrane homogenates,U,,,8814,B,Rattus norvegicus,,,
799,Autocuration,,,1,,,The ability to inhibit [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cortex,H,,,11752,B,,,,
800,Autocuration,,,1,955.0,,The binding affinity was measured on serotonin 5-hydroxytryptamine 1 receptor in rat brain tissue,H,,,11642,B,,,Brain,
801,Autocuration,,,1,,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1 receptor by displacing [3H]5-HT radioligand in rat cerebral cortex,H,,,11642,B,,,,
802,Autocuration,,,1,955.0,,Tested for 5-hydroxytryptamine 1 receptor binding ability by displacement of [3H]5-HT from rat brain synaptosomes,H,,,9231,B,,,Brain,
803,Autocuration,,,1,955.0,,Inhibition constant (1 uM) was measured on 5-hydroxytryptamine 1 receptor/uptake using [3H]- serotonin as radioligand in rat brain cortex.,H,,,11351,B,,,Brain,
804,Autocuration,,,1,,,Compound was tested for binding affinity against 5-HT1 receptor,U,,,4639,B,,,,
805,Autocuration,,,1,,,Inhibitory concentration against 5-hydroxytryptamine 1 receptor,U,,,1205,B,,,,
806,Expert,,,1,,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,H,,,10025,B,,,,
807,Autocuration,,,1,,,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",H,,,13241,F,,,,
808,Autocuration,,In vivo,1,,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,H,,,16245,F,,,,
809,Autocuration,,In vivo,1,,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,H,,,16245,F,,,,
810,Autocuration,,,1,,,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor,H,,,12438,F,,,,
811,Autocuration,,In vivo,1,,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,H,,,16245,F,,,,
812,Autocuration,,In vivo,1,,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,H,,,16245,F,,,,
813,Autocuration,,,1,,,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats,H,,,15740,F,,,,
814,Autocuration,,,1,,,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 10 uM concentration,H,,,15535,F,,,,
815,Expert,,,1,,,Percent inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation in GH4ZD10 cells expressing 5-HT1A receptor at 50 uM relative to 5-HT,H,,,15535,F,,,,
816,Autocuration,,,1,,,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration; No effect,H,,,15535,F,,,,
817,Expert,,,1,,,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes expressed as Hill values,H,,,9888,B,,,,
818,Autocuration,,,1,10000000.0,,Ability to bind at 5-hydroxytryptamine 1A receptor of rat hippocampus by displacing [3H]8-OH-DPAT,H,,,10085,B,,,Hippocampus,
819,Autocuration,,,1,10000000.0,,Ability to bind at serotonin 5-hydroxytryptamine 1A receptors of rat hippocampus by displacing [3H]8-OH-DPAT,H,,,10085,B,,,Hippocampus,
820,Expert,,,1,,,Binding affinity against 5-hydroxytryptamine 1A receptor (5-HT1A) by displacement of [3H]8-OH-DPAT from rat hippocampus membranes,H,Membranes,,17331,B,,,,
821,Expert,10116.0,,1,10000000.0,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]8-OH-DPAT,D,,,10845,B,Rattus norvegicus,,Hippocampus,
822,Expert,10116.0,,1,10000000.0,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,D,,,10845,B,Rattus norvegicus,,Hippocampus,
823,Expert,,,1,10000000.0,,Binding affinity against 5-hydroxytryptamine 1A receptor using in rat hippocampal tissue using [3H]8-OH-DPAT as radioligand,H,,,10845,B,,,Hippocampus,
824,Expert,10116.0,,1,10000000.0,,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor; IA-Inactive,D,,,10845,B,Rattus norvegicus,,Hippocampus,
825,Expert,10116.0,,1,10000000.0,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,D,,,10845,B,Rattus norvegicus,,Hippocampus,
826,Expert,,,1,,,Binding affinity towards rat 5-hydroxytryptamine 1A receptor was evaluated using [3H]8-OH-DPAT as radioligand,H,,,13730,B,,,,
827,Expert,,,1,,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using [3H]8-OH-DPAT as radioligand,H,,,13508,B,,,,
828,Expert,,,1,10000000.0,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus membrane using [3H]8-OH-DPAT as radioligand,H,,,13508,B,,,Hippocampus,
829,Expert,,,1,10000000.0,,Binding affinity by measuring displacement of [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,H,,,12073,B,,,Hippocampus,
830,Autocuration,,,1,10000000.0,,Binding affinity to 5-hydroxytryptamine 1A receptor of rat hippocampus with [3H]8-OH-DPAT as radioligand,H,,,4671,B,,,Hippocampus,
831,Expert,,,1,10000000.0,,Binding affinity towards serotonin 5-HT1A receptor was determined in rat hippocampus using [3H]8-OH-DPAT as ligand,H,,,13631,B,,,Hippocampus,
832,Autocuration,,,1,,,Binding affinity was measured against serotonin 5-hydroxytryptamine 1A receptor,H,,,12438,B,,,,
833,Autocuration,,,1,,,Binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH- DPAT as radioligand,H,,,10483,B,,,,
834,Autocuration,,,1,10000000.0,,Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]-8-OH- DPAT as radioligand,H,,,10483,B,,,Hippocampus,
835,Intermediate,,,1,,,Binding affinity against 5-hydroxytryptamine 1A (5-HT1A) receptor in rat hippocampus membranes,H,,,12352,B,,,,
836,Autocuration,,,1,10000000.0,,Binding affinity was measured at the serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampal membrane.,H,,,14732,B,,,Hippocampus,
837,Expert,10116.0,,1,,,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand.,D,,,11049,B,Rattus norvegicus,,,
838,Expert,10116.0,,1,,,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand; ND-Not determined,D,,,11049,B,Rattus norvegicus,,,
839,Expert,,,1,,,"Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding (NSB)",H,,,13657,B,,,,
840,Autocuration,,,1,,,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH-DPAT as radioligand,H,,,11473,B,,,,
841,Autocuration,,,1,,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonin 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,H,,,2014,B,,,,
842,Expert,,,1,10000000.0,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,H,,,3086,B,,,Hippocampus,
843,Expert,,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,H,,,15854,B,,,,
844,Expert,,,1,10000000.0,,Affinity for 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,H,,,10922,B,,,Hippocampus,
845,Expert,,,1,10000000.0,,Inhibition of [3H]8-OH-DPAT binding at serotonin 5-hydroxytryptamine 1A receptor from rat hippocampus tissue.,H,,,13346,B,,,Hippocampus,
846,Expert,,,1,,,In vitro inhibition of [3H]8-OH-DPAT binding to rat 5-HT 1a receptors.,H,,,15311,B,,,,
847,Autocuration,,,1,10000000.0,,Compound was measured for affinity at 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,H,,,10922,B,,,Hippocampus,
848,Autocuration,,,1,,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor<br>at 1 uM,H,,,10025,B,,,,
849,Expert,,,1,,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,H,,,10025,B,,,,
850,Autocuration,,,1,,,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,H,,,9742,B,,,,
851,Autocuration,,,1,,,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,H,,,9742,F,,,,
852,Expert,,,1,,,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,H,,,12304,B,,,,
853,Autocuration,,,1,10000000.0,,In vitro affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT in rat hippocampus,H,,,15789,B,,,Hippocampus,
854,Autocuration,,,1,,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand",H,,,9912,B,,,,
855,Autocuration,,,1,,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand.",H,,,9912,B,,,,
856,Autocuration,,,1,,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand",H,,,9912,B,,,,
857,Expert,,,1,,,In vitro binding affinity for serotonin 5-hydroxytryptamine 1A receptor fof rat cerebral cortex using [3H]8-OH-DPAT as radioligand,H,,,16693,B,,,,
858,Expert,,,1,,,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,H,,,13276,B,,,,
859,Autocuration,,,1,10000000.0,,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,H,,,12678,B,,,Hippocampus,
860,Autocuration,,,1,,,In vitro binding affinity towards the 5-hydroxytryptamine 1A receptor was evaluated,H,,,11825,B,,,,
861,Expert,,,1,,,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 1A receptor by displacement of [3H]- tetralin,H,,,12443,B,,,,
862,Expert,,,1,,,In vitro inhibitory activity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,H,,,13830,B,,,,
863,Expert,,,1,10000000.0,,In vitro inhibitory concentration against radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane.,H,,,14286,B,,,Hippocampus,
864,Expert,10116.0,,1,10000000.0,,In vitro radioligand binding assay on 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,D,,,14356,B,Rattus norvegicus,,Hippocampus,
865,Autocuration,,,1,,,Inhibition concentration against 5-hydroxytryptamine 1A receptor,H,,,15306,B,,,,
866,Expert,,,1,,,Inhibitory concentration against 5-hydroxytryptamine 1A receptor (Inactive at >1000 nM concentration),H,,,15306,B,,,,
867,Expert,10116.0,,1,,,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",D,,,16616,F,Rattus norvegicus,,,
868,Autocuration,,,1,10000000.0,,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Residual radioligand binding higher than 50%",H,,,3651,B,,,Hippocampus,
869,Autocuration,,,1,10000000.0,,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,H,,,14331,F,,,Hippocampus,
870,Autocuration,,,1,10000000.0,,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,H,,,14331,F,,,Hippocampus,
871,Expert,10116.0,,1,,,Inhibition of radiolabeled [3H]-8-OH-DPAT ligand binding to 5-hydroxytryptamine 1A receptor,D,,,14178,B,Rattus norvegicus,,,
872,Expert,10116.0,,1,,,Displacement of [3H]8-OH-DPAT from rat cortex 5-hydroxytryptamine 1A receptor,D,,,10639,B,Rattus norvegicus,,,
873,Autocuration,,,1,10000000.0,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,H,,,12306,B,,,Hippocampus,
874,Expert,10116.0,,1,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor subtype,D,,,1348,B,Rattus norvegicus,,,
875,Autocuration,,,1,10000000.0,,Inhibitory activity against [3H]DPAT binding to 5-HT1A receptor in rat hippocampus,H,,,13605,B,,,Hippocampus,
876,Autocuration,,,1,,,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,H,,449.0,17624,B,,,,CHO
877,Autocuration,,,1,,,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,H,,449.0,17624,F,,,,CHO
878,Autocuration,,,1,,,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,H,,449.0,17624,F,,,,CHO
879,Autocuration,,,1,,,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,H,,,15267,B,,,,
880,Autocuration,,,1,,,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT; Not tested,H,,,16532,B,,,,
881,Autocuration,,,1,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",H,,,6563,F,,,,
882,Autocuration,,,1,,,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,H,,449.0,4751,B,,,,CHO
883,Autocuration,,,1,,,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,H,,,15463,B,,,,
884,Autocuration,,,1,,,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),H,,,3805,B,,,,
885,Autocuration,,,1,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,H,,,5640,B,,,,
886,Autocuration,,,1,,,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,H,,,6563,B,,,,
887,Autocuration,,,1,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,H,,,5548,B,,,,
888,Autocuration,,,1,,,Percent binding affinity against 5-hydroxytryptamine 1A receptor,H,,,6347,B,,,,
889,Autocuration,,,1,,,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,H,,722.0,17296,F,,,,HEK293
