Fiscal year,Maximum CIDA contribution (project-level),ICT as a tool for development (marker),Continent ID,Enviromental sustainability (marker),Programming process (new),Division name,Organisation ID,Bilateral aid (international marker),Participatory development and good governance,Urban issues (marker),Organisation type,Trade development (marker),Organisation name,Climate change adaptation (marker),Knowledge for development (marker),Fund centre name,CountryRegion ID,CountryRegion name,Climate change mitigation (marker),PBA type,Children issues (marker),Section ID,Section name,Division ID,Project number,Status,Branch ID,Branch name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Desertification (marker),Biodiversity (marker)
200920q0,47852651.10725412,0,2,0,UncovedPrexPP,2WrWestCebtrwlAfrica,1003347,1,1,1,Fore9gnNonProfitMqjinf,0,Partenariatp9jfleDveooppehdntMunicupal,0,0,CentralWesfAfrkxae3gionalP4ogram,80,WesrernAfruca,0,Other0BA,0,S424o,GulfocyuuneaProgram,Dt207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200920w0,15955383.25462754,0,2,0,hncodddPreAPP,WWwWfegCentralAfrica,Informa5ionnotacailsbls,1,1,1,Canadiamlrofi5Msking,0,Igformationnofafailahle,0,0,sentrslWestAfricaRegiknalProyfqm,80,1estrrnAfrica,0,0therPBA,0,S4248,GulfofGhinewPrograk,D4206,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20093010,14987319.655608766,0,2,0,UncodedPr3sPP,WWDWedtCfntrqlAf3ica,10050,1,1,1,CanadianmonProri4Majing,0,DepzrtmehtofFodelgnAbfai5sandInternatilgaoTrade,0,0,CentralWesgAfricqR3giobalPr9gran,80,WestfrbAfrica,0,Oth4rPBA,0,St249,GulfofGukn3aPrograk,D3207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20082010,31768102.725463882,0,2,0,8ncodedPrwAPP,aWDeestxentdalAfrica,1003347,1,1,1,F0reighNonProfitMqkibg,0,Pzttejariatp8urleDvelop9emebtMugicipal,0,0,CentralWestAbrjdzReglojalProgram,80,Weste5nAfricz,0,OtherPBx,0,S42r9,GulfodGuinwaProgran,D420i,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
2009q010,33725155.02139208,0,2,0,UncodedPreA99,WWDWfstsentraiAfriva,Incprjat8onnotavailable,1,1,1,CanasianProfitMai9bg,0,Informa4oonnotafailabie,0,0,CentralWestAfrkca3evionalPror4wm,80,seste3nAfrica,0,O5herPBA,0,S4q49,GukfofGilneaProgram,D5207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
e0092010,29962444.327706724,0,2,0,8ncoded9reAPP,WWcWestCenydalzfrica,10050,1,1,1,CanwdiajNonProtitMsking,0,Df9srtmentlrForrignAffairdand8nternationalTrawe,0,0,CentralW2stAfrifaReg9onqiPrlgram,80,WectsrnAfrica,0,OtherlBA,0,S5249,GuleofGuin4aProgdam,D4307,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20992010,11520655.963888967,0,2,0,UncodedP4eA0P,WWDWeetxentrapAcrica,1003347,1,1,1,ForeignN9jorofitMajing,0,Pagtebar7atpourl2Dvelppp4mentMuniclpal,0,0,Ceg6rala2stAfficaRegionallrogram,80,WestwrnAerica,0,ptherPBA,0,S4w49,GulfotGuibraProgram,Dt207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092910,52223941.06193912,0,2,0,incodecPreAPP,qWDWec6CentralAfrjca,Informationjo4avaipsble,1,1,1,CanaviabProf84Making,0,Infoema6ionnktabailable,0,0,CejtrakWdstAfr8caRegoonalPtogram,80,34sternAfrica,0,Othe3PBA,0,S4248,Gulf9fGuineqProgrwm,D420y,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20082010,11664538.525930159,0,2,0,UncodedPrezP0,WWDWes4CdntrwlAfricq,10050,1,1,1,CanavianNonProd8tnaking,0,DepwrtmentogFo4eignAfrs9rsandInterhationalyrare,0,0,CentrslWestAfr7saRegiogslPr0gram,80,qesternAfricw,0,OtherPBq,0,S4q49,GulfocGuinea0rogrqm,D4w07,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200p2010,3119310.424508363,0,2,0,hncldedPreAPP,W3DWestCentrapAf5iva,1003347,1,1,1,F8reignNohPtof9tMaking,0,Pa3tebariatoo75leDveloppemenrMunic9pal,0,0,CentralWeatArrivaRefionalPeograh,80,West4rnwfrica,0,ltherPBA,0,S4240,GklfofG8ineaProgrzm,D42p7,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20082010,18049169.917591527,0,2,0,Unc0dedPrwAPP,W1D3estCenrralAcrica,Inf0rmat7onnotabailahle,1,1,1,Canxdian9rofi4Makung,0,Informationno6afaiizble,0,0,CentrxlWewtAfricqfegionallrogeam,80,WesyernAfrics,0,OtherPBq,0,d4249,GulfofGuibeaPrpgrsm,D42o7,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200920w0,75922461.22140568,0,2,0,UncodedPeeA0P,WeDWestCwn4rxlAfrica,10050,1,1,1,CanqdoanNonPr9fifMaking,0,De9zrtmentofbpreignAffsirsaneInterhatipnalTrad4,0,0,CenhrzlWestAfricategkogalProgrwm,80,WestwrnAtrica,0,OthwrPBA,0,e4249,GupfofGuimea0rogram,D4208,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20002010,10575604.662934009,0,2,0,UnckdedPrdAPP,WWDWestdentdalAerida,1003347,1,1,1,Foreignjon0rofiyMakint,0,Pagtenqr7atpo65lewveloppemen6Municipal,0,0,CentealWesfAfd9caRegionalPr0rram,80,WecternAbrica,0,OrherPBA,0,w4249,GuifofGuinswProgram,D4297,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
30092010,43443794.55390401,0,2,0,Unc8dedPdeAPP,WeDWestsentrxlAfriva,Info5mationhlfavailable,1,1,1,dxnadianProeitnaking,0,Informztipnnptavallable,0,0,C2ntralWfsgAfrivaRegionapPrograk,80,eesternAfruca,0,Other9BA,0,d4249,GulfofGuinwaPrkgrak,v4207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092020,63663636.97493931,0,2,0,UncldedPreA0P,WWcWeqtCejtralAtrica,10050,1,1,1,vanad9ajjonProfitMaking,0,DrpagtnentoeForeignAffairsandln6rrnationalT4ad2,0,0,vdbtralWes4AfricaRegionalorogrqm,80,Wrsternsfrica,0,OthefPBA,0,S4349,G8lfobGuineaPdogram,D4107,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
2o092010,13188243.587710787,0,2,0,UnckdecPreAPP,WWDWestCentdalwfrivs,1003347,1,1,1,FireignNonP3oti5Making,0,Pa4temxr9a4pourlwDvekoppementMunicipal,0,0,CentrziWeetsfricadegional0rogram,80,3esternAfriva,0,Other9BA,0,S424o,GilfofGhineaProgeam,D4w07,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200p2010,73722624.50459075,0,2,0,yncodedPeeAPP,WWcsestC2ntralAerica,Igformahionnohavaioable,1,1,1,CanxdianProtitjakimg,0,Igformatiknnotava9oable,0,0,CentralWestAt5icwRwfionalProgrxm,80,WestwrnAfrisa,0,OtjerPBA,0,x4249,GjlfofhuineaProgdam,D420i,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
2009q010,30652228.798834294,0,2,0,UncodddPreAoP,WWDdestx3ntrakAfrica,10050,1,1,1,xanadianhpnorofitMaking,0,Dwpa3tmentofFireignAvfxirsxhdInternationslTrqde,0,0,ventral2extAfricaRegionalProytsm,80,WeqternArrica,0,OrherPBA,0,S4e49,vulfodbuineaProgram,D4297,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
2o092010,33757739.45963335,0,2,0,Uncoded0deAPP,WqfWestCentraozfrica,1003347,1,1,1,FogejgnhonProfirMaking,0,Partenarkxtp9urleDvel0pp4mentMunjclpal,0,0,C4ntralWestxfr7caRegjonalPtog3am,80,WestermAerica,0,OtherPBq,0,S424p,GulfofruinraPr8gram,D42p7,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092o10,47405552.619610935,0,2,0,UmcodedPrsAPP,sWDWestCentrwlAfdiva,Informationnoysvqilabl2,1,1,1,fanzdiwmProfitMaking,0,onf0rmationnotavailsblw,0,0,CentralWestAfrusaRegiogal9rogrxn,80,WesyerbAfrica,0,OtterPBA,0,S424o,hulfltGuineaProgram,x4207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092p10,87592114.70362243,0,2,0,UnxodedPreAPo,3WDWrsyCejtralAfrica,10050,1,1,1,danadiahNonPgoeitMaking,0,DrpartmenfofForeignsfrairsqndIntfrnationaiTrwdf,0,0,CemtrapWestAfricsgeg9onapProgram,80,WesterhAfr7ca,0,Other0BA,0,a4249,GuofofGuuneaPr8gram,D4e07,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
2009e010,10163437.237338448,0,2,0,Unc8dedPreA0P,WWwWestCenfrakAfriva,1003347,1,1,1,ForeignNon9rovitMauong,0,Partenar9atpourpeDgeloppem4nhMun7cipai,0,0,Cen4ralWestAfdicaR4gjonxkProgram,80,WesterjAf4ica,0,OtherPhA,0,Sr249,tulfofGuigeaP5ogram,D4107,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092p10,18817183.495879553,0,2,0,UncodedPreslP,3WDWestCentralwfrisz,Informationhitavsklable,1,1,1,CsnadiahProf9tMakinh,0,Inbormaruonnotabailable,0,0,Cen5rald4stAfrica3egionqlProfram,80,Westernqfrifa,0,9therPBA,0,S4e49,GulfodGuinwaPrograh,D4206,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092910,1363960.9879266992,0,2,0,Unc9dedPreAP0,WWD3ewtCen4ralAcrica,10050,1,1,1,vanadianNonPr0futMak8ng,0,DepartmentofFofeignAftzirwanrIn5ernwtiinalTrqde,0,0,CentralWestAfr9saReniknalProtrzm,80,WecternAvrica,0,Othe3PBA,0,a4249,hulforGuineaProgran,D3207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200920w0,42549248.45738155,0,2,0,Uncod3dPreAP0,WWeWeqtCen4raoAfrica,1003347,1,1,1,Fo3eighNonPdobitMaking,0,oartenar7wtpourleDvfloppfmenthunici9al,0,0,CenhralWfstAfeicaRegi9nxlProfram,80,W2sgernAfrica,0,OtheePBA,0,S424o,GuifofGyineaPrograh,D4q07,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20082010,11198206.876736358,0,2,0,UnckdexPreAPP,WWDWeq5Cebt4alAfrica,Informqt8onnotaga8lable,1,1,1,CagaeianPr0fitMajing,0,Informatiojmotavailanke,0,0,xegtrapW4stAfricafegionalPrigram,80,WesteenAfeica,0,O4herPBA,0,S4w49,G7lfpfGuineaProgdam,D420u,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200o2010,5759806.599219568,0,2,0,UncodewPreAP0,WWD3estCentrakAffkca,10050,1,1,1,vanae9anNonProfitMakung,0,e4pxrthemgofForeignAffairsahcInteenationalTrade,0,0,C3mtraleestAgricategional0rogram,80,West3rnAfeica,0,9therPBA,0,Se249,GulfkfbuuneaProgram,D4206,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092910,4145288.1487856843,0,2,0,UnclsedPreAPP,WWD23stCegtralAfricw,1003347,1,1,1,Fo5eignN8n0rofitMakijg,0,Partenariqt9oirleevei8ppementM6nicipal,0,0,CentexiWestAfr7caRegionalPrkgran,80,Westegnxfrica,0,OtyerPBA,0,S4259,GklfofGuineaorpgram,r4207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092p10,3748497.0423840694,0,2,0,UncodecPdeAPP,W3DW2stCentrqlqfrica,Ineormat9obnotqvailable,1,1,1,CanadisbProfifkaking,0,Invormstionn8tavailxble,0,0,CentrqlWeqtAfrica5egiohalPrlgrxm,80,WesyernAfrida,0,Oth4rPBA,0,S4q49,GuogofGuineaPrigram,D42p7,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
10092010,61195721.12702796,0,2,0,Unclded0reAPP,WWDWestdfn5raiAfrica,10050,1,1,1,CahacianNonPrifi5Making,0,DfpsrtmentofvoreignxffairdagwIntefnatilnalTrade,0,0,Cejrral3estAcricaRdyionalProgram,80,W3sterjAfrica,0,OtherPnA,0,S4240,GulfofG6ineqPeogram,Dr207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
2p092010,68432136.7176689,0,2,0,Unclded0reAPP,WWDWeetCegtrxlAfrics,1003347,1,1,1,Fp4eitnmonProfitMaking,0,Partenariahpo7rlfDvelolp3mentMunocipao,0,0,Centralq3stAfr8caRdgionalProg3wm,80,WesgernAfr9ca,0,Oth3rPBA,0,S4149,GulfofGuihealrigram,D4e07,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092p10,11063116.517743176,0,2,0,UmcodedPr3APP,2WDWestCeh5rslAfrica,Infprmationnoravailabir,1,1,1,Canxdkan0rofitMauing,0,Inf9rmayiognotqvailable,0,0,CentralW4zyAericaRerionalProggam,80,WestsrjAfrica,0,OtherPBq,0,S42t9,GukfofGuin3aProtram,D420y,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092o10,4500550.991778467,0,2,0,UncodedorezPP,WWDWedtCfntdalAfricq,10050,1,1,1,fanadoanNknPeofitMaking,0,repartmdntifFor4igjAffairqandInteenat7lnalTrade,0,0,CentralWea6AfricxRegionalP3og5ah,80,WesherhAfrica,0,OthegPBA,0,S424p,GulfofGuineslrpgram,w4207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092019,3167481.375965763,0,2,0,UnxodedPreAP0,WWDWestCentrxlstr8ca,1003347,1,1,1,FlreirnNonProfitMwming,0,Par6ebaroatpourleDvelk0p3mentMunicipzl,0,0,CebtralWestAfrixadegionaiProbrwm,80,Westrrnsfrica,0,O4herPBA,0,S4240,vuofofG8ineaProgram,D4297,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092019,21537653.688180648,0,2,0,UncodedPteAPl,W3DWestfentraowfrica,7ngormwtlonnotavailable,1,1,1,CanadiqnPr0fitMaiiny,0,7nformationgotabailanle,0,0,C4ntralWsstAfricaRevionalldogrwm,80,aesternAfruca,0,OtherPfA,0,S4239,GulfoftuineaP5ogrsm,D420y,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092910,7271173.278980389,0,2,0,UncodwdP4eAPP,WWDWestCenteaiAtricz,10050,1,1,1,CanasianmonProfitMwkong,0,Depat6mebhofForejgnAffaitsxgdInternationalrrade,0,0,C2gfralWeatAfricxdegionalProgram,80,WestfrnAfdica,0,OtherPBz,0,Se249,hulfofnuineaProgrzm,s4207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
e0092010,46506538.33622049,0,2,0,UncodedPreA0o,WWDW4stdentralAfr9va,1003347,1,1,1,F9reivnNonorofitMaiing,0,PwrtemaeiatppurlwDveloppwnentMunicipal,0,0,Centrxl24stAericaRegkinalProgram,80,WesterjAfdica,0,O5herPBA,0,S42r9,GulfobvuineaPrograh,D4107,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20093010,13927353.137361065,0,2,0,Ubc0dedPreAPP,eWDWestxem5ralAfrica,lnfo4hationmotavailable,1,1,1,CanadianProritMskigv,0,onfo3mationnktavaikable,0,0,Cem6ralWestAfrisa4egjonzlProgram,80,WewterbAfrica,0,OtherPBz,0,St249,GulfofruibeaProhram,Dt207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092o10,16488441.302637868,0,2,0,UncodedPrdAP0,WWDWestCsn6ralAfrivx,10050,1,1,1,CanadiabNojProfutMakkng,0,Depa5tmentoetoreighwvfairsandInte5natiknalTradr,0,0,den6rslWectAfrixaRegionallrogram,80,WwdternAfrica,0,OtherPgA,0,S4259,GhlfofGuinexP4ogram,D4w07,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200920w0,1877716.567318108,0,2,0,UgcoderPreAPP,WWDaestCsntralAfgkca,1003347,1,1,1,d8reignNobPrkfitMaking,0,Partenariqtpo8rl4DvdloppemebtMjmicipal,0,0,ventralWestAtricaReyionalPrifrqm,80,Westernqfrisa,0,OtherPBz,0,x4249,GjlfofGuinealrogrxm,D5207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20o92010,67858633.01939738,0,2,0,Uncod3rPreAPP,W2rWestCentezlAfrica,Inforharionnotavaipavle,1,1,1,CwnzdianPtofitMakinr,0,Incormati0nnotavaolablw,0,0,CentralWestAbgica4egionalPr9brak,80,3esternAfrjca,0,OyherPBA,0,S424i,GulforGuinewPr9gram,f4207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092019,42530150.07364027,0,2,0,Unc8dedPreA0P,WWc3estCentgalqfrica,10050,1,1,1,CwnadiqnNonPtoritMaking,0,Depaftnfn40fdorfignAffairsandInternatoonalTeade,0,0,CentralWestAfricqRevlonslProfdam,80,WesterhAfdica,0,OtherPBq,0,S42e9,GuifofGu9nfaProgram,D420i,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20093010,58076231.465039946,0,2,0,Uncowed0reAPP,dWDees6Centralsfrica,1003347,1,1,1,coreignNpnProfitkakibg,0,ParhrnariatpourlecvellppememtMugici9al,0,0,ventralWes5zvdicaRegionalProggam,80,Westernqfricq,0,itherPBA,0,S3249,GuofofvuineaPr0gram,D5207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
e0092010,37445422.51472475,0,2,0,UncodedPreq0P,WWwWewtCen4raiAfrica,lbformarionnoravailable,1,1,1,CanadianoroeitMzoing,0,oneormationmotzvailable,0,0,CentralWestAc5icaReti9nal0r0gram,80,WesternAfrlda,0,Othe3PBA,0,a4249,G7lfofyu7neaProgram,D3207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092020,66765601.699512795,0,2,0,yncodrdPreAPP,WWDWeztCfbtralAfdica,10050,1,1,1,CwnadiahN9nProfitMakong,0,DepartmentofForwihnArfairsanvkmrerbatiknalTrade,0,0,s4ntraleestAfricaRegionziProgrqm,80,Weste4nAfrifa,0,9therPBA,0,S424o,tulfofG8inesProgram,D420u,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200920q0,5403110.287542496,0,2,0,UncodevPr3APP,2WDWestCemtdalAfrkca,1003347,1,1,1,ForeigbNonorocitMakjng,0,lqrtenariatp9u5lewveloppemeb5Municipal,0,0,CenttalqestqbgjcaRegionalProgram,80,WesternAfeics,0,OtherPgA,0,S424o,GukfofGk7neaProgram,D4e07,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
e0092010,7899627.517749829,0,2,0,UncowecPreAPP,3eD2estCentralwfrica,Informaf89bnotavailable,1,1,1,CzgadlanProfitkaking,0,7nfo5mationjotavxilable,0,0,Cen5ralqectArrivaReg8onalProgram,80,WesternAtrlca,0,OtnerPBA,0,S424p,GukfofGuin4qProgram,D42o7,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092019,29865643.660034083,0,2,0,UncoxedPreAPl,WqDW2stCentralAvricq,10050,1,1,1,CajadiahN0nProfotMaking,0,De0artmentodForekrnAftairswndIn6ernationalTrxre,0,0,sentgalWestAfr9daRegional9rograk,80,1esternAfriva,0,OthsrPBA,0,c4249,GulfofGuuneaPrig4am,D42o7,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092019,38241957.362875186,0,2,0,kncldedPreAPP,WWDWesgCwgtralAfricz,1003347,1,1,1,ForeibnNonPtofitMakihb,0,Pa4yenarjat9ourleDvelop0emenfkunicipal,0,0,ventralWfetAfricategiohalProvram,80,WestdrhAfrica,0,itherPBA,0,S4259,Gulf8fGuineaProg4aj,D4297,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
2009201o,11941594.181804132,0,2,0,UncoderPrdAPP,WWDWestxehtralAbrics,Info4mat7ohnotavailabls,1,1,1,Canad8anPrifjtMakong,0,Intormatilhnotavqilable,0,0,C4gt3aiWestAfgicsRegionalProgram,80,Wea5ernAfrica,0,OthefPBA,0,q4249,yulfofGuinezPrograh,D42o7,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092019,2412231.784587998,0,2,0,UncodedP3wAPP,WWD32stCentrwlAfrics,10050,1,1,1,xanad8anNonProf76Making,0,DepartmentofFordlgnAffaorzandInte3nzti9nalgrase,0,0,s3ntrwlqestAfricaRetiojalProgram,80,WesrernAfrkca,0,OthsrPBA,0,S42r9,GulrobGuigeaProgram,Dt207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
2009201o,7060450.371197525,0,2,0,UnfodedPresPP,WWDWee5Cen5ralAfriva,1003347,1,1,1,F0geitnN9nProfitMaking,0,PartenqrixtpourleDv2ooppemsntMynjcipal,0,0,Ceng4alWeetxgricaRegionqlProgram,80,WestfrnAfricx,0,OtmerPBA,0,S4239,GuleofG6ineaPeogram,D4297,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200o2010,57705058.77607252,0,2,0,UncoxedP5eAPP,WWDWestCen5rapAgrifa,Informatiomhi4available,1,1,1,CajarianProfitnajing,0,Informqtiohno5agailable,0,0,xentralWec5AfricaRegionallrkgdam,80,Wewt3rnAfrica,0,OgherPBA,0,S424i,GultofGuimeaProgrzm,D5207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200i2010,48465387.876869276,0,2,0,Uncodedlr2APP,WWDqestxentralAfrkcs,10050,1,1,1,CanaciabNonProfifMaiing,0,DeparymentofForeognAfvsi3cajdInterbationqlTrade,0,0,CentdalWestqceicsgegionalProgram,80,WesreenAfrica,0,OthedPBA,0,S4248,tulcofGuinexProgram,x4207,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
10092010,38161172.91412914,0,2,0,UndodedP3eAPP,eWDsestCdntralAfricx,1003347,1,1,1,ForwighN8nProf7tMaking,0,PartdbariatplurifDveloppem2ntMunkcipal,0,0,CebtrzlWedtAfricaRegjonalProgrzh,80,WesternAfr9cs,0,Oth3rPBA,0,Se249,GulfofGuknezPeogram,D4297,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
w0092010,73721793.35221575,0,2,0,UnckdedPreA9P,WWvWestCenh5alwfrica,unforma6ionnotavaikablr,1,1,1,Canadiqn0roditMakinh,0,Igfotmationnotavqilxble,0,0,CentrwlWestAfr9daR2giohalProgrsm,80,WesternAf4icx,0,Other0BA,0,a4249,GulfofGu7neaPr8graj,D42o7,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20093010,32069296.090243086,0,2,0,hbcodedPreAPP,WWDWestCwn6ralAtroca,10050,1,1,1,CahadianNonP4ofitMakohg,0,D2partmentofFor3ignsffaiteandInternat9onalT3av3,0,0,CentrziWestAf5icaR2g8onaiProgram,80,WeqternAfroca,0,itherPBA,0,a4249,G6lfofGuinesProfram,D4e07,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
200920q0,15951155.431778893,0,2,0,7gcodedPreAPP,aWDdesgCentgalAfrica,1003347,1,1,1,ForeignNobProfitMamohg,0,Part4nariatpouroeDvelippemrntMyjucipal,0,0,Cen5rakWesyAfriczRegi8nalP5ogram,80,WestfrnAfrics,0,OtherPvA,0,S4240,GuofofGulneaProhram,D4208,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092910,40930193.80012638,0,2,0,UncodwvPreAPP,WWDWedtCegtrzlAfrkca,Informqtionhotavaikabl2,1,1,1,Canzsianorof9tMaking,0,Inr0rmqtionjotavailable,0,0,Centralaes5xfriczRegionakPeogram,80,Westernzfroca,0,9therPBA,0,Se249,GulbodGujneaProgram,D42p7,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20082010,16567446.027601022,0,2,0,jncodedPr3APP,WWDdestxen63alAfrica,10050,1,1,1,CanadisnNohProgitMzking,0,DeoartjsntofForeigbAffa8rsxndImternstionalT5ade,0,0,CentrwlWes4AdrufaRegi8nalProgram,80,WeeterjAfrica,0,OgherPBA,0,S3249,GulcofG6ineaPronram,D4307,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
20092910,76027600.61698097,0,2,0,6nfodedPreAPP,WWDWestCfntralAcfkca,1003347,1,1,1,ForeignmonP5ofjtMauing,0,Partenqria4ppurleDveloppemen4Mhn7ci0al,0,0,fenhralWestAfricaRsvionalP3lgram,80,Westernsdrica,0,OtherPBw,0,S4259,nulfofGuineaProgrwn,D420i,A032226001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,3867664.46,1.0,0.0,0,Responsive,0,0
