Fiscal year,Gender equality (marker),Sector ID,Regional program (marker),Project Browser country ID,Project number,Sector name,Biodiversity (marker),Organisation class,Untied amount(Project-level budget),Section name,Maximum CIDA contribution (project-level),Children issues (marker),Enviromental sustainability (marker),ICT as a tool for development (marker),Amount spent,Section ID,Sector percent,Branch ID,Fund centre ID,Fund centre name,Status,IRTC percent,Division ID,Youth issues (marker),FSTC percent,Knowledge for development (marker),Trade development (marker),CFLI (marker),Indigenous issues (marker),CountryRegion ID,Programming process (new),Participatory development and good governance,Urban issues (marker),Continent name,Branch name,Division name,CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
2009/2010,2,25010,0,GH,A031887001,Business support services and institutions,0,Individual,2188660.48,Ghana Program Section,2188660.48,0,0,0,2563.6,S4253,0.5,B4200,4254,Ghana,Closed,0.0,D4207,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,2,32161,0,GH,A031887001,Agro-industries,0,Civil Society,2188660.48,Ghana Program Section,2188660.48,0,0,0,65800.865,S4253,0.25,B4200,4254,Ghana,Closed,0.0,D4207,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,2,32161,0,GH,A031887001,Agro-industries,0,Individual,2188660.48,Ghana Program Section,2188660.48,0,0,0,1281.8,S4253,0.25,B4200,4254,Ghana,Closed,0.0,D4207,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,2,43040,0,GH,A031887001,Rural development,0,Civil Society,2188660.48,Ghana Program Section,2188660.48,0,0,0,65800.865,S4253,0.25,B4200,4254,Ghana,Closed,0.0,D4207,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,2,43040,0,GH,A031887001,Rural development,0,Individual,2188660.48,Ghana Program Section,2188660.48,0,0,0,1281.8,S4253,0.25,B4200,4254,Ghana,Closed,0.0,D4207,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,2,31191,0,ML,A031895001,Agricultural services,0,Civil Society,2500000.0,Mali Program Section,8042053.03,0,0,0,213919.46,S4215,1.0,B4200,4216,Mali,Closed,0.0,D4207,0,1.0,0,0,0,0,ML,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,2,31191,0,ML,A031895001,Agricultural services,0,Individual,2500000.0,Mali Program Section,8042053.03,0,0,0,6310.0,S4215,1.0,B4200,4216,Mali,Closed,0.0,D4207,0,1.0,0,0,0,0,ML,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,0,14031,0,GH,A031901001,Basic drinking water supply,0,Civil Society,5456094.24,Ghana Program Section,5456094.24,0,1,0,368563.731,S4253,0.3,B4200,4254,Ghana,Closed,0.0,D4207,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,14032,0,GH,A031901001,Basic sanitation,0,Civil Society,5456094.24,Ghana Program Section,5456094.24,0,1,0,368563.731,S4253,0.3,B4200,4254,Ghana,Closed,0.0,D4207,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,14081,0,GH,A031901001,Education and training in water supply and sanitation,0,Civil Society,5456094.24,Ghana Program Section,5456094.24,0,1,0,491418.30799999996,S4253,0.4,B4200,4254,Ghana,Closed,0.0,D4207,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,2,11240,1,EG,A031906001,Early childhood education,0,Civil Society,14565608.06,Middle East and North Africa,14565608.06,1,1,0,3635501.56,S4256,1.0,B3100,3127,Broader M-E & North Africa (BMENA),Terminating,0.0,D3100,0,1.0,0,0,0,1,EG,Uncoded: Pre-APP,1,1,Africa,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,43010,0,IN,A031909008,Multisector aid,0,Governmental,409994.48,Philippines and Mongolia,409994.48,1,1,0,406834.48,S4130,1.0,B4100,4116,*India,Closed,0.0,D4100,1,0.0,0,0,1,0,IN,Uncoded: Pre-APP,2,1,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,43010,0,IN,A031909008,Multisector aid,0,Governmental,409994.48,Philippines and Mongolia,409994.48,1,1,0,3160.0,S4130,1.0,B4100,4116,*India,Closed,0.0,D4100,1,0.0,0,0,1,0,IN,Uncoded: Pre-APP,2,1,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,0,SD,A031917001,Democratic participation and civil society,0,Civil Society,1678280.19,South Sudan Program,1678280.19,0,0,0,24992.0,S4232,0.25,B4200,4232,South Sudan,Closed,0.0,D4270,0,1.0,0,0,0,0,SD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Responsive,1,Not PBA,0,0,0
2009/2010,0,15160,0,SD,A031917001,Human rights,0,Civil Society,1678280.19,South Sudan Program,1678280.19,0,0,0,24992.0,S4232,0.25,B4200,4232,South Sudan,Closed,0.0,D4270,0,1.0,0,0,0,0,SD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Responsive,1,Not PBA,0,0,0
2009/2010,0,15230,0,SD,A031917001,Participation in international peacekeeping operations,0,Civil Society,1678280.19,South Sudan Program,1678280.19,0,0,0,24992.0,S4232,0.25,B4200,4232,South Sudan,Closed,0.0,D4270,0,1.0,0,0,0,0,SD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Responsive,1,Not PBA,0,0,0
2009/2010,0,15240,0,SD,A031917001,Reintegration and SALW control,0,Civil Society,1678280.19,South Sudan Program,1678280.19,0,0,0,24992.0,S4232,0.25,B4200,4232,South Sudan,Closed,0.0,D4270,0,1.0,0,0,0,0,SD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Responsive,1,Not PBA,0,0,0
2009/2010,1,15110,0,PH,A031927001,Public sector policy and administrative management,0,Governmental,15507684.49,Philippines and Mongolia,15507684.49,0,1,0,87.385,S4130,0.5,B4100,4128,Philippines,Closed,0.0,D4100,0,1.0,0,0,0,0,PH,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,15110,0,PH,A031927001,Public sector policy and administrative management,0,Civil Society,15507684.49,Philippines and Mongolia,15507684.49,0,1,0,1217438.14,S4130,0.5,B4100,4128,Philippines,Closed,0.0,D4100,0,1.0,0,0,0,0,PH,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,15110,0,PH,A031927001,Public sector policy and administrative management,0,Individual,15507684.49,Philippines and Mongolia,15507684.49,0,1,0,32539.38,S4130,0.5,B4100,4128,Philippines,Closed,0.0,D4100,0,1.0,0,0,0,0,PH,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,15111,0,PH,A031927001,Public finance management,0,Governmental,15507684.49,Philippines and Mongolia,15507684.49,0,1,0,52.431000000000004,S4130,0.3,B4100,4128,Philippines,Closed,0.0,D4100,0,1.0,0,0,0,0,PH,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,15111,0,PH,A031927001,Public finance management,0,Civil Society,15507684.49,Philippines and Mongolia,15507684.49,0,1,0,730462.8840000001,S4130,0.3,B4100,4128,Philippines,Closed,0.0,D4100,0,1.0,0,0,0,0,PH,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,15111,0,PH,A031927001,Public finance management,0,Individual,15507684.49,Philippines and Mongolia,15507684.49,0,1,0,19523.628,S4130,0.3,B4100,4128,Philippines,Closed,0.0,D4100,0,1.0,0,0,0,0,PH,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,15150,0,PH,A031927001,Democratic participation and civil society,0,Governmental,15507684.49,Philippines and Mongolia,15507684.49,0,1,0,34.954,S4130,0.2,B4100,4128,Philippines,Closed,0.0,D4100,0,1.0,0,0,0,0,PH,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,15150,0,PH,A031927001,Democratic participation and civil society,0,Civil Society,15507684.49,Philippines and Mongolia,15507684.49,0,1,0,486975.256,S4130,0.2,B4100,4128,Philippines,Closed,0.0,D4100,0,1.0,0,0,0,0,PH,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,15150,0,PH,A031927001,Democratic participation and civil society,0,Individual,15507684.49,Philippines and Mongolia,15507684.49,0,1,0,13015.752,S4130,0.2,B4100,4128,Philippines,Closed,0.0,D4100,0,1.0,0,0,0,0,PH,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,11430,0,JO,A031929001,Advanced technical and managerial training,0,Governmental,4693076.25,Middle East and North Africa,4693076.25,0,0,1,6750.0,S4256,0.5,B3100,4266,Jordan,Closed,0.0,D3100,0,1.0,0,0,0,0,JO,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,11430,0,JO,A031929001,Advanced technical and managerial training,0,Governmental,4693076.25,Middle East and North Africa,4693076.25,0,0,1,222871.5,S4256,0.5,B3100,4266,Jordan,Closed,0.0,D3100,0,1.0,0,0,0,0,JO,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,16020,0,JO,A031929001,Employment policy and administrative management,0,Governmental,4693076.25,Middle East and North Africa,4693076.25,0,0,1,6750.0,S4256,0.5,B3100,4266,Jordan,Closed,0.0,D3100,0,1.0,0,0,0,0,JO,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,16020,0,JO,A031929001,Employment policy and administrative management,0,Governmental,4693076.25,Middle East and North Africa,4693076.25,0,0,1,222871.5,S4256,0.5,B3100,4266,Jordan,Closed,0.0,D3100,0,1.0,0,0,0,0,JO,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Responsive,1,Not PBA,0,0,0
2009/2010,3,15160,0,BD,A031932001,Human rights,0,Governmental,2500000.0,Bangladesh Section,2550404.31,0,0,0,95460.3,S4122,0.5,B4100,4122,Bangladesh,Closed,0.0,D4100,0,1.0,0,0,0,0,BD,Uncoded: Pre-APP,0,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,3,43010,0,BD,A031932001,Multisector aid,0,Governmental,2500000.0,Bangladesh Section,2550404.31,0,0,0,95460.3,S4122,0.5,B4100,4122,Bangladesh,Closed,0.0,D4100,0,1.0,0,0,0,0,BD,Uncoded: Pre-APP,0,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15110,0,CN,A031933001,Public sector policy and administrative management,0,Governmental,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,130.29,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15110,0,CN,A031933001,Public sector policy and administrative management,0,Governmental,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,23777.185,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15110,0,CN,A031933001,Public sector policy and administrative management,0,Governmental,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,148.735,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15110,0,CN,A031933001,Public sector policy and administrative management,0,Governmental,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,3192.0,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15110,0,CN,A031933001,Public sector policy and administrative management,0,Civil Society,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,11326.255,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15110,0,CN,A031933001,Public sector policy and administrative management,0,Civil Society,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,14059.96,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15110,0,CN,A031933001,Public sector policy and administrative management,0,Civil Society,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,16158.91,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15110,0,CN,A031933001,Public sector policy and administrative management,0,Individual,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,3150.0,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15110,0,CN,A031933001,Public sector policy and administrative management,0,Individual,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,8422.0,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031933001,Environmental policy and administrative management,0,Governmental,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,130.29,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031933001,Environmental policy and administrative management,0,Governmental,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,23777.185,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031933001,Environmental policy and administrative management,0,Governmental,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,148.735,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031933001,Environmental policy and administrative management,0,Governmental,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,3192.0,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031933001,Environmental policy and administrative management,0,Civil Society,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,11326.255,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031933001,Environmental policy and administrative management,0,Civil Society,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,14059.96,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031933001,Environmental policy and administrative management,0,Civil Society,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,16158.91,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031933001,Environmental policy and administrative management,0,Individual,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,3150.0,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031933001,Environmental policy and administrative management,0,Individual,3313759.76,OAI Indonesia and SEA Regional,3313759.76,0,1,0,8422.0,S4126,0.5,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,13040,0,CM,A031934001,STD control including HIV/AIDS,0,Governmental,1623170.64,Central Africa & Great Lakes Program,1623170.64,0,0,0,7563.63,S4287,1.0,B4200,4289,Cameroon,Closed,0.0,D4207,1,1.0,0,0,0,0,CM,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,1,13040,0,CM,A031934001,STD control including HIV/AIDS,0,Governmental,1623170.64,Central Africa & Great Lakes Program,1623170.64,0,0,0,13425.0,S4287,1.0,B4200,4289,Cameroon,Closed,0.0,D4207,1,1.0,0,0,0,0,CM,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,1,13040,0,CM,A031934002,STD control including HIV/AIDS,0,Civil Society,4818857.87,Central Africa & Great Lakes Program,4818857.87,0,0,0,319358.0,S4287,1.0,B4200,4289,Cameroon,Closed,0.0,D4207,1,1.0,0,0,0,0,CM,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,0,15112,0,HT,A031935001,Decentralisation and support to subnational government,0,Governmental,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,1183.963,S4449,0.1,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15112,0,HT,A031935001,Decentralisation and support to subnational government,0,Civil Society,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,4881.67,S4449,0.1,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15112,0,HT,A031935001,Decentralisation and support to subnational government,0,Civil Society,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,347516.75399999996,S4449,0.1,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15112,0,HT,A031935001,Decentralisation and support to subnational government,0,Individual,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,506.67,S4449,0.1,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15112,0,HT,A031935001,Decentralisation and support to subnational government,0,Individual,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,4711.1759999999995,S4449,0.1,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31120,0,HT,A031935001,Agricultural development,0,Governmental,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,3551.889,S4449,0.3,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31120,0,HT,A031935001,Agricultural development,0,Civil Society,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,14645.01,S4449,0.3,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31120,0,HT,A031935001,Agricultural development,0,Civil Society,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,1042550.262,S4449,0.3,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31120,0,HT,A031935001,Agricultural development,0,Individual,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,1520.01,S4449,0.3,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31120,0,HT,A031935001,Agricultural development,0,Individual,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,14133.528,S4449,0.3,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31140,0,HT,A031935001,Agricultural water resources,0,Governmental,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,591.9815,S4449,0.05,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31140,0,HT,A031935001,Agricultural water resources,0,Civil Society,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,2440.835,S4449,0.05,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31140,0,HT,A031935001,Agricultural water resources,0,Civil Society,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,173758.37699999998,S4449,0.05,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31140,0,HT,A031935001,Agricultural water resources,0,Individual,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,253.335,S4449,0.05,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31140,0,HT,A031935001,Agricultural water resources,0,Individual,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,2355.5879999999997,S4449,0.05,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31191,0,HT,A031935001,Agricultural services,0,Governmental,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,591.9815,S4449,0.05,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31191,0,HT,A031935001,Agricultural services,0,Civil Society,20000000.0,Ha�ti & Dominican Republic Section,20000000.0,0,0,0,2440.835,S4449,0.05,B4400,4452,Haiti,Terminating,0.0,D4400,0,0.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
